Package name;Useless;Right URL;Old URL
antlr4-python3-runtime;True;https://github.com/antlr4-python3-runtime/antlr4-python3-runtime;https://github.com/antlr/antlr4
oslo-utils;True;https://github.com/oslo-utils/oslo-utils;https://github.com/openstack/oslo.utils
theano;False;https://github.com/theano/theano;https://github.com/goodfeli/theano_exercises
oslo-config;True;https://github.com/oslo-config/oslo-config;https://github.com/openstack/oslo.config
heapdict;True;https://github.com/heapdict/heapdict;https://github.com/DanielStutzbach/heapdict
zict;True;https://github.com/zict/zict;https://github.com/dask/zict
paho-mqtt;True;https://github.com/eclipse/paho;https://github.com/eclipse/paho.mqtt.python
mpi4py;False;https://github.com/mpi4py/mpi4py;
azureml-core;True;https://github.com/azureml-core/azureml-core;
marshmallow-enum;True;https://github.com/marshmallow-enum/marshmallow-enum;
oslo-serialization;True;https://github.com/oslo-serialization/oslo-serialization;https://github.com/openstack/oslo.serialization
rospkg;True;https://github.com/rospkg/rospkg;https://github.com/ros-infrastructure/rospkg
statistics;False;https://github.com/digitalemagine/py-statistics;https://github.com/python/cpython
cheetah;True;https://github.com/cheetah/cheetah;https://github.com/cheetahtemplate/cheetah
datashape;True;https://github.com/datashape/datashape;https://github.com/blaze/datashape
flake8-polyfill;True;https://github.com/flake8-polyfill/flake8-polyfill;
python-crontab;True;https://github.com/python-crontab/python-crontab;
cairosvg;False;https://github.com/kozea/cairosvg;https://github.com/Kozea/CairoSVG
logging;False;https://github.com/logging/logging;
py-bcrypt;True;https://github.com/py-bcrypt/py-bcrypt;
python-swiftclient;False;https://github.com/openstack/swift;https://github.com/openstack/python-swiftclient
azureml-model-management-sdk;True;https://github.com/Azure/azure-ml-api-sdk-python;
intel-openmp;True;https://github.com/intel-openmp/intel-openmp;
keystoneauth1;True;https://github.com/keystoneauth1/keystoneauth1;https://github.com/openstack/keystoneauth
mkl;True;https://github.com/mkl/mkl;
google-cloud-trace;False;https://github.com/googleapis/python-trace;https://github.com/GoogleCloudPlatform/google-cloud-python
nvidia-ml-py;True;https://github.com/nvidia-ml-py/nvidia-ml-py;
pyudorandom;True;https://github.com/pyudorandom/pyudorandom;https://github.com/mewwts/pyudorandom
cognite-model-hosting;True;https://github.com/cognite-model-hosting/cognite-model-hosting;https://github.com/cognitedata/cognite-model-hosting
python-geohash;True;https://github.com/python-geohash/python-geohash;
cssutils;True;https://github.com/cssutils/cssutils;
mleap;False;https://github.com/combust/mleap;https://github.com/combust/mleap-demo
descartes;True;https://github.com/descartes/descartes;
flask-openid;False;https://github.com/mitsuhiko/flask-openid;http://github.com/mitsuhiko/flask-openid
databricks-pypi1;True;https://github.com/databricks-pypi1/databricks-pypi1;
os-service-types;True;https://github.com/os-service-types/os-service-types;https://github.com/openstack/os-service-types
openstacksdk;True;https://github.com/openstacksdk/openstacksdk;https://github.com/openstack/openstacksdk
spotinst-agent;True;https://github.com/spotinst/spotinst-spectrum-agent;
pygame;False;https://github.com/pygame/pygame;
python-keystoneclient;True;https://github.com/python-keystoneclient/python-keystoneclient;https://github.com/openstack/python-keystoneclient
pattern;True;https://github.com/pattern/pattern;https://github.com/clips/pattern
tables;True;https://github.com/tables/tables;https://github.com/PyTables/PyTables
sockjs-tornado;False;https://github.com/mrjoes/sockjs-tornado;http://github.com/mrjoes/sockjs-tornado
dpath;False;https://github.com/akesterson/dpath-python;https://www.github.com/akesterson/dpath-python
initools;True;https://github.com/initools/initools;
objectpath;False;https://github.com/adriank/objectpath;https://github.com/adriank/ObjectPAth
django-timezone-field;False;https://github.com/mfogel/django-timezone-field;http://github.com/mfogel/django-timezone-field
azureml-dataprep-native;True;https://github.com/azureml-dataprep-native/azureml-dataprep-native;
azureml-dataprep;True;https://github.com/azureml-dataprep/azureml-dataprep;
blobfile;False;https://github.com/christopher-hesse/blobfile;https://github.com/cshesse/blobfile
pyqt5;True;https://github.com/pyqt5/pyqt5;
openapi-codec;False;https://github.com/core-api/python-openapi-codec;http://github.com/core-api/python-openapi-codec
google-cloud-dataflow;True;https://github.com/google-cloud-dataflow/google-cloud-dataflow;
tweepy;False;https://github.com/tweepy/tweepy;http://github.com/tweepy/tweepy
partd;False;https://github.com/dask/partd;http://github.com/dask/partd
python-novaclient;True;https://github.com/python-novaclient/python-novaclient;https://github.com/openstack/python-novaclient
pycalverter;True;https://github.com/pycalverter/pycalverter;
pytest-sugar;False;https://github.com/teemu/pytest-sugar;https://github.com/Frozenball/pytest-sugar
mysql-connector-python-rf;True;https://github.com/mysql-connector-python-rf/mysql-connector-python-rf;
requestsexceptions;True;https://github.com/requestsexceptions/requestsexceptions;https://github.com/openstack/requestsexceptions
pastedeploy;False;https://github.com/pylons/pastedeploy;https://github.com/Pylons/pastedeploy
pywebhdfs;False;https://github.com/pywebhdfs/pywebhdfs;
azureml-telemetry;True;https://github.com/azureml-telemetry/azureml-telemetry;
django-nose;False;http://github.com/jazzband/django-nose;http://github.com/django-nose/django-nose
flake8-docstrings;False;https://github.com/pycqa/pydocstyle;https://github.com/PyCQA/flake8-docstrings
osc-lib;True;https://github.com/osc-lib/osc-lib;https://github.com/openstack/osc-lib
python-subunit;True;https://github.com/python-subunit/python-subunit;
mozversion;True;https://github.com/mozversion/mozversion;
azureml-pipeline-core;True;https://github.com/azureml-pipeline-core/azureml-pipeline-core;
httpretty;False;https://github.com/gabrielfalcao/httpretty;https://github.com/gabrielfalcao/HTTPretty
jupyterlab-server;False;https://github.com/jupyterlab/jupyterlab_server;
atlassian-jwt-auth;True;https://github.com/atlassian-jwt-auth/atlassian-jwt-auth;
filechunkio;True;https://github.com/filechunkio/filechunkio;
venusian;False;https://github.com/pylons/venusian;https://github.com/Pylons/venusian
oslo-log;True;https://github.com/oslo-log/oslo-log;https://github.com/openstack/oslo.log
pythonwhois;True;https://github.com/pythonwhois/pythonwhois;https://github.com/joepie91/python-whois
flask-socketio;False;https://github.com/miguelgrinberg/flask-socketio;http://github.com/miguelgrinberg/Flask-SocketIO
hashids;True;https://github.com/hashids/hashids;https://github.com/davidaurelio/hashids-python
azureml-train-core;True;https://github.com/azureml-train-core/azureml-train-core;
beautifulsoup;True;https://github.com/beautifulsoup/beautifulsoup;
azureml-train-restclients-hyperdrive;True;https://github.com/azureml-train-restclients-hyperdrive/azureml-train-restclients-hyperdrive;
watson-machine-learning-client;True;https://github.com/watson-machine-learning-client/watson-machine-learning-client;
flask-httpauth;False;https://github.com/miguelgrinberg/flask-httpauth;http://github.com/miguelgrinberg/flask-httpauth
marionette-driver;True;https://github.com/marionette-driver/marionette-driver;
wget;False;https://github.com/wget/wget;
lightstep;True;https://github.com/lightstep/lightstep;https://github.com/lightstep/lightstep-tracer-python
toposort;True;https://github.com/toposort/toposort;
azureml-pipeline-steps;True;https://github.com/azureml-pipeline-steps/azureml-pipeline-steps;
webapp2;True;https://github.com/webapp2/webapp2;
azureml-pipeline;True;https://github.com/azureml-pipeline/azureml-pipeline;
pyqt5-sip;True;https://github.com/pyqt5-sip/pyqt5-sip;
python-glanceclient;True;https://github.com/python-glanceclient/python-glanceclient;https://github.com/openstack/python-glanceclient
python-whois;False;https://github.com/richardpenman/whois;https://github.com/richardpenman/pywhois
oslo-context;True;https://github.com/oslo-context/oslo-context;https://github.com/openstack/oslo.context
os-client-config;True;https://github.com/os-client-config/os-client-config;https://github.com/openstack/os-client-config
azure-eventhub;False;https://github.com/azure/azure-sdk-for-python;https://github.com/Azure/azure-sdk-for-python
python-cinderclient;True;https://github.com/python-cinderclient/python-cinderclient;
azureml-train;True;https://github.com/azureml-train/azureml-train;
awsebcli;False;https://github.com/aws/aws-elastic-beanstalk-cli-setup;
flake8-quotes;False;https://github.com/zheller/flake8-quotes;http://github.com/zheller/flake8-quotes
databricks-pypi2;True;https://github.com/databricks-pypi2/databricks-pypi2;
azureml-sdk;False;https://github.com/Azure/MachineLearningNotebooks;
firebase-admin;True;https://github.com/firebase-admin/firebase-admin;https://github.com/firebase/firebase-admin-python
virtualenvwrapper;True;https://github.com/virtualenvwrapper/virtualenvwrapper;
public;False;https://github.com/andrewp-as-is/public.py;https://github.com/looking-for-a-job/public.py
python-socketio;False;https://github.com/miguelgrinberg/python-socketio;http://github.com/miguelgrinberg/python-socketio
capstone;True;https://github.com/capstone/capstone;https://github.com/aquynh/capstone
python-engineio;False;https://github.com/miguelgrinberg/python-engineio;http://github.com/miguelgrinberg/python-engineio
django-countries;False;https://github.com/smileychris/django-countries;https://github.com/SmileyChris/django-countries
pyformance;True;https://github.com/pyformance/pyformance;https://github.com/python/pyperformance
dominate;False;https://github.com/knio/dominate;https://github.com/Knio/dominate
ptvsd;False;https://github.com/microsoft/ptvsd;https://github.com/Microsoft/ptvsd
locustio;True;https://github.com/locustio/locustio;https://github.com/locustio/locust
ibm-db;True;https://github.com/ibm-db/ibm-db;https://github.com/ibmdb/python-ibmdb
sentinels;True;https://github.com/sentinels/sentinels;
urltools;False;https://github.com/itzik-h/urltools;https://github.com/rbaier/python-urltools
pathlib-mate;False;https://github.com/machu-gwu/pathlib_mate-project;https://github.com/MacHu-GWU/pathlib_mate-project
enum;True;https://github.com/enum/enum;
pykerberos;True;https://github.com/pykerberos/pykerberos;
librosa;False;https://github.com/librosa/librosa;http://github.com/librosa/librosa
python-stdnum;True;https://github.com/python-stdnum/python-stdnum;https://github.com/arthurdejong/python-stdnum
flask-mail;True;https://github.com/rduplain/flask-mail;https://github.com/mattupstate/flask-mail
skyfield;False;https://github.com/brandon-rhodes/python-skyfield;http://github.com/brandon-rhodes/python-skyfield
python-openstackclient;True;https://github.com/python-openstackclient/python-openstackclient;https://github.com/openstack/python-openstackclient
pywinrm;False;https://github.com/diyan/pywinrm;http://github.com/diyan/pywinrm
pygeocoder;True;https://github.com/pygeocoder/pygeocoder;
polib;True;https://github.com/polib/polib;
pager;True;https://github.com/pager/pager;
amazon-dax-client;True;https://github.com/amazon-dax-client/amazon-dax-client;
request;False;https://github.com/request/request;https://github.com/looking-for-a-job/request.py
sqlalchemy-migrate;False;http://github.com/stackforge/sqlalchemy-migrate;https://github.com/stackforge/sqlalchemy-migrate
cftime;False;https://github.com/unidata/cftime;https://github.com/Unidata/cftime
post;False;https://github.com/post/post;https://github.com/looking-for-a-job/post.py
get;True;https://github.com/get/get;https://github.com/looking-for-a-job/get.py
query-string;False;https://github.com/andrewp-as-is/query-string.py;https://github.com/looking-for-a-job/query-string.py
sklearn-pandas;False;https://github.com/scikit-learn-contrib/sklearn-pandas;https://github.com/paulgb/sklearn-pandas
socksipy-branch;True;https://github.com/socksipy-branch/socksipy-branch;
dash-renderer;True;https://github.com/dash-renderer/dash-renderer;https://github.com/plotly/dash-renderer
python-decouple;False;https://github.com/henriquebastos/python-decouple;http://github.com/henriquebastos/python-decouple
dash-core-components;True;https://github.com/dash-core-components/dash-core-components;https://github.com/plotly/dash-core-components
django-simple-history;False;https://github.com/jazzband/django-simple-history;https://github.com/treyhunner/django-simple-history
django-formtools;False;https://github.com/jazzband/django-formtools;https://github.com/django/django-formtools
editdistance;False;https://github.com/aflc/editdistance;https://www.github.com/aflc/editdistance
pyusb;False;https://github.com/pyusb/pyusb;https://github.com/ninja-build/ninja
astropy;False;http://github.com/astropy/astropy;https://github.com/astropy/astropy
python-neutronclient;True;https://github.com/python-neutronclient/python-neutronclient;https://github.com/openstack/python-neutronclient
tempita;True;https://github.com/tempita/tempita;https://github.com/agramfort/tempita
neptune-client;True;https://github.com/neptune-client/neptune-client;https://github.com/neptune-ai/neptune-client
interval;True;https://github.com/interval/interval;
suds;True;https://github.com/suds/suds;https://github.com/felicesyforrados/suds
uuid;True;https://github.com/uuid/uuid;
pylibmc;True;https://github.com/pylibmc/pylibmc;https://github.com/lericson/pylibmc
moviepy;False;https://github.com/zulko/moviepy;https://github.com/Zulko/moviepy
pyramid;False;https://github.com/pylons/pyramid;https://github.com/Pylons/pyramid
empy;True;https://github.com/empy/empy;
antlr4-python2-runtime;True;https://github.com/antlr4-python2-runtime/antlr4-python2-runtime;https://github.com/antlr/antlr4
httpagentparser;True;https://github.com/httpagentparser/httpagentparser;https://github.com/shon/httpagentparser
azure-identity;False;https://github.com/azure/azure-sdk-for-python;https://github.com/Azure/azure-sdk-for-python
pyzipcode3;False;https://github.com/dvf/pyzipcode3;https://www.github.com/dvf/pyzipcode3
protorpc;True;https://github.com/protorpc/protorpc;
routes;True;https://github.com/routes/routes;https://github.com/bbangert/routes
oslo-concurrency;True;https://github.com/oslo-concurrency/oslo-concurrency;https://github.com/openstack/oslo.concurrency
first;False;https://github.com/hynek/first;http://github.com/hynek/first
gevent-websocket;False;https://github.com/methane/wsaccel;https://github.com/jgelens/gevent-websocket
solartime;True;https://github.com/solartime/solartime;
thriftpy2;False;https://github.com/thriftpy/thriftpy2;https://github.com/Thriftpy/thriftpy2
dash-table;True;https://github.com/dash-table/dash-table;https://github.com/plotly/dash-table
ipyparallel;True;https://github.com/ipyparallel/ipyparallel;https://github.com/ipython/ipyparallel
pytest-cache;True;https://github.com/pytest-cache/pytest-cache;
wmctrl;True;https://github.com/wmctrl/wmctrl;
azureml-defaults;True;https://github.com/azureml-defaults/azureml-defaults;
pyhocon;False;https://github.com/chimpler/pyhocon;http://github.com/chimpler/pyhocon
palettable;True;https://github.com/palettable/palettable;https://github.com/jiffyclub/palettable
lmdb;False;https://github.com/jnwatson/py-lmdb;http://github.com/jnwatson/py-lmdb
hurry-filesize;True;https://github.com/hurry-filesize/hurry-filesize;
functools;True;https://github.com/functools/functools;
django-redis-cache;False;https://github.com/sebleier/django-redis-cache;http://github.com/sebleier/django-redis-cache
imblearn;True;https://github.com/imblearn/imblearn;
platformio;False;https://github.com/platformio/platformio-core;https://github.com/platformio/platformio
recordclass;True;https://github.com/recordclass/recordclass;
hacking;False;https://github.com/jcrocholl/pep8;https://github.com/openstack/hacking
compatibility-lib;False;https://github.com/googlecloudplatform/cloud-opensource-python;https://github.com/GoogleCloudPlatform/cloud-opensource-python
mando;True;https://github.com/mando/mando;https://github.com/rubik/mando
teamcity-messages;False;https://github.com/jetbrains/teamcity-messages;https://github.com/JetBrains/teamcity-messages
dateutils;False;https://github.com/jmcantrell/python-dateutils;
logbook;True;https://github.com/logbook/logbook;https://github.com/getlogbook/logbook
bugsnag;True;https://github.com/bugsnag/bugsnag;https://github.com/bugsnag/bugsnag-python
demjson;True;https://github.com/demjson/demjson;https://github.com/dmeranda/demjson
pubnub;True;https://github.com/pubnub/pubnub;https://github.com/pubnub/python
numpydoc;True;https://github.com/numpydoc/numpydoc;https://github.com/numpy/numpydoc
py3nvml;False;https://github.com/fbcotter/py3nvml;https://github.com/fbcotter/py3nvml.git
geoalchemy2;True;https://github.com/geoalchemy2/geoalchemy2;https://github.com/geoalchemy/geoalchemy2
publicsuffix;True;https://github.com/publicsuffix/publicsuffix;
prospector;False;https://github.com/pycqa/prospector;https://github.com/PyCQA/prospector
pydub;True;https://github.com/pydub/pydub;https://github.com/jiaaro/pydub
progressbar;True;https://github.com/progressbar/progressbar;https://github.com/niltonvolpato/python-progressbar
azureml-automl-core;True;https://github.com/azureml-automl-core/azureml-automl-core;
django-guardian;False;https://github.com/django-guardian/django-guardian;http://github.com/django-guardian/django-guardian
pyjwkest;True;https://github.com/pyjwkest/pyjwkest;https://github.com/IdentityPython/pyjwkest
mandrill;True;https://github.com/mandrill/mandrill;
flake8-commas;False;https://github.com/pycqa/flake8-commas;https://github.com/PyCQA/flake8-commas
utils;False;https://github.com/haaksmash/pyutils;http://github.com/haaksmash/pyutils
tlslite;False;https://github.com/moxie0/convergence;https://github.com/operasoftware/tlslite
testscenarios;True;https://github.com/testscenarios/testscenarios;
