Package name;GitHub URL
jellyfish;https://github.com/jamesturk/jellyfish
python-memcached;https://github.com/linsomniac/python-memcached
jaraco-functools;https://github.com/jaraco/jaraco.functools
pyvcf;https://github.com/jamescasbon/pyvcf
google-cloud-kms;https://github.com/googleapis/python-kms
kazoo;https://github.com/python-zk/kazoo
cheroot;https://github.com/cherrypy/cheroot
python-snappy;https://github.com/andrix/python-snappy
pg8000;https://github.com/tlocke/pg8000
emoji;https://github.com/carpedm20/emoji
dj-database-url;https://github.com/jacobian/dj-database-url
knack;https://github.com/microsoft/knack
geopandas;https://github.com/geopandas/geopandas
pycares;https://github.com/saghul/pycares
cherrypy;https://github.com/cherrypy/cherrypy
validators;https://github.com/kvesteri/validators
cattrs;https://github.com/tinche/cattrs
pytest-asyncio;https://github.com/pytest-dev/pytest-asyncio
sniffio;https://github.com/python-trio/sniffio
parsel;https://github.com/scrapy/parsel
prison;https://github.com/betodealmeida/python-rison
flower;https://github.com/mher/flower
pymeeus;https://github.com/architest/pymeeus
django-appconf;https://github.com/django-compressor/django-appconf
ephem;https://github.com/brandon-rhodes/pyephem
google-cloud-language;https://github.com/googleapis/python-language
tinycss2;https://github.com/kozea/tinycss2
ml-metadata;https://github.com/google/ml-metadata
flask-appbuilder;https://github.com/dpgaspar/flask-appbuilder
webtest;https://github.com/pylons/webtest
haversine;https://github.com/mapado/haversine
apache-airflow;https://github.com/apache/airflow
cliff;https://github.com/openstack/cliff
queuelib;https://github.com/scrapy/queuelib
jsonpath-rw;https://github.com/kennknowles/python-jsonpath-rw
imbalanced-learn;https://github.com/scikit-learn-contrib/imbalanced-learn
hstspreload;https://github.com/sethmlarson/hstspreload
flask-jwt-extended;https://github.com/vimalloc/flask-jwt-extended
basictracer;https://github.com/opentracing/basictracer-python
async-generator;https://github.com/python-trio/async_generator
httpx;https://github.com/encode/httpx
jsmin;https://github.com/tikitu/jsmin
mpmath;https://github.com/fredrik-johansson/mpmath
tempora;https://github.com/jaraco/tempora
msal-extensions;https://github.com/azuread/microsoft-authentication-extensions-for-python
google-cloud-error-reporting;https://github.com/googleapis/python-error-reporting
altgraph;https://github.com/ronaldoussoren/altgraph
googledatastore;https://github.com/googlecloudplatform/google-cloud-datastore
plumbum;https://github.com/tomerfiliba/plumbum
olefile;https://github.com/decalage2/olefile
backports-csv;https://github.com/ryanhiebert/backports.csv
testfixtures;https://github.com/simplistix/testfixtures
pulp;https://github.com/coin-or/pulp
cairocffi;https://github.com/kozea/cairocffi
utm;https://github.com/turbo87/utm
rospkg;https://github.com/ros-infrastructure/rospkg
cmd2;https://github.com/python-cmd2/cmd2
portend;https://github.com/jaraco/portend
flask-swagger;https://github.com/gangverk/flask-swagger
terminaltables;https://github.com/robpol86/terminaltables
scrapy;https://github.com/scrapy/scrapy
s2sphere;https://github.com/sidewalklabs/s2sphere
junit-xml;https://github.com/kyrus/python-junit-xml
commonmark;https://github.com/readthedocs/commonmark.py
parse-type;https://github.com/jenisys/parse_type
bitarray;https://github.com/ilanschnell/bitarray
sanic;https://github.com/sanic-org/sanic
aiodns;https://github.com/saghul/aiodns
cssselect2;https://github.com/kozea/cssselect2
pylint-plugin-utils;https://github.com/pycqa/pylint-plugin-utils
ntlm-auth;https://github.com/jborean93/ntlm-auth
tensorflow-hub;https://github.com/tensorflow/hub
datashape;https://github.com/blaze/datashape
cairosvg;https://github.com/kozea/cairosvg
flask-restplus;https://github.com/noirbizarre/flask-restplus
dogpile-cache;https://github.com/sqlalchemy/dogpile.cache
zc-lockfile;https://github.com/zopefoundation/zc.lockfile
boltons;https://github.com/mahmoud/boltons
clikit;https://github.com/sdispater/clikit
pynamodb;https://github.com/pynamodb/pynamodb
qrcode;https://github.com/lincolnloop/python-qrcode
graphene;https://github.com/graphql-python/graphene
fastparquet;https://github.com/dask/fastparquet
unittest-xml-reporting;https://github.com/xmlrunner/unittest-xml-reporting
tdigest;https://github.com/camdavidsonpilon/tdigest
wandb;https://github.com/wandb/client
accumulation-tree;https://github.com/tkluck/accumulation_tree
google-cloud-translate;https://github.com/googleapis/python-translate
pypika;https://github.com/kayak/pypika
ciso8601;https://github.com/closeio/ciso8601
google-cloud-videointelligence;https://github.com/googleapis/python-videointelligence
flask-bcrypt;https://github.com/maxcountryman/flask-bcrypt
flask-openid;https://github.com/mitsuhiko/flask-openid
sortedcollections;https://github.com/grantjenks/python-sortedcollections
catalogue;https://github.com/explosion/catalogue
cfn-flip;https://github.com/awslabs/aws-cfn-template-flip
statistics;https://github.com/digitalemagine/py-statistics
python-swiftclient;https://github.com/openstack/swift
sshtunnel;https://github.com/pahaz/sshtunnel
recommonmark;https://github.com/readthedocs/recommonmark
tablib;https://github.com/jazzband/tablib
aioopenssl;https://github.com/horazont/aioopenssl
pyphen;https://github.com/kozea/pyphen
pytest-rerunfailures;https://github.com/pytest-dev/pytest-rerunfailures
aiosasl;https://github.com/horazont/aiosasl
aioconsole;https://github.com/vxgmichel/aioconsole
graphql-relay;https://github.com/graphql-python/graphql-relay-py
fonttools;https://github.com/fonttools/fonttools
email-validator;https://github.com/joshdata/python-email-validator
requests-ntlm;https://github.com/requests/requests-ntlm
pyluach;https://github.com/simlist/pyluach
scikit-optimize;https://github.com/scikit-optimize/scikit-optimize
python-docx;https://github.com/python-openxml/python-docx
coveralls;https://github.com/thekevjames/coveralls-python
testtools;https://github.com/testing-cabal/testtools
django-model-utils;https://github.com/jazzband/django-model-utils
google-cloud-speech;https://github.com/googleapis/python-speech
numpy-stl;https://github.com/wolph/numpy-stl
natsort;https://github.com/sethmmorton/natsort
cookies;https://github.com/sashahart/cookies
aioxmpp;https://github.com/horazont/aioxmpp
jupyterlab;https://github.com/jupyterlab/jupyterlab
flaky;https://github.com/box/flaky
jaydebeapi;https://github.com/baztian/jaydebeapi
ray;https://github.com/ray-project/ray
flask-script;https://github.com/smurfix/flask-script
json-merge-patch;https://github.com/opendataservices/json-merge-patch
extras;https://github.com/testing-cabal/extras
shortuuid;https://github.com/skorokithakis/shortuuid
drf-yasg;https://github.com/axnsan12/drf-yasg
theano;https://github.com/theano/theano
bumpversion;https://github.com/peritus/bumpversion
partd;https://github.com/dask/partd
cvxopt;https://github.com/cvxopt/cvxopt
memoized-property;https://github.com/estebistec/python-memoized-property
milksnake;https://github.com/getsentry/milksnake
fortnitepy;https://github.com/terbau/fortnitepy
easyprocess;https://github.com/ponty/easyprocess
robotframework;https://github.com/robotframework/robotframework
dpath;https://github.com/akesterson/dpath-python
tfx;https://github.com/tensorflow/tfx
fixtures;https://github.com/testing-cabal/fixtures
tensorflow-datasets;https://github.com/tensorflow/datasets
dotnetcore2;https://github.com/dotnet/core
objectpath;https://github.com/adriank/objectpath
mujoco-py;https://github.com/openai/mujoco-py
behave;https://github.com/behave/behave
mongoengine;https://github.com/mongoengine/mongoengine
python-ldap;https://github.com/python-ldap/python-ldap
googleads;https://github.com/googleads/googleads-python-lib
vcrpy;https://github.com/kevin1024/vcrpy
weasyprint;https://github.com/kozea/weasyprint
pylint-django;https://github.com/pycqa/pylint-django
pep8-naming;https://github.com/pycqa/pep8-naming
python-crfsuite;https://github.com/scrapinghub/python-crfsuite
pybind11;https://github.com/pybind/pybind11
pkgconfig;https://github.com/matze/pkgconfig
django-crispy-forms;https://github.com/django-crispy-forms/django-crispy-forms
authlib;https://github.com/lepture/authlib
locket;https://github.com/mwilliamson/locket.py
asyncio;https://github.com/python/asyncio
opencensus;https://github.com/census-instrumentation/opencensus-python
cytoolz;https://github.com/pytoolz/cytoolz
python-box;https://github.com/cdgriffith/box
django-environ;https://github.com/joke2k/django-environ
pygame;https://github.com/pygame/pygame
pyelftools;https://github.com/eliben/pyelftools
instana;https://github.com/instana/python-sensor
rq;https://github.com/rq/rq
ftfy;https://github.com/luminosoinsight/python-ftfy
meld3;https://github.com/supervisor/meld3
livereload;https://github.com/lepture/python-livereload
pyinstaller;https://github.com/pyinstaller/pyinstaller
click-completion;https://github.com/click-contrib/click-completion
json5;https://github.com/dpranke/pyjson5
tweepy;https://github.com/tweepy/tweepy
django-timezone-field;https://github.com/mfogel/django-timezone-field
typing-inspect;https://github.com/ilevkivskyi/typing_inspect
atlassian-jwt-auth;https://github.com/atlassian/asap-authentication-python
webargs;https://github.com/marshmallow-code/webargs
schema;https://github.com/keleshev/schema
fysom;https://github.com/mriehl/fysom
yq;https://github.com/kislyuk/yq
bitstring;https://github.com/scott-griffiths/bitstring
pygam;https://github.com/dswah/pygam
troposphere;https://github.com/cloudtools/troposphere
cloudant;https://github.com/cloudant/python-cloudant
falcon;https://github.com/falconry/falcon
autowrapt;https://github.com/grahamdumpleton/autowrapt
jupyterlab-server;https://github.com/jupyterlab/jupyterlab_server
couchdb;https://github.com/djc/couchdb-python
mleap;https://github.com/combust/mleap
uvicorn;https://github.com/encode/uvicorn
google-cloud-dns;https://github.com/googleapis/python-dns
presto-python-client;https://github.com/prestodb/presto-python-client
grequests;https://github.com/spyoungtech/grequests
fusepy;https://github.com/fusepy/fusepy
validate-email;https://github.com/syrusakbary/validate_email
genson;https://github.com/wolverdude/genson
py-cpuinfo;https://github.com/workhorsy/py-cpuinfo
pyinotify;https://github.com/seb-m/pyinotify
cchardet;https://github.com/pyyoshi/cchardet
jsonfield;https://github.com/rpkilby/jsonfield
workalendar;https://github.com/peopledoc/workalendar
pint;https://github.com/hgrecco/pint
python-gflags;https://github.com/google/python-gflags
google-cloud-trace;https://github.com/googleapis/python-trace
google-cloud-resource-manager;https://github.com/googleapis/python-resource-manager
urltools;https://github.com/itzik-h/urltools
python-gitlab;https://github.com/python-gitlab/python-gitlab
pyvmomi;https://github.com/vmware/pyvmomi
pyathenajdbc;https://github.com/laughingman7743/pyathenajdbc
googlemaps;https://github.com/googlemaps/google-maps-services-python
flask-compress;https://github.com/colour-science/flask-compress
frozendict;https://github.com/slezica/python-frozendict
tld;https://github.com/barseghyanartur/tld
schematics;https://github.com/schematics/schematics
cassandra-driver;https://github.com/datastax/python-driver
langdetect;https://github.com/mimino666/langdetect
funcy;https://github.com/suor/funcy
google-cloud-runtimeconfig;https://github.com/googleapis/python-runtimeconfig
paste;https://github.com/cdent/paste
django-celery-beat;https://github.com/celery/django-celery-beat
credstash;https://github.com/fugue/credstash
argon2-cffi;https://github.com/hynek/argon2-cffi
pdfminer-six;https://github.com/pdfminer/pdfminer.six
djangorestframework-jwt;https://github.com/jpadilla/django-rest-framework-jwt
databricks-api;https://github.com/crflynn/databricks-api
clickhouse-driver;https://github.com/mymarilyn/clickhouse-driver
analytics-python;https://github.com/segmentio/analytics-python
peewee;https://github.com/coleifer/peewee
pyathena;https://github.com/laughingman7743/pyathena
starlette;https://github.com/encode/starlette
serpent;https://github.com/irmen/serpent
ddt;https://github.com/datadriventests/ddt
social-auth-core;https://github.com/python-social-auth/social-core
odfpy;https://github.com/eea/odfpy
flask-marshmallow;https://github.com/marshmallow-code/flask-marshmallow
django-rest-swagger;https://github.com/marcgibbons/django-rest-swagger
pyro4;https://github.com/irmen/pyro4
shellescape;https://github.com/chrissimpkins/shellescape
pytest-sugar;https://github.com/teemu/pytest-sugar
spark-sklearn;https://github.com/databricks/spark-sklearn
imageio-ffmpeg;https://github.com/imageio/imageio-ffmpeg
curlify;https://github.com/ofw/curlify
aioredis;https://github.com/aio-libs/aioredis
dictdiffer;https://github.com/inveniosoftware/dictdiffer
openapi-spec-validator;https://github.com/p1c2u/openapi-spec-validator
google-cloud-container;https://github.com/googleapis/python-container
enum-compat;https://github.com/jstasiak/enum-compat
intervaltree;https://github.com/chaimleib/intervaltree
autobahn;https://github.com/crossbario/autobahn-python
aws-requests-auth;https://github.com/davidmuller/aws-requests-auth
ansible-lint;https://github.com/ansible-community/ansible-lint
pdfminer;https://github.com/euske/pdfminer
pillow-simd;https://github.com/uploadcare/pillow-simd
schedule;https://github.com/dbader/schedule
openapi-codec;https://github.com/core-api/python-openapi-codec
sqlalchemy-redshift;https://github.com/sqlalchemy-redshift/sqlalchemy-redshift
pastedeploy;https://github.com/pylons/pastedeploy
diff-match-patch;https://github.com/diff-match-patch-python/diff-match-patch
immutables;https://github.com/magicstack/immutables
pefile;https://github.com/erocarrera/pefile
blessed;https://github.com/jquast/blessed
mpi4py;https://github.com/mpi4py/mpi4py
tribool;https://github.com/grantjenks/python-tribool
social-auth-app-django;https://github.com/python-social-auth/social-app-django
scramp;https://github.com/tlocke/scramp
sgp4;https://github.com/brandon-rhodes/python-sgp4
colorlover;https://github.com/plotly/colorlover
timezonefinder;https://github.com/jannikmi/timezonefinder
orderedset;https://github.com/simonpercivall/orderedset
safety;https://github.com/pyupio/safety
langid;https://github.com/saffsd/langid.py
astral;https://github.com/sffjunkie/astral
jplephem;https://github.com/iodide-project/pyodide
branca;https://github.com/python-visualization/branca
django-js-asset;https://github.com/matthiask/django-js-asset
rjsmin;https://github.com/ndparker/rjsmin
dparse;https://github.com/pyupio/dparse
orderedmultidict;https://github.com/gruns/orderedmultidict
pysqlite;https://github.com/ghaering/pysqlite
asynctest;https://github.com/martiusweb/asynctest
snowflake-sqlalchemy;https://github.com/snowflakedb/snowflake-sqlalchemy
txaio;https://github.com/crossbario/txaio
pytesseract;https://github.com/madmaze/pytesseract
sacremoses;https://github.com/alvations/sacremoses
skyfield;https://github.com/skyfielders/python-skyfield
pytest-env;https://github.com/mobiledynasty/pytest-env
collectd-nvidianvml;https://github.com/cvisionlabops/collectd-nvidianvml
naked;https://github.com/chrissimpkins/naked
pytest-instafail;https://github.com/pytest-dev/pytest-instafail
tensorboardx;https://github.com/lanpa/tensorboardx
folium;https://github.com/python-visualization/folium
nose-timer;https://github.com/mahmoudimus/nose-timer
resampy;https://github.com/bmcfee/resampy
skyfield-data;https://github.com/brunobord/skyfield-data
flake8-import-order;https://github.com/pycqa/flake8-import-order
probableparsing;https://github.com/datamade/probableparsing
ibm-db-sa;https://github.com/ibmdb/python-ibmdbsa
pyotp;https://github.com/pyauth/pyotp
usaddress;https://github.com/datamade/usaddress
wget;https://github.com/steveej/python-wget
django-nose;https://github.com/jazzband/django-nose
django-phonenumber-field;https://github.com/stefanfoulis/django-phonenumber-field
timeout-decorator;https://github.com/pnpnpn/timeout-decorator
requests-kerberos;https://github.com/requests/requests-kerberos
google-compute-engine;https://github.com/googlecloudplatform/compute-image-packages
verboselogs;https://github.com/xolox/python-verboselogs
django-ipware;https://github.com/un33k/django-ipware
flake8-quotes;https://github.com/zheller/flake8-quotes
pdfrw;https://github.com/pmaupin/pdfrw
django-mysql;https://github.com/adamchainz/django-mysql
cement;https://github.com/datafolklabs/cement
geomet;https://github.com/geomet/geomet
flake8-bugbear;https://github.com/pycqa/flake8-bugbear
tifffile;https://github.com/cgohlke/tifffile
altair;https://github.com/altair-viz/altair
clickhouse-cityhash;https://github.com/xzkostyan/python-cityhash
dominate;https://github.com/knio/dominate
macholib;https://github.com/ronaldoussoren/macholib
aiobotocore;https://github.com/aio-libs/aiobotocore
google-cloud-dlp;https://github.com/googleapis/python-dlp
flask-socketio;https://github.com/miguelgrinberg/flask-socketio
eli5;https://github.com/eli5-org/eli5
pysnmp;https://github.com/etingof/pysnmp
wordcloud;https://github.com/amueller/word_cloud
httpretty;https://github.com/gabrielfalcao/httpretty
django-mptt;https://github.com/django-mptt/django-mptt
bidict;https://github.com/jab/bidict
pmdarima;https://github.com/alkaline-ml/pmdarima
aws-encryption-sdk;https://github.com/aws/aws-encryption-sdk-python
rfc3987;https://github.com/dgerber/rfc3987
onnx;https://github.com/onnx/onnx
django-allauth;https://github.com/pennersr/django-allauth
attrdict;https://github.com/bcj/attrdict
pyvirtualdisplay;https://github.com/ponty/pyvirtualdisplay
rtree;https://github.com/toblerity/rtree
catboost;https://github.com/catboost/catboost
pysmi;https://github.com/etingof/pysmi
azureml-sdk;https://github.com/azure/machinelearningnotebooks
azure-multiapi-storage;https://github.com/azure/azure-multiapi-storage-python
nose-exclude;https://github.com/kgrandis/nose-exclude
aioprometheus;https://github.com/claws/aioprometheus
connexion;https://github.com/zalando/connexion
django-import-export;https://github.com/django-import-export/django-import-export
crypto;https://github.com/chrissimpkins/crypto
python-logstash;https://github.com/vklochan/python-logstash
h2o;https://github.com/h2oai/h2o-3
typeguard;https://github.com/agronholm/typeguard
pdfkit;https://github.com/jazzcore/python-pdfkit
htmlmin;https://github.com/mankyd/htmlmin
pywebhdfs;https://github.com/pywebhdfs/pywebhdfs
librosa;https://github.com/librosa/librosa
rope;https://github.com/python-rope/rope
swagger-spec-validator;https://github.com/yelp/swagger_spec_validator
contextvars;https://github.com/magicstack/contextvars
lark-parser;https://github.com/lark-parser/lark
venusian;https://github.com/pylons/venusian
mkdocs;https://github.com/mkdocs/mkdocs
flask-httpauth;https://github.com/miguelgrinberg/flask-httpauth
google-cloud-bigquery-datatransfer;https://github.com/googleapis/python-bigquery-datatransfer
mechanize;https://github.com/python-mechanize/mechanize
python-socketio;https://github.com/miguelgrinberg/python-socketio
diskcache;https://github.com/grantjenks/python-diskcache
cmake;https://github.com/scikit-build/cmake-python-distributions
python-engineio;https://github.com/miguelgrinberg/python-engineio
django-webpack-loader;https://github.com/django-webpack/django-webpack-loader
ws4py;https://github.com/lawouach/websocket-for-python
flask-testing;https://github.com/jarus/flask-testing
dropbox;https://github.com/dropbox/dropbox-sdk-python
audioread;https://github.com/beetbox/audioread
scapy;https://github.com/secdev/scapy
ipaddr;https://github.com/google/ipaddr-py
textblob;https://github.com/sloria/textblob
soundfile;https://github.com/bastibe/pysoundfile
pydash;https://github.com/dgilland/pydash
pywinrm;https://github.com/diyan/pywinrm
tokenizers;https://github.com/huggingface/tokenizers
stackprinter;https://github.com/cknd/stackprinter
facebook-business;https://github.com/facebook/facebook-python-business-sdk
pytimeparse;https://github.com/wroberts/pytimeparse
transformers;https://github.com/huggingface/transformers
django-compressor;https://github.com/django-compressor/django-compressor
django-countries;https://github.com/smileychris/django-countries
ptvsd;https://github.com/microsoft/ptvsd
jsonref;https://github.com/gazpachoking/jsonref
hashids;https://github.com/davidaurelio/hashids-python
autograd;https://github.com/hips/autograd
mathematics-dataset;https://github.com/deepmind/mathematics_dataset
public;https://github.com/andrewp-as-is/public.py
awsebcli;https://github.com/aws/aws-elastic-beanstalk-cli-setup
luigi;https://github.com/spotify/luigi
pyquery;https://github.com/gawel/pyquery
mongomock;https://github.com/mongomock/mongomock
django-multiselectfield;https://github.com/goinnn/django-multiselectfield
path-py;https://github.com/jaraco/path
glfw;https://github.com/florianrhiem/pyglfw
fastapi;https://github.com/tiangolo/fastapi
jsonpath-ng;https://github.com/h2non/jsonpath-ng
bashlex;https://github.com/idank/bashlex
asyncpg;https://github.com/magicstack/asyncpg
salesforce-bulk;https://github.com/heroku/salesforce-bulk
translationstring;https://github.com/pylons/translationstring
webcolors;https://github.com/ubernostrum/webcolors
premailer;https://github.com/peterbe/premailer
collections-extended;https://github.com/mlenzen/collections-extended
fake-useragent;https://github.com/hellysmile/fake-useragent
m3u8;https://github.com/globocom/m3u8
jwcrypto;https://github.com/latchset/jwcrypto
brotlipy;https://github.com/python-hyper/brotlicffi
locustio;https://github.com/locustio/locust
azure-functions-devops-build;https://github.com/azure/azure-functions-devops-build
cufflinks;https://github.com/santosjorge/cufflinks
python3-saml;https://github.com/onelogin/python3-saml
vsts-cd-manager;https://github.com/microsoft/vsts-cd-manager
javaproperties;https://github.com/jwodder/javaproperties
geohash;https://github.com/vinsci/geohash
gql;https://github.com/graphql-python/gql
python-whois;https://github.com/richardpenman/whois
dash;https://github.com/plotly/dash
xmlsec;https://github.com/mehcode/python-xmlsec
rollbar;https://github.com/rollbar/pyrollbar
oyaml;https://github.com/wimglenn/oyaml
pvlib;https://github.com/pvlib/pvlib-python
django-celery-results;https://github.com/celery/django-celery-results
ninja;https://github.com/scikit-build/ninja-python-distributions
cftime;https://github.com/unidata/cftime
loguru;https://github.com/delgan/loguru
editdistance;https://github.com/roy-ht/editdistance
django-widget-tweaks;https://github.com/jazzband/django-widget-tweaks
xxhash;https://github.com/ifduyue/python-xxhash
astropy;https://github.com/astropy/astropy
mxnet;https://github.com/apache/incubator-mxnet
dash-html-components;https://github.com/plotly/dash-html-components
warlock;https://github.com/bcwaldon/warlock
django-oauth-toolkit;https://github.com/jazzband/django-oauth-toolkit
jsonlines;https://github.com/wbolster/jsonlines
rcssmin;https://github.com/ndparker/rcssmin
pykwalify;https://github.com/grokzen/pykwalify
daphne;https://github.com/django/daphne
libsass;https://github.com/sass/libsass-python
jws;https://github.com/brianloveswords/python-jws
dulwich;https://github.com/dulwich/dulwich
netcdf4;https://github.com/unidata/netcdf4-python
python-stdnum;https://github.com/arthurdejong/python-stdnum
thriftpy;https://github.com/thriftpy/thriftpy
python-openid;https://github.com/openid/python-openid
pywinpty;https://github.com/spyder-ide/pywinpty
sqlalchemy-jsonfield;https://github.com/penguinolog/sqlalchemy_jsonfield
jinja2-cli;https://github.com/mattrobenolt/jinja2-cli
appium-python-client;https://github.com/appium/python-client
python-jwt;https://github.com/davedoesdev/python-jwt
orjson;https://github.com/ijl/orjson
channels;https://github.com/django/channels
awacs;https://github.com/cloudtools/awacs
urwid;https://github.com/urwid/urwid
mrjob;https://github.com/yelp/mrjob
sseclient-py;https://github.com/mpetazzoni/sseclient
pysaml2;https://github.com/identitypython/pysaml2
wsaccel;https://github.com/methane/wsaccel
oauth2;https://github.com/joestump/python-oauth2
json-logging-py;https://github.com/sebest/json-logging-py
simpleeval;https://github.com/danthedeckie/simpleeval
keyrings-alt;https://github.com/jaraco/keyrings.alt
capstone;https://github.com/aquynh/capstone
mixpanel;https://github.com/mixpanel/mixpanel-python
isoweek;https://github.com/gisle/isoweek
flake8-comprehensions;https://github.com/adamchainz/flake8-comprehensions
luminol;https://github.com/linkedin/luminol
django-localflavor;https://github.com/django/django-localflavor
sqlalchemy-migrate;https://github.com/openstack-archive/sqlalchemy-migrate
args;https://github.com/kennethreitz-archive/args
pyee;https://github.com/jfhbrook/pyee
protobuf3-to-dict;https://github.com/kaporzhu/protobuf-to-dict
clint;https://github.com/kennethreitz-archive/clint
pyusb;https://github.com/pyusb/pyusb
pathlib-mate;https://github.com/machu-gwu/pathlib_mate-project
lru-dict;https://github.com/amitdev/lru-dict
xarray;https://github.com/pydata/xarray
parsimonious;https://github.com/erikrose/parsimonious
django-simple-history;https://github.com/jazzband/django-simple-history
snakebite;https://github.com/spotify/snakebite
cerberus-python-client;https://github.com/nike-inc/cerberus-python-client
num2words;https://github.com/savoirfairelinux/num2words
iso3166;https://github.com/deactivated/python-iso3166
pytest-ordering;https://github.com/ftobia/pytest-ordering
ratelim;https://github.com/themiurgo/ratelim
memory-profiler;https://github.com/pythonprofilers/memory_profiler
jupyter-pip;https://github.com/jdfreder/jupyter-pip
robotframework-seleniumlibrary;https://github.com/robotframework/seleniumlibrary
korean-lunar-calendar;https://github.com/usingsky/korean_lunar_calendar_py
pyenchant;https://github.com/pyenchant/pyenchant
brunel;https://github.com/brunel-visualization/brunel
rdflib;https://github.com/rdflib/rdflib
geocoder;https://github.com/deniscarriere/geocoder
google-cloud-dataproc;https://github.com/googleapis/python-dataproc
django-taggit;https://github.com/jazzband/django-taggit
pybase64;https://github.com/mayeut/pybase64
gprof2dot;https://github.com/jrfonseca/gprof2dot
python-decouple;https://github.com/henriquebastos/python-decouple
vertica-python;https://github.com/vertica/vertica-python
slackweb;https://github.com/satoshi03/slack-python-webhook
pygrok;https://github.com/garyelephant/pygrok
nameparser;https://github.com/derek73/python-nameparser
django-braces;https://github.com/brack3t/django-braces
query-string;https://github.com/andrewp-as-is/query-string.py
moviepy;https://github.com/zulko/moviepy
retry-decorator;https://github.com/pnpnpn/retry-decorator
pytoml;https://github.com/avakar/pytoml
tzwhere;https://github.com/pegler/pytzwhere
dictionaries;https://github.com/pasztorpisti/py-dictionaries
pyaes;https://github.com/ricmoo/pyaes
update-checker;https://github.com/bboe/update_checker
facebook-sdk;https://github.com/mobolic/facebook-sdk
cmdstanpy;https://github.com/stan-dev/cmdstanpy
predicthq;https://github.com/predicthq/sdk-py
base58;https://github.com/keis/base58
vowpalwabbit;https://github.com/vowpalwabbit/vowpal_wabbit
signalfx;https://github.com/signalfx/signalfx-python
node-semver;https://github.com/podhmo/python-semver
pluginbase;https://github.com/mitsuhiko/pluginbase
elastic-apm;https://github.com/elastic/apm-agent-python
thriftpy2;https://github.com/thriftpy/thriftpy2
pyros-genmsg;https://github.com/ros/genmsg
google-cloud-tasks;https://github.com/googleapis/python-tasks
conan;https://github.com/conan-io/conan
slimit;https://github.com/rspivak/slimit
visitor;https://github.com/mbr/visitor
weka-easypy;https://github.com/weka-io/easypy
lunarcalendar;https://github.com/wolfhong/lunarcalendar
bson;https://github.com/py-bson/bson
pyros-genpy;https://github.com/ros/genpy
furl;https://github.com/gruns/furl
port-for;https://github.com/kmike/port-for
django-formtools;https://github.com/jazzband/django-formtools
circleci;https://github.com/levlaz/circleci.py
polyaxon-client;https://github.com/polyaxon/polyaxon-client
ptable;https://github.com/kxxoling/ptable
threatconnect;https://github.com/threatconnect-inc/threatconnect-python
djangorestframework-simplejwt;https://github.com/simplejwt/django-rest-framework-simplejwt
anyconfig;https://github.com/ssato/python-anyconfig
markdown2;https://github.com/trentm/python-markdown2
fluent-logger;https://github.com/fluent/fluent-logger-python
rauth;https://github.com/litl/rauth
tensorflow-probability;https://github.com/tensorflow/probability
pytest-flask;https://github.com/pytest-dev/pytest-flask
annoy;https://github.com/spotify/annoy
bottleneck;https://github.com/pydata/bottleneck
pytest-split-tests;https://github.com/wchill/pytest-split-tests
pytest-benchmark;https://github.com/ionelmc/pytest-benchmark
pdf2image;https://github.com/belval/pdf2image
google-cloud-automl;https://github.com/googleapis/python-automl
imutils;https://github.com/jrosebr1/imutils
cbor2;https://github.com/agronholm/cbor2
fabric3;https://github.com/mathiasertl/fabric
boxsdk;https://github.com/box/box-python-sdk
testinfra;https://github.com/pytest-dev/pytest-testinfra
pymemcache;https://github.com/pinterest/pymemcache
compound-word-splitter;https://github.com/timkam/compound-word-splitter
icalendar;https://github.com/collective/icalendar
pipdeptree;https://github.com/naiquevin/pipdeptree
polyaxon-cli;https://github.com/polyaxon/polyaxon-cli
polyaxon-deploy;https://github.com/polyaxon/polyaxon-deploy
polyaxon-dockerizer;https://github.com/polyaxon/polyaxon-dockerizer
pyshp;https://github.com/geospatialpython/pyshp
flatbuffers;https://github.com/google/flatbuffers
javaobj-py3;https://github.com/tcalmant/python-javaobj
gcs-oauth2-boto-plugin;https://github.com/googlecloudplatform/gcs-oauth2-boto-plugin
pyjks;https://github.com/kurtbrose/pyjks
happybase;https://github.com/python-happybase/happybase
pympler;https://github.com/pympler/pympler
ansiwrap;https://github.com/jonathaneunice/ansiwrap
drf-nested-routers;https://github.com/alanjds/drf-nested-routers
sklearn-pandas;https://github.com/scikit-learn-contrib/sklearn-pandas
cmudict;https://github.com/prosegrinder/python-cmudict
pronouncing;https://github.com/aparrish/pronouncingpy
twofish;https://github.com/keybase/python-twofish
graphene-django;https://github.com/graphql-python/graphene-django
ipyparallel;https://github.com/ipython/ipyparallel
pyhs2;https://github.com/bradruderman/pyhs2
tree-format;https://github.com/jml/tree-format
django-polymorphic;https://github.com/django-polymorphic/django-polymorphic
wand;https://github.com/emcconville/wand
django-rest-auth;https://github.com/tivix/django-rest-auth
allure-python-commons;https://github.com/allure-framework/allure-python
platformio;https://github.com/platformio/platformio-core
imagehash;https://github.com/johannesbuchner/imagehash
python-telegram-bot;https://github.com/python-telegram-bot/python-telegram-bot
pyspark-flame;https://github.com/jamespic/pyspark-flame
pyzipcode3;https://github.com/dvf/pyzipcode3
aws-sam-cli;https://github.com/aws/aws-sam-cli
radon;https://github.com/rubik/radon
