package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs
colorlover;3249904;https://github.com/jackparmer/colorlover;137;2019-01-19;0;;7;12;0;;5;2720;44
timezonefinder;3246150;https://github.com/mrminimal64/timezonefinder;241;2021-02-08;5;;2;69;0;;9;;
orderedset;3246028;https://github.com/simonpercivall/orderedset;53;26/02/2020;0;;9;11;11;12;5;284;
safety;3237528;https://github.com/pyupio/safety;817;07/06/2020;6;40;26;63;63;180;26;1201;44
langid;3235918;https://github.com/saffsd/langid.py;1636;15/07/2017;2;;24;44;41;108;6;433;33
astral;3233856;https://github.com/sffjunkie/astral;93;20/05/2020;19;86;18;23;23;113;7;635;34
jplephem;3212087;https://github.com/brandon-rhodes/python-jplephem;66;02/09/2020;2;171;3;27;27;65;8;;
branca;3202042;https://github.com/python-visualization/branca;61;18/06/2020;2;206;6;17;17;108;14;2847;13
django-js-asset;3194688;https://github.com/matthiask/django-js-asset;10;19/08/2020;1;176;0;3;;;3;;19
rjsmin;3191972;https://github.com/ndparker/rjsmin;34;14/09/2019;1;418;4;13;13;290;;;
dparse;3188663;https://github.com/pyupio/dparse;30;26/04/2020;2;114;13;16;16;171;10;;
orderedmultidict;3186097;https://github.com/gruns/orderedmultidict;47;10/03/2020;1;3157;3;12;12;41;7;;
pysqlite;3184627;http://github.com/ghaering/pysqlite;325;23/08/2018;5;59;3;123;99;325;6;;
asynctest;3178330;https://github.com/Martiusweb/asynctest;267;13/11/2019;4;109;34;62;62;100;12;;
snowflake-sqlalchemy;3169654;https://github.com/snowflakedb/snowflake-sqlalchemy;58;19/06/2020;4;49;35;53;53;37;18;178;33
txaio;3168889;https://github.com/crossbario/txaio;49;31/03/2020;6;60;13;46;46;52;12;;
pytesseract;3167734;https://github.com/madmaze/pytesseract;3089;20/08/2020;2;162;8;215;100;5;32;6084;131
sacremoses;3155356;https://github.com/alvations/sacremoses;242;22/06/2020;10;861;16;39;39;41;10;1633;19
skyfield;3151760;https://github.com/brandon-rhodes/python-skyfield;637;2021-02-22;20;;38;388;0;;42;239;22
pytest-env;3139433;https://github.com/MobileDynasty/pytest-env;110;16/06/2017;0;;8;1;1;115;5;1045;107
collectd-nvidianvml;3138289;https://github.com/cvisionlabops/collectd-nvidianvml;1;13/04/2017;0;;0;0;;;;;
naked;3134580;https://github.com/chrissimpkins/naked;103;29/03/2019;4;166;4;7;;;3;1974;30
pytest-instafail;3133730;https://github.com/pytest-dev/pytest-instafail;80;14/06/2020;0;337;3;7;7;50;7;6739;23
tensorboardx;3124053;https://github.com/lanpa/tensorboardX;6486;05/07/2020;12;105;61;333;100;31;63;6820;147
folium;3110760;https://github.com/python-visualization/folium;4852;18/06/2020;16;139;99;669;100;29;109;6178;86
nose-timer;3109473;https://github.com/mahmoudimus/nose-timer;116;01/08/2020;1;161;1;38;38;158;21;;
resampy;3100042;https://github.com/bmcfee/resampy;136;16/08/2019;3;88;8;40;40;61;5;2745;31
skyfield-data;3099270;https://github.com/brunobord/skyfield-data;4;20/05/2020;2;64;0;4;4;17;;;
flake8-import-order;3091095;https://github.com/PyCQA/flake8-import-order;219;29/07/2020;3;71;6;83;83;68;36;;
probableparsing;3090965;https://github.com/datamade/probableparsing;3;28/03/2016;0;;1;0;;;;;
ibm-db-sa;3073248;https://github.com/ibmdb/python-ibmdbsa;19;21/04/2020;1;;26;25;;;7;;
pyotp;3066497;https://github.com/pyotp/pyotp;1597;2021-02-06;1;149;3;61;0;;;2572;105
usaddress;3063481;https://github.com/datamade/usaddress;1082;17/07/2018;5;744;85;170;100;96;14;238;25
wget;3050065;https://github.com/steveej/python-wget;38;2014-10-04;0;;2;0;;;;9685;351
django-nose;3049062;http://github.com/jazzband/django-nose;854;20/08/2020;2;248;75;131;100;209;50;6040;156
django-phonenumber-field;3043860;https://github.com/stefanfoulis/django-phonenumber-field;940;19/08/2020;3;156;38;115;100;186;80;;
timeout-decorator;3039553;https://github.com/pnpnpn/timeout-decorator;353;05/12/2018;0;2818;20;12;12;50;14;772;76
requests-kerberos;3030774;https://github.com/requests/requests-kerberos;207;02/07/2019;1;218;28;54;54;129;21;749;56
google-compute-engine;3028090;https://github.com/GoogleCloudPlatform/compute-image-packages;342;20/07/2020;14;31;15;158;100;60;80;;
verboselogs;3025972;https://github.com/xolox/python-verboselogs;19;07/08/2017;0;220;1;4;4;64;4;;
django-ipware;3024756;https://github.com/un33k/django-ipware;655;07/08/2020;1;107;0;29;29;18;12;2280;78
flake8-quotes;3023913;https://github.com/zheller/flake8-quotes;114;12/05/2020;1;65;3;39;;;25;;
pdfrw;3021873;https://github.com/pmaupin/pdfrw;1264;16/02/2018;3;476;83;61;61;78;15;1316;40
django-mysql;3021868;https://github.com/adamchainz/django-mysql;377;27/07/2020;13;38;50;166;100;108;20;;
cement;3020979;https://github.com/datafolklabs/cement;950;02/09/2020;10;196;54;447;;;41;4634;109
geomet;3020572;https://github.com/geomet/geomet;110;27/06/2020;3;538;6;16;16;405;6;242;
flake8-bugbear;3014812;https://github.com/PyCQA/flake8-bugbear;438;10/07/2020;2;67;25;43;43;46;29;1833;273
tifffile;3008556;https://github.com/cgohlke/tifffile;41;14/08/2020;27;6;1;20;20;8;;;
altair;3004547;https://github.com/altair-viz/altair;6437;2021-02-23;47;86;188;1299;100;41;115;8160;143
clickhouse-cityhash;3002212;https://github.com/xzkostyan/python-cityhash;3;18/11/2019;2;240;;;;;;;
dominate;2993721;https://github.com/knio/dominate;1099;22/08/2020;3;295;8;94;93;229;18;;
macholib;2984244;https://github.com/ronaldoussoren/macholib;31;25/06/2020;33;13;13;21;21;241;2;;
aiobotocore;2984214;https://github.com/aio-libs/aiobotocore;543;18/08/2020;10;36;22;161;100;48;29;275;46
google-cloud-dlp;2983661;https://github.com/googleapis/python-dlp;2;19/08/2020;14;13;1;4;4;22;36;256;5
flask-socketio;2980827;https://github.com/miguelgrinberg/flask-socketio;3877;11/07/2020;4;33;40;1231;100;10;55;13434;132
eli5;2977845;https://github.com/TeamHG-Memex/eli5;2111;22/01/2020;25;53;119;107;100;31;15;605;26
pysnmp;2962470;https://github.com/etingof/pysnmp;340;15/12/2019;35;78;144;146;100;13;23;;
wordcloud;2951285;https://github.com/amueller/word_cloud;7357;14/08/2020;5;284;68;335;100;27;54;5851;89
httpretty;2950694;https://github.com/gabrielfalcao/httpretty;1807;26/03/2020;5;106;83;123;100;604;87;3375;244
django-mptt;2948768;https://github.com/django-mptt/django-mptt;2342;23/07/2020;9;113;100;383;100;77;118;6962;203
bidict;2944995;https://github.com/jab/bidict;619;01/08/2020;5;71;1;37;37;71;9;893;81
pmdarima;2941120;https://github.com/alkaline-ml/pmdarima;702;03/08/2020;24;45;12;193;100;16;12;384;25
aws-encryption-sdk;2933649;https://github.com/aws/aws-encryption-sdk-python;150;13/08/2020;9;260;61;73;73;102;22;58;5
rfc3987;2933183;https://github.com/dgerber/rfc3987;40;29/07/2018;0;384;0;9;9;30;5;;
onnx;2932567;https://github.com/onnx/onnx;8883;20/08/2020;45;72;417;823;100;25;174;1542;73
django-allauth;2929309;http://github.com/pennersr/django-allauth;5740;10/08/2020;18;76;283;1277;100;37;474;34696;99
attrdict;2918943;https://github.com/bcj/AttrDict;226;01/02/2019;1;822;12;17;17;36;5;3319;170
pyvirtualdisplay;2907380;https://github.com/ponty/pyvirtualdisplay;363;2021-02-21;;;;;36;178;;;
rtree;2897890;https://github.com/Toblerity/rtree;360;11/06/2020;3;304;17;95;95;216;25;3707;72
catboost;2889104;https://github.com/catboost/catboost;5319;18/08/2020;330;16;222;975;100;20;182;;
pysmi;2887802;https://github.com/etingof/pysmi;86;21/03/2020;5;136;10;27;27;41;8;;
azureml-sdk;2882134;https://github.com/Azure/MachineLearningNotebooks;1832;17/08/2020;41;12;142;638;100;19;44;;
azure-multiapi-storage;2880722;https://github.com/Azure/azure-multiapi-storage-python;3;19/08/2020;1;55;;;;;9;;
nose-exclude;2880493;https://github.com/kgrandis/nose-exclude;18;01/02/2017;0;381;5;1;1;0;8;;
aioprometheus;2877981;https://github.com/claws/aioprometheus;47;16/07/2020;1;127;3;9;9;8;6;16;9
connexion;2869728;https://github.com/zalando/connexion;3315;10/08/2020;18;15;308;412;100;49;146;3576;85
django-import-export;2863507;https://github.com/django-import-export/django-import-export;1885;19/08/2020;12;61;48;641;100;81;146;7413;59
crypto;2861838;https://github.com/chrissimpkins/crypto;29;04/01/2016;2;151;10;5;5;16;2;1669;89
python-logstash;2859215;https://github.com/vklochan/python-logstash;379;25/02/2020;0;;19;26;26;353;12;940;29
h2o;2855994;https://github.com/h2oai/h2o-3;4945;22/08/2020;357;0;;;;;137;;
typeguard;2855093;https://github.com/agronholm/typeguard;477;14/08/2020;3;48;16;99;98;103;14;;
pdfkit;2841561;https://github.com/JazzCore/python-pdfkit;1256;22/10/2018;1;;78;38;37;127;21;2764;63
htmlmin;2839511;https://github.com/mankyd/htmlmin;93;07/12/2017;1;1377;6;18;18;248;19;;
pywebhdfs;2837834;https://github.com/pywebhdfs/pywebhdfs;52;26/01/2017;1;507;14;16;16;83;;;
librosa;2834011;https://github.com/librosa/librosa;3874;22/07/2020;32;102;38;761;100;12;69;6691;172
rope;2832382;https://github.com/python-rope/rope;963;27/04/2020;22;74;72;96;95;145;47;19366;93
swagger-spec-validator;2827706;http://github.com/Yelp/swagger_spec_validator;85;25/06/2020;3;62;18;42;42;54;24;;
contextvars;2822342;http://github.com/MagicStack/contextvars;63;01/04/2019;0;440;2;7;7;51;4;764;72
lark-parser;2811315;https://github.com/erezsh/lark;2263;2021-02-23;27;40;82;519;0;;65;1041;237
venusian;2792384;https://github.com/pylons/venusian;58;06/07/2020;2;151;7;27;27;329;18;;
mkdocs;2789005;https://github.com/mkdocs/mkdocs;10699;14/05/2020;18;55;140;1240;100;7;152;7824;353
flask-httpauth;2787789;https://github.com/miguelgrinberg/flask-httpauth;884;04/06/2020;1;91;3;69;68;86;24;9516;70
google-cloud-bigquery-datatransfer;2768386;https://github.com/googleapis/python-bigquery-datatransfer;4;30/06/2020;10;32;6;7;7;14;19;318;4
vsts;2767317;https://github.com/microsoft/azure-devops-python-api;255;2020-08-15;9;29;45;131;100;24;10;;
mechanize;2761670;https://github.com/python-mechanize/mechanize;452;22/05/2020;25;90;1;41;40;18;11;3190;113
python-socketio;2743737;https://github.com/miguelgrinberg/python-socketio;1956;14/08/2020;5;27;40;429;100;19;41;11411;130
diskcache;2740070;https://github.com/grantjenks/python-diskcache;761;09/09/2020;11;21;8;117;100;56;17;;
cmake;2727731;https://github.com/scikit-build/cmake-python-distributions;46;21/08/2020;6;33;9;33;33;58;9;2482;64
python-engineio;2724821;https://github.com/miguelgrinberg/python-engineio;150;02/09/2020;7;18;4;126;100;53;26;8802;43
django-webpack-loader;2720585;https://github.com/owais/django-webpack-loader;2123;27/04/2020;2;113;49;93;92;28;37;5265;21
ws4py;2720212;https://github.com/Lawouach/WebSocket-for-Python;1067;28/02/2018;5;157;53;106;100;173;46;957;88
flask-testing;2719135;https://github.com/jarus/flask-testing;445;13/04/2020;1;309;37;43;40;166;32;9738;112
dropbox;2714167;https://github.com/dropbox/dropbox-sdk-python;651;09/09/2020;3;34;30;114;100;47;19;;103
audioread;2713244;https://github.com/sampsyo/audioread;359;2020-10-20;2;;26;44;0;;20;4200;34
scapy;2711426;https://github.com/secdev/scapy;5572;10/09/2020;91;3;26;996;100;10;254;3105;
ipaddr;2709966;https://github.com/google/ipaddr-py;175;15/09/2017;5;;8;111;100;18;6;2449;106
textblob;2699830;https://github.com/sloria/TextBlob;7201;23/06/2020;6;70;65;148;100;214;23;7516;108
soundfile;2698074;https://github.com/bastibe/PySoundFile;2;26/05/2020;0;;;;;;;;
pydash;2695844;https://github.com/dgilland/pydash;662;13/06/2020;12;51;6;79;79;47;17;;
pywinrm;2689669;https://github.com/diyan/pywinrm;804;04/11/2019;3;271;35;159;100;197;24;944;39
tokenizers;2689180;https://github.com/huggingface/tokenizers;3633;21/08/2020;122;5;59;160;100;11;26;1119;14
stackprinter;2674175;https://github.com/cknd/stackprinter;1010;17/06/2020;6;65;4;8;8;34;5;19;10
facebook-business;2673133;https://github.com/facebook/facebook-python-business-sdk;781;20/08/2020;7;24;;;;;56;;
pytimeparse;2662969;https://github.com/wroberts/pytimeparse;173;25/11/2019;1;217;11;5;5;83;6;;
transformers;2661628;https://github.com/huggingface/transformers;32713;21/08/2020;223;17;517;3578;100;2;500;3296;172
django-compressor;2659513;https://github.com/django-compressor/django-compressor;2430;2021-01-12;11;;99;491;100;37;180;;
django-countries;2653921;https://github.com/smileychris/django-countries;857;18/08/2020;6;59;10;194;100;56;37;;
ptvsd;2650729;https://github.com/microsoft/ptvsd;477;16/01/2020;42;18;3;1285;100;11;25;1106;17
jsonref;2648843;https://github.com/gazpachoking/jsonref;56;07/10/2018;1;2698;7;10;10;182;6;622;58
autograd;2645323;https://github.com/HIPS/autograd;4883;18/11/2019;19;1049;140;216;100;30;47;913;83
mathematics-dataset;2622819;https://github.com/deepmind/mathematics_dataset;1222;12/07/2020;0;;1;10;10;12;5;;
public;2620097;https://github.com/andrewp-as-is/public.py;9;30/06/2020;0;;0;4;4;220;;;
awsebcli;2617107;https://github.com/aws/aws-elastic-beanstalk-cli-setup;193;16/03/2020;6;168;18;40;40;29;9;;
luigi;2616915;https://github.com/spotify/luigi;13645;10/08/2020;41;49;38;819;100;105;452;1085;65
pyquery;2612912;https://github.com/gawel/pyquery;1883;06/02/2020;4;166;45;114;100;119;37;7816;326
mongomock;2600699;https://github.com/mongomock/mongomock;563;28/08/2020;9;88;38;276;;;116;;
django-multiselectfield;2597180;https://github.com/goinnn/django-multiselectfield;289;20/02/2020;1;262;20;56;56;126;20;1656;10
path-py;2595554;https://github.com/jaraco/path;915;28/07/2020;9;38;1;119;100;97;35;;
glfw;2591881;https://github.com/FlorianRhiem/pyGLFW;124;10/07/2020;1;99;1;38;38;6;8;1103;30
fastapi;2584154;https://github.com/tiangolo/fastapi;19992;09/08/2020;59;6;253;1053;100;5;180;;
jsonpath-ng;2579716;https://github.com/h2non/jsonpath-ng;141;13/05/2020;4;52;33;5;5;183;;;
bashlex;2576857;https://github.com/idank/bashlex;299;30/05/2020;1;144;18;15;15;59;8;56;8
asyncpg;2572733;https://github.com/MagicStack/asyncpg;4348;19/08/2020;13;48;116;314;100;17;38;2554;143
salesforce-bulk;2565327;https://github.com/heroku/salesforce-bulk;153;18/08/2020;1;392;8;32;32;285;14;53;3
translationstring;2563799;https://github.com/Pylons/translationstring;23;09/07/2020;1;385;8;6;6;282;14;;
webcolors;2558871;https://github.com/ubernostrum/webcolors;73;08/03/2020;2;169;3;5;5;4;3;;
premailer;2544980;http://github.com/peterbe/premailer;898;06/07/2020;2;;46;58;57;153;58;1125;74
collections-extended;2539375;https://github.com/mlenzen/collections-extended;27;01/07/2020;5;111;21;99;99;115;4;;
fake-useragent;2537380;https://github.com/hellysmile/fake-useragent;2113;16/01/2019;1;546;30;46;46;110;6;5558;153
m3u8;2533538;https://github.com/globocom/m3u8;896;05/08/2020;4;74;13;83;83;159;57;277;29
jwcrypto;2531648;https://github.com/latchset/jwcrypto;201;17/08/2020;2;124;6;80;79;82;21;928;51
brotlipy;2520360;https://github.com/python-hyper/brotlicffi;111;2021-01-28;6;;5;27;27;211;14;;
locustio;2510574;https://github.com/locustio/locust;15419;2021-02-22;21;66;47;1054;100;8;163;991;17
azure-functions-devops-build;2500793;https://github.com/Azure/azure-functions-devops-build;12;03/01/2020;8;;10;5;5;30;4;;
cufflinks;2497558;https://github.com/santosjorge/cufflinks;1874;15/05/2020;6;;67;119;100;38;27;1732;36
python3-saml;2491042;https://github.com/onelogin/python3-saml;333;21/02/2020;7;96;40;86;86;57;41;391;26
vsts-cd-manager;2485808;https://github.com/microsoft/vsts-cd-manager;7;31/01/2020;1;;3;0;;;5;117;3
javaproperties;2479008;https://github.com/jwodder/javaproperties;12;08/07/2020;5;146;0;7;7;8;;;
geohash;2477262;https://github.com/vinsci/geohash;235;08/01/2015;0;;5;0;;;;211;
gql;2475482;https://github.com/graphql-python/gql;492;17/08/2020;2;216;10;49;49;265;18;645;36
python-whois;2474217;https://github.com/richardpenman/whois;79;28/07/2020;3;;16;9;9;47;15;723;
dash;2459869;https://github.com/plotly/dash;12845;04/09/2020;53;32;351;519;100;13;52;12604;178
xmlsec;2453830;https://github.com/mehcode/python-xmlsec;68;17/07/2020;4;77;5;81;81;222;21;384;27
rollbar;2450023;http://github.com/rollbar/pyrollbar;164;15/08/2020;7;34;25;140;99;166;68;641;30
oyaml;2438783;https://github.com/wimglenn/oyaml;101;18/08/2020;1;113;0;9;9;3;;463;93
pvlib;2437862;https://github.com/pvlib/pvlib-python;394;20/08/2020;18;57;101;424;100;32;54;123;20
django-celery-results;2437571;https://github.com/celery/django-celery-results;278;09/06/2020;2;147;29;62;62;164;30;;
ninja;2429629;https://github.com/scikit-build/ninja-python-distributions;16;2020-10-26;1;129;5;9;9;35;8;1839;45
cftime;2429524;https://github.com/unidata/cftime;33;18/08/2020;13;58;7;86;86;55;23;;
loguru;2422656;https://github.com/Delgan/loguru;6753;04/08/2020;14;73;10;257;100;14;24;2548;450
editdistance;2402407;https://github.com/aflc/editdistance;463;2019-10-19;0;453;13;28;0;;5;2611;79
django-widget-tweaks;2401352;https://github.com/jazzband/django-widget-tweaks;1418;12/03/2020;1;205;22;43;42;174;19;12564;64
xxhash;2398472;https://github.com/ifduyue/python-xxhash;191;03/08/2020;3;71;1;28;27;79;6;874;108
astropy;2391932;http://github.com/astropy/astropy;2494;21/08/2020;266;31;995;3284;100;9;365;17030;914
mxnet;2391349;https://github.com/apache/incubator-mxnet;18925;22/08/2020;175;80;1800;7415;100;9;828;1264;58
dash-html-components;2391272;https://github.com/plotly/dash-html-components;117;03/08/2020;7;69;19;32;31;149;21;;
warlock;2387249;http://github.com/bcwaldon/warlock;110;09/02/2020;1;250;9;11;11;332;17;;
django-oauth-toolkit;2387110;https://github.com/jazzband/django-oauth-toolkit;1993;08/08/2020;12;91;138;418;100;69;141;;
jsonlines;2386673;https://github.com/wbolster/jsonlines;94;01/02/2020;1;288;3;38;38;69;4;;
rcssmin;2386341;https://github.com/ndparker/rcssmin;32;10/03/2019;1;598;5;5;5;19;2;;
pykwalify;2378634;http://github.com/grokzen/pykwalify;239;13/01/2020;6;131;12;99;99;136;22;1670;
daphne;2370913;https://github.com/django/daphne;1330;15/04/2020;6;32;24;205;100;16;49;6178;15
libsass;2369770;https://github.com/sass/libsass;4142;18/07/2020;40;48;147;1606;100;34;108;;
jws;2365536;http://github.com/brianloveswords/python-jws;55;21/09/2017;1;3374;16;2;2;432;9;1493;
dulwich;2357198;https://github.com/dulwich/dulwich;1460;11/08/2020;25;19;44;294;100;101;151;900;99
netcdf4;2355889;http://github.com/Unidata/netcdf4-python;448;12/08/2020;43;58;93;618;100;14;51;3137;439
python-stdnum;2348058;https://github.com/arthurdejong/python-stdnum;285;2021-02-06;7;102;48;86;86;62;52;1454;64
thriftpy;2347566;https://github.com/eleme/thriftpy;1157;2018-09-29;7;85;40;89;0;;42;;
python-openid;2343680;http://github.com/openid/python-openid;402;25/10/2014;16;1921;32;9;9;593;15;7792;84
pywinpty;2337353;https://github.com/spyder-ide/pywinpty;34;04/12/2019;10;65;4;68;68;10;7;;
sqlalchemy-jsonfield;2333161;https://github.com/penguinolog/sqlalchemy_jsonfield;16;06/07/2020;1;98;1;1;1;2;3;;
jinja2-cli;2327044;https://github.com/mattrobenolt/jinja2-cli;284;24/05/2019;1;334;7;38;38;104;8;166;1
appium-python-client;2326749;https://github.com/appium/python-client;1111;16/08/2020;5;52;20;242;100;31;47;1517;71
python-jwt;2322910;https://github.com/davedoesdev/python-jwt;172;18/04/2020;1;;0;15;15;44;5;;
orjson;2311866;https://github.com/ijl/orjson;1248;17/08/2020;16;12;11;95;95;18;8;521;78
channels;2308185;http://github.com/django/channels;4525;03/08/2020;17;32;71;920;100;30;205;8041;107
awacs;2302151;https://github.com/cloudtools/awacs;317;25/02/2020;2;90;6;30;30;201;29;283;34
urwid;2301361;https://github.com/urwid/urwid;1994;18/08/2020;11;85;113;128;;;99;;
mrjob;2295971;http://github.com/Yelp/mrjob;2499;05/08/2020;72;58;200;1082;100;40;102;541;2
sseclient-py;2287041;https://github.com/mpetazzoni/sseclient;50;16/09/2019;0;202;6;8;8;18;6;;
pysaml2;2283439;https://github.com/IdentityPython/pysaml2;335;11/08/2020;32;79;92;207;100;109;102;421;28
wsaccel;2277546;https://github.com/methane/wsaccel;75;17/05/2017;0;392;3;10;10;68;4;;
oauth2;2274781;http://github.com/joestump/python-oauth2;2920;12/02/2018;2;26;49;80;79;700;34;7014;186
json-logging-py;2257534;https://github.com/sebest/json-logging-py;17;22/09/2015;0;;1;0;;;;370;
simpleeval;2254809;https://github.com/danthedeckie/simpleeval;205;08/04/2020;2;129;7;34;34;102;13;;
keyrings-alt;2251661;https://github.com/jaraco/keyrings.alt;15;08/12/2019;4;99;0;17;17;81;7;;
capstone;2250972;https://github.com/aquynh/capstone;4735;2020-12-03;47;88;404;475;100;34;198;;
mixpanel;2237416;https://github.com/mixpanel/mixpanel-python;73;15/07/2020;2;174;7;28;28;54;23;226;13
isoweek;2235770;http://github.com/gisle/isoweek;57;01/02/2020;0;364;0;2;2;37;2;;
flake8-comprehensions;2230515;https://github.com/adamchainz/flake8-comprehensions;218;27/07/2020;5;69;7;28;28;173;6;;
luminol;2228294;https://github.com/linkedin/luminol;814;09/01/2018;1;874;24;12;12;137;5;28;3
django-localflavor;2228221;https://github.com/django/django-localflavor;558;24/08/2020;7;147;16;102;;;112;1808;47
sqlalchemy-migrate;2225828;https://github.com/stackforge/sqlalchemy-migrate;340;2019-09-26;5;;;;0;;36;;
args;2222692;https://github.com/kennethreitz/args;206;2017-07-07;0;;4;2;0;;11;;
pyee;2221374;https://github.com/jfhbrook/pyee;224;24/06/2020;1;185;5;25;25;60;7;2611;74
protobuf3-to-dict;2212171;https://github.com/kaporzhu/protobuf-to-dict;59;24/08/2019;1;555;;;;;;;
clint;2207211;https://github.com/kennethreitz/clint;39;2017-09-02;3;210;32;41;0;;56;2615;331
pyusb;2203413;https://github.com/pyusb/pyusb;1286;04/09/2020;4;411;21;184;;;50;3354;188
pathlib-mate;2202256;https://github.com/machu-gwu/pathlib_mate-project;5;14/03/2020;1;292;0;1;1;1;;;
lru-dict;2200433;https://github.com/amitdev/lru-dict;165;25/10/2019;0;660;6;7;7;72;10;1570;
xarray;2198277;https://github.com/pydata/xarray;1757;20/08/2020;39;44;645;1720;100;9;244;3049;502
parsimonious;2196893;https://github.com/erikrose/parsimonious;1248;27/03/2019;2;284;48;67;67;114;14;7685;81
django-simple-history;2194878;https://github.com/jazzband/django-simple-history;1078;09/08/2020;7;80;65;307;100;35;114;1321;29
snakebite;2191077;http://github.com/spotify/snakebite;809;08/08/2016;3;37;57;73;72;49;25;180;19
cerberus-python-client;2179642;https://github.com/Nike-Inc/cerberus-python-client;11;10/08/2020;3;;0;6;6;42;16;;
num2words;2169403;https://github.com/savoirfairelinux/num2words;384;28/01/2020;4;263;37;70;70;155;79;2086;48
iso3166;2164927;http://github.com/deactivated/python-iso3166;78;13/12/2019;0;322;2;8;8;295;7;582;43
pytest-ordering;2159280;https://github.com/ftobia/pytest-ordering;165;20/06/2019;0;1177;24;26;25;287;6;651;40
ratelim;2156812;http://github.com/themiurgo/ratelim;93;10/01/2017;0;2080;4;4;4;0;3;;
memory-profiler;2155469;https://github.com/pythonprofilers/memory_profiler;2473;15/07/2020;5;77;72;96;96;261;70;;
jupyter-pip;2153441;https://github.com/jdfreder/jupyter-pip;40;17/08/2017;0;;4;7;7;157;6;;
robotframework-seleniumlibrary;2152799;https://github.com/robotframework/SeleniumLibrary;922;26/07/2020;17;67;25;874;100;14;84;851;42
korean-lunar-calendar;2152608;https://github.com/usingsky/korean_lunar_calendar_py;5;14/04/2020;0;;0;3;3;46;2;;
pyenchant;2151547;https://github.com/pyenchant/pyenchant;442;2020-12-08;4;114;12;143;100;192;22;;
brunel;2149175;https://github.com/Brunel-Visualization/Brunel;280;04/10/2018;23;95;69;237;99;63;8;;
rdflib;2147696;https://github.com/RDFLib/rdflib;1281;13/08/2020;31;135;191;543;100;110;96;3758;404
geocoder;2145294;https://github.com/DenisCarriere/geocoder;1280;12/10/2018;15;344;62;215;100;90;59;2443;59
google-cloud-dataproc;2144554;https://github.com/googleapis/python-dataproc;3;11/08/2020;15;15;1;10;10;41;37;333;5
django-taggit;2138638;https://github.com/jazzband/django-taggit;2441;19/08/2020;6;73;94;238;100;150;106;;
pybase64;2136740;https://github.com/mayeut/pybase64;43;17/08/2020;5;115;1;13;13;69;4;;25
gprof2dot;2135091;https://github.com/jrfonseca/gprof2dot;1805;09/01/2020;3;284;6;33;33;103;18;871;25
python-decouple;2130701;https://github.com/henriquebastos/python-decouple;1474;06/02/2020;1;298;7;45;45;205;19;23876;84
vertica-python;2125429;https://github.com/vertica/vertica-python;289;29/07/2020;5;40;17;139;100;118;57;241;23
slackweb;2123595;https://github.com/satoshi03/slack-python-webhook;121;23/06/2015;0;472;0;1;1;45;;372;
pygrok;2123503;https://github.com/garyelephant/pygrok;214;29/07/2018;1;317;14;15;14;87;6;;
nameparser;2122679;https://github.com/derek73/python-nameparser;422;09/08/2020;4;61;15;70;69;110;15;481;29
django-braces;2118965;https://github.com/brack3t/django-braces;1643;30/12/2019;6;163;17;91;;;70;8443;97
query-string;2110569;https://github.com/andrewp-as-is/query-string.py;1;30/06/2020;0;;0;0;;;;;
moviepy;2102417;https://github.com/zulko/moviepy;6823;08/09/2020;10;198;290;587;100;14;110;4215;121
retry-decorator;2100909;https://github.com/pnpnpn/retry-decorator;19;12/03/2020;0;564;1;5;5;319;6;;
pytoml;2100217;https://github.com/avakar/pytoml;131;21/07/2019;1;152;7;28;28;88;12;2893;
tzwhere;2099202;https://github.com/pegler/pytzwhere;122;08/02/2018;1;416;10;20;20;132;13;142;
dictionaries;2098758;https://github.com/pasztorpisti/py-dictionaries;7;02/02/2020;0;528;1;1;1;0;;;
pyaes;2091075;https://github.com/ricmoo/pyaes;318;20/09/2017;0;381;11;8;8;70;5;2494;82
update-checker;2089791;https://github.com/bboe/update_checker;23;04/08/2020;0;158;1;10;10;10;3;;
facebook-sdk;2089242;https://github.com/mobolic/facebook-sdk;2534;28/07/2020;4;423;14;208;99;24;81;2493;42
cmdstanpy;2084857;https://github.com/stan-dev/cmdstanpy;49;18/08/2020;46;;38;127;100;49;16;362;5
predicthq;2079730;https://github.com/predicthq/sdk-py;22;11/05/2020;3;39;0;8;8;13;10;10;
base58;2078193;https://github.com/keis/base58;118;24/06/2020;1;190;2;18;18;25;13;4171;236
vowpalwabbit;2077484;https://github.com/johnlangford/vowpal_wabbit;7445;2021-02-23;64;114;150;866;0;;194;100;2
signalfx;2067010;https://github.com/signalfx/signalfx-python;33;04/08/2020;4;60;8;18;18;73;31;;
node-semver;2061965;https://github.com/podhmo/python-semver;11;30/11/2019;0;175;10;12;12;148;5;258;
pluginbase;2060884;http://github.com/mitsuhiko/pluginbase;900;02/02/2019;0;280;0;10;10;311;6;413;32
elastic-apm;2058791;https://github.com/elastic/apm-agent-python;272;19/08/2020;80;23;59;191;100;34;134;;
thriftpy2;2052496;https://github.com/thriftpy/thriftpy2;357;19/08/2020;36;17;10;54;54;26;56;155;23
pyros-genmsg;2051586;https://github.com/ros/genmsg;26;07/04/2020;3;51;2;39;39;82;19;;
