package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs
google-cloud-asset;1206361;https://github.com/googleapis/python-asset;1;17/08/2020;19;14;3;9;9;8;26;;
sorl-thumbnail;1206325;https://github.com/jazzband/sorl-thumbnail;1415;30/04/2020;8;223;96;268;100;204;123;5087;118
jinja2-pluralize;1205414;https://github.com/audreyr/jinja2_pluralize;11;2015-10-09;0;;3;2;0;;2;;
compatibility-lib;1204947;https://github.com/googlecloudplatform/cloud-opensource-python;41;31/07/2019;11;28;14;55;;;6;;
web3;1204303;https://github.com/ethereum/web3.py;1573;21/08/2020;59;;162;610;100;30;142;2240;187
djangorestframework-camel-case;1203418;https://github.com/vbabiy/djangorestframework-camel-case;324;16/06/2020;1;2445;14;34;34;236;23;689;13
placebo;1202979;https://github.com/garnaat/placebo;340;17/02/2019;1;157;14;26;26;47;12;;
bravado-core;1200972;https://github.com/Yelp/bravado-core;103;10/07/2020;21;24;31;82;82;34;47;291;25
mizani;1198276;https://github.com/has2k1/mizani;16;17/06/2020;3;68;4;5;5;31;5;508;
cvxpy;1197093;https://github.com/cvxgrp/cvxpy;2743;01/09/2020;33;28;74;744;;;95;;
importlib;1193563;https://github.com/brettcannon/importlib;0;19/12/2016;0;;;;;;2;1301;
flask-principal;1193122;https://github.com/mattupstate/flask-principal;451;26/05/2015;1;429;19;11;11;72;12;4190;43
lifelines;1192498;https://github.com/CamDavidsonPilon/lifelines;1408;22/08/2020;23;24;153;553;100;13;76;355;28
django-celery;1192461;http://github.com/celery/django-celery;1384;26/02/2020;6;68;66;328;100;151;116;7750;167
osqp;1191665;https://github.com/oxfordcontrol/osqp-python;51;2021-01-14;17;;1;20;20;109;9;1120;12
suds-py3;1191384;https://github.com/cackharot/suds-py3;114;21/04/2020;0;334;13;25;25;233;15;342;34
onnxconverter-common;1187480;https://github.com/microsoft/onnxconverter-common;31;01/08/2020;8;61;1;4;4;2;13;85;13
google-cloud-datacatalog;1185532;https://github.com/googleapis/python-datacatalog;6;20/08/2020;10;28;4;8;8;31;19;45;11
pyjarowinkler;1184359;https://github.com/nap/jaro-winkler-distance;14;05/03/2017;1;206;0;2;2;15;2;;
rednose;1183408;https://github.com/JBKahn/rednose;28;11/02/2018;2;79;5;8;8;146;9;;
xmlschema;1182559;https://github.com/brunato/xmlschema;153;14/08/2020;19;28;2;171;;;14;221;21
zope-sqlalchemy;1179375;https://github.com/zopefoundation/zope.sqlalchemy;31;30/03/2020;1;153;4;20;20;70;22;;
requests-unixsocket;1176470;https://github.com/msabramo/requests-unixsocket;134;16/08/2019;1;351;6;14;14;192;8;;
sphinxcontrib-bibtex;1174074;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;88;04/11/2019;8;147;8;97;97;217;12;;
httpbin;1172814;https://github.com/requests/httpbin;9598;2018-11-07;7;118;100;239;0;;100;;
django-jsonfield;1171446;https://github.com/adamchainz/django-jsonfield;27;2020-12-14;;;;;13;303;;;
gsutil;1170920;https://github.com/googlecloudplatform/gsutil;641;2021-02-17;;;;;100;57;;;
maturin;1169086;https://github.com/pyo3/maturin;519;2021-02-24;;;;;100;69;;;
comtypes;1168870;https://github.com/enthought/comtypes;164;2020-12-25;;;;;50;192;;;
ncclient;1168238;https://github.com/ncclient/ncclient;430;08/08/2020;8;116;42;171;100;118;76;1099;31
pygresql;1168123;https://github.com/PyGreSQL/PyGreSQL;16;12/07/2020;18;92;20;25;25;97;7;383;9
mecab-python3;1167980;https://github.com/SamuraiT/mecab-python3;216;13/08/2020;2;84;0;38;38;111;8;983;47
pyroute2;1166827;https://github.com/svinota/pyroute2;612;27/07/2020;40;31;68;392;100;74;83;;
graphite-web;1166463;https://github.com/graphite-project/graphite-web;4999;16/08/2020;41;82;17;1072;100;81;337;49;2
google-cloud-scheduler;1165614;https://github.com/googleapis/python-scheduler;0;20/08/2020;10;32;1;3;3;29;16;;
eth-abi;1165393;https://github.com/ethereum/eth-abi;84;27/02/2020;9;49;7;37;37;71;12;;
zeroconf;1164708;https://github.com/jstasiak/python-zeroconf;333;19/08/2020;5;54;47;97;97;175;;899;100
latexcodec;1163927;https://github.com/mcmtroffaes/latexcodec;22;23/06/2020;3;254;2;31;31;123;8;;
sphinx-autobuild;1163471;https://github.com/garetjax/sphinx-autobuild;306;2021-02-06;3;;10;44;0;;14;;
tlslite;1163470;https://github.com/trevp/tlslite;227;2015-08-12;3;;9;16;16;162;10;;
currencyconverter;1161673;https://github.com/alexprengere/currencyconverter;93;21/08/2020;5;2340;0;15;15;16;3;;4
pytest-custom-exit-code;1161532;https://github.com/yashtodi94/pytest-custom_exit_code;14;08/02/2020;1;583;0;1;1;8;6;;
git-url-parse;1158944;https://github.com/retr0h/git-url-parse;18;2019-07-09;1;;4;13;0;;6;;
datasketch;1156592;https://github.com/ekzhu/datasketch;1429;2020-12-23;2;103;17;91;91;51;16;245;14
geventhttpclient-wheels;1156500;http://github.com/gwik/geventhttpclient;444;10/08/2020;3;352;5;59;58;449;34;221;10
django-user-agents;1156144;https://github.com/selwin/django-user_agents;493;22/06/2019;0;558;14;8;8;135;11;;
pyscreeze;1156001;https://github.com/asweigart/pyscreeze;86;14/01/2020;1;;15;10;10;96;12;;
httpie;1154843;https://github.com/jakubroztocil/httpie;47884;19/08/2020;12;83;106;522;;;101;6646;62
ez-setup;1154338;http://github.com/ActiveState/ez_setup;16;23/11/2010;0;3568;2;0;;;;;
django-prometheus;1152519;http://github.com/korfuri/django-prometheus;688;05/08/2020;6;70;26;63;62;135;37;313;20
pandas-datareader;1152335;https://github.com/pydata/pandas-datareader;1608;02/08/2020;11;92;54;366;100;86;66;5527;59
alpha-vantage;1151352;https://github.com/RomelTorres/alpha_vantage;2571;21/08/2020;11;34;10;180;100;21;30;;
flake8-blind-except;1150670;https://github.com/elijahandrews/flake8-blind-except;22;17/04/2017;0;1197;4;1;1;2;3;;121
sphinxcontrib-spelling;1149772;https://github.com/sphinx-contrib/spelling;43;18/08/2020;37;37;9;21;20;90;57;;
requests-cache;1148373;https://github.com/reclosedev/requests-cache;636;14/08/2019;2;139;49;69;69;122;25;2374;180
resource;1147049;https://github.com/RussellLuo/resource;18;23/04/2020;1;432;0;4;4;41;3;;
pygtrie;1144034;https://github.com/mina86/pygtrie;12;08/08/2020;4;64;;;;;;;
jsonform;1143795;https://github.com/RussellLuo/jsonform;0;16/01/2015;0;;0;0;;;;;
jaraco-classes;1143709;https://github.com/jaraco/jaraco.classes;1;19/12/2019;4;140;0;3;3;22;3;;
jsonsir;1143666;https://github.com/RussellLuo/jsonsir;1;16/01/2015;0;;0;0;;;;;
python-easyconfig;1143381;https://github.com/RussellLuo/easyconfig;4;02/11/2017;0;517;0;0;;;;;
python-etcd;1142377;http://github.com/jplana/python-etcd;470;22/06/2017;3;194;34;103;100;116;50;557;52
dumbyaml;1140987;https://github.com/crdoconnor/dumbyaml;3;04/09/2016;0;1766;1;1;1;0;;;
django-classy-tags;1140320;https://github.com/ojii/django-classy-tags;336;2020-08-26;1;;1;34;0;;15;;
envs;1139953;https://github.com/bjinwright/envs;27;2019-09-04;1;;4;5;0;;6;;
collectd;1138088;https://github.com/appliedsec/collectd;23;26/01/2012;0;;1;5;5;0;;;
textfsm;1137637;https://github.com/google/textfsm;724;06/04/2020;0;376;16;47;47;105;9;497;21
robotframework-selenium2library;1137120;https://github.com/robotframework/Selenium2Library;50;04/12/2017;0;272;;;;;2;677;57
pytest-pep8;1135263;https://github.com/davidraleigh/pytest-pep8;0;2015-03-01;0;;0;0;;;5;4377;689
distance;1134425;https://github.com/doukremt/distance;88;22/11/2013;0;;8;2;2;85;;435;
flask-cache;1134209;http://github.com/thadeusb/flask-cache;682;21/09/2014;2;331;44;52;52;71;30;3649;80
keras2onnx;1133888;https://github.com/onnx/keras-onnx;204;18/08/2020;19;87;37;147;100;19;13;;
auth0-python;1131685;https://github.com/auth0/auth0-python;233;13/07/2020;7;110;2;71;71;225;62;175;13
plotnine;1129676;https://github.com/has2k1/plotnine;2325;06/08/2020;40;121;50;312;100;12;64;975;48
colorclass;1128217;https://github.com/Robpol86/colorclass;55;27/08/2017;1;198;3;11;11;94;3;;
skl2onnx;1128206;https://github.com/onnx/sklearn-onnx;162;21/08/2020;16;87;33;138;100;58;14;90;10
django-csp;1128130;http://github.com/mozilla/django-csp;333;12/08/2020;1;336;9;70;70;223;37;;
splunk-sdk;1126699;http://github.com/splunk/splunk-sdk-python;478;18/05/2020;10;127;36;115;100;228;48;;
flex;1125943;https://github.com/pipermerriam/flex;147;08/01/2020;7;54;22;67;67;129;37;461;13
scs;1124400;http://github.com/cvxgrp/scs;300;16/08/2020;9;136;16;95;95;38;18;;
ecos;1123524;http://github.com/embotech/ecos;259;29/06/2020;6;153;44;86;86;83;25;;
mlxtend;1119862;https://github.com/rasbt/mlxtend;3069;20/08/2020;15;91;80;246;100;31;69;1491;43
onnxmltools;1118763;https://github.com/onnx/onnxmltools;399;08/07/2020;7;65;46;99;99;44;26;135;11
pyautogui;1118464;https://github.com/asweigart/pyautogui;4823;2020-10-04;;;;;100;242;;;
auth;1116644;https://github.com/ourway/auth;47;2018-09-07;;;;;3;36;;;
createsend;1111415;https://github.com/campaignmonitor/createsend-python;55;2021-02-10;;;;;24;107;;;
horovod;1109369;https://github.com/horovod/horovod;9816;21/08/2020;19;20;632;787;100;8;93;226;6
dirq;1109069;https://github.com/cern-mig/python-dirq;21;16/03/2020;2;214;0;1;1;40;3;;
coremltools;1107883;https://github.com/apple/coremltools;1830;22/08/2020;21;67;236;244;100;20;73;348;9
aiocontextvars;1106504;https://github.com/fantix/aiocontextvars;47;08/04/2019;2;174;3;6;6;41;4;;
commentjson;1106345;https://github.com/vaidik/commentjson;76;31/05/2020;0;634;3;18;18;370;6;;20
jaraco-text;1106008;https://github.com/jaraco/jaraco.text;3;01/12/2019;4;77;1;1;1;17;3;;
pybtex-docutils;1105197;https://github.com/mcmtroffaes/pybtex-docutils;0;15/01/2020;0;859;0;3;3;0;2;;
lazy;1104217;https://github.com/stefanholek/lazy;38;28/01/2019;0;688;1;2;2;643;2;1286;48
django-haystack;1103533;https://github.com/django-haystack/django-haystack;3031;21/08/2020;11;121;418;709;;;164;5935;90
rpy2;1102838;https://github.com/rpy2/rpy2;86;27/08/2020;170;7;120;550;;;38;1732;166
us;1101442;https://github.com/unitedstates/python-us;347;29/04/2020;1;244;14;16;15;227;12;712;32
phik;1100827;https://github.com/kaveio/phik;39;24/05/2020;2;54;2;6;6;96;3;;
jaraco-collections;1095596;https://github.com/jaraco/jaraco.collections;3;20/12/2019;5;97;1;3;3;44;3;;
pytest-mypy;1092818;https://github.com/dbader/pytest-mypy;162;22/08/2020;4;101;5;28;28;106;15;595;78
bump2version;1090894;https://github.com/c4urself/bump2version;459;17/06/2020;11;40;43;48;48;103;34;2443;171
fs;1090671;https://github.com/PyFilesystem/pyfilesystem2;1122;17/05/2020;10;31;45;210;100;17;29;924;154
pymsgbox;1090408;https://github.com/asweigart/pymsgbox;44;12/05/2020;0;;2;2;2;0;;2375;
uritemplate-py;1088413;https://github.com/sigmavirus24/uritemplate;186;2019-12-19;1;;9;19;0;;13;57961;207
cheetah3;1083361;https://github.com/cheetahtemplate3/cheetah3;54;16/05/2020;66;15;2;16;;;21;;
fastcluster;1082829;https://github.com/dmuellner/fastcluster;61;01/01/2020;1;188;2;8;8;94;3;;
atari-py;1082541;https://github.com/openai/atari-py;215;19/08/2019;7;63;11;28;28;226;15;1867;19
testing-postgresql;1081271;https://github.com/tk0miya/testing.postgresql;173;31/10/2017;2;137;14;10;10;54;11;;
flatten-json;1077730;https://github.com/amirziai/flatten;329;03/02/2020;2;399;20;12;12;78;17;;
termstyle;1075340;https://github.com/gfxmonk/termstyle;15;2016-08-31;0;;0;6;0;;5;;
aioresponses;1075153;https://github.com/pnuckowski/aioresponses;237;21/08/2020;4;66;16;33;33;103;27;;
google-oauth;1074885;https://github.com/miedzinski/google-oauth;4;06/08/2016;0;;0;0;;;2;104;
google-cloud-securitycenter;1073663;https://github.com/googleapis/python-securitycenter;0;23/07/2020;11;36;1;6;6;63;12;6;0
nosexcover;1073577;https://github.com/cmheisel/nose-xcover;55;18/02/2018;0;1308;3;11;;;13;;
robotframework-sshlibrary;1072412;https://github.com/robotframework/SSHLibrary;82;28/07/2020;10;66;23;233;100;185;22;147;5
textdistance;1070717;https://github.com/life4/textdistance;1772;13/04/2020;7;244;;;;;6;;
nimbusml;1070610;https://github.com/microsoft/nimbusml;256;18/06/2020;11;692;72;137;100;24;21;;
django-bulk-update;1070155;https://github.com/aykut/django-bulk-update;398;15/03/2018;2;210;13;28;28;123;17;289;12
infinity;1069339;https://github.com/kvesteri/infinity;13;03/06/2020;0;1213;0;0;;;4;;
python-heatclient;1069246;https://github.com/openstack/python-heatclient;88;2020-11-16;14;;;;;;131;;
flask-rq2;1069014;https://github.com/rq/flask-rq2;159;12/03/2020;2;112;16;32;32;79;15;182;5
google-cloud-iot;1067870;https://github.com/googleapis/python-iot;1;30/06/2020;9;51;0;3;3;3;9;40;
selectors34;1066663;https://github.com/berkerpeksag/selectors34;3;24/05/2018;0;679;1;4;4;34;5;;
etcd3;1064794;https://github.com/kragniz/python-etcd3;250;27/04/2020;15;71;53;44;44;55;34;169;20
django-autocomplete-light;1060819;https://github.com/yourlabs/django-autocomplete-light;1398;23/07/2020;22;16;171;576;;;150;2094;58
drf-extensions;1059959;http://github.com/chibisov/drf-extensions;1046;06/08/2020;5;198;63;115;100;176;49;1424;17
django-stubs;1059758;https://github.com/typeddjango/django-stubs;479;21/08/2020;23;28;69;119;100;28;66;665;20
sphinx-autodoc-typehints;1059131;https://github.com/agronholm/sphinx-autodoc-typehints;271;21/06/2020;2;66;34;64;64;51;24;;
lml;1059065;https://github.com/chfw/lml;9;04/06/2020;4;136;3;8;;;3;;
django-coverage-plugin;1054750;https://github.com/nedbat/django_coverage_plugin;143;24/01/2020;3;128;12;31;31;187;9;;
ctutlz;1053465;https://github.com/theno/ctutlz;29;31/05/2020;5;1271;3;0;;;3;;
humpty;1050657;https://github.com/dairiki/humpty;12;18/12/2017;0;625;2;2;2;174;;;
netmiko;1049984;https://github.com/ktbyers/netmiko;1952;21/08/2020;31;55;129;1096;100;8;131;909;51
intervals;1049837;https://github.com/kvesteri/intervals;76;16/07/2020;2;606;9;20;19;286;7;;
python-coveralls;1047280;http://github.com/z4r/python-coveralls;215;01/08/2019;1;686;22;21;21;60;26;3998;
google-cloud-datalabeling;1045104;https://github.com/googleapis/python-datalabeling;0;12/08/2020;6;32;3;4;4;5;17;;
google-cloud-talent;1044698;https://github.com/googleapis/python-talent;2;30/07/2020;7;36;0;4;4;24;10;;
pyscreenshot;1044589;https://github.com/ponty/pyscreenshot;347;28/07/2020;4;166;7;52;52;248;15;744;27
google-cloud-os-login;1043464;https://github.com/googleapis/python-oslogin;1;25/06/2020;8;42;0;5;5;18;13;;
python-multipart;1043070;http://github.com/andrew-d/python-multipart;64;07/08/2020;0;1355;6;7;7;97;7;3725;57
rlp;1040489;https://github.com/ethereum/pyrlp;63;02/12/2019;4;104;8;29;29;75;22;1704;84
pytweening;1039931;https://github.com/asweigart/pytweening;56;20/07/2018;0;;2;0;;;3;;
records;1039892;https://github.com/kennethreitz/records;6529;2020-12-22;4;;40;81;0;;35;695;32
import-from-github-com;1039607;https://github.com/nvbn/import_from_github_com;113;03/01/2016;0;;1;1;1;0;;;
google-cloud-websecurityscanner;1039417;https://github.com/googleapis/python-websecurityscanner;0;23/07/2020;9;42;0;3;3;7;9;;
shyaml;1039334;http://github.com/0k/shyaml;611;12/02/2019;1;171;15;25;24;281;9;;
google-cloud-webrisk;1039315;https://github.com/googleapis/python-webrisk;0;15/07/2020;5;51;1;3;3;10;9;;
u-msgpack-python;1038728;https://github.com/vsergeev/u-msgpack-python;209;01/08/2020;1;148;0;28;28;169;9;;58
pem;1038536;https://github.com/hynek/pem;102;01/07/2020;3;199;7;13;13;20;13;117;
py-zabbix;1038201;https://github.com/blacked/py-zabbix;323;2020-04-29;3;275;19;25;0;;20;223;9
aerospike;1037423;https://github.com/aerospike/aerospike-client-python;99;31/01/2020;22;22;38;130;;;35;59;3
wsproto;1030321;https://github.com/python-hyper/wsproto;132;30/08/2020;8;164;3;41;;;16;;
gtts-token;1030022;https://github.com/boudewijn26/gTTS-token;27;29/11/2018;0;557;2;4;4;158;5;5102;11
pyexcel-io;1029645;https://github.com/pyexcel/pyexcel-io;31;19/06/2020;9;41;2;51;51;23;5;1388;26
fastprogress;1029076;https://github.com/fastai/fastprogress;875;22/08/2020;7;41;6;43;43;63;15;;
django-heroku;1028936;https://github.com/heroku/django-heroku;401;27/10/2018;1;199;22;11;11;27;5;34625;5
eth-hash;1027797;https://github.com/ethereum/eth-hash;41;13/09/2018;3;93;4;5;5;3;8;1113;54
httpcore;1027715;https://github.com/encode/httpcore;113;20/08/2020;17;15;12;41;41;32;13;727;8
bunch;1024711;http://github.com/dsc/bunch;409;12/03/2012;0;;16;4;4;60;3;627;97
pamela;1024253;https://github.com/minrk/pamela;30;24/07/2019;1;363;2;7;7;136;;;
django-axes;1011703;https://github.com/jazzband/django-axes;859;2021-02-22;;;;;100;34;;;
ofxparse;1011012;https://github.com/jseutter/ofxparse;165;2020-02-05;;;;;43;332;;;
awsiotpythonsdk;1010331;https://github.com/aws/aws-iot-device-sdk-python;541;12/08/2020;0;90;14;218;100;245;6;361;13
pusher;1007104;https://github.com/pusher/pusher-http-python;316;05/08/2020;3;121;3;55;55;232;42;1357;20
anytree;1006412;https://github.com/c0fec0de/anytree;426;20/02/2020;8;55;22;90;89;95;16;;
treelib;1005000;https://github.com/caesar0301/treelib;475;16/08/2020;2;991;40;56;55;218;28;533;56
overrides;1003823;https://github.com/mkorpela/overrides;127;17/06/2020;2;384;7;24;24;213;11;768;32
auditwheel;1002820;https://github.com/pypa/auditwheel;183;31/07/2020;7;79;33;80;79;159;38;;
apiclient;1001114;https://github.com/shazow/apiclient;76;21/03/2019;0;650;2;6;6;343;6;;
wsgi-request-logger;998833;https://github.com/pklaus/wsgi-request-logger;38;03/12/2019;0;657;7;5;5;213;7;;14
honcho;995906;https://github.com/nickstenning/honcho;1364;22/03/2020;3;133;20;76;76;124;41;2336;33
testresources;994924;https://github.com/testing-cabal/testresources;3;2019-06-12;3;;;;;;6;;
colander;993827;https://github.com/Pylons/colander;391;07/08/2020;8;75;37;91;88;231;91;;
boto3-type-annotations;990866;https://github.com/alliefitter/boto3_type_annotations;86;28/11/2019;0;;6;7;7;50;;;
utlz;989726;https://github.com/theno/utlz;2;17/05/2018;1;;0;0;;;;;
django-pipeline;989349;https://github.com/jazzband/django-pipeline;1373;16/08/2020;10;25;116;302;100;112;145;1452;35
django-cacheops;988462;http://github.com/Suor/django-cacheops;1280;06/08/2020;10;59;21;239;100;26;49;310;2
ptpython;988142;https://github.com/prompt-toolkit/ptpython;3725;10/08/2020;5;120;156;128;100;139;36;1038;37
construct;986191;https://github.com/construct/construct;585;22/02/2020;16;56;18;739;;;;;
spark-df-profiling;986140;https://github.com/julioasotodv/spark-df-profiling;127;02/02/2020;1;136;20;5;5;68;6;;
pprintpp;983585;https://github.com/wolever/pprintpp;363;23/04/2020;0;2341;7;8;8;19;8;475;48
line-profiler;983110;https://github.com/pyutils/line_profiler;281;13/03/2020;16;64;11;3;3;14;16;;
mockito;981227;https://github.com/kaste/mockito-python;63;19/02/2020;10;51;7;16;16;62;11;;
tavern;980009;https://github.com/taverntesting/tavern;674;22/08/2020;26;8;43;390;100;34;33;183;1
dataclasses-serialization;979971;https://github.com/madman-bob/python-dataclasses-serialization;14;03/06/2020;3;59;3;4;4;5;2;;
hyper;979887;https://github.com/lukasa/hyper;1042;2021-01-12;16;152;78;168;0;;40;;
json-rpc;977016;https://github.com/pavlov99/json-rpc;335;22/01/2020;5;114;18;40;40;89;23;908;51
xlwings;974685;https://github.com/xlwings/xlwings;1788;07/09/2020;25;28;280;844;100;12;40;10254;47
algoliasearch;973521;https://github.com/algolia/algoliasearch-client-python;129;10/08/2020;12;;9;120;100;132;33;;
nibabel;972633;https://github.com/nipy/nibabel;345;22/08/2020;39;39;78;269;100;78;82;2402;287
logzio-python-handler;970706;https://github.com/logzio/logzio-python-handler;29;31/05/2020;2;;8;18;;;18;;
django-constance;966216;https://github.com/jazzband/django-constance;1205;04/07/2020;4;139;18;199;100;98;102;588;12
cpplint;965720;https://github.com/cpplint/cpplint;584;18/08/2020;12;75;35;43;43;128;;;
asyncssh;963539;https://github.com/ronf/asyncssh;1059;2020-12-23;10;;19;280;100;18;13;326;79
pydrive;963151;https://github.com/googledrive/pydrive;1165;2021-01-27;0;687;74;98;0;;23;2509;46
djangorestframework-filters;962025;http://github.com/philipn/django-rest-framework-filters;656;09/08/2020;4;111;15;175;100;35;16;;
rake-nltk;961920;https://github.com/csurfer/rake-nltk;739;20/10/2019;1;;15;20;20;66;4;;
python-jose-cryptodome;961830;http://github.com/capless/python-jose-cryptodome;7;20/09/2017;9;;6;0;;;10;;
disklist;960053;https://github.com/Belval/disklist;7;31/08/2019;0;;0;0;;;3;;
eth-keys;958604;https://github.com/ethereum/eth-keys;75;05/05/2020;5;48;10;12;12;9;11;1072;44
pyqrcode;958321;https://github.com/mnooner256/pyqrcode;279;20/06/2016;3;;19;23;23;24;8;2837;75
pyod;954147;https://github.com/yzhao062/pyod;3513;25/07/2020;34;95;65;70;70;41;16;251;17
great-expectations;953980;https://github.com/great-expectations/great_expectations;2472;21/08/2020;196;11;86;497;100;44;85;;
pydicom;951355;https://github.com/pydicom/pydicom;954;19/08/2020;15;82;39;620;100;14;55;1655;178
flask-mysql;949363;https://github.com/cyberdelia/flask-mysql;95;16/06/2020;0;665;5;24;;;8;;2
itopy;947270;https://github.com/jonatasbaldin/itopy;17;19/10/2019;0;;2;1;;;3;;
spotipy;946716;https://github.com/plamere/spotipy;2680;08/09/2020;6;137;23;319;;;114;;83
facebookads;946296;https://github.com/facebook/facebook-python-ads-sdk;844;2021-02-19;7;24;;;0;;60;;
logstash-formatter;945043;https://github.com/exoscale/python-logstash-formatter;156;2019-04-08;0;951;3;20;0;;17;;
speechrecognition;944387;https://github.com/Uberi/speech_recognition#readme;5034;02/07/2019;4;51;156;262;3;4;39;4564;92
twitter-common-lang;944370;https://github.com/twitter/commons;1960;2019-12-07;13;;;;0;;91;;
django-admin-rangefilter;943246;https://github.com/silentsokolov/django-admin-rangefilter;306;07/08/2020;2;50;3;32;32;84;13;458;2
artifactory;940589;http://github.com/parallels/artifactory;67;20/11/2018;1;554;26;13;13;42;10;28;6
speaklater;940564;http://github.com/mitsuhiko/speaklater;57;01/07/2012;0;1802;4;1;1;623;;;
twitter-common-dirutil;940460;https://github.com/twitter-archive/commons;1960;2019-12-07;13;;;;;;91;;
pycontracts;937449;https://github.com/andreacensi/contracts;329;29/06/2020;4;79;38;21;;;13;;
eth-account;936654;https://github.com/ethereum/eth-account;69;2020-10-14;;;;;27;129;;;
flashtext;936216;https://github.com/vi3k6i5/flashtext;4657;2020-05-03;;;;;49;31;;;
pytest-random-order;935248;https://github.com/jbasko/pytest-random-order;32;2018-11-30;;;;;13;30;;;
mailchimp3;934136;https://github.com/charlesthk/python-mailchimp;422;2020-05-06;;;;;0;;;;
pygerduty;932481;https://github.com/dropbox/pygerduty;148;23/06/2020;1;704;6;20;19;35;31;;
requests-pkcs12;932408;https://github.com/m-click/requests_pkcs12;47;19/08/2020;1;58;2;13;13;112;8;;
injector;932159;http://github.com/alecthomas/injector;581;23/05/2020;3;79;26;72;70;63;13;430;45
pamqp;929819;https://github.com/gmr/pamqp;34;07/08/2020;2;105;0;17;17;440;7;;
word2number;929681;https://github.com/akshaynagpal/w2n;96;27/06/2017;1;339;24;15;15;48;4;524;17
pybluez;927966;https://github.com/pybluez/pybluez;1320;14/07/2020;5;661;14;252;100;121;38;617;36
selectors2;927906;https://github.com/sethmlarson/selectors2;13;21/07/2020;1;236;0;0;;;4;;
flake8-logging-format;926684;https://github.com/globality-corp/flake8-logging-format;62;23/07/2020;1;204;6;4;4;153;13;306;20
pynput;926677;https://github.com/moses-palmer/pynput;633;07/08/2020;11;32;43;231;100;23;9;2187;117
m2r;926604;https://github.com/miyakogi/m2r;203;04/06/2019;3;141;29;15;15;48;11;1680;252
svgwrite;926486;http://github.com/mozman/svgwrite;252;30/03/2020;8;52;17;42;42;37;11;1400;96
marisa-trie;926029;https://github.com/kmike/marisa-trie;821;2018-04-10;1;;17;30;0;;8;634;38
async-lru;925775;https://github.com/wikibusiness/async_lru;239;2020-10-29;5;;8;17;0;;9;464;22
hexbytes;925568;https://github.com/ethereum/hexbytes;7;02/06/2020;4;135;0;6;6;25;6;921;
heroku3;924968;https://github.com/martyzz1/heroku3.py;71;22/04/2020;2;123;14;29;29;147;27;2169;6
pytest-dependency;924312;https://github.com/RKrahl/pytest-dependency;55;17/05/2020;3;198;8;25;25;113;5;183;
pygetwindow;924154;https://github.com/asweigart/pygetwindow;98;18/07/2020;0;;20;2;2;13;;1562;11
durationpy;923867;https://github.com/icholy/durationpy;19;18/02/2020;0;366;0;5;5;1;4;;
wurlitzer;920811;https://github.com/minrk/wurlitzer;85;19/08/2020;1;181;7;15;15;65;5;3842;24
wmi;919621;https://github.com/tjguk/wmi;34;29/04/2020;11;;10;1;1;0;;;
kappa;919110;https://github.com/garnaat/kappa;900;24/09/2019;3;190;34;39;39;73;17;1367;
profilehooks;918719;https://github.com/mgedmin/profilehooks;262;20/08/2020;1;111;7;9;9;71;5;;
requests-html;917424;https://github.com/kennethreitz/requests-html;11519;2020-05-10;12;36;117;194;0;;56;3752;138
httmock;917040;https://github.com/patrys/httmock;406;07/05/2020;1;159;11;15;15;50;23;958;77
eth-keyfile;916317;https://github.com/ethereum/eth-keyfile;42;01/10/2019;1;153;3;7;7;101;5;961;34
implicit;916150;https://github.com/benfred/implicit;2266;2021-02-10;5;;80;257;100;21;26;361;8
image;915479;https://github.com/francescortiz/image;141;24/05/2020;1;;2;5;5;6;4;4279;52
flask-assets;911695;http://github.com/miracle2k/flask-assets;402;29/02/2020;2;245;18;72;71;118;36;4524;82
patch;911547;https://github.com/techtonik/python-patch;58;20/12/2019;3;163;29;28;;;3;;
pytorch-transformers;907998;https://github.com/huggingface/pytorch-transformers;41374;2021-02-24;236;14;568;5425;0;;752;7570;378
yappi;906502;https://github.com/sumerc/yappi;334;27/04/2020;4;;6;23;23;55;11;264;20
eth-rlp;904507;https://github.com/ethereum/eth-rlp;10;26/04/2018;2;189;1;1;1;0;3;845;
django-bootstrap3;903070;https://github.com/zostera/django-bootstrap3;2194;02/07/2020;8;27;4;280;100;204;83;;
mkdocs-minify-plugin;903025;https://github.com/byrnereese/mkdocs-minify-plugin;18;09/04/2020;1;155;1;3;3;116;4;654;16
seleniumbase;901235;https://github.com/seleniumbase/SeleniumBase;1646;22/08/2020;54;5;4;153;100;3;17;71;5
xmljson;900991;https://github.com/sanand0/xmljson;111;24/04/2020;1;164;11;19;19;52;6;843;40
graphene-sqlalchemy;900955;https://github.com/graphql-python/graphene-sqlalchemy;719;04/06/2020;4;102;92;79;79;59;36;901;18
python-twitter;900676;https://github.com/bear/python-twitter;3021;12/05/2020;11;138;70;306;100;36;133;4533;87
gtts;900063;https://github.com/pndurette/gTTS;1155;26/01/2020;4;87;10;136;100;63;19;;
cmarkgfm;898479;https://github.com/jonparrott/cmarkgfm;28;11/04/2020;1;294;7;5;;;10;;
oci;898231;https://github.com/oracle/oci-python-sdk;152;21/08/2020;6;11;14;120;100;37;22;149;11
