package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs
flask-appbuilder;7287027;https://github.com/dpgaspar/flask-appbuilder;3232;2021-03-16;42;51;75;933;100;62;119;1722;63
webtest;5346945;https://github.com/pylons/webtest;295;2020-12-17;10;;25;95;95;63;70;;
haversine;4424322;https://github.com/mapado/haversine;166;2020-09-04;1;;4;6;6;1;17;1301;42
apache-airflow;6885179;https://github.com/apache/airflow;20843;2021-03-22;168;4;824;2175;100;4;1526;;
cliff;6632189;https://github.com/openstack/cliff;184;2020-11-19;8;;;;;;82;2145;202
queuelib;7133190;https://github.com/scrapy/queuelib;207;2021-02-25;0;;2;12;10;309;10;;
jsonpath-rw;3253013;https://github.com/kennknowles/python-jsonpath-rw;521;2019-11-14;1;;31;18;18;67;17;1231;120
imbalanced-learn;8854648;https://github.com/scikit-learn-contrib/imbalanced-learn;5109;2021-03-02;9;89;25;423;100;48;53;4405;88
hstspreload;24892868;https://github.com/sethmlarson/hstspreload;7;2021-03-22;6;;1;5;5;66;4;;
flask-jwt-extended;7963371;https://github.com/vimalloc/flask-jwt-extended;1110;2021-03-21;10;22;9;281;100;30;63;11261;67
basictracer;4075598;https://github.com/opentracing/basictracer-python;23;2020-12-31;1;128;3;7;7;187;15;;
async-generator;44576681;https://github.com/python-trio/async_generator;78;2018-08-01;2;;3;9;9;51;5;;
httpx;48870702;https://github.com/encode/httpx;6636;2021-03-21;41;11;59;523;100;9;120;4714;571
jsmin;5903555;https://github.com/tikitu/jsmin;55;2018-10-24;1;;3;14;14;55;8;;
mpmath;6955473;https://github.com/fredrik-johansson/mpmath;512;2021-03-04;12;424;203;239;100;444;37;;
tempora;3879874;https://github.com/jaraco/tempora;9;2021-02-22;8;76;2;13;13;17;10;;
msal-extensions;23563110;https://github.com/azuread/microsoft-authentication-extensions-for-python;8;2020-11-18;3;;13;17;17;65;12;;
google-cloud-error-reporting;4660026;https://github.com/googleapis/python-error-reporting;4;2021-03-11;15;18;1;14;14;13;39;;
altgraph;4295592;https://github.com/ronaldoussoren/altgraph;8;2020-02-02;11;;2;11;11;151;2;;
googledatastore;1652020;https://github.com/googlecloudplatform/google-cloud-datastore;202;2021-01-19;2;;49;124;100;274;28;;
plumbum;7190484;https://github.com/tomerfiliba/plumbum;2147;2021-02-08;10;154;105;211;100;57;70;;
olefile;6680963;https://github.com/decalage2/olefile;142;2020-11-03;6;592;40;40;40;563;20;52709;114
backports-csv;3012264;https://github.com/ryanhiebert/backports.csv;59;2020-06-23;;;2;18;18;14;8;;
testfixtures;5537670;https://github.com/simplistix/testfixtures;192;2021-01-14;8;;0;80;80;40;23;3525;253
pulp;3928595;https://github.com/coin-or/pulp;1085;2021-02-12;4;146;18;233;100;75;48;1441;98
cairocffi;5463650;https://github.com/kozea/cairocffi;186;2021-01-04;3;111;19;117;100;159;26;;
utm;3289470;https://github.com/turbo87/utm;250;2021-01-25;1;200;11;22;21;117;17;1274;72
rospkg;2263604;https://github.com/ros-infrastructure/rospkg;24;2021-02-05;5;;5;61;61;138;64;;
cmd2;6559101;https://github.com/python-cmd2/cmd2;341;2021-03-16;70;18;14;440;100;29;38;1886;98
portend;3673343;https://github.com/jaraco/portend;3;2021-02-14;5;68;0;9;9;83;10;;
flask-swagger;6237502;https://github.com/gangverk/flask-swagger;426;2020-09-29;1;245;15;13;12;37;19;2561;30
terminaltables;6794497;https://github.com/robpol86/terminaltables;684;2017-06-24;1;217;28;18;18;55;7;;
scrapy;7135069;https://github.com/scrapy/scrapy;40117;2021-03-22;65;41;477;1939;100;13;402;22778;416
s2sphere;3814439;https://github.com/sidewalklabs/s2sphere;177;2017-11-16;1;;14;4;4;36;4;1425;8
junit-xml;11725198;https://github.com/kyrus/python-junit-xml;80;2020-02-22;1;;16;16;15;74;12;1852;47
commonmark;8641250;https://github.com/readthedocs/commonmark.py;216;2021-03-11;;148;14;30;30;120;27;;
parse-type;5086141;https://github.com/jenisys/parse_type;8;2020-09-11;1;;5;8;8;62;2;;
bitarray;6442352;https://github.com/ilanschnell/bitarray;429;2021-03-22;10;;5;69;68;435;14;17315;171
sanic;42295057;https://github.com/sanic-org/sanic;14698;2021-03-21;42;33;34;940;100;43;261;4575;356
aiodns;6195695;https://github.com/saghul/aiodns;370;2019-12-12;1;196;8;48;48;60;18;13969;250
cssselect2;5291572;https://github.com/kozea/cssselect2;21;2021-02-20;1;394;0;7;7;303;7;;
pylint-plugin-utils;4919270;https://github.com/pycqa/pylint-plugin-utils;15;2019-09-27;0;;1;6;6;118;8;;
ntlm-auth;5901008;https://github.com/jborean93/ntlm-auth;41;2020-07-07;0;151;0;10;10;17;4;;
tensorflow-hub;8648333;https://github.com/tensorflow/hub;2761;2021-03-15;23;78;33;531;100;24;71;5643;130
datashape;2089898;https://github.com/blaze/datashape;174;2019-04-24;12;140;36;57;57;141;25;;
cairosvg;5249379;https://github.com/kozea/cairosvg;454;2021-03-14;8;58;49;185;100;58;31;6231;114
flask-restplus;4330183;https://github.com/noirbizarre/flask-restplus;2493;2020-01-13;9;;312;248;100;30;72;9134;117
dogpile-cache;5253866;https://github.com/sqlalchemy/dogpile.cache;106;2021-01-26;;20;35;134;100;294;45;;
zc-lockfile;3985240;https://github.com/zopefoundation/zc.lockfile;14;2019-10-23;;;3;6;6;118;11;;
boltons;5604586;https://github.com/mahmoud/boltons;5409;2021-03-07;15;67;31;87;85;98;61;1184;139
clikit;9724456;https://github.com/sdispater/clikit;61;2020-11-27;4;46;8;6;6;76;9;;
pynamodb;5098810;https://github.com/pynamodb/pynamodb;1525;2021-03-15;8;33;159;259;100;80;83;650;32
qrcode;6376031;https://github.com/lincolnloop/python-qrcode;2431;2020-03-26;2;;34;94;91;53;27;;
graphene;5060916;https://github.com/graphql-python/graphene;6430;2021-01-06;23;37;74;801;100;61;156;7928;160
fastparquet;4994798;https://github.com/dask/fastparquet;484;2021-03-16;10;;52;287;100;30;;;
unittest-xml-reporting;6014239;https://github.com/xmlrunner/unittest-xml-reporting;255;2020-11-23;2;107;6;97;97;165;38;1778;54
tdigest;4542831;https://github.com/camdavidsonpilon/tdigest;275;2020-11-06;1;732;7;20;20;103;12;51;11
wandb;6386388;https://github.com/wandb/client;2825;2021-03-22;80;20;221;723;100;5;62;2227;63
accumulation-tree;4476465;https://github.com/tkluck/accumulation_tree;11;2020-05-09;0;;0;5;5;4;;;
google-cloud-translate;3425722;https://github.com/googleapis/python-translate;33;2021-03-11;22;21;5;29;29;14;45;2427;34
pypika;8378545;https://github.com/kayak/pypika;1137;2021-03-17;17;24;64;228;100;40;58;588;37
ciso8601;5022590;https://github.com/closeio/ciso8601;455;2020-12-11;1;;15;32;32;239;19;663;76
google-cloud-videointelligence;7089516;https://github.com/googleapis/python-videointelligence;11;2021-03-15;19;16;2;21;21;36;43;927;13
flask-bcrypt;5588354;https://github.com/maxcountryman/flask-bcrypt;282;2020-03-28;0;;8;29;27;190;20;23869;53
flask-openid;5788087;https://github.com/mitsuhiko/flask-openid;205;2016-05-09;0;;5;34;34;267;10;;
sortedcollections;42375144;https://github.com/grantjenks/python-sortedcollections;49;2021-01-18;1;;2;9;9;18;4;;
catalogue;8075351;https://github.com/explosion/catalogue;78;2021-03-22;4;42;3;0;;;7;6126;19
cfn-flip;4969296;https://github.com/awslabs/aws-cfn-template-flip;780;2020-11-16;4;;4;55;55;37;24;;
statistics;3644938;https://github.com/digitalemagine/py-statistics;8;2017-03-16;0;2351;2;3;3;75;;;
python-swiftclient;3969643;https://github.com/openstack/swift;2171;2021-03-20;72;;;;;;309;;
sshtunnel;5422314;https://github.com/pahaz/sshtunnel;799;2021-01-11;4;103;20;132;100;169;20;2012;114
recommonmark;5633880;https://github.com/readthedocs/recommonmark;330;2020-12-17;2;;97;34;34;199;34;10592;691
tablib;6175413;https://github.com/jazzband/tablib;3881;2021-03-01;9;86;27;198;100;342;99;9555;125
aioopenssl;43947548;https://github.com/horazont/aioopenssl;11;2021-01-16;1;172;2;6;6;171;3;;
pyphen;3717231;https://github.com/kozea/pyphen;136;2020-11-29;1;301;5;13;13;264;6;4643;38
pytest-rerunfailures;7663900;https://github.com/pytest-dev/pytest-rerunfailures;198;2021-02-15;3;;18;54;54;166;28;2563;94
aiosasl;44055718;https://github.com/horazont/aiosasl;5;2021-01-16;1;214;2;9;9;84;2;;
aioconsole;43658708;https://github.com/vxgmichel/aioconsole;305;2021-02-27;4;99;2;38;38;29;11;334;33
graphql-relay;5095024;https://github.com/graphql-python/graphql-relay-py;128;2021-03-19;2;223;6;15;15;162;8;;
fonttools;2785552;https://github.com/fonttools/fonttools;2645;2021-03-20;95;21;343;767;100;15;90;2064;112
email-validator;9200308;https://github.com/joshdata/python-email-validator;403;2020-11-15;1;360;6;30;30;86;12;;
requests-ntlm;5477227;https://github.com/requests/requests-ntlm;255;2017-09-19;1;436;21;54;54;28;20;;
pyluach;10618146;https://github.com/simlist/pyluach;22;2020-11-08;3;494;2;4;4;18;2;;
scikit-optimize;6492621;https://github.com/scikit-optimize/scikit-optimize;2061;2020-12-31;25;83;175;360;100;127;60;1356;93
python-docx;3570478;https://github.com/python-openxml/python-docx;2564;2019-06-10;10;;350;436;100;80;10;;
coveralls;4402516;https://github.com/thekevjames/coveralls-python;455;2021-03-17;3;82;5;132;100;187;55;15612;1240
testtools;4695246;https://github.com/testing-cabal/testtools;85;2021-03-08;19;;29;58;58;120;48;;
django-model-utils;4661824;https://github.com/jazzband/django-model-utils;1998;2021-03-09;6;;87;151;100;85;99;13010;329
google-cloud-speech;3043608;https://github.com/googleapis/python-speech;150;2021-03-19;27;15;9;39;39;61;49;2283;28
numpy-stl;4779350;https://github.com/wolph/numpy-stl;356;2021-02-12;6;54;6;131;100;49;15;;
natsort;11782654;https://github.com/sethmmorton/natsort;451;2021-01-25;8;;1;64;64;94;14;4668;322
cookies;3838286;https://github.com/sashahart/cookies;28;2014-09-27;0;;;;;;;;
aioxmpp;42648509;https://github.com/horazont/aioxmpp;190;2021-02-27;24;89;58;167;100;48;10;;
jupyterlab;5846227;https://github.com/jupyterlab/jupyterlab;10904;2021-03-20;403;;1700;3838;100;5;353;36036;417
flaky;6043873;https://github.com/box/flaky;269;2020-08-22;2;87;17;62;62;105;21;2211;106
jaydebeapi;7895964;https://github.com/baztian/jaydebeapi;247;2020-07-02;3;;78;64;63;76;4;474;43
ray;1996342;https://github.com/ray-project/ray;15271;2021-03-22;143;38;1300;4930;100;5;451;1631;134
flask-script;3962254;https://github.com/smurfix/flask-script;672;2017-09-11;3;;27;84;84;216;48;48603;239
json-merge-patch;5394537;https://github.com/opendataservices/json-merge-patch;14;2020-06-09;0;1742;1;0;;;2;;
extras;4637317;https://github.com/testing-cabal/extras;3;2017-10-12;0;;1;3;3;300;4;;
shortuuid;4605759;https://github.com/skorokithakis/shortuuid;1434;2021-02-17;1;931;2;27;26;44;20;4387;164
drf-yasg;5403659;https://github.com/axnsan12/drf-yasg;2175;2020-10-31;12;23;142;365;100;75;60;32155;63
theano;3495825;https://github.com/theano/theano;9377;2021-03-02;244;;571;2083;100;31;351;10289;184
bumpversion;2176655;https://github.com/peritus/bumpversion;1371;2019-11-26;2;133;73;81;80;62;13;11013;800
partd;6195175;https://github.com/dask/partd;82;2021-02-10;2;;3;11;11;44;18;;
cvxopt;3316934;https://github.com/cvxopt/cvxopt;727;2021-02-18;0;184;27;113;100;62;6;2539;146
memoized-property;1738255;https://github.com/estebistec/python-memoized-property;25;2016-09-29;0;;0;1;1;749;2;;
milksnake;949966;https://github.com/getsentry/milksnake;683;2018-08-29;0;;7;12;12;38;7;115;20
fortnitepy;41384766;https://github.com/terbau/fortnitepy;72;2021-01-19;29;44;9;31;31;39;4;396;47
easyprocess;6339180;https://github.com/ponty/easyprocess;82;2021-01-10;2;;2;11;11;146;6;2647;28
robotframework;4690196;https://github.com/robotframework/robotframework;5692;2021-03-19;158;24;133;3320;100;23;123;3187;347
dpath;4444047;https://github.com/akesterson/dpath-python;422;2020-07-27;2;151;19;57;57;388;13;802;84
tfx;2479919;https://github.com/tensorflow/tfx;1366;2021-03-22;129;18;205;335;100;34;100;;
fixtures;4466556;https://github.com/testing-cabal/fixtures;30;2021-03-09;2;;6;0;;;16;;
tensorflow-datasets;5727360;https://github.com/tensorflow/datasets;2718;2021-03-22;128;51;256;553;100;14;185;3930;63
dotnetcore2;9176414;https://github.com/dotnet/core;15448;2021-03-16;41;18;354;3709;100;6;263;;
objectpath;3610624;https://github.com/adriank/objectpath;344;2020-08-12;2;;22;48;46;73;14;286;30
mujoco-py;469635;https://github.com/openai/mujoco-py;1570;2020-08-14;3;224;267;203;100;29;27;1535;22
behave;3937224;https://github.com/behave/behave;2285;2021-01-12;13;;31;622;100;72;73;4544;118
mongoengine;6432194;https://github.com/mongoengine/mongoengine;3431;2021-03-09;35;38;314;1195;100;31;300;12377;293
python-ldap;4798849;https://github.com/python-ldap/python-ldap;240;2020-12-15;22;24;48;118;100;124;21;4513;214
googleads;3852719;https://github.com/googleads/googleads-python-lib;541;2021-02-18;2;30;70;358;100;37;16;367;20
vcrpy;5956215;https://github.com/kevin1024/vcrpy;1927;2020-10-09;9;59;59;247;100;252;95;2625;157
weasyprint;3147939;https://github.com/kozea/weasyprint;4175;2021-03-18;35;49;141;938;100;23;89;;
pylint-django;4481428;https://github.com/pycqa/pylint-django;451;2021-01-08;5;63;24;146;100;81;47;12448;51
pep8-naming;4495514;https://github.com/pycqa/pep8-naming;286;2021-01-05;2;;10;61;61;194;25;5666;271
python-crfsuite;5047151;https://github.com/scrapinghub/python-crfsuite;679;2020-03-14;3;;43;38;38;95;17;2566;54
pybind11;5122673;https://github.com/pybind/pybind11;8828;2021-03-09;31;65;290;1367;100;9;234;;
pkgconfig;7087902;https://github.com/matze/pkgconfig;47;2021-03-19;1;;3;22;22;42;13;;
django-crispy-forms;3961809;https://github.com/django-crispy-forms/django-crispy-forms;4151;2021-03-21;14;85;65;541;100;72;187;57854;245
authlib;8607858;https://github.com/lepture/authlib;2395;2021-03-08;27;49;16;222;100;18;55;12293;83
locket;5976971;https://github.com/mwilliamson/locket.py;11;2021-01-20;;;3;5;5;46;4;;
asyncio;6019291;https://github.com/python/asyncio;951;2017-03-03;0;;76;305;100;46;;;
opencensus;8722104;https://github.com/census-instrumentation/opencensus-python;549;2021-03-04;10;50;129;265;100;29;69;844;53
cytoolz;4272462;https://github.com/pytoolz/cytoolz;768;2021-01-13;3;;20;40;39;126;;;
python-box;5219604;https://github.com/cdgriffith/box;1647;2021-02-13;0;35;16;100;100;97;7;1121;123
django-environ;4673611;https://github.com/joke2k/django-environ;2195;2020-07-20;3;323;90;74;74;251;52;45912;122
pygame;4701678;https://github.com/pygame/pygame;3202;2021-03-21;137;23;258;1028;100;12;163;27907;686
pyelftools;5773347;https://github.com/eliben/pyelftools;1181;2021-01-26;6;;49;108;100;176;67;1806;80
instana;3647497;https://github.com/instana/python-sensor;50;2021-03-15;13;9;4;28;28;73;12;;
rq;3557962;https://github.com/rq/rq;7589;2021-02-24;13;54;137;687;100;23;200;7407;120
ftfy;4482694;https://github.com/luminosoinsight/python-ftfy;2909;2021-02-11;5;25;11;99;98;46;14;2830;102
meld3;2322702;https://github.com/supervisor/meld3;19;2020-04-08;1;;0;11;11;18;7;1910;14
livereload;5010608;https://github.com/lepture/python-livereload;901;2020-10-13;3;101;35;96;96;157;47;6003;84
pyinstaller;4223011;https://github.com/pyinstaller/pyinstaller;7809;2021-03-22;68;97;344;3675;100;5;347;15221;172
click-completion;2656610;https://github.com/click-contrib/click-completion;228;2019-10-15;1;;10;11;11;29;10;1407;98
json5;5204717;https://github.com/dpranke/pyjson5;65;2020-05-26;1;;3;32;32;155;6;20194;58
tweepy;3953978;https://github.com/tweepy/tweepy;7600;2021-02-23;14;133;81;881;100;28;192;23163;264
django-timezone-field;4082521;https://github.com/mfogel/django-timezone-field;280;2021-03-17;2;;3;37;37;206;;;
typing-inspect;19504197;https://github.com/ilevkivskyi/typing_inspect;194;2021-03-21;1;;14;25;25;99;10;;
atlassian-jwt-auth;5143565;https://github.com/atlassian/asap-authentication-python;19;2021-03-03;4;;2;5;5;166;14;;
webargs;3381672;https://github.com/marshmallow-code/webargs;1147;2021-03-22;14;;5;245;100;37;48;;
schema;5086577;https://github.com/keleshev/schema;2317;2021-03-12;3;142;56;62;62;166;57;2298;284
fysom;3711798;https://github.com/mriehl/fysom;353;2017-10-10;2;154;12;10;10;166;;;
yq;4312134;https://github.com/kislyuk/yq;1422;2021-02-06;3;47;18;74;73;39;12;216;8
bitstring;8637011;https://github.com/scott-griffiths/bitstring;265;2020-05-05;8;58;23;174;100;85;5;1981;172
pygam;3592842;https://github.com/dswah/pygam;570;2020-07-15;13;95;55;156;100;86;10;;
troposphere;3365020;https://github.com/cloudtools/troposphere;4442;2021-03-21;23;42;146;646;100;27;407;2287;90
cloudant;2962844;https://github.com/cloudant/python-cloudant;159;2021-02-10;12;70;1;241;100;172;25;1318;24
falcon;4919132;https://github.com/falconry/falcon;8295;2021-03-18;17;;189;694;100;108;162;5064;227
autowrapt;3688209;https://github.com/grahamdumpleton/autowrapt;20;2015-05-11;0;;0;0;;;;;
jupyterlab-server;5122273;https://github.com/jupyterlab/jupyterlab_server;73;2021-02-23;10;;8;21;21;6;27;;
couchdb;2767707;https://github.com/djc/couchdb-python;190;2018-02-16;8;;50;235;100;18;37;1112;55
mleap;4308078;https://github.com/combust/mleap;1233;2021-02-11;14;;83;334;100;78;53;129;8
uvicorn;6808840;https://github.com/encode/uvicorn;3707;2021-03-14;17;10;60;401;100;20;96;19191;436
google-cloud-dns;2055119;https://github.com/googleapis/python-dns;5;2021-03-01;10;26;3;7;7;11;19;;
presto-python-client;4943667;https://github.com/prestodb/presto-python-client;160;2020-06-24;1;160;27;22;22;77;14;214;11
grequests;2368080;https://github.com/spyoungtech/grequests;3690;2020-04-05;0;539;11;92;92;508;23;2115;127
fusepy;5547501;https://github.com/fusepy/fusepy;701;2018-09-17;1;;40;35;35;605;18;594;86
validate-email;5684284;https://github.com/syrusakbary/validate_email;477;2015-07-24;0;;74;11;11;96;10;;
genson;4180289;https://github.com/wolverdude/genson;270;2021-01-27;3;;11;26;26;127;7;;
py-cpuinfo;4071171;https://github.com/workhorsy/py-cpuinfo;157;2021-02-01;7;;22;95;94;195;9;3140;113
pyinotify;3592438;https://github.com/seb-m/pyinotify;2099;2015-06-04;1;;48;88;86;116;10;4995;117
cchardet;6903396;https://github.com/pyyoshi/cchardet;285;2021-02-10;2;177;9;38;38;90;8;3914;258
jsonfield;4215872;https://github.com/rpkilby/jsonfield;1101;2020-02-22;2;361;7;150;100;666;47;6818;240
workalendar;3067138;https://github.com/peopledoc/workalendar;549;2021-03-12;14;32;46;170;100;67;73;;
pint;3808789;https://github.com/hgrecco/pint;1335;2021-03-22;18;;224;616;100;18;135;2727;343
python-gflags;13614033;https://github.com/google/python-gflags;182;2017-11-02;1;109;3;26;26;344;7;;
google-cloud-trace;2737921;https://github.com/googleapis/python-trace;2;2021-02-11;9;31;1;12;12;15;22;;
google-cloud-resource-manager;2096059;https://github.com/googleapis/python-resource-manager;7;2021-02-08;10;24;3;8;8;46;18;;
urltools;2738847;https://github.com/itzik-h/urltools;0;2020-08-02;9;120;;;;;;;
python-gitlab;4338362;https://github.com/python-gitlab/python-gitlab;1491;2021-03-17;20;49;121;699;100;27;153;2490;163
pyvmomi;3501552;https://github.com/vmware/pyvmomi;1750;2021-01-27;3;147;418;340;100;21;39;1606;62
pyathenajdbc;2904433;https://github.com/laughingman7743/pyathenajdbc;92;2021-02-14;6;48;5;47;47;102;5;;
googlemaps;4381219;https://github.com/googlemaps/google-maps-services-python;3110;2021-03-15;5;65;13;194;100;85;52;5300;52
flask-compress;4359201;https://github.com/colour-science/flask-compress;50;2021-02-17;5;;1;9;9;27;;;
frozendict;7527792;https://github.com/slezica/python-frozendict;97;2016-10-06;0;;11;3;3;427;7;902;131
tld;9124034;https://github.com/barseghyanartur/tld;115;2021-01-11;3;58;5;53;53;141;13;;
schematics;2875020;https://github.com/schematics/schematics;2400;2018-12-18;11;340;95;227;100;109;80;799;109
cassandra-driver;5578192;https://github.com/datastax/python-driver;1224;2021-03-18;64;;;;;;126;2436;125
langdetect;4465438;https://github.com/mimino666/langdetect;1023;2020-03-05;0;;31;23;23;101;7;3108;141
funcy;3523950;https://github.com/suor/funcy;2508;2021-03-22;9;;3;58;57;45;21;2535;162
google-cloud-runtimeconfig;1911278;https://github.com/googleapis/python-runtimeconfig;4;2021-02-08;9;26;1;4;4;236;17;;
paste;3726240;https://github.com/cdent/paste;35;2020-10-12;61;;4;15;15;2;40;3670;294
django-celery-beat;3501459;https://github.com/celery/django-celery-beat;887;2021-03-20;4;141;62;188;100;167;72;;
credstash;2708402;https://github.com/fugue/credstash;1936;2020-04-11;6;72;36;101;100;102;69;133;16
argon2-cffi;47326851;https://github.com/hynek/argon2-cffi;264;2021-03-16;4;;5;42;42;50;14;;
pdfminer-six;4171840;https://github.com/pdfminer/pdfminer.six;2660;2021-03-11;;149;98;294;100;26;19;;
djangorestframework-jwt;2703182;https://github.com/jpadilla/django-rest-framework-jwt;3065;2019-08-13;4;104;117;187;100;80;53;16295;76
databricks-api;5277571;https://github.com/crflynn/databricks-api;22;2020-12-18;0;230;0;4;4;76;3;;
clickhouse-driver;2941138;https://github.com/mymarilyn/clickhouse-driver;564;2021-03-18;7;;20;133;100;44;26;222;29
analytics-python;3078655;https://github.com/segmentio/analytics-python;179;2020-12-14;2;;13;58;58;212;37;620;35
peewee;3051107;https://github.com/coleifer/peewee;8239;2021-03-20;34;22;1;1965;100;0;127;11913;464
pyathena;4548217;https://github.com/laughingman7743/pyathena;293;2021-03-16;11;28;9;94;94;32;10;;
starlette;6505028;https://github.com/encode/starlette;5311;2021-03-12;23;9;111;401;100;24;140;11942;243
serpent;2484090;https://github.com/irmen/serpent;34;2021-01-05;4;72;0;31;31;18;5;;
ddt;2334849;https://github.com/datadriventests/ddt;381;2021-03-12;1;133;13;30;30;168;28;3201;162
social-auth-core;3419273;https://github.com/python-social-auth/social-core;620;2021-03-16;53;61;8;306;100;88;387;10293;55
odfpy;3219868;https://github.com/eea/odfpy;217;2021-01-04;2;;51;19;17;61;24;8119;40
flask-marshmallow;3067230;https://github.com/marshmallow-code/flask-marshmallow;666;2021-03-22;3;;20;77;77;125;15;11637;67
django-rest-swagger;3035411;https://github.com/marcgibbons/django-rest-swagger;2542;2019-06-04;8;59;130;366;100;42;78;;
pyro4;2477442;https://github.com/irmen/pyro4;640;2020-05-27;15;37;0;187;100;27;18;710;59
shellescape;3116036;https://github.com/chrissimpkins/shellescape;8;2020-01-25;0;714;0;3;3;0;;;
pytest-sugar;3247393;https://github.com/teemu/pytest-sugar;692;2020-10-24;3;;24;68;68;293;35;6536;423
spark-sklearn;2482236;https://github.com/databricks/spark-sklearn;1055;2019-12-03;4;290;14;35;35;391;14;;
imageio-ffmpeg;4142491;https://github.com/imageio/imageio-ffmpeg;81;2021-01-04;2;112;10;17;17;70;11;;
curlify;5804712;https://github.com/ofw/curlify;274;2019-07-21;0;;1;6;6;8;4;;
aioredis;4645589;https://github.com/aio-libs/aioredis;1674;2021-03-19;16;85;9;292;0;;86;11276;293
dictdiffer;4356776;https://github.com/inveniosoftware/dictdiffer;626;2021-02-15;1;219;15;40;40;63;20;4133;79
openapi-spec-validator;5057314;https://github.com/p1c2u/openapi-spec-validator;161;2021-02-24;3;72;27;36;35;64;14;;
google-cloud-container;2044007;https://github.com/googleapis/python-container;9;2021-03-08;7;31;2;19;19;49;18;503;16
enum-compat;3709927;https://github.com/jstasiak/enum-compat;4;2019-10-14;0;;1;2;2;0;2;;
intervaltree;6548309;https://github.com/chaimleib/intervaltree;403;2020-11-20;6;121;20;48;48;175;14;5996;157
autobahn;3463208;https://github.com/crossbario/autobahn-python;2262;2021-03-18;27;;171;643;100;25;113;11860;197
aws-requests-auth;3344404;https://github.com/davidmuller/aws-requests-auth;357;2020-05-28;1;;6;20;19;6;12;493;36
ansible-lint;3403696;https://github.com/ansible-community/ansible-lint;2419;2021-03-19;14;29;26;530;100;18;137;;
pdfminer;2204386;https://github.com/euske/pdfminer;4533;2020-01-18;4;;185;40;40;189;20;1934;182
pillow-simd;3144339;https://github.com/uploadcare/pillow-simd;1561;2020-06-02;125;;10;54;54;65;;352;25
schedule;4002398;https://github.com/dbader/schedule;8424;2021-03-04;3;;90;219;100;192;44;10274;218
openapi-codec;2966070;https://github.com/core-api/python-openapi-codec;33;2017-07-19;1;;12;9;9;13;5;;
sqlalchemy-redshift;5114042;https://github.com/sqlalchemy-redshift/sqlalchemy-redshift;138;2021-01-08;4;;30;52;52;97;38;268;22
pastedeploy;3421998;https://github.com/pylons/pastedeploy;14;2020-10-12;10;;2;13;13;4;18;4472;179
diff-match-patch;3738699;https://github.com/diff-match-patch-python/diff-match-patch;18;2020-07-13;1;;0;1;1;0;;;
immutables;6108674;https://github.com/magicstack/immutables;823;2021-02-09;2;77;8;22;21;63;10;1529;33
pefile;2912616;https://github.com/erocarrera/pefile;1151;2021-01-21;6;74;63;134;100;136;44;10741;112
blessed;2998674;https://github.com/jquast/blessed;598;2021-03-06;9;54;13;97;95;275;;4061;117
mpi4py;3420007;https://github.com/mpi4py/mpi4py;389;2021-03-20;24;229;6;11;11;2;14;;
tribool;3440023;https://github.com/grantjenks/python-tribool;15;2016-04-03;0;;0;2;2;0;2;;
social-auth-app-django;3236813;https://github.com/python-social-auth/social-app-django;1474;2021-03-02;40;;109;118;100;87;278;11906;69
scramp;5931491;https://github.com/tlocke/scramp;7;2021-02-13;0;;1;2;2;53;2;;
sgp4;2976023;https://github.com/brandon-rhodes/python-sgp4;204;2021-03-08;3;;0;56;54;160;12;225;22
colorlover;3227336;https://github.com/plotly/colorlover;138;2019-01-19;0;;7;12;12;391;5;2861;44
timezonefinder;3436254;https://github.com/jannikmi/timezonefinder;244;2021-02-08;5;;2;71;71;77;9;;
orderedset;2213149;https://github.com/simonpercivall/orderedset;60;2020-02-26;0;;9;12;12;11;5;;
safety;3710319;https://github.com/pyupio/safety;982;2021-02-19;6;41;35;68;68;167;31;1675;68
langid;6095010;https://github.com/saffsd/langid.py;1754;2017-07-15;;;25;45;42;109;6;599;43
astral;1964753;https://github.com/sffjunkie/astral;110;2021-03-14;17;99;24;24;24;118;8;;
jplephem;2895598;https://github.com/iodide-project/pyodide;4901;2021-03-22;36;27;228;362;100;14;70;;
branca;3032737;https://github.com/python-visualization/branca;68;2020-11-08;2;207;8;19;19;97;14;;
django-js-asset;3020613;https://github.com/matthiask/django-js-asset;11;2021-03-09;1;;0;3;3;1;3;;
rjsmin;3424485;https://github.com/ndparker/rjsmin;34;2019-09-14;1;;5;13;13;290;;;
dparse;3658442;https://github.com/pyupio/dparse;35;2020-04-26;1;;13;16;16;171;10;;
orderedmultidict;3496374;https://github.com/gruns/orderedmultidict;51;2020-03-10;1;;3;12;12;41;7;;
pysqlite;1705349;https://github.com/ghaering/pysqlite;351;2018-08-23;5;;4;124;100;321;5;;
asynctest;2771110;https://github.com/martiusweb/asynctest;280;2019-11-13;3;;36;63;63;99;12;;
snowflake-sqlalchemy;4041175;https://github.com/snowflakedb/snowflake-sqlalchemy;84;2021-03-12;3;54;45;58;58;34;20;332;49
txaio;3235090;https://github.com/crossbario/txaio;54;2021-02-20;5;;15;48;48;79;12;;
pytesseract;6154481;https://github.com/madmaze/pytesseract;3474;2021-03-15;2;152;6;246;100;5;35;;
sacremoses;8121472;https://github.com/alvations/sacremoses;293;2020-06-22;8;;22;40;40;40;10;3763;42
