package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;libraries_io_url;sourcerank;dep_repos;dep_pkgs
python-gflags;3741813;https://github.com/google/python-gflags;180;2017-11-02;1;99;3;26;26;344;7;5371;77;https://libraries.io/pypi/python-gflags;16;7;2940
google-cloud-trace;3733333;https://github.com/googleapis/python-trace;0;2020-08-10;16;19;1;5;5;2;20;;;https://libraries.io/pypi/google-cloud-trace;11;3;80
google-cloud-resource-manager;3732535;https://github.com/googleapis/python-resource-manager;2;2020-07-01;17;25;3;7;7;13;19;;;https://libraries.io/pypi/google-cloud-resource-manager;13;5;113
urltools;3721775;https://github.com/itzik-h/urltools;0;2020-08-02;73;12;;;;;;;;https://libraries.io/pypi/urltools;8;1;23
python-gitlab;3702197;https://github.com/python-gitlab/python-gitlab;1309;2020-08-21;19;47;102;641;100;13;140;1411;135;https://libraries.io/pypi/python-gitlab;19;77;311
pyvmomi;3700100;https://github.com/vmware/pyvmomi;1650;2020-04-14;3;143;404;330;100;20;37;1259;57;https://libraries.io/pypi/pyvmomi;18;19;508
google-cloud-dataflow;3693908;;;;;;;;;;;;;https://libraries.io/pypi/google-cloud-dataflow;7;0;20
mozversion;3692928;;;;;;;;;;;;;https://libraries.io/pypi/mozversion;8;3;76
googlemaps;3686880;https://github.com/googlemaps/google-maps-services-python;2833;2020-07-28;6;64;9;181;100;87;47;4175;46;https://libraries.io/pypi/googlemaps;18;10;1150
flask-compress;3670594;https://github.com/colour-science/flask-compress;32;2020-04-27;4;;1;1;1;1;;;;https://libraries.io/pypi/Flask-Compress;16;18;1390
frozendict;3667506;https://github.com/slezica/python-frozendict;86;2016-10-06;;;10;3;3;427;7;;;https://libraries.io/pypi/frozendict;11;4;117
tld;3653906;https://github.com/barseghyanartur/tld;97;2020-06-12;3;57;4;49;49;152;13;;;https://libraries.io/pypi/tld;15;18;266
schematics;3649630;https://github.com/schematics/schematics;2367;2018-12-18;11;320;93;225;100;118;80;660;103;https://libraries.io/pypi/schematics;15;21;272
cassandra-driver;3641573;http://github.com/datastax/python-driver;1165;2020-08-04;69;;;;;;125;1825;108;https://libraries.io/pypi/cassandra-driver;18;20;593
langdetect;3630301;https://github.com/Mimino666/langdetect;897;2020-03-05;;;26;23;23;101;7;2056;116;https://libraries.io/pypi/langdetect;19;18;381
funcy;3629693;http://github.com/Suor/funcy;2345;2020-07-23;9;;3;55;54;41;19;1733;144;https://libraries.io/pypi/funcy;19;51;427
google-cloud-runtimeconfig;3629462;https://github.com/googleapis/python-runtimeconfig;1;2020-07-01;16;15;2;3;3;251;17;;;https://libraries.io/pypi/google-cloud-runtimeconfig;11;1;97
paste;3629021;https://github.com/cdent/paste;29;2020-07-22;79;;4;13;13;2;37;;;https://libraries.io/pypi/Paste;14;68;2610
django-celery-beat;3625834;https://github.com/celery/django-celery-beat;763;2020-07-23;4;147;78;148;100;96;66;;;https://libraries.io/pypi/django-celery-beat;18;6;135
credstash;3624804;https://github.com/fugue/credstash;1894;2020-04-11;6;64;36;100;100;92;69;113;14;https://libraries.io/pypi/credstash;14;3;50
argon2-cffi;3623816;https://github.com/hynek/argon2-cffi;223;2020-08-13;4;;3;39;39;51;12;;;https://libraries.io/pypi/argon2-cffi;17;9;365
pdfminer-six;3617948;https://github.com/pdfminer/pdfminer.six;2108;2020-07-26;;145;54;249;100;45;9;;;https://libraries.io/pypi/pdfminer.six;16;30;189
djangorestframework-jwt;3609332;https://github.com/GetBlimp/django-rest-framework-jwt;2998;2019-08-13;4;96;117;187;;;53;;;https://libraries.io/pypi/djangorestframework-jwt;18;22;1930
python-geohash;3605580;;;;;;;;;;;;;https://libraries.io/pypi/python-geohash;0;0;59
azure-eventhub;3605262;;;;;;;;;;;;;https://libraries.io/pypi/azure-eventhub;16;6;36
databricks-api;3601891;https://github.com/crflynn/databricks-api;11;2020-04-01;1;236;1;1;1;137;;;;https://libraries.io/pypi/databricks-api;9;3;1
toposort;3583940;;;;;;;;;;;;;https://libraries.io/pypi/toposort;11;38;280
clickhouse-driver;3582905;https://github.com/mymarilyn/clickhouse-driver;450;2020-08-14;7;;18;104;100;64;23;131;16;https://libraries.io/pypi/clickhouse-driver;15;8;15
analytics-python;3577831;https://github.com/segmentio/analytics-python;169;2020-07-14;2;;12;57;57;214;35;460;23;https://libraries.io/pypi/analytics-python;13;3;273
peewee;3569803;;;;;;;;;;;;;https://libraries.io/pypi/peewee;23;126;3230
starlette;3553347;https://github.com/encode/starlette;4450;2020-08-16;27;7;99;368;100;10;127;6240;153;https://libraries.io/pypi/starlette;19;61;288
serpent;3552561;https://github.com/irmen/Serpent;31;2020-02-01;5;66;0;31;31;18;4;;;https://libraries.io/pypi/serpent;13;5;62
ddt;3552152;https://github.com/datadriventests/ddt;362;2020-05-15;2;129;12;29;29;173;26;2638;150;https://libraries.io/pypi/ddt;19;15;1240
social-auth-core;3549397;https://github.com/python-social-auth/social-core;571;2020-06-21;57;;17;267;100;164;366;7265;49;https://libraries.io/pypi/social-auth-core;20;13;968
odfpy;3541987;https://github.com/eea/odfpy;199;2020-01-18;3;;47;19;17;61;23;6196;32;https://libraries.io/pypi/odfpy;18;8;569
gcloud;3529510;https://github.com/GoogleCloudPlatform/gcloud-python;3322;2020-08-10;114;3;18;3302;;;293;;;https://libraries.io/pypi/gcloud;15;16;382
flask-marshmallow;3527294;https://github.com/marshmallow-code/flask-marshmallow;607;2020-08-17;3;;17;74;74;130;14;;;https://libraries.io/pypi/flask-marshmallow;18;15;735
django-rest-swagger;3496571;https://github.com/marcgibbons/django-rest-swagger;2498;2019-06-04;9;54;129;366;100;42;78;8177;64;https://libraries.io/pypi/django-rest-swagger;17;19;2030
pyro4;3483097;https://github.com/irmen/Pyro4;624;2020-05-27;16;34;0;186;100;27;18;553;53;https://libraries.io/pypi/Pyro4;11;9;443
shellescape;3473433;https://github.com/chrissimpkins/shellescape;8;2020-01-25;;643;0;3;3;1;;;;https://libraries.io/pypi/shellescape;15;10;240
pytest-sugar;3472572;;;;;;;;;;;;;https://libraries.io/pypi/pytest-sugar;11;6;2290
spark-sklearn;3471722;https://github.com/databricks/spark-sklearn;1040;2019-12-03;4;259;14;35;35;391;14;;;https://libraries.io/pypi/spark-sklearn;11;0;5
imageio-ffmpeg;3469119;https://github.com/imageio/imageio-ffmpeg;60;2020-07-27;3;94;7;15;15;79;10;1314;39;https://libraries.io/pypi/imageio-ffmpeg;15;12;62
curlify;3466133;https://github.com/oeegor/curlify;237;2019-07-21;;;1;6;;;4;154;10;https://libraries.io/pypi/curlify;12;3;6
flake8-docstrings;3464611;https://github.com/pycqa/pydocstyle;682;2020-08-06;6;124;65;174;100;70;64;10315;457;https://libraries.io/pypi/flake8-docstrings;14;4;1160
aioredis;3463551;https://github.com/aio-libs/aioredis;1438;2019-12-02;15;78;93;177;100;40;65;5304;226;https://libraries.io/pypi/aioredis;19;51;573
dictdiffer;3459547;https://github.com/inveniosoftware/dictdiffer;598;2020-02-25;1;203;11;38;38;66;19;780;61;https://libraries.io/pypi/dictdiffer;14;29;156
azureml-telemetry;3451365;;;;;;;;;;;;;https://libraries.io/pypi/azureml-telemetry;6;3;1
openapi-spec-validator;3445242;https://github.com/p1c2u/openapi-spec-validator;134;2020-08-05;3;67;24;28;27;36;12;1315;31;https://libraries.io/pypi/openapi-spec-validator;16;15;110
google-cloud-container;3433092;https://github.com/googleapis/python-container;6;2020-07-31;10;23;6;8;8;16;16;355;14;https://libraries.io/pypi/google-cloud-container;13;3;43
python-novaclient;3429782;;;;;;;;;;;;;https://libraries.io/pypi/python-novaclient;13;61;1710
enum-compat;3428552;https://github.com/jstasiak/enum-compat;4;2019-10-14;;;1;2;2;1;2;;;https://libraries.io/pypi/enum-compat;10;0;349
intervaltree;3421882;https://github.com/chaimleib/intervaltree;360;2020-08-03;6;111;17;48;48;175;13;3435;133;https://libraries.io/pypi/intervaltree;19;37;319
autobahn;3420905;https://github.com/crossbario/autobahn-python;2203;2020-08-18;29;;156;630;100;23;110;8668;180;https://libraries.io/pypi/autobahn;14;61;1810
aws-requests-auth;3420785;https://github.com/davidmuller/aws-requests-auth;323;2020-05-28;1;;5;19;18;6;12;;;https://libraries.io/pypi/aws-requests-auth;16;11;118
ansible-lint;3420686;https://github.com/ansible/ansible-lint;2173;2020-08-22;12;37;138;325;100;70;108;;;https://libraries.io/pypi/ansible-lint;18;8;582
pdfminer;3408873;http://github.com/euske/pdfminer;4320;2020-01-18;4;;180;37;37;205;20;1498;137;https://libraries.io/pypi/pdfminer;17;17;733
requestsexceptions;3406576;;;;;;;;;;;;;https://libraries.io/pypi/requestsexceptions;8;2;96
pillow-simd;3405018;https://github.com/uploadcare/pillow-simd;1445;2020-06-02;138;;7;50;50;70;;274;22;https://libraries.io/pypi/Pillow-SIMD;14;5;25
schedule;3394661;https://github.com/dbader/schedule;7625;2019-08-02;3;;156;114;100;91;30;7213;167;https://libraries.io/pypi/schedule;20;49;1100
openapi-codec;3394199;;;;;;;;;;;;;https://libraries.io/pypi/openapi-codec;16;6;670
sqlalchemy-redshift;3380327;https://github.com/sqlalchemy-redshift/sqlalchemy-redshift;129;2020-07-15;4;;27;52;52;97;37;194;19;https://libraries.io/pypi/sqlalchemy-redshift;13;2;46
pastedeploy;3378991;https://github.com/cdent/pastescript;5;2019-09-24;26;;1;1;1;1;13;;;https://libraries.io/pypi/PasteDeploy;14;47;2890
diff-match-patch;3359655;https://github.com/diff-match-patch-python/diff-match-patch;16;2020-07-13;1;;0;0;;;;;;https://libraries.io/pypi/diff-match-patch;14;19;686
immutables;3353622;https://github.com/MagicStack/immutables;726;2020-05-18;2;67;7;16;15;32;6;;;https://libraries.io/pypi/immutables;15;10;50
pefile;3339681;https://github.com/erocarrera/pefile;1028;2020-06-08;6;67;48;134;97;140;43;7128;81;https://libraries.io/pypi/pefile;18;14;742
blessed;3333783;https://github.com/jquast/blessed;458;2020-07-28;9;54;11;88;88;296;;3204;91;https://libraries.io/pypi/blessed;20;40;621
mpi4py;3330525;;;;;;;;;;;;;https://libraries.io/pypi/mpi4py;14;25;350
tribool;3324254;;;;;;;;;;;;;https://libraries.io/pypi/tribool;8;0;0
social-auth-app-django;3302951;https://github.com/python-social-auth/social-app-django;1300;2020-06-21;45;;98;112;100;74;272;8543;60;https://libraries.io/pypi/social-auth-app-django;19;12;1170
scramp;3288779;https://github.com/tlocke/scramp;4;2020-05-30;;;0;1;1;10;2;;;https://libraries.io/pypi/scramp;11;1;6
azureml-pipeline-core;3284489;;;;;;;;;;;;;https://libraries.io/pypi/azureml-pipeline-core;6;3;2
sgp4;3258300;https://github.com/brandon-rhodes/python-sgp4;173;2020-07-24;3;;2;40;38;208;8;160;20;https://libraries.io/pypi/sgp4;14;6;34
colorlover;3249904;https://github.com/jackparmer/colorlover;135;2019-01-19;;;6;12;;;5;1804;42;https://libraries.io/pypi/colorlover;13;9;156
timezonefinder;3246150;https://github.com/MrMinimal64/timezonefinder;206;2020-08-11;5;;4;61;61;76;8;;;https://libraries.io/pypi/timezonefinder;14;7;28
orderedset;3246028;https://github.com/simonpercivall/orderedset;53;2020-02-26;;;9;11;11;12;5;;;https://libraries.io/pypi/orderedset;16;14;90
safety;3237528;https://github.com/pyupio/safety;817;2020-06-07;6;40;26;63;63;180;26;1201;44;https://libraries.io/pypi/safety;17;4;272
langid;3235918;https://github.com/saffsd/langid.py;1636;2017-07-15;;;24;44;41;108;6;433;33;https://libraries.io/pypi/langid;15;6;125
astral;3233856;https://github.com/sffjunkie/astral;93;2020-05-20;19;86;18;23;23;113;7;635;34;https://libraries.io/pypi/astral;17;7;397
pattern;3227352;;;;;;;;;;;;;https://libraries.io/pypi/Pattern;7;0;266
mysql-connector-python-rf;3212214;;;;;;;;;;;;;https://libraries.io/pypi/mysql-connector-python-rf;8;1;129
jplephem;3212087;https://github.com/iodide-project/pyodide;4108;2020-08-18;33;24;163;220;100;58;48;;;https://libraries.io/pypi/jplephem;7;3;29
nvidia-ml-py3;3206216;;;;;;;;;;;;;https://libraries.io/pypi/nvidia-ml-py3;6;0;12
branca;3202042;https://github.com/python-visualization/branca;61;2020-06-18;2;206;6;17;17;108;14;2847;13;https://libraries.io/pypi/branca;15;4;165
django-js-asset;3194688;;;;;;;;;;;;;https://libraries.io/pypi/django-js-asset;14;8;560
rjsmin;3191972;https://github.com/ndparker/rjsmin;34;2019-09-14;1;;4;13;13;290;;;;https://libraries.io/pypi/rjsmin;10;5;592
dparse;3188663;https://github.com/pyupio/dparse;30;2020-04-26;2;;13;16;16;171;10;;;https://libraries.io/pypi/dparse;13;3;109
orderedmultidict;3186097;https://github.com/gruns/orderedmultidict;47;2020-03-10;1;;3;12;12;41;7;;;https://libraries.io/pypi/orderedmultidict;13;5;95
pysqlite;3184627;http://github.com/ghaering/pysqlite;325;2018-08-23;5;;3;123;99;325;6;;;https://libraries.io/pypi/pysqlite;17;12;975
asynctest;3178330;https://github.com/Martiusweb/asynctest;267;2019-11-13;4;;34;62;62;100;12;;;https://libraries.io/pypi/asynctest;15;3;395
snowflake-sqlalchemy;3169654;https://github.com/snowflakedb/snowflake-sqlalchemy;58;2020-06-19;4;49;35;53;53;37;18;178;33;https://libraries.io/pypi/snowflake-sqlalchemy;10;4;12
txaio;3168889;https://github.com/crossbario/txaio;49;2020-03-31;6;;13;46;46;52;12;;;https://libraries.io/pypi/txaio;18;10;969
pytesseract;3167734;https://github.com/madmaze/pytesseract;3089;2020-08-20;2;162;8;215;100;5;32;;;https://libraries.io/pypi/pytesseract;17;31;714
sacremoses;3155356;https://github.com/alvations/sacremoses;242;2020-06-22;10;;16;39;39;41;10;1633;19;https://libraries.io/pypi/sacremoses;13;3;45
skyfield;3151760;;;;;;;;;;;;;https://libraries.io/pypi/skyfield;16;4;18
pytest-env;3139433;https://github.com/MobileDynasty/pytest-env;110;2017-06-16;;;8;1;1;115;5;;;https://libraries.io/pypi/pytest-env;11;0;289
collectd-nvidianvml;3138289;https://github.com/cvisionlabops/collectd-nvidianvml;1;2017-04-13;;;0;0;;;;;;https://libraries.io/pypi/collectd-nvidianvml;0;0;0
oslo-log;3134872;;;;;;;;;;;;;https://libraries.io/pypi/oslo.log;14;141;1160
naked;3134580;;;;;;;;;;;;;https://libraries.io/pypi/Naked;9;4;168
pytest-instafail;3133730;https://github.com/pytest-dev/pytest-instafail;80;2020-06-14;;;3;7;7;50;7;;;https://libraries.io/pypi/pytest-instafail;12;3;163
tensorboardx;3124053;https://github.com/lanpa/tensorboardX;6486;2020-07-05;12;105;61;333;100;31;63;6820;147;https://libraries.io/pypi/tensorboardX;17;18;667
azureml-train-core;3119400;;;;;;;;;;;;;https://libraries.io/pypi/azureml-train-core;8;5;2
azureml-train-restclients-hyperdrive;3114833;;;;;;;;;;;;;https://libraries.io/pypi/azureml-train-restclients-hyperdrive;6;2;2
folium;3110760;https://github.com/python-visualization/folium;4852;2020-06-18;16;139;99;669;100;29;109;6178;86;https://libraries.io/pypi/folium;19;11;484
nose-timer;3109473;https://github.com/mahmoudimus/nose-timer;116;2020-08-01;1;;1;38;38;158;21;;;https://libraries.io/pypi/nose-timer;15;0;1070
resampy;3100042;https://github.com/bmcfee/resampy;136;2019-08-16;3;88;8;40;40;61;5;2745;31;https://libraries.io/pypi/resampy;12;1;167
skyfield-data;3099270;https://github.com/brunobord/skyfield-data;4;2020-05-20;2;64;0;4;4;17;;;;https://libraries.io/pypi/skyfield-data;9;2;0
osc-lib;3097840;;;;;;;;;;;;;https://libraries.io/pypi/osc-lib;13;38;145
flake8-import-order;3091095;https://github.com/PyCQA/flake8-import-order;219;2020-07-29;3;;6;83;83;68;36;;;https://libraries.io/pypi/flake8-import-order;13;3;843
probableparsing;3090965;https://github.com/datamade/probableparsing;3;2016-03-28;;;1;0;;;;;;https://libraries.io/pypi/probableparsing;7;0;17
ibm-db-sa;3073248;;;;;;;;;;;;;https://libraries.io/pypi/ibm-db-sa;6;0;0
pyotp;3066497;https://github.com/pyotp/pyotp;1448;2020-07-29;1;171;8;48;;;;;;https://libraries.io/pypi/pyotp;17;30;443
usaddress;3063481;https://github.com/datamade/usaddress;1082;2018-07-17;5;;85;170;100;96;14;238;25;https://libraries.io/pypi/usaddress;14;7;56
wget;3050065;;;;;;;;;;;;;https://libraries.io/pypi/wget;6;3;486
django-nose;3049062;http://github.com/jazzband/django-nose;854;2020-08-20;2;248;75;131;100;209;50;6040;156;https://libraries.io/pypi/django-nose;19;10;4360
django-phonenumber-field;3043860;https://github.com/stefanfoulis/django-phonenumber-field;940;2020-08-19;3;;38;115;100;186;80;;;https://libraries.io/pypi/django-phonenumber-field;17;16;798
timeout-decorator;3039553;https://github.com/pnpnpn/timeout-decorator;353;2018-12-05;;;20;12;12;50;14;772;76;https://libraries.io/pypi/timeout-decorator;12;4;194
requests-kerberos;3030774;https://github.com/requests/requests-kerberos;207;2019-07-02;1;218;28;54;54;129;21;749;56;https://libraries.io/pypi/requests-kerberos;13;16;235
google-compute-engine;3028090;https://github.com/GoogleCloudPlatform/compute-image-packages;342;2020-07-20;14;31;15;158;100;60;80;;;https://libraries.io/pypi/google-compute-engine;13;1;108
verboselogs;3025972;https://github.com/xolox/python-verboselogs;19;2017-08-07;;;1;4;4;64;4;;;https://libraries.io/pypi/verboselogs;11;10;52
django-ipware;3024756;https://github.com/un33k/django-ipware;655;2020-08-07;1;;0;29;29;18;12;;;https://libraries.io/pypi/django-ipware;19;30;672
flake8-quotes;3023913;;;;;;;;;;;;;https://libraries.io/pypi/flake8-quotes;16;4;702
pdfrw;3021873;https://github.com/pmaupin/pdfrw;1264;2018-02-16;3;476;83;61;61;78;15;;;https://libraries.io/pypi/pdfrw;14;15;229
django-mysql;3021868;https://github.com/adamchainz/django-mysql;377;2020-07-27;13;;50;166;100;108;20;;;https://libraries.io/pypi/django-mysql;14;2;183
cement;3020979;;;;;;;;;;;;;https://libraries.io/pypi/cement;12;28;912
geomet;3020572;https://github.com/geomet/geomet;110;2020-06-27;3;538;6;16;16;405;6;;;https://libraries.io/pypi/geomet;14;5;34
flake8-bugbear;3014812;https://github.com/PyCQA/flake8-bugbear;438;2020-07-10;2;67;25;43;43;46;29;1833;273;https://libraries.io/pypi/flake8-bugbear;19;8;520
pyqt5-sip;3013574;;;;;;;;;;;;;https://libraries.io/pypi/PyQt5-sip;11;0;328
azureml-pipeline-steps;3010321;;;;;;;;;;;;;https://libraries.io/pypi/azureml-pipeline-steps;6;1;2
python-subunit;3009310;;;;;;;;;;;;;https://libraries.io/pypi/python-subunit;11;11;3080
tifffile;3008556;https://github.com/cgohlke/tifffile;41;2020-08-14;27;;1;20;20;8;;;;https://libraries.io/pypi/tifffile;15;15;188
clickhouse-cityhash;3002212;https://github.com/xzkostyan/python-cityhash;3;2019-11-18;2;;;;;;;;;https://libraries.io/pypi/clickhouse-cityhash;7;0;0
dominate;2993721;//github.com/Knio/dominate;1093;2020-08-10;;;;;30;57;;;;https://libraries.io/pypi/dominate;19;19;3370
macholib;2984244;https://github.com/ronaldoussoren/macholib;31;2020-06-25;33;;13;21;21;241;2;;;https://libraries.io/pypi/macholib;11;8;1210
aiobotocore;2984214;https://github.com/aio-libs/aiobotocore;543;2020-08-18;10;36;22;161;100;48;29;275;46;https://libraries.io/pypi/aiobotocore;16;17;69
google-cloud-dlp;2983661;https://github.com/googleapis/python-dlp;2;2020-08-19;14;13;1;4;4;22;36;256;5;https://libraries.io/pypi/google-cloud-dlp;11;0;29
azureml-pipeline;2982343;;;;;;;;;;;;;https://libraries.io/pypi/azureml-pipeline;5;1;3
flask-socketio;2980827;;;;;;;;;;;;;https://libraries.io/pypi/Flask-SocketIO;21;39;2130
eli5;2977845;https://github.com/TeamHG-Memex/eli5;2111;2020-01-22;25;;119;107;100;31;15;605;26;https://libraries.io/pypi/eli5;13;1;48
pysnmp;2962470;https://github.com/etingof/pysnmp;340;2019-12-15;35;78;144;146;100;13;23;;;https://libraries.io/pypi/pysnmp;17;21;813
wordcloud;2951285;https://github.com/amueller/word_cloud;7357;2020-08-14;5;284;68;335;100;27;54;5851;89;https://libraries.io/pypi/wordcloud;18;10;552
httpretty;2950694;https://github.com/chrisk/fakeweb;1086;2017-08-06;3;;20;17;16;186;20;;;https://libraries.io/pypi/httpretty;18;24;2640
oslo-context;2949375;;;;;;;;;;;;;https://libraries.io/pypi/oslo.context;14;47;608
django-mptt;2948768;https://github.com/django-mptt/django-mptt;2342;2020-07-23;9;113;100;383;100;77;118;6962;203;https://libraries.io/pypi/django-mptt;19;46;3170
bidict;2944995;https://github.com/jab/bidict;619;2020-08-01;5;71;1;37;37;71;9;893;81;https://libraries.io/pypi/bidict;16;25;282
pmdarima;2941120;https://github.com/alkaline-ml/pmdarima;702;2020-08-03;24;45;12;193;100;16;12;384;25;https://libraries.io/pypi/pmdarima;14;0;6
aws-encryption-sdk;2933649;https://github.com/aws/aws-encryption-sdk-python;150;2020-08-13;9;260;61;73;73;102;22;58;5;https://libraries.io/pypi/aws-encryption-sdk;13;1;10
