package_name;pypi_downloads;github_url;stars;last_commit;commit_freq;release_freq;open_issues;closed_issues;api_closed_issues;avg_days_to_close_issue;contributors;dep_repos;dep_pkgs;vulns;license
dumbyaml;1140987;https://github.com/crdoconnor/dumbyaml;3;2016-09-04;0;;1;1;1;0;;;;0;MIT License
django-classy-tags;1140320;https://github.com/django-cms/django-classy-tags;338;2020-08-26;1;;1;34;34;290;15;;;0;License not permissive (text)
envs;1139953;https://github.com/capless/envs;27;2019-09-04;1;;4;5;5;67;6;;;0;Apache-2.0 License
collectd;1138088;https://github.com/appliedsec/collectd;23;2012-01-26;0;;1;5;5;0;;;;0;License not permissive (text)
textfsm;1137637;https://github.com/google/textfsm;785;2020-04-06;0;419;18;49;49;113;9;830;28;0;Apache-2.0 License
robotframework-selenium2library;1137120;https://github.com/robotframework/selenium2library;52;2017-12-04;0;326;;;;;2;803;60;0;License not found
pytest-pep8;1135263;https://github.com/davidraleigh/pytest-pep8;0;2015-03-01;0;;0;0;;;5;;;0;MIT License
distance;1134425;https://github.com/doukremt/distance;96;2013-11-22;0;;8;2;2;85;;545;28;0;GPL-2.0 License
flask-cache;1134209;https://github.com/thadeusb/flask-cache;691;2014-09-21;1;;44;52;52;71;30;4070;81;0;License not permissive (text)
keras2onnx;1133888;https://github.com/onnx/keras-onnx;280;2021-03-05;15;118;81;168;100;18;15;;;0;Apache-2.0 License
auth0-python;1131685;https://github.com/auth0/auth0-python;266;2021-02-26;7;110;5;76;76;214;66;231;14;0;MIT License
plotnine;1129676;https://github.com/has2k1/plotnine;2618;2021-03-04;35;142;55;362;100;17;69;1604;68;0;GPL-2.0 License
colorclass;1128217;https://github.com/robpol86/colorclass;55;2017-08-27;1;217;3;11;11;94;3;1911;81;0;MIT License
skl2onnx;1128206;https://github.com/onnx/sklearn-onnx;208;2021-03-03;14;82;51;160;100;55;13;136;11;0;Apache-2.0 License
django-csp;1128130;https://github.com/mozilla/django-csp;363;2021-01-04;1;;10;71;71;219;38;;;0;License not permissive (text)
splunk-sdk;1126699;https://github.com/splunk/splunk-sdk-python;520;2021-01-29;10;125;42;127;100;228;50;197;19;2;Apache-2.0 License
flex;1125943;https://github.com/pipermerriam/flex;149;2020-01-08;6;60;23;67;67;129;37;;;1;MIT License
scs;1124400;https://github.com/cvxgrp/scs;347;2021-03-17;8;148;17;104;100;35;20;;;0;MIT License
ecos;1123524;https://github.com/embotech/ecos;291;2021-01-31;6;;48;87;87;84;27;;;0;GPL-3.0 License
mlxtend;1119862;https://github.com/rasbt/mlxtend;3381;2021-03-08;15;100;79;281;100;52;76;2678;57;0;License not permissive (text)
onnxmltools;1118763;https://github.com/onnx/onnxmltools;480;2021-03-15;6;75;58;105;100;44;29;205;11;0;Apache-2.0 License
pyautogui;1118464;https://github.com/asweigart/pyautogui;4901;2020-10-04;4;;271;163;100;242;40;6440;179;0;BSD-3-Clause License
auth;1116644;https://github.com/ourway/auth;48;2018-09-07;1;;0;3;3;36;4;;;0;MIT License
createsend;1111415;https://github.com/campaignmonitor/createsend-python;55;2021-02-10;2;125;7;24;24;107;19;40;3;0;MIT License
horovod;1109369;https://github.com/horovod/horovod;10981;2021-03-21;20;21;239;1478;100;33;115;328;14;0;Apache License (text)
dirq;1109069;https://github.com/cern-mig/python-dirq;21;2020-03-16;1;;0;1;1;40;3;;;0;Apache License (text)
coremltools;1107883;https://github.com/apple/coremltools;2145;2021-03-18;19;68;334;339;100;26;91;471;11;0;BSD-3-Clause License
aiocontextvars;1106504;https://github.com/fantix/aiocontextvars;47;2019-04-08;1;;3;6;6;41;4;;;0;License not permissive (text)
commentjson;1106345;https://github.com/vaidik/commentjson;86;2021-01-23;0;550;1;20;20;345;8;;;0;MIT License
jaraco-text;1106008;https://github.com/jaraco/jaraco.text;5;2021-02-11;;76;0;2;2;179;8;;;0;MIT License
pybtex-docutils;1105197;https://github.com/mcmtroffaes/pybtex-docutils;0;2021-01-16;1;;0;4;4;0;3;;;0;License not permissive (text)
lazy;1104217;https://github.com/stefanholek/lazy;38;2019-01-28;0;;1;2;2;643;2;;;0;BSD-2-Clause License
django-haystack;1103533;https://github.com/django-haystack/django-haystack;3148;2021-02-06;11;123;423;717;100;76;166;6757;94;1;MIT License (text)
rpy2;1102838;https://github.com/rpy2/rpy2;132;2021-03-21;138;;125;585;100;106;41;;;0;GPL-2.0 License
us;1101442;https://github.com/unitedstates/python-us;376;2020-04-29;1;;16;17;16;244;12;908;43;0;BSD-3-Clause License
phik;1100827;https://github.com/kaveio/phik;51;2021-03-08;2;;2;10;10;75;4;;;0;Apache License (text)
jaraco-collections;1095596;https://github.com/jaraco/jaraco.collections;3;2021-02-11;;97;0;4;4;96;9;;;0;MIT License
pytest-mypy;1092818;https://github.com/dbader/pytest-mypy;186;2021-03-21;4;96;8;34;34;98;15;;;0;MIT License
bump2version;1090894;https://github.com/c4urself/bump2version;594;2021-01-25;11;;64;63;63;111;43;4158;323;0;MIT License
fs;1090671;https://github.com/pyfilesystem/pyfilesystem2;1258;2021-03-12;10;35;54;229;100;27;36;;;0;MIT License
pymsgbox;1090408;https://github.com/asweigart/pymsgbox;46;2020-10-11;0;;4;2;2;0;;4115;29;0;BSD-3-Clause License
cheetah3;1083361;https://github.com/cheetahtemplate3/cheetah3;63;2021-02-22;57;;2;22;22;90;23;;;0;MIT License (text)
fastcluster;1082829;https://github.com/dmuellner/fastcluster;69;2021-02-03;1;159;2;11;11;96;3;906;36;0;License not permissive (text)
atari-py;1082541;https://github.com/openai/atari-py;232;2019-08-19;6;;12;29;29;219;15;2875;24;0;License not permissive (text)
testing-postgresql;1081271;https://github.com/tk0miya/testing.postgresql;191;2017-10-31;;;15;10;10;54;11;;;0;Apache-2.0 License
flatten-json;1077730;https://github.com/amirziai/flatten;373;2021-02-20;2;362;24;14;14;91;17;;;0;MIT License
termstyle;1075340;https://github.com/timbertson/termstyle;15;2016-08-31;0;;0;6;6;2;5;;;0;BSD-3-Clause License
aioresponses;1075153;https://github.com/pnuckowski/aioresponses;278;2021-03-09;4;67;20;40;40;87;28;;;0;MIT License
google-oauth;1074885;https://github.com/miedzinski/google-oauth;4;2016-08-06;0;;0;0;;;2;;;0;MIT License
google-cloud-securitycenter;1073663;https://github.com/googleapis/python-securitycenter;4;2021-03-18;8;42;2;12;12;34;17;10;1;0;Apache-2.0 License
nosexcover;1073577;https://github.com/cmheisel/nose-xcover;55;2018-02-18;0;1373;3;11;11;73;13;;;0;MIT License
robotframework-sshlibrary;1072412;https://github.com/robotframework/sshlibrary;92;2021-02-17;9;63;20;251;100;136;23;195;6;0;Apache License (text)
textdistance;1070717;https://github.com/life4/textdistance;1936;2021-01-29;6;236;;;;;8;392;26;0;MIT License
nimbusml;1070610;https://github.com/microsoft/nimbusml;265;2020-06-18;9;888;76;137;100;24;21;;;0;MIT License (text)
django-bulk-update;1070155;https://github.com/aykut/django-bulk-update;404;2018-03-15;2;;13;28;28;123;17;;;0;MIT License
infinity;1069339;https://github.com/kvesteri/infinity;15;2020-06-03;0;;0;0;;;4;;;0;BSD-3-Clause License
python-heatclient;1069246;https://github.com/openstack/python-heatclient;88;2020-11-16;13;;;;;;131;;;0;Apache-2.0 License
flask-rq2;1069014;https://github.com/rq/flask-rq2;178;2020-03-12;2;;15;34;34;94;15;223;5;0;MIT License
google-cloud-iot;1067870;https://github.com/googleapis/python-iot;6;2021-03-17;7;59;0;13;13;17;27;76;2;0;Apache-2.0 License
selectors34;1066663;https://github.com/berkerpeksag/selectors34;3;2018-05-24;0;;0;5;5;191;5;;;0;Python Software Foundation (text)
etcd3;1064794;https://github.com/kragniz/python-etcd3;290;2020-04-27;13;;63;44;44;55;34;222;27;0;Apache-2.0 License
django-autocomplete-light;1060819;https://github.com/yourlabs/django-autocomplete-light;1490;2021-03-15;21;17;180;600;100;45;160;2444;59;0;MIT License
drf-extensions;1059959;https://github.com/chibisov/drf-extensions;1135;2020-09-30;5;199;63;120;100;169;51;1792;21;0;MIT License
django-stubs;1059758;https://github.com/typeddjango/django-stubs;616;2021-03-07;20;34;86;156;100;26;97;1009;25;0;MIT License
sphinx-autodoc-typehints;1059131;https://github.com/agronholm/sphinx-autodoc-typehints;313;2021-02-21;2;;38;68;68;56;28;;;0;MIT License (text)
lml;1059065;https://github.com/python-lml/lml;10;2020-10-21;4;144;2;10;10;70;4;;;0;License not permissive (text)
django-coverage-plugin;1054750;https://github.com/nedbat/django_coverage_plugin;151;2020-01-24;2;141;13;31;31;187;9;;;0;Apache-2.0 License
ctutlz;1053465;https://github.com/theno/ctutlz;31;2020-05-31;4;1486;4;0;;;3;;;0;MIT License
humpty;1050657;https://github.com/dairiki/humpty;13;2017-12-18;0;;2;2;2;174;;;;0;License not permissive (text)
peakutils;1050084;https://github.com/lucashn/peakutils;19;2020-01-23;1;1294;;;;;3;;;0;MIT License
netmiko;1049984;https://github.com/ktbyers/netmiko;2241;2021-03-16;30;56;201;1211;100;11;150;1354;65;0;MIT License
intervals;1049837;https://github.com/kvesteri/intervals;80;2020-12-31;2;;9;21;20;272;7;;;0;BSD-3-Clause License
python-coveralls;1047280;https://github.com/z4r/python-coveralls;218;2019-08-01;1;740;22;21;21;60;26;4408;230;0;Apache License (text)
google-cloud-datalabeling;1045104;https://github.com/googleapis/python-datalabeling;3;2021-03-03;4;59;9;15;15;28;19;;;0;Apache-2.0 License
google-cloud-talent;1044698;https://github.com/googleapis/python-talent;5;2021-03-05;6;47;0;20;20;18;15;;;0;Apache-2.0 License
pyscreenshot;1044589;https://github.com/ponty/pyscreenshot;393;2021-01-16;4;;0;61;61;245;16;1025;39;0;BSD-2-Clause License
google-cloud-os-login;1043464;https://github.com/googleapis/python-oslogin;3;2021-02-11;5;59;0;8;8;13;14;11;3;0;Apache-2.0 License
python-multipart;1043070;https://github.com/andrew-d/python-multipart;71;2021-03-19;0;;8;7;7;97;7;6467;107;0;Apache License (text)
rlp;1040489;https://github.com/ethereum/pyrlp;65;2021-01-26;4;;6;32;32;93;23;;;0;MIT License
pytweening;1039931;https://github.com/asweigart/pytweening;58;2018-07-20;0;;2;0;;;3;;;0;BSD-3-Clause License
records;1039892;https://github.com/kenreitz42/records;6554;2020-12-22;4;;43;81;81;133;35;702;33;0;ISC License
import-from-github-com;1039607;https://github.com/nvbn/import_from_github_com;126;2016-01-03;0;;1;1;1;0;;;;0;MIT License
google-cloud-websecurityscanner;1039417;https://github.com/googleapis/python-websecurityscanner;2;2021-02-23;5;78;1;7;7;6;10;;;0;Apache-2.0 License
shyaml;1039334;https://github.com/0k/shyaml;642;2020-12-15;1;;11;30;29;339;9;;;0;BSD-2-Clause License
google-cloud-webrisk;1039315;https://github.com/googleapis/python-webrisk;2;2021-03-18;3;78;1;8;8;5;11;;;0;Apache-2.0 License
u-msgpack-python;1038728;https://github.com/vsergeev/u-msgpack-python;215;2020-10-25;1;151;0;29;29;164;9;;;0;MIT License
pem;1038536;https://github.com/hynek/pem;122;2021-02-12;3;;6;16;16;38;13;;;0;MIT License
py-zabbix;1038201;https://github.com/adubkov/py-zabbix;324;2020-04-29;2;278;19;25;25;132;20;233;12;0;GPL-2.0 License
aerospike;1037423;https://github.com/aerospike/aerospike-client-python;104;2021-02-19;22;23;40;132;100;55;35;;;0;Apache-2.0 License
wsproto;1030321;https://github.com/python-hyper/wsproto;167;2021-01-15;7;;2;43;43;136;16;1467;28;0;MIT License
gtts-token;1030022;https://github.com/boudewijn26/gtts-token;38;2020-12-02;0;469;1;6;6;140;7;;;0;MIT License
pyexcel-io;1029645;https://github.com/pyexcel/pyexcel-io;40;2020-12-05;9;41;2;59;59;20;6;1797;28;0;License not permissive (text)
fastprogress;1029076;https://github.com/fastai/fastprogress;919;2020-10-27;6;;12;44;44;68;15;;;0;Apache-2.0 License
django-heroku;1028936;https://github.com/heroku/django-heroku;428;2018-10-27;1;;22;11;11;27;5;50958;6;0;BSD-3-Clause License
eth-hash;1027797;https://github.com/ethereum/eth-hash;51;2021-01-21;5;;4;6;6;3;12;1600;66;0;MIT License
httpcore;1027715;https://github.com/encode/httpcore;158;2021-03-22;14;21;14;52;52;35;19;2584;24;0;BSD-3-Clause License
bunch;1024711;https://github.com/dsc/bunch;427;2012-03-12;0;;16;4;4;60;3;722;99;0;MIT License
pamela;1024253;https://github.com/minrk/pamela;31;2019-07-24;0;;2;7;7;136;;;;0;MIT License (text)
django-axes;1011703;https://github.com/jazzband/django-axes;866;2021-03-09;8;39;15;266;100;34;120;748;12;0;MIT License
ofxparse;1011012;https://github.com/jseutter/ofxparse;165;2020-02-05;2;1429;24;43;43;332;46;1718;12;0;MIT License
awsiotpythonsdk;1010331;https://github.com/aws/aws-iot-device-sdk-python;563;2020-10-16;0;102;9;240;100;187;8;426;14;0;Apache-2.0 License
pusher;1007104;https://github.com/pusher/pusher-http-python;320;2021-02-22;3;128;3;55;55;232;42;1593;20;0;MIT License
anytree;1006412;https://github.com/c0fec0de/anytree;505;2020-02-20;7;64;30;96;95;91;16;;;0;Apache-2.0 License
treelib;1005000;https://github.com/caesar0301/treelib;540;2020-08-16;2;;46;58;57;210;28;729;69;0;Apache License (text)
overrides;1003823;https://github.com/mkorpela/overrides;140;2020-06-17;1;;8;24;24;213;11;1172;45;0;Apache-2.0 License
auditwheel;1002820;https://github.com/pypa/auditwheel;219;2021-03-19;7;78;34;90;89;182;40;;;0;MIT License (text)
apiclient;1001114;https://github.com/shazow/apiclient;78;2019-03-21;0;;2;6;6;343;6;1122;25;0;MIT License (text)
wsgi-request-logger;998833;https://github.com/pklaus/wsgi-request-logger;43;2019-12-03;0;;7;5;5;213;7;;;0;License not permissive (text)
honcho;995906;https://github.com/nickstenning/honcho;1395;2020-03-22;3;143;20;77;77;122;41;2782;37;0;MIT License
testresources;994924;https://github.com/testing-cabal/testresources;3;2021-03-09;3;;;;;;6;;;0;Apache License (text)
colander;993827;https://github.com/pylons/colander;408;2020-11-28;8;;37;94;91;223;92;;;1;License not permissive (text)
boto3-type-annotations;990866;https://github.com/alliefitter/boto3_type_annotations;97;2019-11-28;0;;7;7;7;50;;;;0;MIT License
utlz;989726;https://github.com/theno/utlz;2;2018-05-17;1;;0;0;;;;;;0;MIT License
django-pipeline;989349;https://github.com/jazzband/django-pipeline;1392;2021-03-09;9;27;121;305;100;117;147;;;0;MIT License
django-cacheops;988462;https://github.com/suor/django-cacheops;1380;2021-02-19;9;;20;258;100;28;51;458;3;1;BSD-3-Clause License
ptpython;988142;https://github.com/prompt-toolkit/ptpython;4025;2021-02-11;5;;172;137;100;125;37;1290;40;0;BSD-3-Clause License
construct;986191;https://github.com/construct/construct;632;2021-03-21;16;54;1;775;100;73;;;;0;License not permissive (text)
spark-df-profiling;986140;https://github.com/julioasotodv/spark-df-profiling;152;2020-02-02;1;;20;5;5;68;6;;;0;MIT License
pprintpp;983585;https://github.com/wolever/pprintpp;376;2020-04-23;0;;7;8;8;19;8;805;57;0;License not permissive (text)
line-profiler;983110;https://github.com/pyutils/line_profiler;620;2021-01-25;9;118;18;7;7;24;18;;;0;License not permissive (text)
mockito;981227;https://github.com/kaste/mockito-python;66;2020-09-09;9;;7;19;19;52;11;;;0;MIT License
tavern;980009;https://github.com/taverntesting/tavern;762;2021-02-20;22;;37;433;100;35;39;215;2;0;MIT License
dataclasses-serialization;979971;https://github.com/madman-bob/python-dataclasses-serialization;18;2020-06-03;2;;5;5;5;4;2;;;0;MIT License
hyper;979887;https://github.com/python-hyper/hyper;1044;2021-01-12;16;153;78;168;100;36;40;;;0;MIT License
json-rpc;977016;https://github.com/pavlov99/json-rpc;361;2020-01-22;5;;20;41;41;111;23;;;0;MIT License
algoliasearch;973521;https://github.com/algolia/algoliasearch-client-python;138;2020-09-16;11;;14;124;100;135;33;;;0;MIT License
nibabel;972633;https://github.com/nipy/nibabel;395;2021-03-09;38;40;93;287;100;51;85;3568;349;0;License not permissive (text)
logzio-python-handler;970706;https://github.com/logzio/logzio-python-handler;30;2021-02-25;2;;8;20;20;61;19;25;6;0;Apache-2.0 License
django-constance;966216;https://github.com/jazzband/django-constance;1283;2021-03-17;4;;24;205;100;102;109;735;16;0;BSD-3-Clause License
cpplint;965720;https://github.com/cpplint/cpplint;737;2021-02-06;11;;38;45;45;124;;;;0;License not permissive (text)
asyncssh;963539;https://github.com/ronf/asyncssh;1065;2020-12-23;10;;20;282;100;18;13;334;80;2;License not permissive (text)
pydrive;963151;https://github.com/googleworkspace/pydrive;1180;2021-01-27;0;694;76;99;97;112;23;2646;46;0;Apache License (text)
djangorestframework-filters;962025;https://github.com/philipn/django-rest-framework-filters;711;2020-08-09;4;120;17;176;100;36;16;;;0;License not permissive (text)
rake-nltk;961920;https://github.com/csurfer/rake-nltk;794;2019-10-20;1;;16;20;20;66;4;;;0;MIT License
python-jose-cryptodome;961830;https://github.com/capless/python-jose-cryptodome;10;2017-09-20;8;;6;0;;;10;;;0;MIT License
disklist;960053;https://github.com/belval/disklist;10;2019-08-31;0;;0;0;;;3;;;0;MIT License
eth-keys;958604;https://github.com/ethereum/eth-keys;86;2020-09-02;4;;10;12;12;9;11;;;0;MIT License
pyqrcode;958321;https://github.com/mnooner256/pyqrcode;308;2016-06-20;2;;24;23;23;24;8;3740;82;0;BSD-3-Clause License
pyod;954147;https://github.com/yzhao062/pyod;4267;2021-02-18;30;90;97;85;85;49;20;508;30;0;BSD-2-Clause License
great-expectations;953980;https://github.com/great-expectations/great_expectations;3983;2021-03-22;174;11;157;628;100;19;163;;;0;Apache-2.0 License
pydicom;951355;https://github.com/pydicom/pydicom;1105;2021-03-13;15;81;44;704;100;18;62;2267;227;0;MIT License (text)
flask-mysql;949363;https://github.com/cyberdelia/flask-mysql;103;2021-01-03;0;587;7;27;27;340;9;;;0;MIT License
itopy;947270;https://github.com/jonatasbaldin/itopy;17;2019-10-19;0;;2;1;1;11;3;;;0;MIT License
spotipy;946716;https://github.com/plamere/spotipy;3124;2021-03-13;6;121;21;369;100;20;130;4171;99;0;MIT License
logstash-formatter;945043;https://github.com/ulule/python-logstash-formatter;156;2019-04-08;0;960;3;20;20;112;17;;;0;MIT License
speechrecognition;944387;https://github.com/uberi/speech_recognition;5503;2019-07-02;4;56;193;270;100;102;39;7207;129;0;License not permissive (text)
twitter-common-lang;944370;https://github.com/twitter-archive/commons;1964;2019-12-07;13;;;;;;91;;;0;Apache License (text)
django-admin-rangefilter;943246;https://github.com/silentsokolov/django-admin-rangefilter;370;2021-02-22;2;52;4;37;37;82;15;673;8;0;MIT License
artifactory;940589;https://github.com/parallels/artifactory;69;2018-11-20;1;608;26;13;13;42;10;33;6;0;MIT License
speaklater;940564;https://github.com/mitsuhiko/speaklater;57;2012-07-01;0;;4;1;1;623;;;;0;License not permissive (text)
pycontracts;937449;https://github.com/andreacensi/contracts;347;2020-06-29;3;;40;21;21;229;13;;;0;License not permissive (text)
eth-account;936654;https://github.com/ethereum/eth-account;77;2020-10-14;9;;15;27;27;129;13;1356;54;0;MIT License
flashtext;936216;https://github.com/vi3k6i5/flashtext;4686;2020-05-03;2;;43;49;49;31;5;368;19;0;MIT License
pytest-random-order;935248;https://github.com/jbasko/pytest-random-order;33;2018-11-30;1;74;4;13;13;30;2;;;0;MIT License
mailchimp3;934136;https://github.com/vingtcinq/python-mailchimp;428;2020-05-06;5;;24;106;100;75;43;505;12;0;MIT License
pygerduty;932481;https://github.com/dropbox/pygerduty;151;2020-06-23;1;;6;20;19;35;31;;;0;MIT License
requests-pkcs12;932408;https://github.com/m-click/requests_pkcs12;64;2020-10-02;1;;3;14;14;104;8;;;0;ISC License
injector;932159;https://github.com/alecthomas/injector;653;2021-02-11;3;;35;82;80;61;15;544;48;0;BSD-3-Clause License
pamqp;929819;https://github.com/gmr/pamqp;40;2021-02-06;2;113;2;17;17;440;7;;;0;BSD-3-Clause License
word2number;929681;https://github.com/akshaynagpal/w2n;111;2017-06-27;1;382;28;17;17;42;4;787;25;0;MIT License
