Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position;Final URL;Occ. final URL;Second URL;Occ. second URL;Third URL;Occ. third URL;URLs similarity;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;Final URL position;Real URL;Confidence;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;Real URL position
djangorestframework-xml;https://github.com/jpadilla/django-rest-framework-xml;https://github.com/jpadilla/django-rest-framework-xml;;;https://github.com/jpadilla/django-rest-framework-xml;https://github.com/jpadilla/django-rest-framework-xml;;https://github.com/jpadilla/django-rest-framework-xml;2/25;Different;2/1459;True;100.0%;;TP;https://github.com/jpadilla/django-rest-framework-xml;4;;0;;0;Equal;;;;;;;;https://github.com/jpadilla/django-rest-framework-xml;65%;2/25;Different;2/1459;True;100.0%;;TP
electrical-calendar;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
pybrake;https://github.com/airbrake/pybrake;https://github.com/airbrake/pybrake;https://github.com/airbrake/pybrake;https://github.com/airbrake/pybrake;https://github.com/airbrake/pybrake;https://github.com/airbrake/pybrake;;;0/7;Equal;6/1455;False;100.0%;;TP(?);https://github.com/airbrake/pybrake;5;;0;;0;Equal;;;;;;;;https://github.com/airbrake/pybrake;74%;0/7;Equal;6/1455;False;100.0%;;TP(?)
google-cloud-asset;https://github.com/googleapis/python-asset;https://github.com/googleapis/python-asset;;;https://github.com/googleapis/python-asset;https://github.com/googleapis/python-asset;;https://github.com/googleapis/google-cloud-python;11/18;Different;34/1381;True;97.0%;Shell (2.7%) - Dockerfile (0.3%);TP;https://github.com/googleapis/python-asset;3;https://github.com/googleapis/google-cloud-python;1;;0;Equal;;;;;;;;https://github.com/googleapis/python-asset;48%;11/18;Different;34/1381;True;97.0%;Shell (2.7%) - Dockerfile (0.3%);TP
sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;;https://github.com/jazzband/sorl-thumbnail;0/14;Equal;4/1460;True;96.3%;HTML (3.3%) - Shell (0.4%);TP;https://github.com/jazzband/sorl-thumbnail;6;;0;;0;Equal;;;;;;;;https://github.com/jazzband/sorl-thumbnail;91%;0/14;Equal;4/1460;True;96.3%;HTML (3.3%) - Shell (0.4%);TP
jinja2-pluralize;https://github.com/audreyfeldroy/jinja2_pluralize;https://github.com/audreyfeldroy/jinja2_pluralize;;;https://github.com/audreyfeldroy/jinja2_pluralize;https://github.com/audreyfeldroy/jinja2_pluralize;;https://github.com/audreyfeldroy/jinja2_pluralize;1/16;Different;303/917;True;81.2%;Makefile (18.8%);TP;https://github.com/audreyfeldroy/jinja2_pluralize;4;;0;;0;Equal;;;;;;;;https://github.com/audreyfeldroy/jinja2_pluralize;65%;1/16;Different;303/917;True;81.2%;Makefile (18.8%);TP
compatibility-lib;https://github.com/googlecloudplatform/cloud-opensource-python;;;;;https://github.com/googlecloudplatform/cloud-opensource-python;;;19/23;Different;1299/1469;True;79.6%;HTML (11.6%) - CSS (6.6%) - Other (2.2%);TP;https://github.com/googlecloudplatform/cloud-opensource-python;1;;0;;0;Equal;;;;;;;;https://github.com/googlecloudplatform/cloud-opensource-python;18%;19/23;Different;1299/1469;True;79.6%;HTML (11.6%) - CSS (6.6%) - Other (2.2%);TP
web3;https://github.com/ethereum/web3.py;https://github.com/ethereum/web3.py;;;https://github.com/ethereum/web3.py;https://github.com/ethereum/web3.py;https://github.com/ethereum/web3.py;;3/7;Substring;0/425;False;96.3%;Solidity (3.6%) - Other (0.1%);TP(?);https://github.com/ethereum/web3.py;4;;0;;0;Equal;;;;;;;;https://github.com/ethereum/web3.py;57%;3/7;Substring;0/425;False;96.3%;Solidity (3.6%) - Other (0.1%);TP(?)
djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;;https://github.com/vbabiy/djangorestframework-camel-case;0/30;Equal;4/1445;True;94.5%;Makefile (5.5%);TP;https://github.com/vbabiy/djangorestframework-camel-case;6;;0;;0;Equal;;;;;;;;https://github.com/vbabiy/djangorestframework-camel-case;91%;0/30;Equal;4/1445;True;94.5%;Makefile (5.5%);TP
placebo;https://github.com/garnaat/placebo;https://github.com/garnaat/placebo;;https://github.com/garnaat/placebo;https://github.com/garnaat/placebo;https://github.com/garnaat/placebo;;;0/7;Equal;658/1499;False;100.0%;;TP(?);https://github.com/garnaat/placebo;4;;0;;0;Equal;;;;;;;;https://github.com/garnaat/placebo;54%;0/7;Equal;658/1499;False;100.0%;;TP(?)
bravado-core;https://github.com/yelp/bravado-core;https://github.com/yelp/bravado-core;;;https://github.com/yelp/bravado-core;https://github.com/yelp/bravado-core;;https://github.com/yelp/bravado-core;0/12;Equal;0/1191;True;99.9%;Makefile (0.1%);TP;https://github.com/yelp/bravado-core;4;;0;;0;Equal;;;;;;;;https://github.com/yelp/bravado-core;65%;0/12;Equal;0/1191;True;99.9%;Makefile (0.1%);TP
mizani;https://github.com/has2k1/mizani;https://github.com/has2k1/mizani;https://github.com/has2k1/mizani;https://github.com/has2k1/mizani;https://github.com/has2k1/mizani;https://github.com/has2k1/mizani;;;0/6;Equal;93/93;True;98.3%;Shell (1.1%) - Makefile (0.6%);TP;https://github.com/has2k1/mizani;5;;0;;0;Equal;;;;;;;;https://github.com/has2k1/mizani;74%;0/6;Equal;93/93;True;98.3%;Shell (1.1%) - Makefile (0.6%);TP
cvxpy;https://github.com/cvxgrp/cvxpy;https://github.com/cvxgrp/cvxpy;https://github.com/cvxgrp/cvxpy;https://github.com/cvxgrp/cvxpy;;https://github.com/cvxgrp/cvxpy;;;0/5;Equal;0/0;False;31.1%;C++ (67.5%) - C (1.1%) - CMake (0.1%) - Makefile (0.1%) - Shell (0.1%);;https://github.com/cvxgrp/cvxpy;4;;0;;0;Equal;;;;;;;;https://github.com/cvxgrp/cvxpy;60%;0/5;Equal;0/0;False;31.1%;C++ (67.5%) - C (1.1%) - CMake (0.1%) - Makefile (0.1%) - Shell (0.1%);
importlib;https://github.com/brettcannon/importlib;https://github.com/brettcannon/importlib;https://github.com/brettcannon/importlib;https://github.com/brettcannon/importlib;https://github.com/brettcannon/importlib;https://github.com/brettcannon/importlib;;;0/9;Equal;703/703;False;100.0%;;;https://github.com/brettcannon/importlib;5;;0;;0;Equal;;;;;;;;https://github.com/brettcannon/importlib;74%;0/9;Equal;703/703;False;100.0%;;
flask-principal;https://github.com/mattupstate/flask-principal;;https://github.com/mattupstate/flask-principal;https://github.com/mattupstate/flask-principal;https://github.com/mattupstate/flask-principal;;;;0/15;Equal;73/73;False;100.0%;;;https://github.com/mattupstate/flask-principal;3;;0;;0;Equal;;;;;;;;https://github.com/mattupstate/flask-principal;40%;0/15;Equal;73/73;False;100.0%;;
lifelines;https://github.com/camdavidsonpilon/lifelines;https://github.com/camdavidsonpilon/lifelines;;;https://github.com/camdavidsonpilon/lifelines;https://github.com/camdavidsonpilon/lifelines;;https://github.com/camdavidsonpilon/lifelines;0/9;Equal;1472/1472;True;82.2%;Jupyter (Notebook%) - Other (0.9%);TP;https://github.com/camdavidsonpilon/lifelines;4;;0;;0;Equal;;;;;;;;https://github.com/camdavidsonpilon/lifelines;65%;0/9;Equal;1472/1472;True;82.2%;Jupyter (Notebook%) - Other (0.9%);TP
django-celery;https://github.com/celery/django-celery;;;;https://github.com/celery/django-celery;;;;0/13;Equal;1429/1429;False;98.0%;Shell (1.1%) - Other (0.9%);;https://github.com/celery/django-celery;1;;0;;0;Equal;;;;;;;;https://github.com/celery/django-celery;13%;0/13;Equal;1429/1429;False;98.0%;Shell (1.1%) - Other (0.9%);
osqp;https://github.com/oxfordcontrol/osqp-python;;https://github.com/oxfordcontrol/osqp;;https://github.com/conda-forge/osqp-feedstock;;;https://github.com/oxfordcontrol/osqp-python;7/11;Substring;647/647;False;64.0%;C (29.6%) - C++ (4.9%) - CMake (1.5%);;https://github.com/oxfordcontrol/osqp;1;https://github.com/conda-forge/osqp-feedstock;1;https://github.com/oxfordcontrol/osqp-python;1;Equal to third URL;0/4;Equal;564/1125;False;5.8%;C (82.3%) - CMake (5.7%) - C++ (3.9%) - Shell (1.5%) - Batchfile (0.8%);;https://github.com/oxfordcontrol/osqp;20%;0/4;Equal;564/1125;False;5.8%;C (82.3%) - CMake (5.7%) - C++ (3.9%) - Shell (1.5%) - Batchfile (0.8%);
suds-py3;https://github.com/cackharot/suds-py3;https://github.com/cackharot/suds-py3;https://github.com/cackharot/suds-py3;https://github.com/cackharot/suds-py3;https://github.com/cackharot/suds-py3;https://github.com/cackharot/suds-py3;;;0/8;Equal;178/178;False;100.0%;;;https://github.com/cackharot/suds-py3;5;;0;;0;Equal;;;;;;;;https://github.com/cackharot/suds-py3;74%;0/8;Equal;178/178;False;100.0%;;
testscenarios;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
onnxconverter-common;https://github.com/microsoft/onnxconverter-common;https://github.com/microsoft/onnxconverter-common;https://github.com/microsoft/onnxconverter-common;https://github.com/microsoft/onnxconverter-common;https://github.com/microsoft/onnxconverter-common;https://github.com/microsoft/onnxconverter-common;;;0/20;Equal;1089/1089;False;100.0%;;;https://github.com/microsoft/onnxconverter-common;5;;0;;0;Equal;;;;;;;;https://github.com/microsoft/onnxconverter-common;74%;0/20;Equal;1089/1089;False;100.0%;;
google-cloud-datacatalog;https://github.com/googleapis/python-datacatalog;https://github.com/googleapis/python-datacatalog;;;https://github.com/googleapis/python-datacatalog;https://github.com/googleapis/python-datacatalog;;https://github.com/googleapis/google-cloud-python;11/24;Different;92/1448;True;98.3%;Shell (1.5%) - Dockerfile (0.2%);TP;https://github.com/googleapis/python-datacatalog;3;https://github.com/googleapis/google-cloud-python;1;;0;Equal;;;;;;;;https://github.com/googleapis/python-datacatalog;48%;11/24;Different;92/1448;True;98.3%;Shell (1.5%) - Dockerfile (0.2%);TP
pyjarowinkler;https://github.com/nap/jaro-winkler-distance;https://github.com/nap/jaro-winkler-distance;;;https://github.com/nap/jaro-winkler-distance;https://github.com/nap/jaro-winkler-distance;;https://github.com/nap/jaro-winkler-distance;12/21;Different;32/1212;True;90.3%;Shell (9.7%);TP;https://github.com/nap/jaro-winkler-distance;4;;0;;0;Equal;;;;;;;;https://github.com/nap/jaro-winkler-distance;65%;12/21;Different;32/1212;True;90.3%;Shell (9.7%);TP
rednose;https://github.com/jbkahn/rednose;https://github.com/jbkahn/rednose;https://github.com/jbkahn/rednose;https://github.com/jbkahn/rednose;https://github.com/jbkahn/rednose;https://github.com/jbkahn/rednose;;;0/7;Equal;12/1000;False;100.0%;;TP(?);https://github.com/jbkahn/rednose;5;;0;;0;Equal;;;;;;;;https://github.com/jbkahn/rednose;74%;0/7;Equal;12/1000;False;100.0%;;TP(?)
xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;0/9;Equal;27/1460;True;99.8%;HTML (0.2%);TP;https://github.com/sissaschool/xmlschema;7;;0;;0;Equal;;;;;;;;https://github.com/sissaschool/xmlschema;100%;0/9;Equal;27/1460;True;99.8%;HTML (0.2%);TP
gremlinpython;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
zope-sqlalchemy;https://github.com/zopefoundation/zope.sqlalchemy;https://github.com/zopefoundation/zope.sqlalchemy;;;https://github.com/zopefoundation/zope.sqlalchemy;https://github.com/zopefoundation/zope.sqlalchemy;;;1/15;Different;1409/1441;False;100.0%;;;https://github.com/zopefoundation/zope.sqlalchemy;3;;0;;0;Equal;;;;;;;;https://github.com/zopefoundation/zope.sqlalchemy;48%;1/15;Different;1409/1441;False;100.0%;;
requests-unixsocket;https://github.com/msabramo/requests-unixsocket;https://github.com/msabramo/requests-unixsocket;https://github.com/msabramo/requests-unixsocket;https://github.com/msabramo/requests-unixsocket;https://github.com/msabramo/requests-unixsocket;https://github.com/msabramo/requests-unixsocket;;https://github.com/msabramo/requests-unixsocket;0/19;Equal;34/1449;True;98.5%;Makefile (1.5%);TP;https://github.com/msabramo/requests-unixsocket;6;;0;;0;Equal;;;;;;;;https://github.com/msabramo/requests-unixsocket;91%;0/19;Equal;34/1449;True;98.5%;Makefile (1.5%);TP
sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;;0/20;Equal;118/698;True;74.9%;TeX (20.7%) - Makefile (2.2%) - Batchfile (2.2%);TP;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;6;;0;;0;Equal;;;;;;;;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;83%;0/20;Equal;118/698;True;74.9%;TeX (20.7%) - Makefile (2.2%) - Batchfile (2.2%);TP
httpbin;https://github.com/postmanlabs/httpbin;https://github.com/postmanlabs/httpbin;https://github.com/postmanlabs/httpbin;https://github.com/postmanlabs/httpbin;https://github.com/postmanlabs/httpbin;https://github.com/postmanlabs/httpbin;;;0/7;Equal;382/382;False;74.6%;HTML (25.0%) - Dockerfile (0.4%);;https://github.com/postmanlabs/httpbin;5;;0;;0;Equal;;;;;;;;https://github.com/postmanlabs/httpbin;74%;0/7;Equal;382/382;False;74.6%;HTML (25.0%) - Dockerfile (0.4%);
django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-mysql;;0/16;Equal;37/1462;False;100.0%;;TP(?);https://github.com/adamchainz/django-jsonfield;5;https://github.com/adamchainz/django-mysql;1;;0;Equal;;;;;;;;https://github.com/adamchainz/django-jsonfield;74%;0/16;Equal;37/1462;False;100.0%;;TP(?)
gsutil;;;https://github.com/googlecloudplatform/gsutil;;;;;;;;;;;;;https://github.com/googlecloudplatform/gsutil;1;;0;;0;Different;0/6;Equal;660/1005;False;99.4%;Other (0.6%);;https://github.com/googlecloudplatform/gsutil;20%;0/6;Equal;660/1005;False;99.4%;Other (0.6%);
namedlist;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
maturin;https://github.com/pyo3/maturin;;;;https://github.com/pyo3/setuptools-rust;;https://github.com/tox-dev/tox;https://github.com/pyo3/maturin;0/7;Equal;1/1480;True;5.9%;Rust (92.3%) - Shell (1.5%) - Dockerfile (0.3%);TP;https://github.com/pyo3/setuptools-rust;1;https://github.com/tox-dev/tox;1;https://github.com/pyo3/maturin;1;Equal to third URL;12/15;Different;1213/1479;https://pypi.org/project/setuptools-rust;98.4%;Shell (1.6%);;https://github.com/pyo3/maturin;17%;0/7;Equal;1/1480;True;5.9%;Rust (92.3%) - Shell (1.5%) - Dockerfile (0.3%);TP
comtypes;https://github.com/enthought/comtypes;https://github.com/enthought/comtypes;https://github.com/enthought/comtypes;https://github.com/enthought/comtypes;https://github.com/enthought/comtypes;https://github.com/enthought/comtypes;;;0/8;Equal;153/824;False;97.9%;C++ (1.5%) - Other (0.6%);TP(?);https://github.com/enthought/comtypes;5;;0;;0;Equal;;;;;;;;https://github.com/enthought/comtypes;74%;0/8;Equal;153/824;False;97.9%;C++ (1.5%) - Other (0.6%);TP(?)
ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;;;0/8;Equal;1003/1441;False;100.0%;;;https://github.com/ncclient/ncclient;5;;0;;0;Equal;;;;;;;;https://github.com/ncclient/ncclient;74%;0/8;Equal;1003/1441;False;100.0%;;
pygresql;https://github.com/pygresql/pygresql;https://github.com/pygresql/pygresql;;;https://github.com/pygresql/pygresql;https://github.com/pygresql/pygresql;;;0/8;Equal;641/817;False;75.8%;C (24.2%);;https://github.com/pygresql/pygresql;3;;0;;0;Equal;;;;;;;;https://github.com/pygresql/pygresql;48%;0/8;Equal;641/817;False;75.8%;C (24.2%);
mecab-python3;https://github.com/samurait/mecab-python3;https://github.com/samurait/mecab-python3;https://github.com/samurait/mecab-python3;https://github.com/samurait/mecab-python3;https://github.com/samurait/mecab-python3;https://github.com/samurait/mecab-python3;;;0/13;Equal;164/1459;True;5.4%;C++ (93.0%) - SWIG (1.3%) - Other (0.3%);TP;https://github.com/samurait/mecab-python3;5;;0;;0;Equal;;;;;;;;https://github.com/samurait/mecab-python3;74%;0/13;Equal;164/1459;True;5.4%;C++ (93.0%) - SWIG (1.3%) - Other (0.3%);TP
pyroute2;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;;;0/8;Equal;96/1455;False;99.3%;Other (0.7%);TP(?);https://github.com/svinota/pyroute2;5;;0;;0;Equal;;;;;;;;https://github.com/svinota/pyroute2;74%;0/8;Equal;96/1455;False;99.3%;Other (0.7%);TP(?)
graphite-web;https://github.com/graphite-project/graphite-web;;https://github.com/graphite-project/graphite-web;https://github.com/graphite-project/graphite-web;https://github.com/graphite-project/carbon;;https://github.com/graphite-project/graphite-web;;0/12;Equal;1090/1483;False;41.3%;JavaScript (53.2%) - CSS (4.7%) - HTML (0.7%) - Ruby (0.1%) - Shell (0.0%);;https://github.com/graphite-project/graphite-web;3;https://github.com/graphite-project/carbon;1;;0;Equal;;;;;;;;https://github.com/graphite-project/graphite-web;35%;0/12;Equal;1090/1483;False;41.3%;JavaScript (53.2%) - CSS (4.7%) - HTML (0.7%) - Ruby (0.1%) - Shell (0.0%);
google-cloud-scheduler;https://github.com/googleapis/python-scheduler;https://github.com/googleapis/python-scheduler;;;https://github.com/googleapis/python-scheduler;https://github.com/googleapis/python-scheduler;;https://github.com/googleapis/google-cloud-python;11/22;Different;72/1445;True;94.7%;Shell (4.8%) - Dockerfile (0.5%);TP;https://github.com/googleapis/python-scheduler;3;https://github.com/googleapis/google-cloud-python;1;;0;Equal;;;;;;;;https://github.com/googleapis/python-scheduler;48%;11/22;Different;72/1445;True;94.7%;Shell (4.8%) - Dockerfile (0.5%);TP
eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;;0/7;Equal;6/1451;True;97.8%;Shell (1.1%) - Makefile (1.1%);TP;https://github.com/ethereum/eth-abi;6;;0;;0;Equal;;;;;;;;https://github.com/ethereum/eth-abi;83%;0/7;Equal;6/1451;True;97.8%;Shell (1.1%) - Makefile (1.1%);TP
zeroconf;https://github.com/jstasiak/python-zeroconf;https://github.com/jstasiak/python-zeroconf;;;https://github.com/jstasiak/python-zeroconf;https://github.com/jstasiak/python-zeroconf;https://github.com/jstasiak/python-zeroconf;https://github.com/jstasiak/python-zeroconf;7/15;Substring;1349/1447;True;99.3%;Makefile (0.7%);TP;https://github.com/jstasiak/python-zeroconf;5;;0;;0;Equal;;;;;;;;https://github.com/jstasiak/python-zeroconf;74%;7/15;Substring;1349/1447;True;99.3%;Makefile (0.7%);TP
latexcodec;https://github.com/mcmtroffaes/latexcodec;https://github.com/mcmtroffaes/latexcodec;;;https://github.com/mcmtroffaes/latexcodec;https://github.com/mcmtroffaes/latexcodec;;;0/10;Equal;369/1445;False;100.0%;;TP(?);https://github.com/mcmtroffaes/latexcodec;3;;0;;0;Equal;;;;;;;;https://github.com/mcmtroffaes/latexcodec;48%;0/10;Equal;369/1445;False;100.0%;;TP(?)
img2pdf;;;;;;;;https://github.com/josch/img2pdf;;;;;;;;https://github.com/josch/img2pdf;1;;0;;0;Different;0/7;Equal;2/1429;False;99.8%;Shell (0.2%);TP(?);https://github.com/josch/img2pdf;17%;0/7;Equal;2/1429;False;99.8%;Shell (0.2%);TP(?)
sphinx-autobuild;;;;https://github.com/executablebooks/sphinx-autobuild;;;;;;;;;;;;https://github.com/executablebooks/sphinx-autobuild;1;;0;;0;Different;0/16;Equal;2/1473;False;100.0%;;TP(?);https://github.com/executablebooks/sphinx-autobuild;7%;0/16;Equal;2/1473;False;100.0%;;TP(?)
tlslite;https://github.com/moxie0/convergence;;;;;;;;10/11;Different;1499/1499;False;18.2%;JavaScript (80.8%) - Shell (1.0%);FP(?);;0;;0;;0;Different;;;;;;;;;100%;;;;;;;
pyrepl;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/alexprengere/currencyconverter;;;0/17;Equal;12/1455;False;99.4%;Shell (0.6%);TP(?);https://github.com/alexprengere/currencyconverter;5;;0;;0;Equal;;;;;;;;https://github.com/alexprengere/currencyconverter;74%;0/17;Equal;12/1455;False;99.4%;Shell (0.6%);TP(?)
pytest-custom-exit-code;https://github.com/yashtodi94/pytest-custom_exit_code;https://github.com/yashtodi94/pytest-custom_exit_code;;;https://github.com/yashtodi94/pytest-custom_exit_code;https://github.com/yashtodi94/pytest-custom_exit_code;https://github.com/tox-dev/tox;https://github.com/yashtodi94/pytest-custom_exit_code;2/23;Different;28/796;True;100.0%;;TP;https://github.com/yashtodi94/pytest-custom_exit_code;4;https://github.com/tox-dev/tox;1;;0;Equal;;;;;;;;https://github.com/yashtodi94/pytest-custom_exit_code;65%;2/23;Different;28/796;True;100.0%;;TP
pybtex;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
git-url-parse;https://github.com/coala/git-url-parse;https://github.com/coala/git-url-parse;https://github.com/coala/git-url-parse;https://github.com/coala/git-url-parse;https://github.com/coala/git-url-parse;https://github.com/coala/git-url-parse;https://github.com/friendcode/giturlparse.py;https://github.com/coala/git-url-parse;0/13;Equal;0/121;True;100.0%;;TP;https://github.com/coala/git-url-parse;6;https://github.com/friendcode/giturlparse.py;1;;0;Equal;;;;;;;;https://github.com/coala/git-url-parse;91%;0/13;Equal;0/121;True;100.0%;;TP
datasketch;https://github.com/ekzhu/datasketch;;https://github.com/ekzhu/datasketch;https://github.com/ekzhu/datasketch;;;;https://github.com/ekzhu/datasketch;0/10;Equal;32/1279;False;99.5%;Other (0.5%);TP(?);https://github.com/ekzhu/datasketch;3;;0;;0;Equal;;;;;;;;https://github.com/ekzhu/datasketch;43%;0/10;Equal;32/1279;False;99.5%;Other (0.5%);TP(?)
geventhttpclient-wheels;https://github.com/gwik/geventhttpclient;https://github.com/gwik/geventhttpclient;;;https://github.com/gwik/geventhttpclient;https://github.com/gwik/geventhttpclient;;;7/23;Substring;600/1457;False;52.5%;C (47.4%) - Makefile (0.1%);TP(?);https://github.com/gwik/geventhttpclient;3;;0;;0;Equal;;;;;;;;https://github.com/gwik/geventhttpclient;48%;7/23;Substring;600/1457;False;52.5%;C (47.4%) - Makefile (0.1%);TP(?)
django-user-agents;https://github.com/selwin/django-user_agents;https://github.com/selwin/django-user_agents;;;https://github.com/selwin/python-user-agents;https://github.com/selwin/django-user_agents;;;1/18;Different;6/1447;False;98.3%;HTML (1.7%);TP(?);https://github.com/selwin/django-user_agents;2;https://github.com/selwin/python-user-agents;1;;0;Equal;;;;;;;;https://github.com/selwin/django-user_agents;34%;1/18;Different;6/1447;False;98.3%;HTML (1.7%);TP(?)
pyscreeze;https://github.com/asweigart/pyscreeze;https://github.com/asweigart/pyscreeze;https://github.com/asweigart/pyscreeze;https://github.com/asweigart/pyscreeze;https://github.com/asweigart/pyscreeze;https://github.com/asweigart/pyscreeze;;;0/9;Equal;1472/1472;False;100.0%;;;https://github.com/asweigart/pyscreeze;5;;0;;0;Equal;;;;;;;;https://github.com/asweigart/pyscreeze;74%;0/9;Equal;1472/1472;False;100.0%;;
httpie;https://github.com/httpie/httpie;;https://github.com/httpie/httpie;;https://github.com/httpie/httpie;https://github.com/httpie/httpie;;https://github.com/httpie/httpie;0/6;Equal;1421/1421;True;95.9%;Makefile (1.7%) - Ruby (1.2%) - Shell (1.2%);TP;https://github.com/httpie/httpie;4;;0;;0;Equal;;;;;;;;https://github.com/httpie/httpie;69%;0/6;Equal;1421/1421;True;95.9%;Makefile (1.7%) - Ruby (1.2%) - Shell (1.2%);TP
ez-setup;https://github.com/activestate/ez_setup;https://github.com/activestate/ez_setup;;;https://github.com/activestate/ez_setup;https://github.com/activestate/ez_setup;;;1/8;Different;739/739;False;100.0%;;;https://github.com/activestate/ez_setup;3;;0;;0;Equal;;;;;;;;https://github.com/activestate/ez_setup;48%;1/8;Different;739/739;False;100.0%;;
django-prometheus;https://github.com/korfuri/django-prometheus;https://github.com/korfuri/django-prometheus;https://github.com/korfuri/django-prometheus;https://github.com/korfuri/django-prometheus;https://github.com/korfuri/django-prometheus;https://github.com/korfuri/django-prometheus;;https://github.com/korfuri/django-prometheus;0/17;Equal;1444/1444;True;94.0%;HTML (6.0%);TP;https://github.com/korfuri/django-prometheus;6;;0;;0;Equal;;;;;;;;https://github.com/korfuri/django-prometheus;91%;0/17;Equal;1444/1444;True;94.0%;HTML (6.0%);TP
pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;0/17;Equal;919/919;True;99.9%;Shell (0.1%);TP;https://github.com/pydata/pandas-datareader;7;;0;;0;Equal;;;;;;;;https://github.com/pydata/pandas-datareader;100%;0/17;Equal;919/919;True;99.9%;Shell (0.1%);TP
alpha-vantage;https://github.com/romeltorres/alpha_vantage;https://github.com/romeltorres/alpha_vantage;;;https://github.com/romeltorres/alpha_vantage;https://github.com/romeltorres/alpha_vantage;https://github.com/romeltorres/alpha_vantage;https://github.com/romeltorres/alpha_vantage;1/13;Different;1482/1482;True;100.0%;;TP;https://github.com/romeltorres/alpha_vantage;5;;0;;0;Equal;;;;;;;;https://github.com/romeltorres/alpha_vantage;74%;1/13;Different;1482/1482;True;100.0%;;TP
