Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position;Final URL;Occ. final URL;Second URL;Occ. second URL;Third URL;Occ. third URL;URLs similarity;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;Final URL position;Real URL;Confidence;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;Real URL position
fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;;;7/11;Substring;1198/1452;False;99.6%;Shell (0.4%);;https://github.com/google/python-fire;5;;0;;0;Equal;;;;;;;;https://github.com/google/python-fire;74%;7/11;Substring;1198/1452;False;99.6%;Shell (0.4%);
django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;;https://github.com/jazzband/django-redis;0/12;Equal;1122/1438;True;100.0%;;TP;https://github.com/jazzband/django-redis;6;;0;;0;Equal;;;;;;;;https://github.com/jazzband/django-redis;91%;0/12;Equal;1122/1438;True;100.0%;;TP
gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;;;0/3;Equal;1458/1458;False;99.7%;Other (0.3%);;https://github.com/openai/gym;5;;0;;0;Equal;;;;;;;;https://github.com/openai/gym;74%;0/3;Equal;1458/1458;False;99.7%;Other (0.3%);
hypothesis;https://github.com/hypothesisworks/hypothesis;;https://github.com/hypothesisworks/hypothesis;https://github.com/hypothesisworks/hypothesis;;https://github.com/hypothesisworks/hypothesis;https://github.com/hypothesisworks/hypothesis;;0/10;Equal;1061/1473;False;87.2%;Jupyter (Notebook%) - Rust (2.7%) - Ruby (2.2%) - TeX (0.5%) - Shell (0.3%) - Other (0.3%);;https://github.com/hypothesisworks/hypothesis;4;;0;;0;Equal;;;;;;;;https://github.com/hypothesisworks/hypothesis;54%;0/10;Equal;1061/1473;False;87.2%;Jupyter (Notebook%) - Rust (2.7%) - Ruby (2.2%) - TeX (0.5%) - Shell (0.3%) - Other (0.3%);
azure-eventgrid;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1170/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal;;;;;;;;https://github.com/azure/azure-sdk-for-python;48%;13/20;Different;1170/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/oai/openapi-specification;0/7;Equal;14/1428;True;100.0%;;TP;https://github.com/marshmallow-code/apispec;6;https://github.com/oai/openapi-specification;1;;0;Equal;;;;;;;;https://github.com/marshmallow-code/apispec;83%;0/7;Equal;14/1428;True;100.0%;;TP
aspy-yaml;https://github.com/asottile-archive/aspy.yaml;https://github.com/asottile-archive/aspy.yaml;;;https://github.com/asottile-archive/aspy.yaml;https://github.com/asottile-archive/aspy.yaml;;;1/9;Different;380/1001;False;100.0%;;TP(?);https://github.com/asottile-archive/aspy.yaml;3;;0;;0;Equal;;;;;;;;https://github.com/asottile-archive/aspy.yaml;48%;1/9;Different;380/1001;False;100.0%;;TP(?)
whitenoise;https://github.com/evansd/whitenoise;;https://github.com/evansd/whitenoise;https://github.com/evansd/whitenoise;https://github.com/evansd/whitenoise;;;https://github.com/evansd/whitenoise;0/10;Equal;13/1020;True;98.3%;Other (1.7%);TP;https://github.com/evansd/whitenoise;4;;0;;0;Equal;;;;;;;;https://github.com/evansd/whitenoise;57%;0/10;Equal;13/1020;True;98.3%;Other (1.7%);TP
cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;;;0/5;Equal;7/1448;False;100.0%;;TP(?);https://github.com/mapbox/cligj;5;;0;;0;Equal;;;;;;;;https://github.com/mapbox/cligj;74%;0/5;Equal;7/1448;False;100.0%;;TP(?)
eventlet;https://github.com/eventlet/eventlet;;https://github.com/eventlet/eventlet;;;;;https://github.com/eventlet/eventlet;0/8;Equal;5/1466;True;99.2%;Other (0.8%);TP;https://github.com/eventlet/eventlet;2;;0;;0;Equal;;;;;;;;https://github.com/eventlet/eventlet;37%;0/8;Equal;5/1466;True;99.2%;Other (0.8%);TP
rx;https://github.com/reactivex/rxpy;;https://github.com/reactivex/rxjs;;https://github.com/reactivex/rxpy;https://github.com/reactivex/rxpy;;https://github.com/reactivex/rxpy;2/4;Substring;80/1452;True;82.4%;Jupyter (Notebook%) - JavaScript (0.1%);TP;https://github.com/reactivex/rxpy;3;https://github.com/reactivex/rxjs;1;;0;Equal;;;;;;;;https://github.com/reactivex/rxpy;49%;2/4;Substring;80/1452;True;82.4%;Jupyter (Notebook%) - JavaScript (0.1%);TP
glob2;https://github.com/miracle2k/python-glob2;https://github.com/miracle2k/python-glob2;https://github.com/miracle2k/python-glob2;https://github.com/miracle2k/python-glob2;;https://github.com/miracle2k/python-glob2;;;7/12;Substring;1452/1452;False;100.0%;;;https://github.com/miracle2k/python-glob2;4;;0;;0;Equal;;;;;;;;https://github.com/miracle2k/python-glob2;60%;7/12;Substring;1452/1452;False;100.0%;;
uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;;;0/6;Equal;599/726;False;85.9%;C (11.2%) - Makefile (2.9%);;https://github.com/cairnarvon/uptime;5;;0;;0;Equal;;;;;;;;https://github.com/cairnarvon/uptime;74%;0/6;Equal;599/726;False;85.9%;C (11.2%) - Makefile (2.9%);
marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/psf/black;0/22;Equal;42/1443;True;100.0%;;TP;https://github.com/marshmallow-code/marshmallow-sqlalchemy;6;https://github.com/psf/black;1;;0;Equal;;;;;;;;https://github.com/marshmallow-code/marshmallow-sqlalchemy;83%;0/22;Equal;42/1443;True;100.0%;;TP
azure-mgmt-notificationhubs;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;16/27;Different;1153/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal;;;;;;;;https://github.com/azure/azure-sdk-for-python;48%;16/27;Different;1153/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
azure-mgmt-subscription;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;12/23;Different;1159/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal;;;;;;;;https://github.com/azure/azure-sdk-for-python;48%;12/23;Different;1159/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
azure-mgmt-managementpartner;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;19/28;Different;1087/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal;;;;;;;;https://github.com/azure/azure-sdk-for-python;48%;19/28;Different;1087/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
tensorboard-plugin-wit;https://github.com/pair-code/what-if-tool;;;;https://github.com/pair-code/what-if-tool;;;;19/22;Different;1123/1462;False;0.6%;HTML (88.9%) - Jupyter (Notebook%) - TypeScript (0.2%) - JavaScript (0.2%) - Starlark (0.1%) - Other (0.1%);FP(?);https://github.com/pair-code/what-if-tool;1;;0;;0;Equal;;;;;;;;https://github.com/pair-code/what-if-tool;13%;19/22;Different;1123/1462;False;0.6%;HTML (88.9%) - Jupyter (Notebook%) - TypeScript (0.2%) - JavaScript (0.2%) - Starlark (0.1%) - Other (0.1%);FP(?)
azure-kusto-data;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;;;5/18;Different;1087/1454;True;99.9%;Batchfile (0.1%);TP;https://github.com/azure/azure-kusto-python;5;;0;;0;Equal;;;;;;;;https://github.com/azure/azure-kusto-python;74%;5/18;Different;1087/1454;True;99.9%;Batchfile (0.1%);TP
parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;;;0/13;Equal;104/1443;True;100.0%;;TP;https://github.com/wolever/parameterized;5;;0;;0;Equal;;;;;;;;https://github.com/wolever/parameterized;74%;0/13;Equal;104/1443;True;100.0%;;TP
azure-mgmt-commerce;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1150/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal;;;;;;;;https://github.com/azure/azure-sdk-for-python;48%;13/20;Different;1150/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
azure-mgmt-powerbiembedded;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
azure-mgmt-hanaonazure;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;15/22;Different;1453/1453;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal;;;;;;;;https://github.com/azure/azure-sdk-for-python;48%;15/22;Different;1453/1453;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
strict-rfc3339;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
azure-mgmt-machinelearningcompute;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;24/33;Different;1413/1413;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);;https://github.com/azure/azure-sdk-for-python;3;;0;;0;Equal;;;;;;;;https://github.com/azure/azure-sdk-for-python;48%;24/33;Different;1413/1413;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
heapdict;;;https://github.com/danielstutzbach/heapdict;;;;;;;;;;;;;https://github.com/danielstutzbach/heapdict;1;;0;;0;Different;0/8;Equal;68/871;False;100.0%;;TP(?);https://github.com/danielstutzbach/heapdict;20%;0/8;Equal;68/871;False;100.0%;;TP(?)
flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/coleifer/peewee;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;0/11;Equal;1461/1461;False;63.4%;JavaScript (22.4%) - HTML (13.6%) - Other (0.6%);;https://github.com/flask-admin/flask-admin;6;https://github.com/coleifer/peewee;1;;0;Equal;;;;;;;;https://github.com/flask-admin/flask-admin;87%;0/11;Equal;1461/1461;False;63.4%;JavaScript (22.4%) - HTML (13.6%) - Other (0.6%);
tensorflow-gpu;https://github.com/tensorflow/tensorflow;;;;;https://github.com/tensorflow/tensorflow;;;4/14;Substring;533/533;https://pypi.org/project/tensorflow;26.0%;C++ (61.4%) - MLIR (3.0%) - Starlark (2.9%) - HTML (2.8%) - Go (1.2%) - Other (2.7%);;https://github.com/tensorflow/tensorflow;1;;0;;0;Equal;;;;;;;;https://github.com/tensorflow/tensorflow;18%;4/14;Substring;533/533;https://pypi.org/project/tensorflow;26.0%;C++ (61.4%) - MLIR (3.0%) - Starlark (2.9%) - HTML (2.8%) - Go (1.2%) - Other (2.7%);
repoze-lru;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
flask-migrate;https://github.com/miguelgrinberg/flask-migrate;https://github.com/miguelgrinberg/flask-migrate;https://github.com/miguelgrinberg/flask-migrate;https://github.com/miguelgrinberg/flask-migrate;;https://github.com/miguelgrinberg/flask-migrate;;;0/13;Equal;68/68;False;92.8%;Mako (5.3%) - Shell (1.9%);;https://github.com/miguelgrinberg/flask-migrate;4;;0;;0;Equal;;;;;;;;https://github.com/miguelgrinberg/flask-migrate;60%;0/13;Equal;68/68;False;92.8%;Mako (5.3%) - Shell (1.9%);
antlr4-python3-runtime;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;;https://github.com/simonpercivall/astunparse;0/10;Equal;1438/1438;True;98.1%;Makefile (1.9%);TP;https://github.com/simonpercivall/astunparse;6;;0;;0;Equal;;;;;;;;https://github.com/simonpercivall/astunparse;91%;0/10;Equal;1438/1438;True;98.1%;Makefile (1.9%);TP
ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;;;0/9;Equal;1451/1451;False;100.0%;;;https://github.com/tomasbasham/ratelimit;5;;0;;0;Equal;;;;;;;;https://github.com/tomasbasham/ratelimit;74%;0/9;Equal;1451/1451;False;100.0%;;
convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;;0/11;Equal;1442/1442;False;99.6%;Makefile (0.4%);;https://github.com/fitnr/convertdate;6;;0;;0;Equal;;;;;;;;https://github.com/fitnr/convertdate;83%;0/11;Equal;1442/1442;False;99.6%;Makefile (0.4%);
fiona;https://github.com/toblerity/fiona;https://github.com/toblerity/fiona;;https://github.com/toblerity/fiona-rfc;https://github.com/toblerity/fiona;https://github.com/toblerity/fiona;;https://github.com/toblerity/fiona;0/5;Equal;798/1467;False;97.2%;PowerShell (1.3%) - Other (1.5%);;https://github.com/toblerity/fiona;4;https://github.com/toblerity/fiona-rfc;1;;0;Equal;;;;;;;;https://github.com/toblerity/fiona;65%;0/5;Equal;798/1467;False;97.2%;PowerShell (1.3%) - Other (1.5%);
marshmallow-enum;;;;;;;;;;;;;;;;;0;;0;;0;Equal;;;;;;;;;100%;;;;;;;
zict;;;;;;;;https://github.com/dask/zict;;;;;;;;https://github.com/dask/zict;1;;0;;0;Different;0/4;Equal;4/51;False;100.0%;;TP(?);https://github.com/dask/zict;17%;0/4;Equal;4/51;False;100.0%;;TP(?)
azure-cli-core;https://github.com/azure/azure-cli;https://github.com/azure/azure-cli;;;https://github.com/azure/azure-cli;https://github.com/azure/azure-cli;;;5/14;Substring;1174/1457;https://pypi.org/project/azure-cli;94.2%;Roff (5.4%) - Shell (0.2%) - Batchfile (0.1%) - Rich (Text%) - Dockerfile (0.0%);;https://github.com/azure/azure-cli;3;;0;;0;Equal;;;;;;;;https://github.com/azure/azure-cli;48%;5/14;Substring;1174/1457;https://pypi.org/project/azure-cli;94.2%;Roff (5.4%) - Shell (0.2%) - Batchfile (0.1%) - Rich (Text%) - Dockerfile (0.0%);
yapf;https://github.com/google/yapf;;;https://github.com/google/yapf;;;;https://github.com/google/yapf;0/4;Equal;77/1457;True;99.2%;Other (0.8%);TP;https://github.com/google/yapf;2;;0;;0;Equal;;;;;;;;https://github.com/google/yapf;24%;0/4;Equal;77/1457;True;99.2%;Other (0.8%);TP
slacker;https://github.com/os/slacker;https://github.com/os/slacker;https://github.com/os/slacker;https://github.com/os/slacker;;https://github.com/os/slacker;;https://github.com/os/slacker;0/7;Equal;404/1413;True;100.0%;;TP;https://github.com/os/slacker;5;;0;;0;Equal;;;;;;;;https://github.com/os/slacker;77%;0/7;Equal;404/1413;True;100.0%;;TP
thrift-sasl;https://github.com/cloudera/thrift_sasl;https://github.com/cloudera/thrift_sasl;;;https://github.com/cloudera/thrift_sasl;https://github.com/cloudera/thrift_sasl;;;1/11;Different;126/216;False;100.0%;;;https://github.com/cloudera/thrift_sasl;3;;0;;0;Equal;;;;;;;;https://github.com/cloudera/thrift_sasl;48%;1/11;Different;126/216;False;100.0%;;
python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/clearcodehq/ianitor;https://github.com/cablehead/python-consul;0/13;Equal;20/1438;False;100.0%;;TP(?);https://github.com/cablehead/python-consul;6;https://github.com/clearcodehq/ianitor;1;;0;Equal;;;;;;;;https://github.com/cablehead/python-consul;91%;0/13;Equal;20/1438;False;100.0%;;TP(?)
flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;;0/13;Equal;764/1230;True;99.7%;Other (0.3%);TP;https://github.com/sh4nks/flask-caching;6;;0;;0;Equal;;;;;;;;https://github.com/sh4nks/flask-caching;83%;0/13;Equal;764/1230;True;99.7%;Other (0.3%);TP
poetry;https://github.com/python-poetry/poetry;;;https://github.com/python-poetry/poetry;https://github.com/python-poetry/poetry;https://github.com/python-poetry/poetry;;https://github.com/python-poetry/poetry;0/6;Equal;4/1468;False;83.0%;HTML (16.9%) - Other (0.1%);TP(?);https://github.com/python-poetry/poetry;4;;0;;0;Equal;;;;;;;;https://github.com/python-poetry/poetry;56%;0/6;Equal;4/1468;False;83.0%;HTML (16.9%) - Other (0.1%);TP(?)
google-cloud-vision;https://github.com/googleapis/python-vision;https://github.com/googleapis/python-vision;;;https://github.com/googleapis/python-vision;https://github.com/googleapis/python-vision;;https://github.com/googleapis/google-cloud-python;11/19;Different;80/1457;True;98.7%;Shell (1.2%) - Dockerfile (0.1%);TP;https://github.com/googleapis/python-vision;3;https://github.com/googleapis/google-cloud-python;1;;0;Equal;;;;;;;;https://github.com/googleapis/python-vision;48%;11/19;Different;80/1457;True;98.7%;Shell (1.2%) - Dockerfile (0.1%);TP
python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;;https://github.com/dbtsai/python-mimeparse;0/16;Equal;26/1330;False;100.0%;;TP(?);https://github.com/dbtsai/python-mimeparse;6;;0;;0;Equal;;;;;;;;https://github.com/dbtsai/python-mimeparse;91%;0/16;Equal;26/1330;False;100.0%;;TP(?)
stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;;https://github.com/okunishinishi/python-stringcase;7/17;Substring;27/1469;True;98.1%;Shell (1.9%);TP;https://github.com/okunishinishi/python-stringcase;6;;0;;0;Equal;;;;;;;;https://github.com/okunishinishi/python-stringcase;91%;7/17;Substring;27/1469;True;98.1%;Shell (1.9%);TP
josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;;0/6;Equal;0/122;False;97.1%;Shell (2.9%);TP(?);https://github.com/certbot/josepy;6;;0;;0;Equal;;;;;;;;https://github.com/certbot/josepy;83%;0/6;Equal;0/122;False;97.1%;Shell (2.9%);TP(?)
html2text;https://github.com/alir3z4/html2text;https://github.com/alir3z4/html2text;https://github.com/alir3z4/html2text;https://github.com/alir3z4/html2text;;https://github.com/alir3z4/html2text;;https://github.com/alir3z4/html2text;0/9;Equal;1334/1430;True;62.8%;HTML (37.2%);TP;https://github.com/alir3z4/html2text;5;;0;;0;Equal;;;;;;;;https://github.com/alir3z4/html2text;77%;0/9;Equal;1334/1430;True;62.8%;HTML (37.2%);TP
binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;0/11;Equal;31/1462;True;63.9%;JavaScript (20.9%) - PowerShell (12.0%) - Batchfile (2.7%) - Other (0.5%);TP;https://github.com/audreyfeldroy/binaryornot;7;;0;;0;Equal;;;;;;;;https://github.com/audreyfeldroy/binaryornot;100%;0/11;Equal;31/1462;True;63.9%;JavaScript (20.9%) - PowerShell (12.0%) - Batchfile (2.7%) - Other (0.5%);TP
flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;;;0/11;Equal;0/243;True;100.0%;;TP;https://github.com/python-babel/flask-babel;5;;0;;0;Equal;;;;;;;;https://github.com/python-babel/flask-babel;74%;0/11;Equal;0/243;True;100.0%;;TP
zope-component;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;;;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;1/14;Different;1027/1429;True;100.0%;;TP;https://github.com/zopefoundation/zope.component;5;;0;;0;Equal;;;;;;;;https://github.com/zopefoundation/zope.component;74%;1/14;Different;1027/1429;True;100.0%;;TP
shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;;;0/4;Equal;1184/1463;False;1.8%;Jupyter (Notebook%) - C++ (0.2%) - JavaScript (0.1%) - Cuda (0.0%) - PowerShell (0.0%);;https://github.com/slundberg/shap;5;;0;;0;Equal;;;;;;;;https://github.com/slundberg/shap;74%;0/4;Equal;1184/1463;False;1.8%;Jupyter (Notebook%) - C++ (0.2%) - JavaScript (0.1%) - Cuda (0.0%) - PowerShell (0.0%);
acme;https://github.com/certbot/certbot;https://github.com/certbot/certbot;https://github.com/ietf-wg-acme/acme;;https://github.com/certbot/certbot;https://github.com/certbot/certbot;;;7/7;Different;1495/1495;False;87.9%;Shell (9.9%) - Batchfile (0.8%) - Makefile (0.7%) - NSIS (0.3%) - Augeas (0.2%) - Other (0.2%);;https://github.com/certbot/certbot;3;https://github.com/ietf-wg-acme/acme;1;;0;Equal;;;;;;;;https://github.com/certbot/certbot;48%;7/7;Different;1495/1495;False;87.9%;Shell (9.9%) - Batchfile (0.8%) - Makefile (0.7%) - NSIS (0.3%) - Augeas (0.2%) - Other (0.2%);
msal;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;;;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;39/43;Different;3/1449;False;100.0%;;;https://github.com/azuread/microsoft-authentication-library-for-python;5;;0;;0;Equal;;;;;;;;https://github.com/azuread/microsoft-authentication-library-for-python;74%;39/43;Different;3/1449;False;100.0%;;
deprecation;https://github.com/briancurtin/deprecation;;;https://github.com/briancurtin/deprecation;https://github.com/briancurtin/deprecation;https://github.com/briancurtin/deprecation;;https://github.com/briancurtin/deprecation;0/11;Equal;9/1450;False;100.0%;;TP(?);https://github.com/briancurtin/deprecation;4;;0;;0;Equal;;;;;;;;https://github.com/briancurtin/deprecation;56%;0/11;Equal;9/1450;False;100.0%;;TP(?)
cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;0/4;Equal;4/1437;False;100.0%;;TP(?);https://github.com/sdispater/cleo;7;;0;;0;Equal;;;;;;;;https://github.com/sdispater/cleo;100%;0/4;Equal;4/1437;False;100.0%;;TP(?)
cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;;;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;0/12;Equal;43/1452;True;99.0%;Other (1.0%);TP;https://github.com/cookiecutter/cookiecutter;5;;0;;0;Equal;;;;;;;;https://github.com/cookiecutter/cookiecutter;74%;0/12;Equal;43/1452;True;99.0%;Other (1.0%);TP
