Package name;Badge URL;Homepage URL;Metadata URL;Readthedocs URL;Statistics URL;OSSGadget URL;Mode URL;Final URL;Real URL;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Real URL Score
civis;https://github.com/civisanalytics/civis-python;;;https://github.com/civisanalytics/civis-python;;https://github.com/civisanalytics/civis-python;https://github.com/civisanalytics/civis-python;https://github.com/civisanalytics/civis-python;https://github.com/civisanalytics/civis-python;1;1;1;1;4
m2crypto;;;;;;;;;https://github.com/m2crypto/m2crypto;1;-1;0;1;1
deepmerge;https://github.com/toumorokoshi/deepmerge;https://github.com/toumorokoshi/deepmerge;;https://github.com/toumorokoshi/deepmerge;;;https://github.com/toumorokoshi/deepmerge;https://github.com/toumorokoshi/deepmerge;https://github.com/toumorokoshi/deepmerge;1;1;0;1;3
compatibility-lib;;;;;https://github.com/googlecloudplatform/cloud-opensource-python;https://github.com/googlecloudplatform/cloud-opensource-python;https://github.com/googlecloudplatform/cloud-opensource-python;https://github.com/googlecloudplatform/cloud-opensource-python;https://github.com/googlecloudplatform/cloud-opensource-python;-1;-1;1;1;0
osqp;https://github.com/oxfordcontrol/osqp-python;https://github.com/oxfordcontrol/osqp;;;;https://github.com/oxfordcontrol/osqp-python;https://github.com/oxfordcontrol/osqp;https://github.com/oxfordcontrol/osqp;https://github.com/oxfordcontrol/osqp-python;1;-1;0;1;1
gsutil;;https://github.com/googlecloudplatform/gsutil;;;;;https://github.com/googlecloudplatform/gsutil;https://github.com/googlecloudplatform/gsutil;https://github.com/googlecloudplatform/gsutil;1;-1;0;1;1
maturin;https://github.com/pyo3/maturin;;;https://github.com/tox-dev/tox;;https://github.com/pyo3/maturin;https://github.com/pyo3/maturin;https://github.com/pyo3/maturin;https://github.com/pyo3/maturin;1;1;1;1;4
img2pdf;https://github.com/josch/img2pdf;;;;;;https://github.com/josch/img2pdf;https://github.com/josch/img2pdf;https://github.com/josch/img2pdf;1;1;0;1;3
sphinx-autobuild;;;;;;;;;https://github.com/garetjax/sphinx-autobuild;1;1;0;1;3
tlslite;;;;;;https://github.com/moxie0/convergence;;https://github.com/moxie0/convergence;https://github.com/trevp/tlslite;1;1;0;1;3
pytest-pep8;;;;;;https://github.com/pycqa/pycodestyle;;https://github.com/pycqa/pycodestyle;https://github.com/davidraleigh/pytest-pep8;1;-1;0;1;1
scs;;;https://github.com/cvxgrp/scs;;https://github.com/cvxgrp/scs;https://github.com/cvxgrp/scs;https://github.com/cvxgrp/scs;https://github.com/cvxgrp/scs;https://github.com/cvxgrp/scs;1;-1;0;-1;-1
ecos;;https://github.com/embotech/ecos;https://github.com/embotech/ecos;;https://github.com/embotech/ecos;https://github.com/embotech/ecos;https://github.com/embotech/ecos;https://github.com/embotech/ecos;https://github.com/embotech/ecos;1;-1;0;-1;-1
createsend;;https://github.com/campaignmonitor/createsend-python;;;;;https://github.com/campaignmonitor/createsend-python;https://github.com/campaignmonitor/createsend-python;https://github.com/campaignmonitor/createsend-python;1;-1;0;1;1
django-haystack;https://github.com/django-haystack/django-haystack;https://github.com/django-haystack/django-haystack;;https://github.com/django-haystack/django-haystack;;;https://github.com/django-haystack/django-haystack;https://github.com/django-haystack/django-haystack;https://github.com/django-haystack/django-haystack;1;1;0;1;3
rpy2;;https://github.com/rpy2/rpy2;;;;;https://github.com/rpy2/rpy2;https://github.com/rpy2/rpy2;https://github.com/rpy2/rpy2;1;-1;1;1;2
fastcluster;;;;;;https://github.com/dmuellner/fastcluster;;https://github.com/dmuellner/fastcluster;https://github.com/dmuellner/fastcluster;1;-1;0;1;1
nimbusml;;;;;;https://github.com/microsoft/nimbusml;;https://github.com/microsoft/nimbusml;https://github.com/microsoft/nimbusml;1;-1;0;1;1
python-heatclient;;https://github.com/openstack/python-heatclient;;;;;https://github.com/openstack/python-heatclient;https://github.com/openstack/python-heatclient;https://github.com/openstack/python-heatclient;1;1;1;1;4
peakutils;;;;https://github.com/irskep/sphinx-better-theme;;;https://github.com/irskep/sphinx-better-theme;https://github.com/irskep/sphinx-better-theme;https://github.com/lucashn/peakutils;1;1;0;1;3
testresources;;;;;;;;;https://github.com/testing-cabal/testresources;1;1;0;1;3
construct;;https://github.com/construct/construct;;;;;https://github.com/construct/construct;https://github.com/construct/construct;https://github.com/construct/construct;1;-1;0;1;1
asyncssh;;;;https://github.com/ronf/asyncssh;;https://github.com/ronf/asyncssh;https://github.com/ronf/asyncssh;https://github.com/ronf/asyncssh;https://github.com/ronf/asyncssh;1;1;0;1;3
twitter-common-lang;;;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;-1;-1;0;1;-1
twitter-common-dirutil;;;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;-1;-1;0;1;-1
pycontracts;;;;;https://github.com/andreacensi/contracts;https://github.com/andreacensi/contracts;https://github.com/andreacensi/contracts;https://github.com/andreacensi/contracts;https://github.com/andreacensi/contracts;1;1;0;1;3
twitter-common-options;;;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;-1;-1;0;1;-1
twitter-common-log;;;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;-1;-1;0;1;-1
flask-debugtoolbar;https://github.com/flask-debugtoolbar/flask-debugtoolbar;https://github.com/flask-debugtoolbar/flask-debugtoolbar;;https://github.com/flask-debugtoolbar/flask-debugtoolbar;;https://github.com/jazzband/django-debug-toolbar;https://github.com/flask-debugtoolbar/flask-debugtoolbar;https://github.com/flask-debugtoolbar/flask-debugtoolbar;https://github.com/flask-debugtoolbar/flask-debugtoolbar;1;-1;0;1;1
testrepository;;https://github.com/testing-cabal/testrepository;;;;;https://github.com/testing-cabal/testrepository;https://github.com/testing-cabal/testrepository;https://github.com/testing-cabal/testrepository;1;1;0;1;3
comet-ml;;;;;;;;;https://github.com/comet-ml/comet-ml;1;-1;1;0;1
pyopengl;https://github.com/mcfletch/pyopengl;;;;;https://github.com/mcfletch/pyopengl;https://github.com/mcfletch/pyopengl;https://github.com/mcfletch/pyopengl;https://github.com/mcfletch/pyopengl;1;1;1;1;4
eyed3;https://github.com/nicfit/eyed3;;;;;https://github.com/nicfit/eyed3;https://github.com/nicfit/eyed3;https://github.com/nicfit/eyed3;https://github.com/nicfit/eyed3;1;1;1;1;4
meson;;https://github.com/mesonbuild/meson;;;;;https://github.com/mesonbuild/meson;https://github.com/mesonbuild/meson;https://github.com/mesonbuild/meson;1;-1;1;1;2
pysmb;;https://github.com/miketeo/pysmb;;;;;https://github.com/miketeo/pysmb;https://github.com/miketeo/pysmb;https://github.com/miketeo/pysmb;1;1;0;1;3
gdata;;https://github.com/google/gdata-python-client;;;;;https://github.com/google/gdata-python-client;https://github.com/google/gdata-python-client;https://github.com/google/gdata-python-client;1;-1;0;1;1
homeassistant;;;;;https://github.com/home-assistant/core;https://github.com/home-assistant/core;https://github.com/home-assistant/core;https://github.com/home-assistant/core;https://github.com/home-assistant/core;-1;1;0;1;1
oss2;https://github.com/aliyun/aliyun-oss-python-sdk;;;;;https://github.com/aliyun/aliyun-oss-python-sdk;https://github.com/aliyun/aliyun-oss-python-sdk;https://github.com/aliyun/aliyun-oss-python-sdk;https://github.com/aliyun/aliyun-oss-python-sdk;-1;-1;1;1;0
pylama;;;;;;https://github.com/klen/pylama;;https://github.com/klen/pylama;https://github.com/klen/pylama;1;-1;0;1;1
tf-nightly;;;;;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow;-1;-1;-1;1;-2
wxpython;;;;;;https://github.com/wxwidgets/phoenix;;https://github.com/wxwidgets/phoenix;https://github.com/wxwidgets/phoenix;-1;1;0;1;1
deap;https://github.com/deap/deap;;;https://github.com/soravux/scoop;;https://github.com/deap/deap;https://github.com/deap/deap;https://github.com/deap/deap;https://github.com/deap/deap;1;-1;1;1;2
patool;;https://github.com/wummel/patool;;;;;https://github.com/wummel/patool;https://github.com/wummel/patool;https://github.com/wummel/patool;1;1;0;1;3
django-configurations;https://github.com/jazzband/django-configurations;https://github.com/jazzband/django-configurations;;https://github.com/jazzband/django-configurations;;;https://github.com/jazzband/django-configurations;https://github.com/jazzband/django-configurations;https://github.com/jazzband/django-configurations;1;1;1;1;4
keystonemiddleware;;https://github.com/openstack/keystonemiddleware;;;;https://github.com/openstack/keystone;https://github.com/openstack/keystonemiddleware;https://github.com/openstack/keystonemiddleware;https://github.com/openstack/keystonemiddleware;1;1;1;1;4
ipfshttpclient;https://github.com/richardlitt/standard-readme;;;https://github.com/python/mypy;;https://github.com/ipfs-shipyard/py-ipfs-http-client;https://github.com/richardlitt/standard-readme;https://github.com/richardlitt/standard-readme;https://github.com/ipfs-shipyard/py-ipfs-http-client;-1;1;1;1;2
pyramid-tm;https://github.com/pylons/pyramid_tm;;;;;https://github.com/pylons/pyramid_tm;https://github.com/pylons/pyramid_tm;https://github.com/pylons/pyramid_tm;https://github.com/pylons/pyramid_tm;1;-1;0;1;1
pysolar;;https://github.com/pingswept/pysolar;;;;;https://github.com/pingswept/pysolar;https://github.com/pingswept/pysolar;https://github.com/pingswept/pysolar;1;-1;0;1;1
aiokafka;;https://github.com/aio-libs/aiokafka;;;;;https://github.com/aio-libs/aiokafka;https://github.com/aio-libs/aiokafka;https://github.com/aio-libs/aiokafka;1;1;0;1;3
ovs;;https://github.com/openvswitch/ovs;;;;;https://github.com/openvswitch/ovs;https://github.com/openvswitch/ovs;https://github.com/openvswitch/ovs;1;-1;0;1;1
pyminizip;;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;1;1;0;-1;1
web-py;https://github.com/webpy/webpy;;;;;https://github.com/webpy/webpy;https://github.com/webpy/webpy;https://github.com/webpy/webpy;https://github.com/webpy/webpy;1;-1;0;1;1
websocket;;;;;;;;;;0;0;0;0;0
petname;;;;;;;;;https://github.com/dustinkirkland/python-petname;1;-1;0;1;1
repoze-who;https://github.com/repoze/repoze.who;;;;;;https://github.com/repoze/repoze.who;https://github.com/repoze/repoze.who;https://github.com/repoze/repoze.who;1;1;1;1;4
sphinxcontrib-napoleon;;;;https://github.com/numpy/numpy;;https://github.com/numpy/numpy;https://github.com/numpy/numpy;https://github.com/numpy/numpy;https://github.com/sphinx-contrib/napoleon;1;1;0;1;3
azure-functions;;;;;;https://github.com/azure/azure-functions-ux;;https://github.com/azure/azure-functions-ux;https://github.com/azure/azure-functions-python-library;1;1;0;1;3
xstatic-bootstrap-scss;;;https://github.com/twbs/bootstrap-sass;;https://github.com/twbs/bootstrap-sass;https://github.com/twbs/bootstrap-sass;https://github.com/twbs/bootstrap-sass;https://github.com/twbs/bootstrap-sass;https://github.com/openstack/xstatic-bootstrap-scss;1;1;0;1;3
pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;1;1;1;-1;2
pbkdf2;;https://github.com/dlitz/python-pbkdf2;;;;;https://github.com/dlitz/python-pbkdf2;https://github.com/dlitz/python-pbkdf2;https://github.com/dlitz/python-pbkdf2;1;-1;0;1;1
googleappenginecloudstorageclient;;;https://github.com/googlecloudplatform/appengine-gcs-client;;https://github.com/googlecloudplatform/appengine-gcs-client;https://github.com/googlecloudplatform/appengine-gcs-client;https://github.com/googlecloudplatform/appengine-gcs-client;https://github.com/googlecloudplatform/appengine-gcs-client;https://github.com/googlecloudplatform/appengine-gcs-client;-1;-1;0;1;-1
bashate;;;;;;https://github.com/pycqa/pycodestyle;;https://github.com/pycqa/pycodestyle;https://github.com/openstack/bashate;1;1;0;1;3
xlutils;https://github.com/python-excel/xlutils;https://github.com/python-excel/xlutils;;;;;https://github.com/python-excel/xlutils;https://github.com/python-excel/xlutils;https://github.com/python-excel/xlutils;1;1;1;1;4
cloudinary;;;;;;https://github.com/cloudinary/pycloudinary;;https://github.com/cloudinary/pycloudinary;https://github.com/cloudinary/pycloudinary;1;-1;0;1;1
fastai;https://github.com/fastai/docker-containers;;;;https://github.com/fastai/fastai;https://github.com/fastai/fastai;https://github.com/fastai/docker-containers;https://github.com/fastai/docker-containers;https://github.com/fastai/fastai;1;1;1;1;4
twitter;https://github.com/python-twitter-tools/twitter;https://github.com/python-twitter-tools/twitter;;;;;https://github.com/python-twitter-tools/twitter;https://github.com/python-twitter-tools/twitter;https://github.com/sixohsix/twitter;1;1;0;1;3
atpublic;;;;https://github.com/readthedocs/sphinx_rtd_theme;;;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/readthedocs/sphinx_rtd_theme;;0;0;0;0;0
faulthandler;https://github.com/vstinner/faulthandler;;;;;;https://github.com/vstinner/faulthandler;https://github.com/vstinner/faulthandler;https://github.com/vstinner/faulthandler;1;1;1;1;4
streamlit;;;;;;;;;https://github.com/streamlit/streamlit;1;-1;0;1;1
os-testr;;;;https://github.com/mtreinish/stestr;;;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr;https://github.com/openstack/os-testr;1;1;1;1;4
blaze;https://github.com/blaze/blaze;;;;;https://github.com/blaze/blaze;https://github.com/blaze/blaze;https://github.com/blaze/blaze;https://github.com/blaze/blaze;1;1;0;1;3
carbon;;https://github.com/graphite-project/carbon;;;;https://github.com/graphite-project/graphite-web;https://github.com/graphite-project/carbon;https://github.com/graphite-project/carbon;https://github.com/graphite-project/carbon;1;-1;0;1;1
jsonpath;;https://github.com/masukomi/jsonpath-perl;;;;https://github.com/masukomi/jsonpath-perl;https://github.com/masukomi/jsonpath-perl;https://github.com/masukomi/jsonpath-perl;;0;0;0;0;0
pyramid-debugtoolbar;;;;;;https://github.com/pylons/pyramid_debugtoolbar;;https://github.com/pylons/pyramid_debugtoolbar;https://github.com/pylons/pyramid_debugtoolbar;1;1;0;1;3
pathmatch;;https://github.com/demurgos/py-pathmatch;https://github.com/demurgos/py-pathmatch;;;;https://github.com/demurgos/py-pathmatch;https://github.com/demurgos/py-pathmatch;https://github.com/demurgos/py-pathmatch;1;1;0;1;3
jenkins-job-builder;;;;https://github.com/readthedocs/sphinx_rtd_theme;;;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/readthedocs/sphinx_rtd_theme;;0;0;0;0;0
kivy;;;;;;;;;https://github.com/kivy/kivy;1;-1;0;1;1
json-encoder;https://github.com/nzme/json-encoder;;;;;;https://github.com/nzme/json-encoder;https://github.com/nzme/json-encoder;https://github.com/nzme/json-encoder;1;1;1;1;4
google-python-cloud-debugger;;;https://github.com/googlecloudplatform/cloud-debug-python;;https://github.com/googlecloudplatform/cloud-debug-python;https://github.com/googlecloudplatform/cloud-debug-python;https://github.com/googlecloudplatform/cloud-debug-python;https://github.com/googlecloudplatform/cloud-debug-python;https://github.com/googlecloudplatform/cloud-debug-python;-1;-1;0;1;-1
kfp-server-api;;;https://github.com/kubeflow/pipelines;;https://github.com/kubeflow/pipelines;https://github.com/kubeflow/pipelines;https://github.com/kubeflow/pipelines;https://github.com/kubeflow/pipelines;https://github.com/kubeflow/pipelines;-1;-1;0;1;-1
simplekml;;https://github.com/eisoldt/simplekml;;;;;https://github.com/eisoldt/simplekml;https://github.com/eisoldt/simplekml;https://github.com/eisoldt/simplekml;1;1;0;1;3
pyviz-comms;;;;;;;;;https://github.com/holoviz/pyviz_comms;1;1;0;1;3
browsermob-proxy;;https://github.com/automatedtester/browsermob-proxy-py;;;;;https://github.com/automatedtester/browsermob-proxy-py;https://github.com/automatedtester/browsermob-proxy-py;https://github.com/automatedtester/browsermob-proxy-py;1;-1;0;1;1
pycountry-convert;;;;https://github.com/readthedocs/sphinx_rtd_theme;;;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/readthedocs/sphinx_rtd_theme;;0;0;0;0;0
http-ece;;;https://github.com/web-push-libs/encrypted-content-encoding;;https://github.com/web-push-libs/encrypted-content-encoding;https://github.com/web-push-libs/encrypted-content-encoding;https://github.com/web-push-libs/encrypted-content-encoding;https://github.com/web-push-libs/encrypted-content-encoding;https://github.com/web-push-libs/encrypted-content-encoding;-1;-1;0;1;-1
gdal;;https://github.com/osgeo/gdal;;;;;https://github.com/osgeo/gdal;https://github.com/osgeo/gdal;https://github.com/osgeo/gdal;1;-1;0;1;1
positional;https://github.com/morganfainberg/positional;;;;;;https://github.com/morganfainberg/positional;https://github.com/morganfainberg/positional;https://github.com/morganfainberg/positional;1;1;0;1;3
bpython;;;;;;;;;https://github.com/bpython/bpython;1;-1;1;1;2
holoviews;https://github.com/holoviz/holoviews;;;;;https://github.com/holoviz/holoviews;https://github.com/holoviz/holoviews;https://github.com/holoviz/holoviews;https://github.com/holoviz/holoviews;1;1;1;1;4
taskflow;;;;;;;;;https://github.com/openstack/taskflow;1;1;1;1;4
netstorageapi;https://github.com/akamai/netstoragekit-python;;;;;;https://github.com/akamai/netstoragekit-python;https://github.com/akamai/netstoragekit-python;https://github.com/akamai/netstoragekit-python;-1;1;1;1;2
hpsklearn;;;;;https://github.com/hyperopt/hyperopt-sklearn;https://github.com/hyperopt/hyperopt-sklearn;https://github.com/hyperopt/hyperopt-sklearn;https://github.com/hyperopt/hyperopt-sklearn;https://github.com/hyperopt/hyperopt-sklearn;-1;1;0;1;1
twitter-common-confluence;;;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;-1;-1;0;1;-1
proto-google-cloud-spanner-v1;;;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;-1;-1;0;-1;-3
gapic-google-cloud-spanner-v1;;;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;-1;-1;0;-1;-3
gapic-google-cloud-spanner-admin-instance-v1;;;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;-1;-1;0;-1;-3
gapic-google-cloud-spanner-admin-database-v1;;;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;-1;-1;0;-1;-3
proto-google-cloud-spanner-admin-instance-v1;;;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;-1;-1;0;-1;-3
proto-google-cloud-spanner-admin-database-v1;;;https://github.com/googleapis/googleapis;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;-1;-1;0;-1;-3
dai-sgqlc-3-5;;;;https://github.com/pypa/pipenv;;https://github.com/graphql/graphiql;https://github.com/pypa/pipenv;https://github.com/pypa/pipenv;https://github.com/profusion/sgqlc;1;1;0;1;3
pysal;https://github.com/pysal/pysal;;;;;https://github.com/pysal/pysal;https://github.com/pysal/pysal;https://github.com/pysal/pysal;https://github.com/pysal/pysal;1;1;1;-1;2
tensorflow-cpu;;;;;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow;1;-1;-1;1;0
logger;;;;;;;;;;0;0;0;0;0
systemd-python;;;https://github.com/systemd/python-systemd;;https://github.com/systemd/python-systemd;https://github.com/systemd/python-systemd;https://github.com/systemd/python-systemd;https://github.com/systemd/python-systemd;https://github.com/systemd/python-systemd;-1;-1;0;1;-1
repoze-sendmail;https://github.com/repoze/repoze.sendmail;;;;;;https://github.com/repoze/repoze.sendmail;https://github.com/repoze/repoze.sendmail;https://github.com/repoze/repoze.sendmail;1;-1;1;1;2
ocspresponder;;;;;;;;;;0;0;0;0;0
pylzma;;https://github.com/fancycode/pylzma;;;;;https://github.com/fancycode/pylzma;https://github.com/fancycode/pylzma;https://github.com/fancycode/pylzma;1;-1;0;1;1
geoip;;;;;;;;;https://github.com/maxmind/geoip-api-python;1;-1;0;1;1
hypercorn;;;;https://github.com/tox-dev/tox;;https://github.com/python-hyper/h2;https://github.com/tox-dev/tox;https://github.com/tox-dev/tox;;0;0;0;0;0
twitter-ads;;;;;https://github.com/twitterdev/twitter-python-ads-sdk;https://github.com/twitterdev/twitter-python-ads-sdk;https://github.com/twitterdev/twitter-python-ads-sdk;https://github.com/twitterdev/twitter-python-ads-sdk;https://github.com/twitterdev/twitter-python-ads-sdk;-1;-1;1;1;0
twitter-common-contextutil;;;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;-1;-1;0;1;-1
stem;;https://github.com/torproject/stem;;;;;https://github.com/torproject/stem;https://github.com/torproject/stem;https://github.com/torproject/stem;1;-1;0;1;1
twitter-common-util;;;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;-1;-1;0;1;-1
twitter-common-app;;;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter/commons;-1;-1;0;1;-1
twitter-common-process;;;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;-1;-1;0;1;-1
twitter-common-string;;;https://github.com/twitter-archive/commons;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;-1;-1;0;1;-1
plotly-express;;;;;https://github.com/plotly/plotly_express;https://github.com/plotly/plotly_express;https://github.com/plotly/plotly_express;https://github.com/plotly/plotly_express;https://github.com/plotly/plotly_express;1;1;0;1;3
tox-monorepo;;;https://github.com/azure/azure-sdk-tools;;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;-1;-1;0;1;-1
dedupe;;;https://github.com/dedupeio/dedupe;;https://github.com/dedupeio/dedupe;;https://github.com/dedupeio/dedupe;https://github.com/dedupeio/dedupe;https://github.com/dedupeio/dedupe;1;-1;0;1;1
pydns;;;;;;;;;;0;0;0;0;0
dvc;https://github.com/iterative/dvc;https://github.com/iterative/dvc;;;https://github.com/iterative/dvc;;https://github.com/iterative/dvc;https://github.com/iterative/dvc;https://github.com/iterative/dvc;1;1;1;1;4
pytorch;;;;;;;;;;0;0;0;0;0
datefinder;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder;;https://github.com/akoumjian/datefinder;;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder;1;1;1;1;4
rook;;;;;;;;;;0;0;0;0;0
pyfarmhash;;;https://github.com/veelion/python-farmhash;;https://github.com/veelion/python-farmhash;https://github.com/veelion/python-farmhash;https://github.com/veelion/python-farmhash;https://github.com/veelion/python-farmhash;https://github.com/veelion/python-farmhash;-1;-1;0;1;-1
sphinx-bootstrap-theme;;https://github.com/ryan-roemer/sphinx-bootstrap-theme;;;;;https://github.com/ryan-roemer/sphinx-bootstrap-theme;https://github.com/ryan-roemer/sphinx-bootstrap-theme;https://github.com/ryan-roemer/sphinx-bootstrap-theme;1;1;0;1;3
lmfit;;https://github.com/lmfit/lmfit-py;;;;;https://github.com/lmfit/lmfit-py;https://github.com/lmfit/lmfit-py;https://github.com/lmfit/lmfit-py;1;-1;1;1;2
edx-organizations;;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;;https://github.com/edx/edx-organizations;;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;1;1;0;1;3
mechanicalsoup;https://github.com/mechanicalsoup/mechanicalsoup;;;https://github.com/jjlee/mechanize;;https://github.com/mechanicalsoup/mechanicalsoup;https://github.com/jjlee/mechanize;https://github.com/jjlee/mechanize;https://github.com/mechanicalsoup/mechanicalsoup;1;1;1;1;4
pyqtgraph;;;;;;;;;https://github.com/pyqtgraph/pyqtgraph;1;-1;1;1;2
python-jsonschema-objects;;https://github.com/cwacek/python-jsonschema-objects;;;;;https://github.com/cwacek/python-jsonschema-objects;https://github.com/cwacek/python-jsonschema-objects;https://github.com/cwacek/python-jsonschema-objects;1;-1;0;1;1
simhash;;https://github.com/1e0ng/simhash;;;;;https://github.com/1e0ng/simhash;https://github.com/1e0ng/simhash;https://github.com/leonsim/simhash;1;-1;0;1;1
python-igraph;;https://github.com/igraph/python-igraph;;https://github.com/kozea/cairocffi;;;https://github.com/igraph/python-igraph;https://github.com/igraph/python-igraph;https://github.com/igraph/python-igraph;1;-1;1;1;2
bcdoc;https://github.com/boto/bcdoc;;;;;;https://github.com/boto/bcdoc;https://github.com/boto/bcdoc;https://github.com/boto/bcdoc;1;1;0;1;3
doc-warden;;;https://github.com/azure/azure-sdk-tools;;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;-1;-1;0;1;-1
python-mistralclient;;https://github.com/openstack/python-mistralclient;;;;;https://github.com/openstack/python-mistralclient;https://github.com/openstack/python-mistralclient;https://github.com/openstack/python-mistralclient;1;1;1;1;4
frida;;https://github.com/frida/frida;;;;;https://github.com/frida/frida;https://github.com/frida/frida;https://github.com/frida/frida;1;-1;0;1;1
salt;;;;;;https://github.com/saltstack/salt;;https://github.com/saltstack/salt;https://github.com/saltstack/salt;1;-1;1;1;2
quart;;;;https://github.com/tox-dev/tox;;;https://github.com/tox-dev/tox;https://github.com/tox-dev/tox;https://github.com/pgjones/quart;1;1;1;1;4
colcon-output;;;;;;https://github.com/colcon/colcon-output;;https://github.com/colcon/colcon-output;https://github.com/colcon/colcon-output;1;1;0;1;3
locust;https://github.com/locustio/locust;https://github.com/locustio/locust;https://github.com/locustio/locust;;https://github.com/locustio/locust;;https://github.com/locustio/locust;https://github.com/locustio/locust;https://github.com/locustio/locust;1;1;1;1;4
pomegranate;;;;;;;;;https://github.com/jmschrei/pomegranate;1;-1;0;1;1
