Package name;Badge URL;Homepage URL;Metadata URL;Readthedocs URL;Statistics URL;OSSGadget URL;Mode URL;Final URL;Real URL;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Real URL Score
pydevd-pycharm;https://github.com/fabioz/pydev.debugger;;https://github.com/jetbrains/intellij-community;;https://github.com/jetbrains/intellij-community;https://github.com/jetbrains/intellij-community;https://github.com/jetbrains/intellij-community;https://github.com/jetbrains/intellij-community;https://github.com/fabioz/pydev.debugger;-1;1;0;1;1
tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;1;1;1;1;4
pydeck;;https://github.com/visgl/deck.gl;;;https://github.com/visgl/deck.gl;https://github.com/visgl/deck.gl;https://github.com/visgl/deck.gl;https://github.com/visgl/deck.gl;https://github.com/visgl/deck.gl;-1;-1;0;1;-1
slugid;;https://github.com/taskcluster/slugid.py;;;;;https://github.com/taskcluster/slugid.py;https://github.com/taskcluster/slugid.py;https://github.com/taskcluster/slugid.py;1;-1;1;1;2
bpemb;;https://github.com/bheinzerling/bpemb;;;;;https://github.com/bheinzerling/bpemb;https://github.com/bheinzerling/bpemb;https://github.com/bheinzerling/bpemb;1;1;0;1;3
ryu;;;;https://github.com/faucetsdn/ryu;;https://github.com/faucetsdn/ryu;https://github.com/faucetsdn/ryu;https://github.com/faucetsdn/ryu;https://github.com/osrg/ryu;1;1;0;1;3
pypowervm;;;;;;;;;https://github.com/powervm/pypowervm;1;1;0;1;3
pafy;https://github.com/mps-youtube/pafy;;;;;;https://github.com/mps-youtube/pafy;https://github.com/mps-youtube/pafy;https://github.com/mps-youtube/pafy;1;1;1;1;4
python-owasp-zap-v2-4;;;;;https://github.com/zaproxy/zap-api-python;https://github.com/zaproxy/zap-api-python;https://github.com/zaproxy/zap-api-python;https://github.com/zaproxy/zap-api-python;https://github.com/zaproxy/zap-api-python;-1;-1;1;1;0
delighted;https://github.com/delighted/delighted-python;;;;;;https://github.com/delighted/delighted-python;https://github.com/delighted/delighted-python;https://github.com/delighted/delighted-python;1;1;0;1;3
openexr;;;;;;;;;;0;0;0;0;0
teradatasql;;;;;;https://github.com/teradata/python-driver;;https://github.com/teradata/python-driver;https://github.com/teradata/python-driver;-1;1;0;0;0
optunity;https://github.com/claesenm/optunity;;;;;https://github.com/claesenm/optunity;https://github.com/claesenm/optunity;https://github.com/claesenm/optunity;https://github.com/claesenm/optunity;1;1;1;1;4
cmake-format;;;;https://github.com/cheshirekow/cmake-tools-rtd;;;https://github.com/cheshirekow/cmake-tools-rtd;https://github.com/cheshirekow/cmake-tools-rtd;https://github.com/cheshirekow/cmake-tools-rtd;-1;-1;0;1;-1
update;;;;;;;;;;0;0;0;0;0
constructs;;https://github.com/aws/constructs;https://github.com/aws/constructs;;https://github.com/aws/constructs;https://github.com/aws/constructs;https://github.com/aws/constructs;https://github.com/aws/constructs;https://github.com/aws/constructs;1;1;1;-1;2
plaidml;;;;;;;;;https://github.com/plaidml/plaidml;1;-1;0;1;1
simpy;;;;https://github.com/readthedocs/sphinx_rtd_theme;;https://github.com/r-simmer/simmer;https://github.com/readthedocs/sphinx_rtd_theme;https://github.com/readthedocs/sphinx_rtd_theme;;0;0;0;0;0
orionsdk;;;;;;https://github.com/solarwinds/orionsdk-python;;https://github.com/solarwinds/orionsdk-python;https://github.com/solarwinds/orionsdk-python;1;-1;0;1;1
chargebee;;https://github.com/chargebee/chargebee-python;;;;;https://github.com/chargebee/chargebee-python;https://github.com/chargebee/chargebee-python;https://github.com/chargebee/chargebee-python;1;-1;1;1;2
python-firebase;https://github.com/ozgur/python-firebase;https://github.com/ozgur/python-firebase;;;;;https://github.com/ozgur/python-firebase;https://github.com/ozgur/python-firebase;https://github.com/ozgur/python-firebase;1;1;0;1;3
cloudbridge;;https://github.com/cloudve/cloudbridge;;;;;https://github.com/cloudve/cloudbridge;https://github.com/cloudve/cloudbridge;https://github.com/cloudve/cloudbridge;1;-1;1;1;2
zc-buildout;https://github.com/buildout/buildout;;;;;https://github.com/buildout/buildout;https://github.com/buildout/buildout;https://github.com/buildout/buildout;https://github.com/buildout/buildout;1;-1;0;1;1
yaql;;https://github.com/openstack/yaql;;https://github.com/openstack/yaql;;;https://github.com/openstack/yaql;https://github.com/openstack/yaql;https://github.com/openstack/yaql;1;1;0;1;3
circus;;;;https://github.com/circus-tent/circus;;;https://github.com/circus-tent/circus;https://github.com/circus-tent/circus;https://github.com/circus-tent/circus;1;-1;0;1;1
django-hijack-admin;;;;;;https://github.com/django-hijack/django-hijack;;https://github.com/django-hijack/django-hijack;https://github.com/arteria/django-hijack;1;-1;-1;1;0
aws-kinesis-agg;;;https://github.com/awslabs/kinesis-aggregation;;https://github.com/awslabs/kinesis-aggregation;https://github.com/awslabs/kinesis-aggregation;https://github.com/awslabs/kinesis-aggregation;https://github.com/awslabs/kinesis-aggregation;https://github.com/awslabs/kinesis-aggregation;-1;-1;0;1;-1
helper;;https://github.com/gmr/helper;;https://github.com/gmr/helper;;;https://github.com/gmr/helper;https://github.com/gmr/helper;https://github.com/gmr/helper;1;-1;1;1;2
json-minify;;;;;https://github.com/getify/json.minify;https://github.com/getify/json.minify;https://github.com/getify/json.minify;https://github.com/getify/json.minify;https://github.com/getify/json.minify;1;-1;0;0;0
darglint;;;;https://github.com/numpy/numpydoc;;https://github.com/terrencepreilly/darglint;https://github.com/numpy/numpydoc;https://github.com/numpy/numpydoc;https://github.com/terrencepreilly/darglint;1;1;0;1;3
murmurhash3;;;;;;https://github.com/veegee/mmh3;;https://github.com/veegee/mmh3;https://github.com/veegee/mmh3;-1;-1;0;1;-1
pyramid-beaker;;;;;;https://github.com/pylons/pyramid_beaker;;https://github.com/pylons/pyramid_beaker;https://github.com/pylons/pyramid_beaker;1;-1;0;1;1
sas7bdat;;;;;;https://github.com/biostatmatt/sas7bdat;;https://github.com/biostatmatt/sas7bdat;;0;0;0;0;0
pyobjc-framework-launchservices;;;;https://github.com/ronaldoussoren/pyobjc;;;https://github.com/ronaldoussoren/pyobjc;https://github.com/ronaldoussoren/pyobjc;https://github.com/ronaldoussoren/pyobjc;1;-1;0;1;1
zvmcloudconnector;;;https://github.com/mfcloud/python-zvm-sdk;;https://github.com/mfcloud/python-zvm-sdk;https://github.com/mfcloud/python-zvm-sdk;https://github.com/mfcloud/python-zvm-sdk;https://github.com/mfcloud/python-zvm-sdk;https://github.com/mfcloud/python-zvm-sdk;-1;-1;0;1;-1
django-slack;;https://github.com/lamby/django-slack;;;;;https://github.com/lamby/django-slack;https://github.com/lamby/django-slack;https://github.com/lamby/django-slack;1;-1;0;1;1
