Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position;Final URL;Occ. final URL;Second URL;Occ. second URL;Third URL;Occ. third URL;URLs similarity
socketio-client;https://github.com/invisibleroads/socketio-client;https://github.com/invisibleroads/socketio-client;;;https://github.com/invisibleroads/socketio-client;https://github.com/invisibleroads/socketio-client;;https://github.com/invisibleroads/socketio-client;0/15;Equal;10/1450;False;91.3%;JavaScript (7.2%) - HTML (1.5%);TP(?);https://github.com/invisibleroads/socketio-client;4;;0;;0;Equal
freetype-py;https://github.com/rougier/freetype-py;https://github.com/rougier/freetype-py;https://github.com/rougier/freetype-py;https://github.com/rougier/freetype-py;https://github.com/rougier/freetype-py;https://github.com/rougier/freetype-py;;;0/11;Equal;6/1472;False;100.0%;;TP(?);https://github.com/rougier/freetype-py;5;;0;;0;Equal
aws-cdk-aws-apigateway;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;15/22;Substring;1165/1456;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%);;https://github.com/aws/aws-cdk;3;;0;;0;Equal
twitter-ads;https://github.com/twitterdev/twitter-python-ads-sdk;;;;;https://github.com/twitterdev/twitter-python-ads-sdk;;;11/22;Different;1442/1442;True;99.5%;Shell (0.5%);TP;https://github.com/twitterdev/twitter-python-ads-sdk;1;;0;;0;Equal
python-miio;https://github.com/rytilahti/python-miio;https://github.com/rytilahti/python-miio;https://github.com/rytilahti/python-miio;https://github.com/rytilahti/python-miio;https://github.com/rytilahti/python-miio;https://github.com/rytilahti/python-miio;https://github.com/openmihome/mihome-binary-protocol;https://github.com/rytilahti/python-miio;0/11;Equal;35/1465;True;100.0%;;TP;https://github.com/rytilahti/python-miio;6;https://github.com/openmihome/mihome-binary-protocol;1;;0;Equal
pymisp;https://github.com/misp/pymisp;https://github.com/misp/pymisp;;;https://github.com/misp/pymisp;https://github.com/misp/pymisp;;https://github.com/misp/pymisp;0/6;Equal;2/1469;True;99.9%;Shell (0.1%);TP;https://github.com/misp/pymisp;4;;0;;0;Equal
case-conversion;https://github.com/alejandrofrias/case-conversion;https://github.com/alejandrofrias/case-conversion;https://github.com/alejandrofrias/case-conversion;https://github.com/alejandrofrias/case-conversion;https://github.com/alejandrofrias/case-conversion;https://github.com/alejandrofrias/case-conversion;;;0/15;Equal;1454/1461;False;100.0%;;;https://github.com/alejandrofrias/case-conversion;5;;0;;0;Equal
handyspark;https://github.com/dvgodoy/handyspark;https://github.com/dvgodoy/handyspark;https://github.com/dvgodoy/handyspark;https://github.com/dvgodoy/handyspark;https://github.com/dvgodoy/handyspark;https://github.com/dvgodoy/handyspark;;;0/10;Equal;1404/1470;False;47.5%;Jupyter (Notebook%);;https://github.com/dvgodoy/handyspark;5;;0;;0;Equal
twitter-common-contextutil;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;20/26;Different;84/84;False;29.8%;Java (65.8%) - Thrift (1.6%) - JavaScript (0.8%) - Shell (0.7%) - GAP (0.7%) - Other (0.6%);FP(?);https://github.com/twitter-archive/commons;3;;0;;0;Equal
js2xml;https://github.com/scrapinghub/js2xml;https://github.com/scrapinghub/js2xml;https://github.com/scrapinghub/js2xml;https://github.com/scrapinghub/js2xml;https://github.com/scrapinghub/js2xml;https://github.com/scrapinghub/js2xml;;;0/6;Equal;1275/1437;False;98.6%;Shell (1.4%);;https://github.com/scrapinghub/js2xml;5;;0;;0;Equal
beatbox;;;;;;;;;;;;;;;;;0;;0;;0;Equal
libusb1;https://github.com/vpelletier/python-libusb1;https://github.com/vpelletier/python-libusb1;;https://github.com/vpelletier/python-libusb1;https://github.com/vpelletier/python-libusb1;https://github.com/vpelletier/python-libusb1;;;7/14;Substring;521/1437;False;99.2%;Shell (0.8%);TP(?);https://github.com/vpelletier/python-libusb1;4;;0;;0;Equal
cos-python-sdk-v5;https://github.com/tencentyun/cos-python-sdk-v5;;;https://github.com/tencentyun/cos-python-sdk-v5;;;;https://github.com/tencentyun/cos-python-sdk-v5;0/17;Equal;16/444;https://pypi.org/search;100.0%;;TP(?);https://github.com/tencentyun/cos-python-sdk-v5;2;;0;;0;Equal
awkward;https://github.com/scikit-hep/awkward-1.0;https://github.com/scikit-hep/awkward-1.0;;;https://github.com/scikit-hep/awkward-1.0;https://github.com/scikit-hep/awkward-1.0;https://github.com/scikit-hep/awkward-1.0;https://github.com/scikit-hep/awkward-1.0;4/11;Substring;5/1457;True;33.1%;C++ (49.5%) - Jupyter (Notebook%) - C (2.2%) - Cuda (1.9%) - Shell (0.5%) - Other (0.1%);TP;https://github.com/scikit-hep/awkward-1.0;5;;0;;0;Equal
django-cms;https://github.com/django-cms/django-cms;;;https://github.com/django-cms/django-cms;;;https://github.com/nephila/djangocms-installer;https://github.com/django-cms/django-cms;0/10;Equal;56/1457;True;59.7%;JavaScript (31.7%) - HTML (5.2%) - SCSS (3.4%);TP;https://github.com/django-cms/django-cms;2;https://github.com/nephila/djangocms-installer;1;;0;Equal
apispec-webframeworks;https://github.com/marshmallow-code/apispec-webframeworks;https://github.com/marshmallow-code/apispec-webframeworks;https://github.com/marshmallow-code/apispec-webframeworks;https://github.com/marshmallow-code/apispec-webframeworks;https://github.com/marshmallow-code/apispec-webframeworks;https://github.com/marshmallow-code/apispec-webframeworks;https://github.com/marshmallow-code/marshmallow;https://github.com/psf/black;0/21;Equal;41/1429;True;100.0%;;TP;https://github.com/marshmallow-code/apispec-webframeworks;5;https://github.com/marshmallow-code/marshmallow;1;https://github.com/psf/black;1;Equal
lomond;https://github.com/wildfoundry/dataplicity-lomond;https://github.com/wildfoundry/dataplicity-lomond;https://github.com/wildfoundry/dataplicity-lomond;https://github.com/wildfoundry/dataplicity-lomond;https://github.com/wildfoundry/dataplicity-lomond;https://github.com/wildfoundry/dataplicity-lomond;https://github.com/wildfoundry/dataplicity-lomond;;12/18;Substring;1/1446;True;99.9%;Shell (0.1%);TP;https://github.com/wildfoundry/dataplicity-lomond;6;;0;;0;Equal
pyhdb;https://github.com/sap/pyhdb;https://github.com/sap/pyhdb;https://github.com/sap/pyhdb;https://github.com/sap/pyhdb;https://github.com/sap/pyhdb;https://github.com/sap/pyhdb;;;0/5;Equal;108/1453;False;100.0%;;TP(?);https://github.com/sap/pyhdb;5;;0;;0;Equal
python-keyczar;;;;;;;;;;;;;;;;;0;;0;;0;Equal
cma;https://github.com/cma-es/pycma;https://github.com/cma-es/pycma;https://github.com/cma-es/pycma;https://github.com/cma-es/pycma;https://github.com/cma-es/pycma;https://github.com/cma-es/pycma;;;2/5;Substring;1160/1454;False;100.0%;;;https://github.com/cma-es/pycma;5;;0;;0;Equal
antigate;https://github.com/gotlium/antigate;https://github.com/gotlium/antigate;https://github.com/gotlium/antigate;https://github.com/gotlium/antigate;https://github.com/gotlium/antigate;https://github.com/gotlium/antigate;;;0/8;Equal;1223/1499;True;96.0%;Makefile (4.0%);TP;https://github.com/gotlium/antigate;5;;0;;0;Equal
forex-python;https://github.com/micropyramid/forex-python;https://github.com/micropyramid/forex-python;https://github.com/micropyramid/forex-python;https://github.com/micropyramid/forex-python;https://github.com/micropyramid/forex-python;https://github.com/micropyramid/forex-python;;;0/12;Equal;1011/1445;False;100.0%;;;https://github.com/micropyramid/forex-python;5;;0;;0;Equal
stem;;;https://github.com/torproject/stem;;;;;;;;;;;;;https://github.com/torproject/stem;1;;0;;0;Different
aws-cdk-aws-autoscaling-common;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;23/30;Substring;1104/1456;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%);;https://github.com/aws/aws-cdk;3;;0;;0;Equal
wirerope;https://github.com/youknowone/wirerope;https://github.com/youknowone/wirerope;https://github.com/youknowone/wirerope;https://github.com/youknowone/wirerope;https://github.com/youknowone/wirerope;https://github.com/youknowone/wirerope;;;0/8;Equal;44/1416;False;100.0%;;TP(?);https://github.com/youknowone/wirerope;5;;0;;0;Equal
rstcheck;https://github.com/myint/rstcheck;https://github.com/myint/rstcheck;https://github.com/myint/rstcheck;https://github.com/myint/rstcheck;https://github.com/myint/rstcheck;https://github.com/myint/rstcheck;;https://github.com/myint/rstcheck;0/8;Equal;181/1405;False;93.0%;Shell (5.6%) - Makefile (1.4%);TP(?);https://github.com/myint/rstcheck;6;;0;;0;Equal
django-json-widget;https://github.com/jmrivas86/django-json-widget;https://github.com/jmrivas86/django-json-widget;https://github.com/jmrivas86/django-json-widget;https://github.com/jmrivas86/django-json-widget;https://github.com/jmrivas86/django-json-widget;https://github.com/jmrivas86/django-json-widget;;https://github.com/jmrivas86/django-json-widget;0/18;Equal;36/1445;True;70.2%;HTML (20.6%) - Makefile (9.2%);TP;https://github.com/jmrivas86/django-json-widget;6;;0;;0;Equal
sqlalchemy-continuum;https://github.com/kvesteri/sqlalchemy-continuum;https://github.com/kvesteri/sqlalchemy-continuum;;https://github.com/kvesteri/sqlalchemy-continuum;https://github.com/kvesteri/sqlalchemy-continuum;https://github.com/kvesteri/sqlalchemy-continuum;;;0/20;Equal;1396/1445;True;100.0%;;TP;https://github.com/kvesteri/sqlalchemy-continuum;4;;0;;0;Equal
pycallgraph;https://github.com/gak/pycallgraph;;https://github.com/gak/pycallgraph;https://github.com/gak/pycallgraph;;;;https://github.com/gak/pycallgraph;0/11;Equal;463/1460;False;98.8%;Makefile (1.2%);TP(?);https://github.com/gak/pycallgraph;3;;0;;0;Equal
twitter-common-util;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;13/19;Different;84/84;False;29.8%;Java (65.8%) - Thrift (1.6%) - JavaScript (0.8%) - Shell (0.7%) - GAP (0.7%) - Other (0.6%);FP(?);https://github.com/twitter-archive/commons;3;;0;;0;Equal
tap-py;https://github.com/python-tap/tappy;https://github.com/python-tap/tappy;;;https://github.com/python-tap/tappy;https://github.com/python-tap/tappy;https://github.com/python-tap/tappy;;1/6;Different;1062/1452;True;100.0%;;TP;https://github.com/python-tap/tappy;4;;0;;0;Equal
django-impersonate;;;;;;;;;;;;;;;;;0;;0;;0;Equal
kneed;https://github.com/arvkevi/kneed;https://github.com/arvkevi/kneed;;https://github.com/arvkevi/kneed;https://github.com/arvkevi/kneed;https://github.com/arvkevi/kneed;https://github.com/arvkevi/kneed;;0/5;Equal;18/1444;False;99.8%;Shell (0.2%);TP(?);https://github.com/arvkevi/kneed;5;;0;;0;Equal
uproot-methods;https://github.com/scikit-hep/uproot3-methods;https://github.com/scikit-hep/uproot3-methods;;https://github.com/scikit-hep/uproot3-methods;https://github.com/scikit-hep/uproot3-methods;https://github.com/scikit-hep/uproot3-methods;;;1/15;Different;541/1235;False;100.0%;;TP(?);https://github.com/scikit-hep/uproot3-methods;4;;0;;0;Equal
twitter-common-app;https://github.com/twitter-archive/commons;;;;;https://github.com/twitter-archive/commons;;;12/18;Different;84/84;False;29.8%;Java (65.8%) - Thrift (1.6%) - JavaScript (0.8%) - Shell (0.7%) - GAP (0.7%) - Other (0.6%);FP(?);https://github.com/twitter-archive/commons;1;;0;;0;Equal
twitter-common-process;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;15/22;Different;84/84;False;29.8%;Java (65.8%) - Thrift (1.6%) - JavaScript (0.8%) - Shell (0.7%) - GAP (0.7%) - Other (0.6%);FP(?);https://github.com/twitter-archive/commons;3;;0;;0;Equal
hunspell;https://github.com/blatinier/pyhunspell;https://github.com/blatinier/pyhunspell;https://github.com/blatinier/pyhunspell;;https://github.com/blatinier/pyhunspell;https://github.com/blatinier/pyhunspell;;;2/10;Substring;1359/1477;False;23.8%;C++ (76.2%);;https://github.com/blatinier/pyhunspell;4;;0;;0;Equal
twitter-common-string;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;14/21;Different;84/84;False;29.8%;Java (65.8%) - Thrift (1.6%) - JavaScript (0.8%) - Shell (0.7%) - GAP (0.7%) - Other (0.6%);FP(?);https://github.com/twitter-archive/commons;3;;0;;0;Equal
qiniu;https://github.com/qiniu/python-sdk;https://github.com/qiniu/python-sdk;https://github.com/qiniu/python-sdk;https://github.com/qiniu/python-sdk;https://github.com/qiniu/python-sdk;https://github.com/qiniu/python-sdk;;;9/10;Different;912/941;True;100.0%;;TP;https://github.com/qiniu/python-sdk;5;;0;;0;Equal
edx-django-release-util;https://github.com/edx/edx-django-release-util;https://github.com/edx/edx-django-release-util;https://github.com/edx/edx-django-release-util;https://github.com/edx/edx-django-release-util;https://github.com/edx/edx-django-release-util;https://github.com/edx/edx-django-release-util;;;0/23;Equal;2/913;False;97.9%;Makefile (2.1%);TP(?);https://github.com/edx/edx-django-release-util;5;;0;;0;Equal
parse-accept-language;;;;;;;;;;;;;;;;;0;;0;;0;Equal
django-jenkins;https://github.com/kmmbvnr/django-jenkins;https://github.com/kmmbvnr/django-jenkins;https://github.com/kmmbvnr/django-jenkins;;https://github.com/kmmbvnr/django-jenkins;https://github.com/kmmbvnr/django-jenkins;;;0/14;Equal;562/1440;True;96.6%;HTML (1.3%) - Other (2.1%);TP;https://github.com/kmmbvnr/django-jenkins;4;;0;;0;Equal
postgres;https://github.com/liberapay/postgres.py;https://github.com/liberapay/postgres.py;https://github.com/liberapay/postgres.py;https://github.com/liberapay/postgres.py;https://github.com/liberapay/postgres.py;https://github.com/liberapay/postgres.py;;;3/11;Substring;0/63;False;100.0%;;TP(?);https://github.com/liberapay/postgres.py;5;;0;;0;Equal
launchdarkly-server-sdk;https://github.com/launchdarkly/python-server-sdk;https://github.com/launchdarkly/python-server-sdk;;;https://github.com/launchdarkly/python-server-sdk;https://github.com/launchdarkly/python-server-sdk;;;11/23;Different;1452/1479;True;99.8%;Shell (0.2%);TP;https://github.com/launchdarkly/python-server-sdk;3;;0;;0;Equal
pyobjc-framework-cocoa;https://github.com/ronaldoussoren/pyobjc;https://github.com/ronaldoussoren/pyobjc;;;https://github.com/ronaldoussoren/pyobjc;https://github.com/ronaldoussoren/pyobjc;https://github.com/ronaldoussoren/pyobjc;;16/22;Substring;784/991;False;81.2%;Objective-C (14.1%) - C (4.4%) - M (0.2%) - SystemVerilog (0.1%) - Java (0.0%);;https://github.com/ronaldoussoren/pyobjc;4;;0;;0;Equal
sparse-dot-topn;https://github.com/ing-bank/sparse_dot_topn;https://github.com/ing-bank/sparse_dot_topn;;;https://github.com/ing-bank/sparse_dot_topn;https://github.com/ing-bank/sparse_dot_topn;;;2/15;Different;13/1409;False;65.4%;C++ (26.5%) - C (8.1%);;https://github.com/ing-bank/sparse_dot_topn;3;;0;;0;Equal
scikit-plot;https://github.com/reiinakano/scikit-plot;https://github.com/reiinakano/scikit-plot;https://github.com/reiinakano/scikit-plot;https://github.com/reiinakano/scikit-plot;https://github.com/reiinakano/scikit-plot;https://github.com/reiinakano/scikit-plot;;;0/11;Equal;1071/1499;True;100.0%;;TP;https://github.com/reiinakano/scikit-plot;5;;0;;0;Equal
mod-wsgi;;;;;;;;;;;;;;;;;0;;0;;0;Equal
plotly-express;https://github.com/plotly/plotly_express;;;;;https://github.com/plotly/plotly_express;;;1/14;Different;2/771;False;58.9%;Shell (41.1%);TP(?);https://github.com/plotly/plotly_express;1;;0;;0;Equal
aiohttp-session;https://github.com/aio-libs/aiohttp-session;https://github.com/aio-libs/aiohttp-session;;;https://github.com/alexpantyukhin/aiohttp-session-mongo;https://github.com/aio-libs/aiohttp-session;https://github.com/aio-libs/aiohttp-session;;0/15;Equal;2/1451;True;98.9%;Makefile (1.1%);TP;https://github.com/aio-libs/aiohttp-session;3;https://github.com/alexpantyukhin/aiohttp-session-mongo;1;;0;Equal
aws-cdk-aws-sns-subscriptions;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;22/29;Substring;1205/1461;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%);;https://github.com/aws/aws-cdk;3;;0;;0;Equal
aws-cdk-aws-applicationautoscaling;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;https://github.com/aws/aws-cdk;https://github.com/aws/aws-cdk;;;27/34;Substring;1175/1473;https://pypi.org/project/aws-cdk.core;1.1%;TypeScript (96.4%) - JavaScript (1.9%) - Shell (0.5%) - Java (0.1%) - Dockerfile (0.0%);;https://github.com/aws/aws-cdk;3;;0;;0;Equal
python-can;https://github.com/hardbyte/python-can;https://github.com/hardbyte/python-can;https://github.com/hardbyte/python-can;https://github.com/hardbyte/python-can;https://github.com/hardbyte/python-can;https://github.com/hardbyte/python-can;https://github.com/hardbyte/python-can;https://github.com/hardbyte/python-can;0/10;Equal;67/1441;True;99.2%;Other (0.8%);TP;https://github.com/hardbyte/python-can;7;;0;;0;Equal
jsl;https://github.com/aromanovich/jsl;;https://github.com/aromanovich/jsl;https://github.com/aromanovich/jsl;https://github.com/aromanovich/jsl;;;https://github.com/aromanovich/jsl;0/3;Equal;4/1441;True;99.9%;Shell (0.1%);TP;https://github.com/aromanovich/jsl;4;;0;;0;Equal
petastorm;https://github.com/uber/petastorm;https://github.com/uber/petastorm;https://github.com/uber/petastorm;https://github.com/uber/petastorm;https://github.com/uber/petastorm;https://github.com/uber/petastorm;;;0/9;Equal;13/1453;True;99.7%;Other (0.3%);TP;https://github.com/uber/petastorm;5;;0;;0;Equal
pyjq;https://github.com/doloopwhile/pyjq;https://github.com/doloopwhile/pyjq;https://github.com/doloopwhile/pyjq;https://github.com/doloopwhile/pyjq;https://github.com/doloopwhile/pyjq;https://github.com/doloopwhile/pyjq;;;0/4;Equal;2/1456;False;100.0%;;TP(?);https://github.com/doloopwhile/pyjq;5;;0;;0;Equal
keras-transformer;https://github.com/cyberzhg/keras-transformer;https://github.com/cyberzhg/keras-transformer;https://github.com/cyberzhg/keras-transformer;https://github.com/cyberzhg/keras-transformer;https://github.com/cyberzhg/keras-transformer;https://github.com/cyberzhg/keras-transformer;;https://github.com/cyberzhg/keras-transformer;0/17;Equal;1/1447;True;99.2%;Shell (0.8%);TP;https://github.com/cyberzhg/keras-transformer;6;;0;;0;Equal
usps-api;https://github.com/brobin/usps-api;https://github.com/brobin/usps-api;;;https://github.com/brobin/usps-api;https://github.com/brobin/usps-api;;https://github.com/brobin/django-seed;0/8;Equal;13/1451;True;100.0%;;TP;https://github.com/brobin/usps-api;3;https://github.com/brobin/django-seed;1;;0;Equal
coincurve;https://github.com/ofek/coincurve;https://github.com/ofek/coincurve;https://github.com/ofek/coincurve;https://github.com/ofek/coincurve;https://github.com/ofek/coincurve;https://github.com/ofek/coincurve;;https://github.com/ofek/coincurve;0/9;Equal;0/375;True;85.7%;C (7.7%) - Shell (6.6%);TP;https://github.com/ofek/coincurve;6;;0;;0;Equal
mode;https://github.com/ask/mode;https://github.com/ask/mode;;;https://github.com/ask/mode;https://github.com/ask/mode;;https://github.com/ask/mode;0/4;Equal;49/1438;True;99.1%;Makefile (0.9%);TP;https://github.com/ask/mode;4;;0;;0;Equal
flask-apscheduler;https://github.com/viniciuschiele/flask-apscheduler;https://github.com/viniciuschiele/flask-apscheduler;https://github.com/viniciuschiele/flask-apscheduler;https://github.com/viniciuschiele/flask-apscheduler;https://github.com/viniciuschiele/flask-apscheduler;https://github.com/viniciuschiele/flask-apscheduler;;;0/17;Equal;1436/1436;True;100.0%;;TP;https://github.com/viniciuschiele/flask-apscheduler;5;;0;;0;Equal
pyhaversion;https://github.com/ludeeus/pyhaversion;https://github.com/ludeeus/pyhaversion;https://github.com/ludeeus/pyhaversion;https://github.com/ludeeus/pyhaversion;https://github.com/ludeeus/pyhaversion;https://github.com/ludeeus/pyhaversion;;;0/11;Equal;0/498;True;97.7%;Makefile (2.3%);TP;https://github.com/ludeeus/pyhaversion;5;;0;;0;Equal
tox-monorepo;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;;;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;;;14/15;Different;1177/1458;False;8.5%;C# (62.1%) - PowerShell (14.1%) - Java (8.5%) - HTML (2.7%) - Go (1.6%) - Other (2.5%);FP(?);https://github.com/azure/azure-sdk-tools;3;;0;;0;Equal
janome;https://github.com/mocobeta/janome;;https://github.com/mocobeta/janome;https://github.com/mocobeta/janome;;;;https://github.com/mocobeta/janome;0/6;Equal;81/1442;False;98.7%;Shell (1.3%);TP(?);https://github.com/mocobeta/janome;3;;0;;0;Equal
rstr;;;;;;;;;;;;;;;;;0;;0;;0;Equal
pytest-json;https://github.com/mattcl/pytest-json;https://github.com/mattcl/pytest-json;https://github.com/mattcl/pytest-json;https://github.com/mattcl/pytest-json;https://github.com/mattcl/pytest-json;https://github.com/mattcl/pytest-json;;https://github.com/mattcl/pytest-json;0/11;Equal;21/1443;False;100.0%;;TP(?);https://github.com/mattcl/pytest-json;6;;0;;0;Equal
customerio;https://github.com/customerio/customerio-python;https://github.com/customerio/customerio-python;https://github.com/customerio/customerio-python;https://github.com/customerio/customerio-python;https://github.com/customerio/customerio-python;https://github.com/customerio/customerio-python;;;7/17;Substring;1466/1466;False;97.6%;Makefile (2.4%);;https://github.com/customerio/customerio-python;5;;0;;0;Equal
uproot;https://github.com/scikit-hep/uproot4;https://github.com/scikit-hep/uproot4;;;https://github.com/scikit-hep/uproot4;https://github.com/scikit-hep/uproot4;https://github.com/scikit-hep/uproot4;https://github.com/conda-forge/uproot-feedstock;1/7;Substring;3/1471;True;99.8%;Other (0.2%);TP;https://github.com/scikit-hep/uproot4;4;https://github.com/conda-forge/uproot-feedstock;1;;0;Equal
fcm-django;https://github.com/xtrinch/fcm-django;https://github.com/xtrinch/fcm-django;https://github.com/xtrinch/fcm-django;https://github.com/xtrinch/fcm-django;https://github.com/xtrinch/fcm-django;https://github.com/xtrinch/fcm-django;;;0/10;Equal;0/0;True;100.0%;;TP;https://github.com/xtrinch/fcm-django;5;;0;;0;Equal
git-pylint-commit-hook;;;;;;;;;;;;;;;;;0;;0;;0;Equal
edx-bulk-grades;https://github.com/edx/edx-bulk-grades;https://github.com/edx/edx-bulk-grades;https://github.com/edx/edx-bulk-grades;https://github.com/edx/edx-bulk-grades;https://github.com/edx/edx-bulk-grades;https://github.com/edx/edx-bulk-grades;;https://github.com/edx/edx-bulk-grades;0/15;Equal;1456/1456;True;94.3%;Makefile (5.0%) - HTML (0.7%);TP;https://github.com/edx/edx-bulk-grades;6;;0;;0;Equal
serpy;https://github.com/clarkduvall/serpy;https://github.com/clarkduvall/serpy;https://github.com/clarkduvall/serpy;https://github.com/clarkduvall/serpy;https://github.com/clarkduvall/serpy;https://github.com/clarkduvall/serpy;;https://github.com/clarkduvall/serpy;0/5;Equal;1435/1435;True;99.9%;Shell (0.1%);TP;https://github.com/clarkduvall/serpy;6;;0;;0;Equal
keras-layer-normalization;https://github.com/cyberzhg/keras-layer-normalization;https://github.com/cyberzhg/keras-layer-normalization;https://github.com/cyberzhg/keras-layer-normalization;https://github.com/cyberzhg/keras-layer-normalization;https://github.com/cyberzhg/keras-layer-normalization;https://github.com/cyberzhg/keras-layer-normalization;;https://github.com/cyberzhg/keras-layer-normalization;0/25;Equal;0/419;True;97.8%;Shell (2.2%);TP;https://github.com/cyberzhg/keras-layer-normalization;6;;0;;0;Equal
python-xmp-toolkit;https://github.com/python-xmp-toolkit/python-xmp-toolkit;https://github.com/python-xmp-toolkit/python-xmp-toolkit;https://github.com/python-xmp-toolkit/python-xmp-toolkit;https://github.com/python-xmp-toolkit/python-xmp-toolkit;https://github.com/python-xmp-toolkit/python-xmp-toolkit;https://github.com/python-xmp-toolkit/python-xmp-toolkit;;;0/18;Equal;682/1499;True;37.2%;PostScript (62.5%) - Shell (0.3%);TP;https://github.com/python-xmp-toolkit/python-xmp-toolkit;5;;0;;0;Equal
airspeed;https://github.com/purcell/airspeed;https://github.com/purcell/airspeed;https://github.com/purcell/airspeed;https://github.com/purcell/airspeed;;https://github.com/purcell/airspeed;;;0/8;Equal;1451/1451;True;100.0%;;TP;https://github.com/purcell/airspeed;4;;0;;0;Equal
certipy;https://github.com/llnl/certipy;https://github.com/llnl/certipy;https://github.com/llnl/certipy;https://github.com/llnl/certipy;https://github.com/llnl/certipy;https://github.com/llnl/certipy;;;0/7;Equal;19/1441;False;100.0%;;TP(?);https://github.com/llnl/certipy;5;;0;;0;Equal
django-cleanup;https://github.com/un1t/django-cleanup;https://github.com/un1t/django-cleanup;https://github.com/un1t/django-cleanup;https://github.com/un1t/django-cleanup;https://github.com/un1t/django-cleanup;https://github.com/un1t/django-cleanup;https://github.com/tox-dev/tox;https://github.com/un1t/django-cleanup;0/14;Equal;30/1470;True;100.0%;;TP;https://github.com/un1t/django-cleanup;6;https://github.com/tox-dev/tox;1;;0;Equal
readerwriterlock;;;;;;;;;;;;;;;;;0;;0;;0;Equal
dedupe;;https://github.com/dedupeio/dedupe;;https://github.com/dedupeio/dedupe;https://github.com/dedupeio/dedupe;https://github.com/dedupeio/dedupe;;;;;;;;;;https://github.com/dedupeio/dedupe;4;;0;;0;Different
pyjsparser;https://github.com/piotrdabkowski/pyjsparser;https://github.com/piotrdabkowski/pyjsparser;https://github.com/piotrdabkowski/pyjsparser;https://github.com/piotrdabkowski/pyjsparser;https://github.com/piotrdabkowski/pyjsparser;https://github.com/piotrdabkowski/pyjsparser;;;0/10;Equal;961/961;False;17.4%;JavaScript (82.6%);;https://github.com/piotrdabkowski/pyjsparser;5;;0;;0;Equal
pgeocode;https://github.com/symerio/pgeocode;;;https://github.com/symerio/pgeocode;;;https://github.com/symerio/pgeocode;https://github.com/symerio/pgeocode;0/8;Equal;17/1456;True;100.0%;;TP;https://github.com/symerio/pgeocode;3;;0;;0;Equal
protobuf-to-dict;https://github.com/benhodgson/protobuf-to-dict;https://github.com/benhodgson/protobuf-to-dict;https://github.com/benhodgson/protobuf-to-dict;https://github.com/benhodgson/protobuf-to-dict;https://github.com/benhodgson/protobuf-to-dict;https://github.com/benhodgson/protobuf-to-dict;;;0/16;Equal;1460/1466;False;100.0%;;;https://github.com/benhodgson/protobuf-to-dict;5;;0;;0;Equal
pwntools;https://github.com/gallopsled/pwntools;;https://github.com/gallopsled/pwntools;https://github.com/gallopsled/pwntools;https://github.com/gallopsled/pwntools-write-ups;https://github.com/gallopsled/pwntools;;https://github.com/gallopsled/pwntools;0/8;Equal;143/1466;True;55.2%;Assembly (44.3%) - Other (0.5%);TP;https://github.com/gallopsled/pwntools;4;https://github.com/gallopsled/pwntools-write-ups;1;;0;Equal
measurement;https://github.com/coddingtonbear/python-measurement;https://github.com/coddingtonbear/python-measurement;https://github.com/coddingtonbear/python-measurement;;https://github.com/coddingtonbear/python-measurement;https://github.com/coddingtonbear/python-measurement;;https://github.com/coddingtonbear/python-measurement;7/18;Substring;870/1193;False;100.0%;;;https://github.com/coddingtonbear/python-measurement;5;;0;;0;Equal
