Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position;Final URL;Occ. final URL;Second URL;Occ. second URL;Third URL;Occ. third URL;URLs similarity
urllib3;https://github.com/urllib3/urllib3;https://github.com/urllib3/urllib3;;https://github.com/urllib3/urllib3;https://github.com/urllib3/urllib3;https://github.com/urllib3/urllib3;https://github.com/urllib3/urllib3;;0/7;Equal;8/1442;True;99.8%;Shell (0.2%);TP;https://github.com/urllib3/urllib3;5;;0;;0;Equal
six;https://github.com/benjaminp/six;https://github.com/benjaminp/six;https://github.com/benjaminp/six;https://github.com/benjaminp/six;https://github.com/benjaminp/six;https://github.com/benjaminp/six;https://github.com/benjaminp/six;https://github.com/benjaminp/six;0/3;Equal;0/601;True;100.0%;;TP;https://github.com/benjaminp/six;7;;0;;0;Equal
botocore;https://github.com/boto/botocore;https://github.com/boto/botocore;https://github.com/boto/botocore;https://github.com/boto/botocore;https://github.com/boto/botocore;https://github.com/boto/botocore;;https://github.com/boto/botocore;0/8;Equal;10/1456;False;99.2%;Gherkin (0.8%);TP(?);https://github.com/boto/botocore;6;;0;;0;Equal
requests;https://github.com/psf/requests;;;https://github.com/psf/requests;https://github.com/psf/requests;https://github.com/psf/requests;https://github.com/psf/requests;https://github.com/psf/requests;0/8;Equal;2/1459;True;99.7%;Makefile (0.3%);TP;https://github.com/psf/requests;5;;0;;0;Equal
python-dateutil;https://github.com/dateutil/dateutil;;;;;;https://github.com/dateutil/dateutil;https://github.com/dateutil/dateutil;7/15;Substring;5/1450;True;99.6%;Other (0.4%);TP;https://github.com/dateutil/dateutil;2;;0;;0;Equal
certifi;https://github.com/certifi/python-certifi;;;https://github.com/certifi/python-certifi;https://github.com/certifi/python-certifi;https://github.com/certifi/python-certifi;;;7/14;Substring;63/1462;False;97.0%;Makefile (3.0%);TP(?);https://github.com/certifi/python-certifi;3;;0;;0;Equal
s3transfer;https://github.com/boto/s3transfer;https://github.com/boto/s3transfer;https://github.com/boto/s3transfer;https://github.com/boto/s3transfer;https://github.com/boto/s3transfer;https://github.com/boto/s3transfer;;;0/10;Equal;53/382;False;100.0%;;TP(?);https://github.com/boto/s3transfer;5;;0;;0;Equal
idna;https://github.com/kjd/idna;https://github.com/kjd/idna;https://github.com/kjd/idna;https://github.com/kjd/idna;https://github.com/kjd/idna;https://github.com/kjd/idna;;;0/4;Equal;102/1460;True;100.0%;;TP;https://github.com/kjd/idna;5;;0;;0;Equal
docutils;;;;;;;;;;;;;;;;;0;;0;;0;Equal
chardet;https://github.com/chardet/chardet;https://github.com/chardet/chardet;https://github.com/chardet/chardet;https://github.com/chardet/chardet;https://github.com/chardet/chardet;https://github.com/chardet/chardet;https://github.com/chardet/chardet;https://github.com/chardet/chardet;0/7;Equal;208/1360;True;98.7%;HTML (1.3%);TP;https://github.com/chardet/chardet;7;;0;;0;Equal
pip;https://github.com/pypa/pip;;https://github.com/pypa/pip;https://github.com/pypa/pip;https://github.com/pypa/pip;https://github.com/pypa/pip;;;0/3;Equal;37/1228;True;100.0%;;TP;https://github.com/pypa/pip;4;;0;;0;Equal
setuptools;https://github.com/pypa/setuptools;https://github.com/pypa/setuptools;https://github.com/pypa/setuptools;https://github.com/pypa/setuptools;https://github.com/pypa/setuptools;https://github.com/pypa/setuptools;;https://github.com/pypa/setuptools;0/10;Equal;2/848;True;99.5%;Other (0.5%);TP;https://github.com/pypa/setuptools;6;;0;;0;Equal
pyyaml;https://github.com/yaml/pyyaml;https://github.com/yaml/pyyaml;https://github.com/yaml/pyyaml;https://github.com/yaml/pyyaml;https://github.com/yaml/pyyaml;https://github.com/yaml/pyyaml;;;0/6;Equal;1149/1458;False;98.4%;Other (1.6%);;https://github.com/yaml/pyyaml;5;;0;;0;Equal
jmespath;https://github.com/jmespath/jmespath.py;https://github.com/jmespath/jmespath.py;;;https://github.com/jmespath/jmespath.py;https://github.com/jmespath/jmespath.py;;https://github.com/jmespath/jmespath.py;3/11;Substring;19/1451;False;100.0%;;TP(?);https://github.com/jmespath/jmespath.py;4;;0;;0;Equal
pyasn1;https://github.com/etingof/pyasn1;https://github.com/etingof/pyasn1;https://github.com/etingof/pyasn1;https://github.com/etingof/pyasn1;https://github.com/etingof/pyasn1;https://github.com/etingof/pyasn1;;;0/6;Equal;1396/1461;True;100.0%;;TP;https://github.com/etingof/pyasn1;5;;0;;0;Equal
rsa;https://github.com/sybrenstuvel/python-rsa;;;https://github.com/sybrenstuvel/python-rsa;;;;https://github.com/sybrenstuvel/python-rsa;7/10;Substring;1198/1481;True;98.7%;Shell (1.3%);TP;https://github.com/sybrenstuvel/python-rsa;2;;0;;0;Equal
pytz;https://github.com/stub42/pytz;;https://github.com/stub42/pytz;https://github.com/stub42/pytz;https://github.com/stub42/pytz;;;;0/4;Equal;1012/1453;False;16.3%;C (33.3%) - HTML (25.0%) - Roff (11.7%) - Makefile (7.3%) - Awk (3.9%) - Other (2.5%);;https://github.com/stub42/pytz;3;;0;;0;Equal
boto3;https://github.com/boto/boto3;https://github.com/boto/boto3;https://github.com/boto/boto3;https://github.com/boto/boto3;https://github.com/boto/boto3;https://github.com/boto/boto3;;https://github.com/boto/boto3;0/5;Equal;55/1458;True;100.0%;;TP;https://github.com/boto/boto3;6;;0;;0;Equal
numpy;https://github.com/numpy/numpy;https://github.com/numpy/numpy;https://github.com/numpy/numpy;https://github.com/numpy/numpy;https://github.com/numpy/numpy;https://github.com/numpy/numpy;;;0/5;Equal;904/1255;False;63.0%;C (35.7%) - C++ (1.0%) - JavaScript (0.1%) - Fortran (0.1%) - Shell (0.1%);;https://github.com/numpy/numpy;5;;0;;0;Equal
awscli;https://github.com/aws/aws-cli;;;;;;;https://github.com/aws/aws-cli;1/7;Different;14/1451;False;100.0%;;TP(?);https://github.com/aws/aws-cli;1;;0;;0;Equal
colorama;https://github.com/tartley/colorama;https://github.com/tartley/colorama;https://github.com/tartley/colorama;https://github.com/tartley/colorama;https://github.com/tartley/colorama;https://github.com/tartley/colorama;;https://github.com/tartley/colorama;0/8;Equal;226/1462;True;90.9%;PowerShell (3.5%) - Makefile (3.0%) - Shell (2.6%);TP;https://github.com/tartley/colorama;6;;0;;0;Equal
wheel;https://github.com/pypa/wheel;https://github.com/pypa/wheel;https://github.com/pypa/wheel;https://github.com/pypa/wheel;https://github.com/pypa/wheel;https://github.com/pypa/wheel;https://github.com/pypa/wheel;;0/5;Equal;6/611;False;100.0%;;TP(?);https://github.com/pypa/wheel;6;;0;;0;Equal
futures;https://github.com/agronholm/pythonfutures;https://github.com/agronholm/pythonfutures;https://github.com/agronholm/pythonfutures;https://github.com/agronholm/pythonfutures;https://github.com/agronholm/pythonfutures;https://github.com/agronholm/pythonfutures;;https://github.com/agronholm/pythonfutures;6/13;Substring;0/750;False;100.0%;;TP(?);https://github.com/agronholm/pythonfutures;6;;0;;0;Equal
markupsafe;https://github.com/pallets/markupsafe;https://github.com/pallets/markupsafe;;https://github.com/pallets/markupsafe;https://github.com/pallets/markupsafe;https://github.com/pallets/markupsafe;;;0/10;Equal;137/1456;False;75.3%;C (24.7%);TP(?);https://github.com/pallets/markupsafe;4;;0;;0;Equal
protobuf;https://github.com/protocolbuffers/protobuf;;https://github.com/protocolbuffers/protobuf;https://github.com/protocolbuffers/protobuf;;https://github.com/protocolbuffers/protobuf;;;0/8;Equal;1422/1474;False;5.0%;C++ (30.7%) - C# (19.7%) - Java (17.7%) - Objective-C (9.7%) - JavaScript (6.2%) - Other (11.0%);;https://github.com/protocolbuffers/protobuf;3;;0;;0;Equal
jinja2;https://github.com/pallets/jinja;https://github.com/pallets/jinja;;;https://github.com/pallets/jinja;https://github.com/pallets/jinja;;;1/6;Substring;11/1452;False;100.0%;;TP(?);https://github.com/pallets/jinja;3;;0;;0;Equal
simplejson;https://github.com/simplejson/simplejson;https://github.com/simplejson/simplejson;https://github.com/simplejson/simplejson;https://github.com/simplejson/simplejson;https://github.com/simplejson/simplejson;https://github.com/simplejson/simplejson;https://github.com/simplejson/simplejson;https://github.com/simplejson/simplejson;0/10;Equal;10/1414;False;59.8%;C (37.6%) - Batchfile (1.2%) - Other (1.4%);TP(?);https://github.com/simplejson/simplejson;7;;0;;0;Equal
cffi;;;https://github.com/python-cffi/release-doc;;;;;;;;;;;;;https://github.com/python-cffi/release-doc;1;;0;;0;Different
cryptography;https://github.com/pyca/cryptography;https://github.com/pyca/cryptography;https://github.com/pyca/cryptography;https://github.com/pyca/cryptography;https://github.com/pyca/cryptography;https://github.com/pyca/cryptography;;https://github.com/pyca/cryptography;0/12;Equal;20/1240;True;98.6%;Other (1.4%);TP;https://github.com/pyca/cryptography;6;;0;;0;Equal
attrs;https://github.com/python-attrs/attrs;https://github.com/python-attrs/attrs;https://github.com/python-attrs/attrs;https://github.com/python-attrs/attrs;https://github.com/python-attrs/attrs;https://github.com/sponsors/hynek;https://github.com/hynek/characteristic;https://github.com/python-attrs/attrs;0/5;Equal;58/1448;False;100.0%;;TP(?);https://github.com/python-attrs/attrs;5;https://github.com/sponsors/hynek;1;https://github.com/hynek/characteristic;1;Equal
click;https://github.com/pallets/click;https://github.com/pallets/click;;https://github.com/pallets/click;https://github.com/pallets/click;https://github.com/pallets/click;;;0/5;Equal;17/1448;False;100.0%;;TP(?);https://github.com/pallets/click;4;;0;;0;Equal
importlib-metadata;https://github.com/python/importlib_metadata;https://github.com/python/importlib_metadata;;;https://github.com/python/importlib_metadata;https://github.com/python/importlib_metadata;https://github.com/python/importlib_metadata;https://github.com/python/importlib_metadata;1/18;Different;0/852;True;100.0%;;TP;https://github.com/python/importlib_metadata;5;;0;;0;Equal
pyasn1-modules;https://github.com/etingof/pyasn1-modules;https://github.com/etingof/pyasn1-modules;https://github.com/etingof/pyasn1-modules;https://github.com/etingof/pyasn1-modules;https://github.com/etingof/pyasn1-modules;https://github.com/etingof/pyasn1-modules;;;0/14;Equal;390/508;True;100.0%;;TP;https://github.com/etingof/pyasn1-modules;5;;0;;0;Equal
future;;;https://github.com/pythoncharmers/python-future;;;;;;;;;;;;;https://github.com/pythoncharmers/python-future;1;;0;;0;Different
zipp;https://github.com/jaraco/zipp;https://github.com/jaraco/zipp;https://github.com/jaraco/zipp;https://github.com/jaraco/zipp;https://github.com/jaraco/zipp;https://github.com/jaraco/zipp;;https://github.com/jaraco/zipp;0/4;Equal;0/74;True;100.0%;;TP;https://github.com/jaraco/zipp;6;;0;;0;Equal
pandas;https://github.com/pandas-dev/pandas;https://github.com/pandas-dev/pandas;https://github.com/pandas-dev/pandas;https://github.com/pandas-dev/pandas;https://github.com/pandas-dev/pandas;https://github.com/pandas-dev/pandas;;;0/6;Equal;858/1472;True;95.4%;HTML (2.5%) - C (2.0%) - Shell (0.1%) - Smarty (0.0%) - Dockerfile (0.0%);TP;https://github.com/pandas-dev/pandas;5;;0;;0;Equal
pyparsing;https://github.com/pyparsing/pyparsing;https://github.com/pyparsing/pyparsing;https://github.com/pyparsing/pyparsing;https://github.com/pyparsing/pyparsing;;https://github.com/pyparsing/pyparsing;;https://github.com/pyparsing/pyparsing;0/9;Equal;10/1463;False;99.8%;Other (0.2%);TP(?);https://github.com/pyparsing/pyparsing;5;;0;;0;Equal
cachetools;https://github.com/tkem/cachetools;https://github.com/tkem/cachetools;https://github.com/tkem/cachetools;https://github.com/tkem/cachetools;;https://github.com/tkem/cachetools;https://github.com/tkem/cachetools;https://github.com/tkem/cachetools;0/10;Equal;23/1458;True;100.0%;;TP;https://github.com/tkem/cachetools;6;;0;;0;Equal
pycparser;https://github.com/eliben/pycparser;https://github.com/eliben/pycparser;https://github.com/eliben/pycparser;https://github.com/eliben/pycparser;https://github.com/eliben/pycparser;https://github.com/eliben/pycparser;;;0/9;Equal;1267/1442;False;87.5%;C (11.2%) - C++ (1.2%) - Other (0.1%);;https://github.com/eliben/pycparser;5;;0;;0;Equal
oauthlib;https://github.com/oauthlib/oauthlib;https://github.com/oauthlib/oauthlib;;;https://github.com/oauthlib/oauthlib;https://github.com/oauthlib/oauthlib;https://github.com/oauthlib/oauthlib;https://github.com/oauthlib/oauthlib;0/8;Equal;102/1460;True;99.6%;Makefile (0.4%);TP;https://github.com/oauthlib/oauthlib;5;;0;;0;Equal
google-auth;https://github.com/googleapis/google-auth-library-python;https://github.com/googleapis/google-auth-library-python;https://github.com/googleapis/google-auth-library-python;https://github.com/googleapis/google-auth-library-python;https://github.com/googleapis/google-auth-library-python;https://github.com/googleapis/google-auth-library-python;;;15/26;Substring;27/964;True;96.8%;Shell (2.9%) - Dockerfile (0.3%);TP;https://github.com/googleapis/google-auth-library-python;5;;0;;0;Equal
requests-oauthlib;https://github.com/requests/requests-oauthlib;https://github.com/requests/requests-oauthlib;https://github.com/requests/requests-oauthlib;https://github.com/requests/requests-oauthlib;https://github.com/requests/requests-oauthlib;https://github.com/requests/requests-oauthlib;https://github.com/requests/requests-oauthlib;;0/17;Equal;38/1469;False;100.0%;;TP(?);https://github.com/requests/requests-oauthlib;6;;0;;0;Equal
werkzeug;https://github.com/pallets/werkzeug;https://github.com/pallets/werkzeug;;https://github.com/pallets/werkzeug;https://github.com/pallets/werkzeug;https://github.com/pallets/werkzeug;https://github.com/grahamdumpleton/wsgiorg;;0/8;Equal;54/1466;False;98.5%;Other (1.5%);TP(?);https://github.com/pallets/werkzeug;4;https://github.com/grahamdumpleton/wsgiorg;1;;0;Equal
decorator;https://github.com/micheles/decorator;https://github.com/micheles/decorator;https://github.com/micheles/decorator;https://github.com/micheles/decorator;https://github.com/micheles/decorator;https://github.com/micheles/decorator;;;0/9;Equal;40/1459;False;99.6%;Other (0.4%);TP(?);https://github.com/micheles/decorator;5;;0;;0;Equal
scipy;https://github.com/scipy/scipy;https://github.com/scipy/scipy;;https://github.com/scipy/scipy;https://github.com/scipy/scipy;https://github.com/scipy/scipy;;;0/5;Equal;733/1391;True;51.6%;Fortran (19.2%) - C (17.4%) - C++ (11.5%) - TeX (0.2%) - CMake (0.1%);TP;https://github.com/scipy/scipy;4;;0;;0;Equal
packaging;https://github.com/pypa/packaging;https://github.com/pypa/packaging;https://github.com/pypa/packaging;https://github.com/pypa/packaging;https://github.com/pypa/packaging;https://github.com/pypa/packaging;;;0/9;Equal;182/1446;False;99.3%;Other (0.7%);TP(?);https://github.com/pypa/packaging;5;;0;;0;Equal
google-api-core;https://github.com/googleapis/python-api-core;https://github.com/googleapis/python-api-core;;;https://github.com/googleapis/python-api-core;https://github.com/googleapis/python-api-core;;;6/15;Different;40/324;True;94.5%;Shell (5.0%) - Dockerfile (0.5%);TP;https://github.com/googleapis/python-api-core;3;;0;;0;Equal
wcwidth;https://github.com/jquast/wcwidth;https://github.com/jquast/wcwidth;;;https://github.com/jquast/wcwidth;https://github.com/jquast/wcwidth;;;0/7;Equal;20/1452;True;100.0%;;TP;https://github.com/jquast/wcwidth;3;;0;;0;Equal
more-itertools;https://github.com/more-itertools/more-itertools;https://github.com/more-itertools/more-itertools;https://github.com/more-itertools/more-itertools;https://github.com/more-itertools/more-itertools;https://github.com/more-itertools/more-itertools;https://github.com/more-itertools/more-itertools;https://github.com/more-itertools/more-itertools;;0/14;Equal;25/1384;False;100.0%;;TP(?);https://github.com/more-itertools/more-itertools;6;;0;;0;Equal
grpcio;https://github.com/grpc/grpc;;;;;;;;2/6;Substring;1181/1464;False;12.5%;C++ (46.1%) - C (17.5%) - C# (8.6%) - Ruby (3.7%) - Objective-C (2.3%) - Other (9.3%);;;0;;0;;0;Different
googleapis-common-protos;https://github.com/googleapis/python-api-common-protos;https://github.com/googleapis/python-api-common-protos;;;https://github.com/googleapis/python-api-common-protos;https://github.com/googleapis/python-api-common-protos;;;8/24;Different;25/182;True;94.8%;Shell (4.6%) - Dockerfile (0.6%);TP;https://github.com/googleapis/python-api-common-protos;3;;0;;0;Equal
pytest;https://github.com/pytest-dev/pytest;;https://github.com/pytest-dev/pytest;https://github.com/pytest-dev/pytest;https://github.com/pytest-dev/pytest;https://github.com/pytest-dev/pytest;https://github.com/pytest-dev/pytest;https://github.com/pytest-dev/pytest;0/6;Equal;7/1438;True;100.0%;;TP;https://github.com/pytest-dev/pytest;6;;0;;0;Equal
jsonschema;https://github.com/julian/jsonschema;https://github.com/julian/jsonschema;https://github.com/julian/jsonschema;https://github.com/julian/jsonschema;https://github.com/julian/jsonschema;https://github.com/julian/jsonschema;https://github.com/julian/jsonschema;;0/10;Equal;342/1446;True;99.3%;JavaScript (0.7%);TP;https://github.com/julian/jsonschema;6;;0;;0;Equal
enum34;;;;;;;;;;;;;;;;;0;;0;;0;Equal
google-cloud-core;https://github.com/googleapis/python-cloud-core;https://github.com/googleapis/python-cloud-core;;;https://github.com/googleapis/python-cloud-core;https://github.com/googleapis/python-cloud-core;;;6/17;Different;51/603;True;83.4%;Shell (15.0%) - Dockerfile (1.6%);TP;https://github.com/googleapis/python-cloud-core;3;;0;;0;Equal
py;https://github.com/pytest-dev/py;;https://github.com/pytest-dev/py;;https://github.com/pytest-dev/py;;https://github.com/pytest-dev/py;https://github.com/pytest-dev/py;0/2;Equal;0/838;True;100.0%;;TP;https://github.com/pytest-dev/py;4;;0;;0;Equal
pluggy;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;https://github.com/pytest-dev/pluggy;0/6;Equal;248/1423;True;100.0%;;TP;https://github.com/pytest-dev/pluggy;7;;0;;0;Equal
pygments;;;https://github.com/pygments/pygments;;;;;;;;;;;;;https://github.com/pygments/pygments;1;;0;;0;Different
psutil;https://github.com/giampaolo/psutil;https://github.com/giampaolo/psutil;;;https://github.com/giampaolo/psutil;https://github.com/giampaolo/psutil;https://github.com/giampaolo/psutil;https://github.com/giampaolo/psutil;0/6;Equal;263/1430;True;61.4%;C (37.3%) - Other (1.3%);TP;https://github.com/giampaolo/psutil;5;;0;;0;Equal
flask;https://github.com/pallets/flask;https://github.com/pallets/flask;;https://github.com/pallets/flask;https://github.com/pallets/flask;https://github.com/pallets/flask;https://github.com/grahamdumpleton/wsgiorg;;0/5;Equal;105/1453;False;99.9%;Other (0.1%);TP(?);https://github.com/pallets/flask;4;https://github.com/grahamdumpleton/wsgiorg;1;;0;Equal
pyjwt;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;https://github.com/jpadilla/pyjwt;0/5;Equal;6/741;True;100.0%;;TP;https://github.com/jpadilla/pyjwt;7;;0;;0;Equal
coverage;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;https://github.com/nedbat/coveragepy;2/10;Substring;11/1320;True;78.3%;HTML (10.7%) - JavaScript (3.6%) - C (3.4%) - CSS (2.3%) - SCSS (1.1%) - Other (0.6%);TP;https://github.com/nedbat/coveragepy;7;;0;;0;Equal
scikit-learn;https://github.com/scikit-learn/scikit-learn;https://github.com/scikit-learn/scikit-learn;;https://github.com/scikit-learn/scikit-learn;https://github.com/scikit-learn/scikit-learn;https://github.com/scikit-learn/scikit-learn;;https://github.com/scikit-learn/scikit-learn;0/12;Equal;4/1449;True;97.7%;C++ (1.5%) - Other (0.8%);TP;https://github.com/scikit-learn/scikit-learn;5;;0;;0;Equal
pyrsistent;https://github.com/tobgu/pyrsistent;https://github.com/tobgu/pyrsistent;https://github.com/tobgu/pyrsistent;https://github.com/tobgu/pyrsistent;;https://github.com/tobgu/pyrsistent;https://github.com/tox-dev/tox;https://github.com/tobgu/pyrsistent;0/10;Equal;21/1474;True;85.3%;C (14.7%);TP;https://github.com/tobgu/pyrsistent;5;https://github.com/tox-dev/tox;1;;0;Equal
itsdangerous;https://github.com/pallets/itsdangerous;https://github.com/pallets/itsdangerous;;https://github.com/pallets/itsdangerous;https://github.com/pallets/itsdangerous;https://github.com/pallets/itsdangerous;;;0/12;Equal;118/1432;False;100.0%;;TP(?);https://github.com/pallets/itsdangerous;4;;0;;0;Equal
wrapt;https://github.com/grahamdumpleton/wrapt;https://github.com/grahamdumpleton/wrapt;https://github.com/grahamdumpleton/wrapt;https://github.com/grahamdumpleton/wrapt;https://github.com/grahamdumpleton/wrapt;https://github.com/grahamdumpleton/wrapt;;https://github.com/grahamdumpleton/wrapt;0/5;Equal;12/1469;True;72.0%;C (27.9%) - Makefile (0.1%);TP;https://github.com/grahamdumpleton/wrapt;6;;0;;0;Equal
pillow;https://github.com/python-pillow/pillow;;;https://github.com/python-pillow/pillow;https://github.com/python-pillow/pillow;https://github.com/python-pillow/pillow;https://github.com/python-pillow/pillow;https://github.com/python-pillow/pillow;0/6;Equal;0/885;True;57.9%;C (40.7%) - HTML (0.6%) - PostScript (0.4%) - Shell (0.2%) - CMake (0.1%) - Other (0.1%);TP;https://github.com/python-pillow/pillow;5;;0;;0;Equal
google-cloud-storage;https://github.com/googleapis/python-storage;https://github.com/googleapis/python-storage;;;https://github.com/googleapis/python-storage;https://github.com/googleapis/python-storage;;https://github.com/googleapis/google-cloud-python;11/20;Different;73/1447;True;97.0%;Shell (2.7%) - Dockerfile (0.3%);TP;https://github.com/googleapis/python-storage;3;https://github.com/googleapis/google-cloud-python;1;;0;Equal
virtualenv;https://github.com/pypa/virtualenv;;https://github.com/pypa/virtualenv;https://github.com/pypa/virtualenv;https://github.com/pypa/virtualenv;https://github.com/pypa/virtualenv;;https://github.com/pypa/virtualenv;0/10;Equal;0/283;True;97.4%;Shell (1.6%) - Other (1.0%);TP;https://github.com/pypa/virtualenv;5;;0;;0;Equal
ipaddress;https://github.com/phihag/ipaddress;https://github.com/phihag/ipaddress;https://github.com/phihag/ipaddress;https://github.com/phihag/ipaddress;https://github.com/phihag/ipaddress;https://github.com/phihag/ipaddress;;;0/9;Equal;754/800;False;98.8%;Other (1.2%);;https://github.com/phihag/ipaddress;5;;0;;0;Equal
websocket-client;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;https://github.com/websocket-client/websocket-client;0/16;Equal;1007/1458;True;23.7%;HTML (76.3%);TP;https://github.com/websocket-client/websocket-client;7;;0;;0;Equal
pyopenssl;https://github.com/pyca/pyopenssl;;https://github.com/pyca/pyopenssl;https://github.com/pyca/pyopenssl;https://github.com/pyca/cryptography;;;;0/9;Equal;684/1440;False;100.0%;;TP(?);https://github.com/pyca/pyopenssl;2;https://github.com/pyca/cryptography;1;;0;Equal
sqlalchemy;https://github.com/sqlalchemy/sqlalchemy;;https://github.com/sqlalchemy/sqlalchemy;https://github.com/sqlalchemy/sqlalchemy;;https://github.com/sqlalchemy/sqlalchemy;;;0/10;Equal;22/1459;True;99.5%;C (0.5%);TP;https://github.com/sqlalchemy/sqlalchemy;3;;0;;0;Equal
entrypoints;https://github.com/takluyver/entrypoints;https://github.com/takluyver/entrypoints;https://github.com/takluyver/entrypoints;https://github.com/takluyver/entrypoints;https://github.com/takluyver/entrypoints;https://github.com/takluyver/entrypoints;https://github.com/takluyver/entrypoints;;0/11;Equal;620/1272;False;100.0%;;TP(?);https://github.com/takluyver/entrypoints;6;;0;;0;Equal
google-resumable-media;https://github.com/googleapis/google-resumable-media-python;https://github.com/googleapis/google-resumable-media-python;https://github.com/googleapis/google-resumable-media-python;https://github.com/googleapis/google-resumable-media-python;https://github.com/googleapis/google-resumable-media-python;https://github.com/googleapis/google-resumable-media-python;;;7/29;Substring;22/449;False;95.7%;Shell (3.9%) - Dockerfile (0.4%);TP(?);https://github.com/googleapis/google-resumable-media-python;5;;0;;0;Equal
joblib;https://github.com/joblib/joblib;;https://github.com/joblib/joblib;https://github.com/joblib/joblib;https://github.com/tommoral/loky;;https://github.com/joblib/joblib;;0/6;Equal;4/1455;True;98.8%;Shell (1.2%);TP;https://github.com/joblib/joblib;3;https://github.com/tommoral/loky;1;;0;Equal
lxml;https://github.com/lxml/lxml;;https://github.com/lxml/lxml;https://github.com/lxml/lxml;https://github.com/lxml/lxml;;;;0/4;Equal;1175/1468;False;91.8%;XSLT (6.5%) - Other (1.7%);;https://github.com/lxml/lxml;3;;0;;0;Equal
configparser;https://github.com/jaraco/configparser;https://github.com/jaraco/configparser;https://github.com/jaraco/configparser;https://github.com/jaraco/configparser;https://github.com/psf/black;https://github.com/jaraco/configparser;;https://github.com/jaraco/configparser;0/12;Equal;6/1441;True;87.6%;Roff (12.4%);TP;https://github.com/jaraco/configparser;5;https://github.com/psf/black;1;;0;Equal
prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;;;https://github.com/prompt-toolkit/python-prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;https://github.com/prompt-toolkit/python-prompt-toolkit;7/21;Substring;47/1456;True;100.0%;;TP;https://github.com/prompt-toolkit/python-prompt-toolkit;5;;0;;0;Equal
asn1crypto;https://github.com/wbond/asn1crypto;https://github.com/wbond/asn1crypto;https://github.com/wbond/asn1crypto;https://github.com/wbond/asn1crypto;https://github.com/wbond/asn1crypto;https://github.com/wbond/asn1crypto;;https://github.com/wbond/asn1crypto;0/10;Equal;0/1383;True;100.0%;;TP;https://github.com/wbond/asn1crypto;6;;0;;0;Equal
ipython;https://github.com/ipython/ipython;;https://github.com/ipython/ipython;;https://github.com/ipython/ipython;https://github.com/ipython/ipython;https://github.com/ipython/ipython;;0/7;Equal;1064/1466;True;70.8%;Jupyter (Notebook%) - Other (0.4%);TP;https://github.com/ipython/ipython;4;;0;;0;Equal
pexpect;;;;;;;https://github.com/pexpect/pexpect;;;;;;;;;https://github.com/pexpect/pexpect;1;;0;;0;Different
redis;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;https://github.com/andymccurdy/redis-py;3/8;Substring;234/1453;True;98.2%;Shell (1.5%) - Other (0.3%);TP;https://github.com/andymccurdy/redis-py;7;;0;;0;Equal
isodate;https://github.com/gweis/isodate;https://github.com/gweis/isodate;;;https://github.com/gweis/isodate;https://github.com/gweis/isodate;;https://github.com/gweis/isodate;0/7;Equal;1/1449;True;100.0%;;TP;https://github.com/gweis/isodate;4;;0;;0;Equal
httplib2;https://github.com/httplib2/httplib2;https://github.com/httplib2/httplib2;https://github.com/httplib2/httplib2;https://github.com/httplib2/httplib2;https://github.com/httplib2/httplib2;https://github.com/httplib2/httplib2;;;0/8;Equal;462/1453;False;81.5%;HTML (11.2%) - TeX (3.3%) - Shell (2.1%) - CSS (1.6%) - Makefile (0.3%);TP(?);https://github.com/httplib2/httplib2;5;;0;;0;Equal
