Package name;Old URL;Useless;Metadata URL;PyPI URL;OSSGadget URL;Final URL;Accuracy;Different;Names Lev. dist.;Names Similarity;Statistics;Descr. Lev. dist.;Readthedocs;GitHub badge;PyPI badge;Python lang. perc.;Other languages
django-admin-rangefilter;https://github.com/silentsokolov/django-admin-rangefilter;False;https://github.com/silentsokolov/django-admin-rangefilter;https://github.com/silentsokolov/django-admin-rangefilter;https://github.com/silentsokolov/django-admin-rangefilter;https://github.com/silentsokolov/django-admin-rangefilter;100%;False;0/24;Equal;True;264/1139;False;True;False;65.3%;HTML (31.5%) - JavaScript (2.1%) - Makefile (1.1%)
reno;https://github.com/reno/reno;True;;;;;0%;True;4/4;Different;False;1475/1475;False;False;False;0%;
artifactory;https://github.com/parallels/artifactory;False;https://github.com/parallels/artifactory;https://github.com/parallels/artifactory;https://github.com/parallels/artifactory;https://github.com/parallels/artifactory;100%;False;0/11;Equal;True;249/1458;False;True;False;100.0%;
speaklater;https://github.com/mitsuhiko/speaklater;False;https://github.com/mitsuhiko/speaklater;https://github.com/mitsuhiko/speaklater;https://github.com/mitsuhiko/speaklater;https://github.com/mitsuhiko/speaklater;100%;False;0/10;Equal;True;1264/1457;False;False;False;100.0%;
twitter-common-dirutil;https://github.com/twitter/commons;False;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;100%;True;16/22;Different;True;84/84;False;False;False;29.8%;Java (65.8%) - Thrift (1.6%) - JavaScript (0.8%) - Shell (0.7%) - GAP (0.7%) - Other (0.6%)
pycontracts;https://github.com/andreacensi/contracts;False;;;https://github.com/andreacensi/contracts;https://github.com/andreacensi/contracts;33%;False;2/11;Substring;True;2/1467;False;False;False;99.3%;Makefile (0.7%)
eth-account;https://github.com/ethereum/eth-account;False;https://github.com/ethereum/eth-account;https://github.com/ethereum/eth-account;https://github.com/ethereum/eth-account;https://github.com/ethereum/eth-account;100%;False;0/11;Equal;True;6/1453;https://github.com/readthedocs/sphinx_rtd_theme;True;True;90.1%;Shell (7.9%) - Makefile (1.1%) - JavaScript (0.9%)
azure-mgmt-redhatopenshift;https://github.com/azure/azure-sdk-for-python;False;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;100%;False;17/26;Different;True;1175/1479;False;False;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%)
flashtext;https://github.com/vi3k6i5/flashtext;False;https://github.com/vi3k6i5/flashtext;https://github.com/vi3k6i5/flashtext;https://github.com/vi3k6i5/flashtext;https://github.com/vi3k6i5/flashtext;100%;False;0/9;Equal;True;15/1451;False;True;True;100.0%;
pytest-random-order;https://github.com/jbasko/pytest-random-order;False;https://github.com/jbasko/pytest-random-order;https://github.com/jbasko/pytest-random-order;https://github.com/jbasko/pytest-random-order;https://github.com/jbasko/pytest-random-order;100%;False;0/19;Equal;True;40/1467;False;True;False;100.0%;
mailchimp3;https://github.com/charlesthk/python-mailchimp;False;https://github.com/charlesthk/python-mailchimp;https://github.com/charlesthk/python-mailchimp;https://github.com/charlesthk/python-mailchimp;https://github.com/charlesthk/python-mailchimp;100%;False;8/16;Different;True;28/1461;False;False;True;100.0%;
pygerduty;https://github.com/dropbox/pygerduty;False;https://github.com/dropbox/pygerduty;https://github.com/dropbox/pygerduty;https://github.com/dropbox/pygerduty;https://github.com/dropbox/pygerduty;100%;False;0/9;Equal;True;1467/1467;False;False;False;100.0%;
requests-pkcs12;https://github.com/m-click/requests_pkcs12;False;https://github.com/m-click/requests_pkcs12;https://github.com/m-click/requests_pkcs12;https://github.com/m-click/requests_pkcs12;https://github.com/m-click/requests_pkcs12;100%;False;1/15;Different;True;53/1468;https://github.com/psf/requests;False;False;83.0%;Makefile (17.0%)
injector;https://github.com/alecthomas/injector;False;https://github.com/alecthomas/injector;https://github.com/alecthomas/injector;https://github.com/alecthomas/injector;https://github.com/alecthomas/injector;100%;False;0/8;Equal;True;166/1476;https://github.com/readthedocs/sphinx_rtd_theme;True;False;100.0%;
pamqp;https://github.com/gmr/pamqp;False;https://github.com/gmr/pamqp;https://github.com/gmr/pamqp;https://github.com/gmr/pamqp;https://github.com/gmr/pamqp;100%;False;0/5;Equal;True;11/1467;True;True;True;100.0%;
word2number;https://github.com/akshaynagpal/w2n;False;https://github.com/akshaynagpal/w2n;https://github.com/akshaynagpal/w2n;https://github.com/akshaynagpal/w2n;https://github.com/akshaynagpal/w2n;100%;False;8/11;Different;True;141/1457;False;True;False;100.0%;
pybluez;https://github.com/pybluez/pybluez;False;https://github.com/pybluez/pybluez;https://github.com/pybluez/pybluez;https://github.com/pybluez/pybluez;https://github.com/pybluez/pybluez;100%;False;0/7;Equal;True;1296/1422;False;False;False;19.8%;HTML (45.4%) - Objective-C (14.3%) - C (13.7%) - C++ (5.7%) - CSS (1.1%)
selectors2;https://github.com/sethmlarson/selectors2;False;https://github.com/sethmlarson/selectors2;https://github.com/shazow/urllib3;https://github.com/sethmlarson/selectors2;https://github.com/sethmlarson/selectors2;66%;False;0/10;Equal;True;16/1455;False;True;True;87.5%;PowerShell (10.7%) - Shell (1.8%)
flake8-logging-format;https://github.com/globality-corp/flake8-logging-format;False;https://github.com/globality-corp/flake8-logging-format;https://github.com/globality-corp/flake8-logging-format;https://github.com/globality-corp/flake8-logging-format;https://github.com/globality-corp/flake8-logging-format;100%;False;0/21;Equal;True;1465/1465;False;False;False;95.5%;Shell (4.5%)
pynput;https://github.com/moses-palmer/pynput;False;https://github.com/moses-palmer/pynput;https://github.com/moses-palmer/pynput;https://github.com/moses-palmer/pynput;https://github.com/moses-palmer/pynput;100%;False;0/6;Equal;True;1432/1432;https://github.com/bitprophet/alabaster;False;False;100.0%;
m2r;https://github.com/miyakogi/m2r;False;https://github.com/miyakogi/m2r;https://github.com/miyakogi/m2r;https://github.com/miyakogi/m2r;https://github.com/miyakogi/m2r;100%;False;0/3;Equal;True;1432/1432;https://github.com/typlog/sphinx-typlog-theme;True;True;95.7%;Makefile (4.3%)
svgwrite;https://github.com/mozman/svgwrite;False;https://github.com/mozman/svgwrite;https://github.com/mozman/svgwrite;https://github.com/mozman/svgwrite;https://github.com/mozman/svgwrite;100%;False;0/8;Equal;True;1431/1431;False;False;False;61.4%;HTML (38.6%)
marisa-trie;https://github.com/kmike/marisa-trie;False;https://github.com/kmike/marisa-trie;https://github.com/kmike/marisa-trie;https://github.com/kmike/marisa-trie;https://github.com/kmike/marisa-trie;100%;False;0/11;Equal;True;1499/1499;False;False;True;84.2%;PowerShell (10.7%) - Batchfile (5.0%) - Shell (0.1%)
async-lru;https://github.com/wikibusiness/async_lru;False;https://github.com/wikibusiness/async_lru;https://github.com/wikibusiness/async_lru;https://github.com/wikibusiness/async_lru;https://github.com/wikibusiness/async_lru;100%;False;1/9;Different;True;1017/1017;False;True;True;99.1%;Makefile (0.9%)
hexbytes;https://github.com/ethereum/hexbytes;False;https://github.com/ethereum/hexbytes;https://github.com/ethereum/hexbytes;https://github.com/ethereum/hexbytes;https://github.com/ethereum/hexbytes;100%;False;0/8;Equal;True;1446/1446;https://github.com/readthedocs/sphinx_rtd_theme;False;True;68.2%;Shell (16.1%) - Makefile (15.7%)
heroku3;https://github.com/martyzz1/heroku3.py;False;https://github.com/martyzz1/heroku3.py;https://github.com/martyzz1/heroku3.py;https://github.com/martyzz1/heroku3.py;https://github.com/martyzz1/heroku3.py;100%;False;3/10;Substring;True;1450/1450;False;True;True;100.0%;
pytest-dependency;https://github.com/rkrahl/pytest-dependency;False;https://github.com/rkrahl/pytest-dependency;https://github.com/rkrahl/pytest-dependency;https://github.com/rkrahl/pytest-dependency;https://github.com/rkrahl/pytest-dependency;100%;False;0/17;Equal;True;247/247;https://github.com/readthedocs/sphinx_rtd_theme;False;True;98.8%;Makefile (1.2%)
pygetwindow;https://github.com/asweigart/pygetwindow;False;https://github.com/asweigart/pygetwindow;https://github.com/asweigart/pygetwindow;https://github.com/asweigart/pygetwindow;https://github.com/asweigart/pygetwindow;100%;False;0/11;Equal;True;1487/1487;False;False;False;100.0%;
durationpy;https://github.com/icholy/durationpy;False;https://github.com/icholy/durationpy;https://github.com/icholy/durationpy;https://github.com/icholy/durationpy;https://github.com/icholy/durationpy;100%;False;0/10;Equal;True;0/0;False;False;False;100.0%;
wurlitzer;https://github.com/minrk/wurlitzer;False;https://github.com/minrk/wurlitzer;https://github.com/minrk/wurlitzer;https://github.com/minrk/wurlitzer;https://github.com/minrk/wurlitzer;100%;False;0/9;Equal;True;0/1049;False;False;False;73.5%;Jupyter (Notebook%) - Shell (0.6%)
wmi;https://github.com/tjguk/wmi;False;https://github.com/tjguk/wmi;https://github.com/tjguk/wmi;https://github.com/tjguk/wmi;https://github.com/tjguk/wmi;100%;False;0/3;Equal;False;119/1452;False;False;False;99.3%;Batchfile (0.7%)
kappa;https://github.com/garnaat/kappa;False;https://github.com/garnaat/kappa;https://github.com/garnaat/kappa;https://github.com/garnaat/kappa;https://github.com/garnaat/kappa;100%;False;0/5;Equal;True;12/1469;False;True;False;95.1%;Shell (4.9%)
