Package name;Old URL;Useless;Metadata URL;PyPI URL;OSSGadget URL;Final URL;Accuracy;Different
geomet;https://github.com/geomet/geomet;False;https://github.com/geomet/geomet;https://github.com/geomet/geomet;https://github.com/geomet/geomet;https://github.com/geomet/geomet;100%;False
flake8-bugbear;https://github.com/pycqa/flake8-bugbear;False;https://github.com/pycqa/flake8-bugbear;https://github.com/pycqa/flake8-bugbear;https://github.com/pycqa/flake8-bugbear;https://github.com/pycqa/flake8-bugbear;100%;False
pyqt5-sip;https://github.com/pyqt5-sip/pyqt5-sip;True;;;;;0%;True
azureml-pipeline-steps;https://github.com/azureml-pipeline-steps/azureml-pipeline-steps;True;;;;;0%;True
python-subunit;https://github.com/python-subunit/python-subunit;True;;;;;0%;True
tifffile;https://github.com/cgohlke/tifffile;False;https://github.com/cgohlke/tifffile;https://github.com/cgohlke/tifffile;https://github.com/cgohlke/tifffile;https://github.com/cgohlke/tifffile;100%;False
clickhouse-cityhash;https://github.com/xzkostyan/python-cityhash;False;https://github.com/xzkostyan/python-cityhash;https://github.com/xzkostyan/python-cityhash;https://github.com/xzkostyan/python-cityhash;https://github.com/xzkostyan/python-cityhash;100%;False
dominate;https://github.com/knio/dominate;False;https://github.com/knio/dominate;https://github.comgithub.com/knio/dominate;https://github.com/knio/dominate;https://github.com/knio/dominate;66%;False
macholib;https://github.com/ronaldoussoren/macholib;False;https://github.com/ronaldoussoren/macholib;https://github.com/ronaldoussoren/macholib;https://github.com/ronaldoussoren/macholib;https://github.com/ronaldoussoren/macholib;100%;False
aiobotocore;https://github.com/aio-libs/aiobotocore;False;https://github.com/aio-libs/aiobotocore;https://github.com/aio-libs/aiobotocore;https://github.com/aio-libs/aiobotocore;https://github.com/aio-libs/aiobotocore;100%;False
google-cloud-dlp;https://github.com/googleapis/python-dlp;False;https://github.com/googleapis/python-dlp;https://github.com/googleapis/python-dlp;https://github.com/googleapis/python-dlp;https://github.com/googleapis/python-dlp;100%;False
azureml-pipeline;https://github.com/azureml-pipeline/azureml-pipeline;True;;;;;0%;True
flask-socketio;https://github.com/miguelgrinberg/flask-socketio;False;https://github.com/miguelgrinberg/flask-socketio;;https://github.com/miguelgrinberg/flask-socketio;https://github.com/miguelgrinberg/flask-socketio;66%;False
eli5;https://github.com/teamhg-memex/eli5;False;https://github.com/teamhg-memex/eli5;https://github.com/teamhg-memex/eli5;https://github.com/teamhg-memex/eli5;https://github.com/teamhg-memex/eli5;100%;False
pysnmp;https://github.com/etingof/pysnmp;False;https://github.com/etingof/pysnmp;https://github.com/etingof/pysnmp;https://github.com/etingof/pysnmp;https://github.com/etingof/pysnmp;100%;False
wordcloud;https://github.com/amueller/word_cloud;False;https://github.com/amueller/word_cloud;https://github.com/amueller/word_cloud;https://github.com/amueller/word_cloud;https://github.com/amueller/word_cloud;100%;False
httpretty;https://github.com/gabrielfalcao/httpretty;False;;https://github.com/chrisk/fakeweb;https://github.com/gabrielfalcao/httpretty;https://github.com/gabrielfalcao/httpretty;33%;False
oslo-context;https://github.com/oslo-context/oslo-context;True;;;;;0%;True
django-mptt;https://github.com/django-mptt/django-mptt;False;https://github.com/django-mptt/django-mptt;https://github.com/django-mptt/django-mptt;https://github.com/django-mptt/django-mptt;https://github.com/django-mptt/django-mptt;100%;False
bidict;https://github.com/jab/bidict;False;https://github.com/jab/bidict;https://github.com/jab/bidict;https://github.com/jab/bidict;https://github.com/jab/bidict;100%;False
pmdarima;https://github.com/alkaline-ml/pmdarima;False;https://github.com/alkaline-ml/pmdarima;https://github.com/alkaline-ml/pmdarima;https://github.com/alkaline-ml/pmdarima;https://github.com/alkaline-ml/pmdarima;100%;False
aws-encryption-sdk;https://github.com/aws/aws-encryption-sdk-python;False;https://github.com/aws/aws-encryption-sdk-python;https://github.com/aws/aws-encryption-sdk-python;https://github.com/aws/aws-encryption-sdk-python;https://github.com/aws/aws-encryption-sdk-python;100%;False
rfc3987;https://github.com/dgerber/rfc3987;False;https://github.com/dgerber/rfc3987;https://github.com/dgerber/rfc3987;https://github.com/dgerber/rfc3987;https://github.com/dgerber/rfc3987;100%;False
onnx;https://github.com/onnx/onnx;False;https://github.com/onnx/onnx;https://github.com/onnx/onnx;https://github.com/onnx/onnx;https://github.com/onnx/onnx;100%;False
beautifulsoup;https://github.com/beautifulsoup/beautifulsoup;True;;;;;0%;True
django-allauth;https://github.com/pennersr/django-allauth;False;https://github.com/pennersr/django-allauth;https://github.com/pennersr/django-allauth;https://github.com/pennersr/django-allauth;https://github.com/pennersr/django-allauth;100%;False
marionette-driver;https://github.com/marionette-driver/marionette-driver;True;;;;;0%;True
attrdict;https://github.com/bcj/attrdict;False;https://github.com/bcj/attrdict;https://github.com/bcj/attrdict;https://github.com/bcj/attrdict;https://github.com/bcj/attrdict;100%;False
pyvirtualdisplay;https://github.com/ponty/pyvirtualdisplay;False;https://github.com/ponty/pyvirtualdisplay;https://github.com/ponty/pyvirtualdisplay;https://github.com/ponty/pyvirtualdisplay;https://github.com/ponty/pyvirtualdisplay;100%;False
rtree;https://github.com/toblerity/rtree;False;https://github.com/toblerity/rtree;https://github.com/toblerity/rtree;https://github.com/toblerity/rtree;https://github.com/toblerity/rtree;100%;False
azureml-train;https://github.com/azureml-train/azureml-train;True;;;;;0%;True
catboost;https://github.com/catboost/catboost;False;https://github.com/catboost/catboost;https://github.com/catboost/catboost;https://github.com/catboost/catboost;https://github.com/catboost/catboost;100%;False
pysmi;https://github.com/etingof/pysmi;False;https://github.com/etingof/pysmi;https://github.com/etingof/pysmi;https://github.com/etingof/pysmi;https://github.com/etingof/pysmi;100%;False
azureml-sdk;https://github.com/azure/machinelearningnotebooks;False;;https://github.com/azure/machinelearningnotebooks;https://github.com/azure/machinelearningnotebooks;https://github.com/azure/machinelearningnotebooks;66%;False
azure-multiapi-storage;https://github.com/azure/azure-multiapi-storage-python;False;https://github.com/azure/azure-multiapi-storage-python;https://github.com/azure/azure-multiapi-storage-python;https://github.com/azure/azure-multiapi-storage-python;https://github.com/azure/azure-multiapi-storage-python;100%;False
nose-exclude;https://github.com/kgrandis/nose-exclude;False;https://github.com/kgrandis/nose-exclude;https://github.com/kgrandis/nose-exclude;https://github.com/kgrandis/nose-exclude;https://github.com/kgrandis/nose-exclude;100%;False
aioprometheus;https://github.com/claws/aioprometheus;False;https://github.com/claws/aioprometheus;https://github.com/claws/aioprometheus;https://github.com/claws/aioprometheus;https://github.com/claws/aioprometheus;100%;False
connexion;https://github.com/zalando/connexion;False;https://github.com/zalando/connexion;https://github.com/zalando/connexion;https://github.com/zalando/connexion;https://github.com/zalando/connexion;100%;False
django-import-export;https://github.com/django-import-export/django-import-export;False;https://github.com/django-import-export/django-import-export;https://github.com/django-import-export/django-import-export;https://github.com/django-import-export/django-import-export;https://github.com/django-import-export/django-import-export;100%;False
crypto;https://github.com/chrissimpkins/crypto;False;https://github.com/chrissimpkins/crypto;https://github.com/chrissimpkins/crypto;https://github.com/chrissimpkins/crypto;https://github.com/chrissimpkins/crypto;100%;False
python-logstash;https://github.com/vklochan/python-logstash;False;https://github.com/vklochan/python-logstash;https://github.com/vklochan/python-logstash;https://github.com/vklochan/python-logstash;https://github.com/vklochan/python-logstash;100%;False
h2o;https://github.com/h2oai/h2o-3;False;https://github.com/h2oai/h2o-3;https://github.com/h2oai/h2o-3;https://github.com/h2oai/h2o-3;https://github.com/h2oai/h2o-3;100%;False
typeguard;https://github.com/agronholm/typeguard;False;https://github.com/agronholm/typeguard;https://github.com/agronholm/typeguard;https://github.com/agronholm/typeguard;https://github.com/agronholm/typeguard;100%;False
firebase-admin;https://github.com/firebase-admin/firebase-admin;True;;;;;0%;True
pdfkit;https://github.com/jazzcore/python-pdfkit;False;;https://github.com/jazzcore/python-pdfkit;https://github.com/jazzcore/python-pdfkit;https://github.com/jazzcore/python-pdfkit;66%;False
htmlmin;https://github.com/mankyd/htmlmin;False;https://github.com/mankyd/htmlmin;https://github.com/mankyd/htmlmin;https://github.com/mankyd/htmlmin;https://github.com/mankyd/htmlmin;100%;False
pywebhdfs;https://github.com/pywebhdfs/pywebhdfs;False;;;https://github.com/pywebhdfs/pywebhdfs;https://github.com/pywebhdfs/pywebhdfs;33%;False
librosa;https://github.com/librosa/librosa;False;https://github.com/librosa/librosa;;https://github.com/librosa/librosa;https://github.com/librosa/librosa;66%;False
rope;https://github.com/python-rope/rope;False;https://github.com/python-rope/rope;https://github.com/python-rope/rope;https://github.com/python-rope/rope;https://github.com/python-rope/rope;100%;False
swagger-spec-validator;https://github.com/yelp/swagger_spec_validator;False;https://github.com/yelp/swagger_spec_validator;https://github.com/yelp/swagger_spec_validator;https://github.com/yelp/swagger_spec_validator;https://github.com/yelp/swagger_spec_validator;100%;False
contextvars;https://github.com/magicstack/contextvars;False;https://github.com/magicstack/contextvars;https://github.com/magicstack/contextvars;https://github.com/magicstack/contextvars;https://github.com/magicstack/contextvars;100%;False
virtualenvwrapper;https://github.com/virtualenvwrapper/virtualenvwrapper;True;;;;;0%;True
lark-parser;https://github.com/erezsh/lark;False;https://github.com/erezsh/lark;https://github.com/erezsh/lark;https://github.com/erezsh/lark;https://github.com/erezsh/lark;100%;False
pykerberos;https://github.com/pykerberos/pykerberos;True;;;;;0%;True
venusian;https://github.com/pylons/venusian;False;https://github.com/pylons/venusian;;https://github.com/pylons/venusian;https://github.com/pylons/venusian;66%;False
python-cinderclient;https://github.com/python-cinderclient/python-cinderclient;True;;;;;0%;True
mkdocs;https://github.com/mkdocs/mkdocs;False;https://github.com/mkdocs/mkdocs;;https://github.com/mkdocs/mkdocs;https://github.com/mkdocs/mkdocs;66%;False
flask-httpauth;https://github.com/miguelgrinberg/flask-httpauth;False;https://github.com/miguelgrinberg/flask-httpauth;;https://github.com/miguelgrinberg/flask-httpauth;https://github.com/miguelgrinberg/flask-httpauth;66%;False
google-cloud-bigquery-datatransfer;https://github.com/googleapis/python-bigquery-datatransfer;False;https://github.com/googleapis/python-bigquery-datatransfer;https://github.com/googleapis/python-bigquery-datatransfer;https://github.com/googleapis/python-bigquery-datatransfer;https://github.com/googleapis/python-bigquery-datatransfer;100%;False
mechanize;https://github.com/python-mechanize/mechanize;False;https://github.com/python-mechanize/mechanize;https://github.com/python-mechanize/mechanize;https://github.com/python-mechanize/mechanize;https://github.com/python-mechanize/mechanize;100%;False
python-socketio;https://github.com/miguelgrinberg/python-socketio;False;https://github.com/miguelgrinberg/python-socketio;https://github.com/socketio/socket.io;https://github.com/miguelgrinberg/python-socketio;https://github.com/miguelgrinberg/python-socketio;66%;False
diskcache;https://github.com/grantjenks/python-diskcache;False;https://github.com/grantjenks/python-diskcache;https://github.com/rare-technologies/sqlitedict;https://github.com/grantjenks/python-diskcache;https://github.com/grantjenks/python-diskcache;66%;False
sentinels;https://github.com/sentinels/sentinels;True;;;;;0%;True
cmake;https://github.com/scikit-build/cmake-python-distributions;False;https://github.com/scikit-build/cmake-python-distributions;https://github.com/scikit-build/cmake-python-distributions;https://github.com/scikit-build/cmake-python-distributions;https://github.com/scikit-build/cmake-python-distributions;100%;False
python-engineio;https://github.com/miguelgrinberg/python-engineio;False;https://github.com/miguelgrinberg/python-engineio;https://github.com/socketio/engine.io;https://github.com/miguelgrinberg/python-engineio;https://github.com/miguelgrinberg/python-engineio;66%;False
django-webpack-loader;https://github.com/owais/django-webpack-loader;False;https://github.com/owais/django-webpack-loader;https://github.com/owais/django-webpack-loader;https://github.com/owais/django-webpack-loader;https://github.com/owais/django-webpack-loader;100%;False
ws4py;https://github.com/lawouach/websocket-for-python;False;https://github.com/lawouach/websocket-for-python;https://github.com/lawouach/websocket-for-python;https://github.com/lawouach/websocket-for-python;https://github.com/lawouach/websocket-for-python;100%;False
flask-testing;https://github.com/jarus/flask-testing;False;https://github.com/jarus/flask-testing;https://github.com/jarus/flask-testing;https://github.com/jarus/flask-testing;https://github.com/jarus/flask-testing;100%;False
dropbox;https://github.com/dropbox/dropbox-sdk-python;False;https://github.com/dropbox/dropbox-sdk-python;https://github.com/dropbox/dropbox-sdk-python;https://github.com/dropbox/dropbox-sdk-python;https://github.com/dropbox/dropbox-sdk-python;100%;False
audioread;https://github.com/sampsyo/audioread;False;https://github.com/sampsyo/audioread;https://github.com/sampsyo/audioread;https://github.com/sampsyo/audioread;https://github.com/sampsyo/audioread;100%;False
scapy;https://github.com/secdev/scapy;False;https://github.com/secdev/scapy;;https://github.com/secdev/scapy;https://github.com/secdev/scapy;66%;False
databricks-pypi2;https://github.com/databricks-pypi2/databricks-pypi2;True;;;;;0%;True
ipaddr;https://github.com/google/ipaddr-py;False;https://github.com/google/ipaddr-py;https://github.com/google/ipaddr-py;https://github.com/google/ipaddr-py;https://github.com/google/ipaddr-py;100%;False
textblob;https://github.com/sloria/textblob;False;https://github.com/sloria/textblob;https://github.com/sloria/textblob;https://github.com/sloria/textblob;https://github.com/sloria/textblob;100%;False
soundfile;https://github.com/bastibe/pysoundfile;False;https://github.com/bastibe/pysoundfile;https://github.com/bastibe/pysoundfile;https://github.com/bastibe/pysoundfile;https://github.com/bastibe/pysoundfile;100%;False
pydash;https://github.com/dgilland/pydash;False;https://github.com/dgilland/pydash;https://github.com/dgilland/pydash;https://github.com/dgilland/pydash;https://github.com/dgilland/pydash;100%;False
pywinrm;https://github.com/diyan/pywinrm;False;https://github.com/diyan/pywinrm;;https://github.com/diyan/pywinrm;https://github.com/diyan/pywinrm;66%;False
tokenizers;https://github.com/huggingface/tokenizers;False;https://github.com/huggingface/tokenizers;https://github.com/huggingface/tokenizers;https://github.com/huggingface/tokenizers;https://github.com/huggingface/tokenizers;100%;False
stackprinter;https://github.com/cknd/stackprinter;False;https://github.com/cknd/stackprinter;https://github.com/cknd/stackprinter;https://github.com/cknd/stackprinter;https://github.com/cknd/stackprinter;100%;False
facebook-business;https://github.com/facebook/facebook-python-business-sdk;False;https://github.com/facebook/facebook-python-business-sdk;https://github.com/facebook/facebook-python-business-sdk;https://github.com/facebook/facebook-python-business-sdk;https://github.com/facebook/facebook-python-business-sdk;100%;False
pytimeparse;https://github.com/wroberts/pytimeparse;False;https://github.com/wroberts/pytimeparse;https://github.com/wroberts/pytimeparse;https://github.com/wroberts/pytimeparse;https://github.com/wroberts/pytimeparse;100%;False
transformers;https://github.com/huggingface/transformers;False;https://github.com/huggingface/transformers;https://github.com/huggingface/transformers;https://github.com/huggingface/transformers;https://github.com/huggingface/transformers;100%;False
os-client-config;https://github.com/os-client-config/os-client-config;True;;;;;0%;True
django-countries;https://github.com/smileychris/django-countries;False;https://github.com/smileychris/django-countries;;https://github.com/smileychris/django-countries;https://github.com/smileychris/django-countries;66%;False
ptvsd;https://github.com/microsoft/ptvsd;False;https://github.com/microsoft/ptvsd;;https://github.com/microsoft/ptvsd;https://github.com/microsoft/ptvsd;66%;False
jsonref;https://github.com/gazpachoking/jsonref;False;https://github.com/gazpachoking/jsonref;https://github.com/gazpachoking/jsonref;https://github.com/gazpachoking/jsonref;https://github.com/gazpachoking/jsonref;100%;False
hashids;https://github.com/hashids/hashids;True;;;;;0%;True
autograd;https://github.com/hips/autograd;False;https://github.com/hips/autograd;https://github.com/hips/autograd;https://github.com/hips/autograd;https://github.com/hips/autograd;100%;False
mathematics-dataset;https://github.com/deepmind/mathematics_dataset;False;https://github.com/deepmind/mathematics_dataset;https://github.com/deepmind/mathematics_dataset;https://github.com/deepmind/mathematics_dataset;https://github.com/deepmind/mathematics_dataset;100%;False
public;https://github.com/andrewp-as-is/public.py;False;https://github.com/andrewp-as-is/public.py;https://github.com/andrewp-as-is/public.py;https://github.com/andrewp-as-is/public.py;https://github.com/andrewp-as-is/public.py;100%;False
awsebcli;https://github.com/aws/aws-elastic-beanstalk-cli-setup;False;;https://github.com/aws/aws-elastic-beanstalk-cli-setup;https://github.com/aws/aws-elastic-beanstalk-cli-setup;https://github.com/aws/aws-elastic-beanstalk-cli-setup;66%;False
luigi;https://github.com/spotify/luigi;False;https://github.com/spotify/luigi;https://github.com/spotify/luigi;https://github.com/spotify/luigi;https://github.com/spotify/luigi;100%;False
pyquery;https://github.com/gawel/pyquery;False;https://github.com/gawel/pyquery;https://github.com/gawel/pyquery;https://github.com/gawel/pyquery;https://github.com/gawel/pyquery;100%;False
filechunkio;https://github.com/filechunkio/filechunkio;True;;;;;0%;True
python-glanceclient;https://github.com/python-glanceclient/python-glanceclient;True;;;;;0%;True
pyformance;https://github.com/pyformance/pyformance;True;;;;;0%;True
mongomock;https://github.com/mongomock/mongomock;False;;;https://github.com/mongomock/mongomock;https://github.com/mongomock/mongomock;33%;False
cheetah;https://github.com/cheetah/cheetah;True;;;;;0%;True
django-multiselectfield;https://github.com/goinnn/django-multiselectfield;False;https://github.com/goinnn/django-multiselectfield;https://github.com/goinnn/django-multiselectfield;https://github.com/goinnn/django-multiselectfield;https://github.com/goinnn/django-multiselectfield;100%;False
path-py;https://github.com/jaraco/path;False;https://github.com/jaraco/path;https://github.com/jaraco/path;https://github.com/jaraco/path;https://github.com/jaraco/path;100%;False
glfw;https://github.com/florianrhiem/pyglfw;False;https://github.com/florianrhiem/pyglfw;https://github.com/florianrhiem/pyglfw;https://github.com/florianrhiem/pyglfw;https://github.com/florianrhiem/pyglfw;100%;False
fastapi;https://github.com/tiangolo/fastapi;False;https://github.com/tiangolo/fastapi;https://github.com/tiangolo/fastapi;https://github.com/tiangolo/fastapi;https://github.com/tiangolo/fastapi;100%;False
jsonpath-ng;https://github.com/h2non/jsonpath-ng;False;https://github.com/h2non/jsonpath-ng;https://github.com/h2non/jsonpath-ng;https://github.com/h2non/jsonpath-ng;https://github.com/h2non/jsonpath-ng;100%;False
bashlex;https://github.com/idank/bashlex;False;https://github.com/idank/bashlex;https://github.com/idank/bashlex;https://github.com/idank/bashlex;https://github.com/idank/bashlex;100%;False
asyncpg;https://github.com/magicstack/asyncpg;False;https://github.com/magicstack/asyncpg;https://github.com/magicstack/asyncpg;https://github.com/magicstack/asyncpg;https://github.com/magicstack/asyncpg;100%;False
salesforce-bulk;https://github.com/heroku/salesforce-bulk;False;https://github.com/heroku/salesforce-bulk;https://github.com/heroku/salesforce-bulk;https://github.com/heroku/salesforce-bulk;https://github.com/heroku/salesforce-bulk;100%;False
translationstring;https://github.com/pylons/translationstring;False;https://github.com/pylons/translationstring;https://github.com/pylons/translationstring;https://github.com/pylons/translationstring;https://github.com/pylons/translationstring;100%;False
webcolors;https://github.com/ubernostrum/webcolors;False;https://github.com/ubernostrum/webcolors;https://github.com/ubernostrum/webcolors;https://github.com/ubernostrum/webcolors;https://github.com/ubernostrum/webcolors;100%;False
premailer;https://github.com/peterbe/premailer;False;https://github.com/peterbe/premailer;https://github.com/peterbe/premailer;https://github.com/peterbe/premailer;https://github.com/peterbe/premailer;100%;False
collections-extended;https://github.com/mlenzen/collections-extended;False;https://github.com/mlenzen/collections-extended;https://github.com/mlenzen/collections-extended;https://github.com/mlenzen/collections-extended;https://github.com/mlenzen/collections-extended;100%;False
fake-useragent;https://github.com/hellysmile/fake-useragent;False;https://github.com/hellysmile/fake-useragent;https://github.com/hellysmile/fake-useragent;https://github.com/hellysmile/fake-useragent;https://github.com/hellysmile/fake-useragent;100%;False
m3u8;https://github.com/globocom/m3u8;False;https://github.com/globocom/m3u8;https://github.com/globocom/m3u8;https://github.com/globocom/m3u8;https://github.com/globocom/m3u8;100%;False
jwcrypto;https://github.com/latchset/jwcrypto;False;https://github.com/latchset/jwcrypto;https://github.com/latchset/jwcrypto;https://github.com/latchset/jwcrypto;https://github.com/latchset/jwcrypto;100%;False
locustio;https://github.com/locustio/locustio;True;https://github.com/locustio/locust;;;https://github.com/locustio/locust;33%;True
azure-functions-devops-build;https://github.com/azure/azure-functions-devops-build;False;https://github.com/azure/azure-functions-devops-build;https://github.com/azure/azure-functions-devops-build;https://github.com/azure/azure-functions-devops-build;https://github.com/azure/azure-functions-devops-build;100%;False
cufflinks;https://github.com/santosjorge/cufflinks;False;https://github.com/santosjorge/cufflinks;https://github.com/santosjorge/cufflinks;https://github.com/santosjorge/cufflinks;https://github.com/santosjorge/cufflinks;100%;False
python3-saml;https://github.com/onelogin/python3-saml;False;https://github.com/onelogin/python3-saml;https://github.com/onelogin/python3-saml;https://github.com/onelogin/python3-saml;https://github.com/onelogin/python3-saml;100%;False
dash-renderer;https://github.com/dash-renderer/dash-renderer;True;;;;;0%;True
vsts-cd-manager;https://github.com/microsoft/vsts-cd-manager;False;https://github.com/microsoft/vsts-cd-manager;https://github.com/microsoft/vsts-cd-manager;https://github.com/microsoft/vsts-cd-manager;https://github.com/microsoft/vsts-cd-manager;100%;False
javaproperties;https://github.com/jwodder/javaproperties;False;https://github.com/jwodder/javaproperties;https://github.com/jwodder/javaproperties;https://github.com/jwodder/javaproperties;https://github.com/jwodder/javaproperties;100%;False
geohash;https://github.com/vinsci/geohash;False;https://github.com/vinsci/geohash;;https://github.com/vinsci/geohash;https://github.com/vinsci/geohash;66%;False
gql;https://github.com/graphql-python/gql;False;https://github.com/graphql-python/gql;https://github.com/graphql-python/gql;https://github.com/graphql-python/gql;https://github.com/graphql-python/gql;100%;False
python-whois;https://github.com/richardpenman/whois;False;https://github.com/richardpenman/whois;https://github.com/richardpenman/whois;https://github.com/richardpenman/whois;https://github.com/richardpenman/whois;100%;False
pywin32-ctypes;https://github.com/enthought/pywin32-ctypes;False;;;;;0%;True
dash;https://github.com/plotly/dash;False;https://github.com/plotly/jupyter-dash;https://github.com/plotly/plotly.js;https://github.com/plotly/dash;https://github.com/plotly/dash;33%;False
dash-core-components;https://github.com/dash-core-components/dash-core-components;True;;;;;0%;True
xmlsec;https://github.com/mehcode/python-xmlsec;False;https://github.com/mehcode/python-xmlsec;https://github.com/mehcode/python-xmlsec;https://github.com/mehcode/python-xmlsec;https://github.com/mehcode/python-xmlsec;100%;False
rollbar;https://github.com/rollbar/pyrollbar;False;https://github.com/rollbar/pyrollbar;https://github.com/rollbar/pyrollbar;https://github.com/rollbar/pyrollbar;https://github.com/rollbar/pyrollbar;100%;False
oyaml;https://github.com/wimglenn/oyaml;False;https://github.com/wimglenn/oyaml;https://github.com/wimglenn/oyaml;https://github.com/wimglenn/oyaml;https://github.com/wimglenn/oyaml;100%;False
pvlib;https://github.com/pvlib/pvlib-python;False;https://github.com/pvlib/pvlib-python;https://github.com/pvlib/pvlib-python;https://github.com/pvlib/pvlib-python;https://github.com/pvlib/pvlib-python;100%;False
django-celery-results;https://github.com/celery/django-celery-results;False;https://github.com/celery/django-celery-results;https://github.com/celery/django-celery-results;https://github.com/celery/django-celery-results;https://github.com/celery/django-celery-results;100%;False
ninja;https://github.com/ninja-build/ninja;False;https://github.com/ninja-build/ninja;https://github.com/scikit-build/ninja-python-distributions;https://github.com/scikit-build/ninja-python-distributions;https://github.com/scikit-build/ninja-python-distributions;66%;True
cftime;https://github.com/unidata/cftime;False;;https://github.com/unidata/netcdf4-python;https://github.com/unidata/cftime;https://github.com/unidata/cftime;33%;False
loguru;https://github.com/delgan/loguru;False;https://github.com/delgan/loguru;https://github.com/delgan/loguru;https://github.com/delgan/loguru;https://github.com/delgan/loguru;100%;False
editdistance;https://github.com/aflc/editdistance;False;https://github.com/aflc/editdistance;;https://github.com/aflc/editdistance;https://github.com/aflc/editdistance;66%;False
django-widget-tweaks;https://github.com/jazzband/django-widget-tweaks;False;https://github.com/jazzband/django-widget-tweaks;https://github.com/jazzband/django-widget-tweaks;https://github.com/jazzband/django-widget-tweaks;https://github.com/jazzband/django-widget-tweaks;100%;False
flask-mail;https://github.com/rduplain/flask-mail;True;;;;;0%;True
xxhash;https://github.com/ifduyue/python-xxhash;False;https://github.com/ifduyue/python-xxhash;https://github.com/ifduyue/python-xxhash;https://github.com/ifduyue/python-xxhash;https://github.com/ifduyue/python-xxhash;100%;False
astropy;https://github.com/astropy/astropy;False;;https://github.com/astropy/astropy;https://github.com/astropy/astropy;https://github.com/astropy/astropy;66%;False
mxnet;https://github.com/apache/incubator-mxnet;False;https://github.com/apache/incubator-mxnet;https://github.com/apache/incubator-mxnet;https://github.com/apache/incubator-mxnet;https://github.com/apache/incubator-mxnet;100%;False
dash-html-components;https://github.com/plotly/dash-html-components;False;https://github.com/plotly/dash-html-components;https://github.com/plotly/dash-html-components;https://github.com/plotly/dash-html-components;https://github.com/plotly/dash-html-components;100%;False
warlock;https://github.com/bcwaldon/warlock;False;https://github.com/bcwaldon/warlock;https://github.com/bcwaldon/warlock;https://github.com/bcwaldon/warlock;https://github.com/bcwaldon/warlock;100%;False
django-oauth-toolkit;https://github.com/jazzband/django-oauth-toolkit;False;https://github.com/jazzband/django-oauth-toolkit;https://github.com/jazzband/django-oauth-toolkit;https://github.com/jazzband/django-oauth-toolkit;https://github.com/jazzband/django-oauth-toolkit;100%;False
jsonlines;https://github.com/wbolster/jsonlines;False;https://github.com/wbolster/jsonlines;https://github.com/wbolster/jsonlines;https://github.com/wbolster/jsonlines;https://github.com/wbolster/jsonlines;100%;False
rcssmin;https://github.com/ndparker/rcssmin;False;https://github.com/ndparker/rcssmin;https://github.com/ndparker/rcssmin;https://github.com/ndparker/rcssmin;https://github.com/ndparker/rcssmin;100%;False
neptune-client;https://github.com/neptune-client/neptune-client;True;;;;;0%;True
pykwalify;https://github.com/grokzen/pykwalify;False;https://github.com/grokzen/pykwalify;https://github.com/grokzen/pykwalify;https://github.com/grokzen/pykwalify;https://github.com/grokzen/pykwalify;100%;False
daphne;https://github.com/django/daphne;False;https://github.com/django/daphne;https://github.com/django/daphne;https://github.com/django/daphne;https://github.com/django/daphne;100%;False
libsass;https://github.com/sass/libsass;False;https://github.com/sass/libsass;https://github.com/sass/libsass;https://github.com/sass/libsass;https://github.com/sass/libsass;100%;False
jws;https://github.com/brianloveswords/python-jws;False;https://github.com/brianloveswords/python-jws;https://github.com/brianloveswords/python-jws;https://github.com/brianloveswords/python-jws;https://github.com/brianloveswords/python-jws;100%;False
webapp2;https://github.com/webapp2/webapp2;True;;;;;0%;True
dulwich;https://github.com/dulwich/dulwich;False;https://github.com/dulwich/dulwich;https://github.com/dulwich/dulwich;https://github.com/dulwich/dulwich;https://github.com/dulwich/dulwich;100%;False
netcdf4;https://github.com/unidata/netcdf4-python;False;https://github.com/unidata/netcdf4-python;https://github.com/unidata/netcdf4-python;https://github.com/unidata/netcdf4-python;https://github.com/unidata/netcdf4-python;100%;False
python-stdnum;https://github.com/python-stdnum/python-stdnum;True;https://github.com/arthurdejong/python-stdnum;;https://github.com/arthurdejong/python-stdnum;https://github.com/arthurdejong/python-stdnum;66%;True
thriftpy;https://github.com/eleme/thriftpy;False;https://github.com/eleme/thriftpy;;https://github.com/eleme/thriftpy;https://github.com/eleme/thriftpy;66%;False
python-openid;https://github.com/openid/python-openid;False;https://github.com/openid/python-openid;https://github.com/openid/python-openid;https://github.com/openid/python-openid;https://github.com/openid/python-openid;100%;False
pythonwhois;https://github.com/pythonwhois/pythonwhois;True;;;;;0%;True
pywinpty;https://github.com/spyder-ide/pywinpty;False;https://github.com/spyder-ide/pywinpty;https://github.com/spyder-ide/pywinpty;https://github.com/spyder-ide/pywinpty;https://github.com/spyder-ide/pywinpty;100%;False
sqlalchemy-jsonfield;https://github.com/penguinolog/sqlalchemy_jsonfield;False;https://github.com/penguinolog/sqlalchemy_jsonfield;https://github.com/penguinolog/sqlalchemy_jsonfield;https://github.com/penguinolog/sqlalchemy_jsonfield;https://github.com/penguinolog/sqlalchemy_jsonfield;100%;False
jinja2-cli;https://github.com/mattrobenolt/jinja2-cli;False;https://github.com/mattrobenolt/jinja2-cli;https://github.com/mattrobenolt/jinja2-cli;https://github.com/mattrobenolt/jinja2-cli;https://github.com/mattrobenolt/jinja2-cli;100%;False
