Package name;Old URL;Useless;Metadata URL;PyPI URL;OSSGadget URL;Final URL;Accuracy;Different
xmlrunner;https://github.com/pycontribs/xmlrunner;False;https://github.com/pycontribs/xmlrunner;https://github.com/pycontribs/xmlrunner;https://github.com/pycontribs/xmlrunner;https://github.com/pycontribs/xmlrunner;100%;False
diff-cover;https://github.com/bachmann1234/diff-cover;False;https://github.com/bachmann1234/diff-cover;https://github.com/bachmann1234/diff-cover;https://github.com/bachmann1234/diff-cover;https://github.com/bachmann1234/diff-cover;100%;False
django-grappelli;https://github.com/sehmaschine/django-grappelli;False;https://github.com/sehmaschine/django-grappelli;https://github.com/sehmaschine/django-grappelli;https://github.com/sehmaschine/django-grappelli;https://github.com/sehmaschine/django-grappelli;100%;False
django-tables2;https://github.com/jieter/django-tables2;False;https://github.com/jieter/django-tables2;https://github.com/ambv/black;https://github.com/jieter/django-tables2;https://github.com/jieter/django-tables2;66%;False
ts-flint;https://github.com/ts-flint/ts-flint;True;;;;;0%;True
xvfbwrapper;https://github.com/cgoldberg/xvfbwrapper;False;https://github.com/cgoldberg/xvfbwrapper;https://github.com/cgoldberg/xvfbwrapper;https://github.com/cgoldberg/xvfbwrapper;https://github.com/cgoldberg/xvfbwrapper;100%;False
pywinauto;https://github.com/pywinauto/pywinauto;False;;;https://github.com/pywinauto/pywinauto;https://github.com/pywinauto/pywinauto;33%;False
onnxruntime;https://github.com/microsoft/onnxruntime;False;;;https://github.com/microsoft/onnxruntime;https://github.com/microsoft/onnxruntime;33%;False
pyhcl;https://github.com/virtuald/pyhcl;False;https://github.com/virtuald/pyhcl;https://github.com/virtuald/pyhcl;https://github.com/virtuald/pyhcl;https://github.com/virtuald/pyhcl;100%;False
objgraph;https://github.com/mgedmin/objgraph;False;https://github.com/mgedmin/objgraph;https://github.com/mgedmin/objgraph;https://github.com/mgedmin/objgraph;https://github.com/mgedmin/objgraph;100%;False
django-guardian;https://github.com/django-guardian/django-guardian;False;https://github.com/django-guardian/django-guardian;https://github.com/django-guardian/django-guardian;https://github.com/django-guardian/django-guardian;https://github.com/django-guardian/django-guardian;100%;False
smdebug-rulesconfig;https://github.com/awslabs/sagemaker-debugger-rulesconfig;False;https://github.com/awslabs/sagemaker-debugger-rulesconfig;https://github.com/awslabs/sagemaker-debugger-rulesconfig;https://github.com/awslabs/sagemaker-debugger-rulesconfig;https://github.com/awslabs/sagemaker-debugger-rulesconfig;100%;False
limits;https://github.com/limits/limits;True;https://github.com/alisaifee/limits;;;https://github.com/alisaifee/limits;33%;True
eth-utils;https://github.com/ethereum/eth_utils;False;https://github.com/ethereum/eth-utils;https://github.com/ethereum/eth-utils;https://github.com/ethereum/eth-utils;https://github.com/ethereum/eth-utils;100%;True
easy-thumbnails;https://github.com/smileychris/easy-thumbnails;False;https://github.com/smileychris/easy-thumbnails;https://github.com/smileychris/easy-thumbnails;https://github.com/smileychris/easy-thumbnails;https://github.com/smileychris/easy-thumbnails;100%;False
jsonpath-rw-ext;https://github.com/sileht/python-jsonpath-rw-ext;False;https://github.com/sileht/python-jsonpath-rw-ext;https://github.com/sileht/python-jsonpath-rw-ext;https://github.com/sileht/python-jsonpath-rw-ext;https://github.com/sileht/python-jsonpath-rw-ext;100%;False
pytest-base-url;https://github.com/pytest-dev/pytest-base-url;False;https://github.com/pytest-dev/pytest-base-url;https://github.com/pytest-dev/pytest-base-url;https://github.com/pytest-dev/pytest-base-url;https://github.com/pytest-dev/pytest-base-url;100%;False
plaster-pastedeploy;https://github.com/pylons/plaster_pastedeploy;False;https://github.com/pylons/plaster_pastedeploy;https://github.com/pylons/plaster_pastedeploy;https://github.com/pylons/plaster_pastedeploy;https://github.com/pylons/plaster_pastedeploy;100%;False
hjson;https://github.com/hjson/hjson-py;False;https://github.com/hjson/hjson-py;https://github.com/hjson/hjson-py;https://github.com/hjson/hjson-py;https://github.com/hjson/hjson-py;100%;False
pyldap;https://github.com/pyldap/pyldap;False;https://github.com/pyldap/pyldap;;https://github.com/pyldap/pyldap;https://github.com/pyldap/pyldap;66%;False
psycogreen;https://github.com/psycopg/psycogreen;False;https://github.com/psycopg/psycogreen;https://github.com/sponsors/dvarrazzo;https://github.com/psycopg/psycogreen;https://github.com/psycopg/psycogreen;66%;False
fake-factory;https://github.com/joke2k/faker;False;https://github.com/joke2k/faker;https://github.com/joke2k/faker;https://github.com/joke2k/faker;https://github.com/joke2k/faker;100%;False
first;https://github.com/hynek/first;False;https://github.com/hynek/first;;https://github.com/hynek/first;https://github.com/hynek/first;66%;False
ortools;https://github.com/google/or-tools;False;;;https://github.com/google/or-tools;https://github.com/google/or-tools;33%;False
pydevd;https://github.com/fabioz/pydev.debugger;False;https://github.com/fabioz/pydev.debugger;;https://github.com/fabioz/pydev.debugger;https://github.com/fabioz/pydev.debugger;66%;False
progress;https://github.com/verigak/progress;False;https://github.com/verigak/progress;;https://github.com/verigak/progress;https://github.com/verigak/progress;66%;False
tableauserverclient;https://github.com/tableau/server-client-python;False;https://github.com/tableau/server-client-python;https://github.com/tableau/server-client-python;https://github.com/tableau/server-client-python;https://github.com/tableau/server-client-python;100%;False
pytest-selenium;https://github.com/pytest-dev/pytest-selenium;False;https://github.com/pytest-dev/pytest-selenium;https://github.com/pytest-dev/pytest-selenium;https://github.com/pytest-dev/pytest-selenium;https://github.com/pytest-dev/pytest-selenium;100%;False
patch-ng;https://github.com/conan-io/python-patch;False;https://github.com/conan-io/python-patch;https://github.com/conan-io/python-patch;https://github.com/conan-io/python-patch;https://github.com/conan-io/python-patch;100%;False
uritools;https://github.com/tkem/uritools;False;https://github.com/tkem/uritools;;https://github.com/tkem/uritools;https://github.com/tkem/uritools;66%;False
google-cloud-secret-manager;https://github.com/googleapis/python-secret-manager;False;https://github.com/googleapis/python-secret-manager;https://github.com/googleapis/python-secret-manager;https://github.com/googleapis/python-secret-manager;https://github.com/googleapis/python-secret-manager;100%;False
sacrebleu;https://github.com/mjpost/sacrebleu;False;https://github.com/mjpost/sacrebleu;https://github.com/mjpost/sacrebleu;https://github.com/mjpost/sacrebleu;https://github.com/mjpost/sacrebleu;100%;False
missingno;https://github.com/residentmario/missingno;False;https://github.com/residentmario/missingno;https://github.com/residentmario/missingno;https://github.com/residentmario/missingno;https://github.com/residentmario/missingno;100%;False
flask-bootstrap;https://github.com/mbr/flask-bootstrap;False;https://github.com/mbr/flask-bootstrap;https://github.com/mbr/flask-bootstrap;https://github.com/mbr/flask-bootstrap;https://github.com/mbr/flask-bootstrap;100%;False
python-redis;https://github.com/schlitzered/pyredis;False;https://github.com/schlitzered/pyredis;https://github.com/schlitzered/pyredis;https://github.com/schlitzered/pyredis;https://github.com/schlitzered/pyredis;100%;False
pudb;https://github.com/inducer/pudb;False;https://github.com/inducer/pudb;https://github.com/inducer/pudb;https://github.com/inducer/pudb;https://github.com/inducer/pudb;100%;False
plaster;https://github.com/pylons/plaster;False;https://github.com/pylons/plaster;;https://github.com/pylons/plaster;https://github.com/pylons/plaster;66%;False
stestr;https://github.com/mtreinish/stestr;False;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr;100%;False
bugsnag;https://github.com/bugsnag/bugsnag;True;;;;;0%;True
readthedocs-sphinx-ext;https://github.com/readthedocs/readthedocs-sphinx-ext;False;https://github.com/readthedocs/readthedocs-sphinx-ext;https://github.com/readthedocs/readthedocs-sphinx-ext;https://github.com/readthedocs/readthedocs-sphinx-ext;https://github.com/readthedocs/readthedocs-sphinx-ext;100%;False
databricks-pypi-extras;https://github.com/databricks-pypi-extras/databricks-pypi-extras;True;;;;;0%;True
ccy;https://github.com/quantmind/ccy;False;https://github.com/quantmind/ccy;https://github.com/quantmind/ccy;https://github.com/quantmind/ccy;https://github.com/quantmind/ccy;100%;False
pysam;https://github.com/pysam-developers/pysam;False;https://github.com/pysam-developers/pysam;https://github.com/pysam-developers/pysam;https://github.com/pysam-developers/pysam;https://github.com/pysam-developers/pysam;100%;False
tinydb;https://github.com/msiemens/tinydb;False;https://github.com/msiemens/tinydb;https://github.com/msiemens/tinydb;https://github.com/msiemens/tinydb;https://github.com/msiemens/tinydb;100%;False
trueskill;https://github.com/sublee/trueskill;False;https://github.com/sublee/trueskill;https://github.com/sublee/trueskill;https://github.com/sublee/trueskill;https://github.com/sublee/trueskill;100%;False
htcondor;https://github.com/htcondor/htcondor;False;;;https://github.com/htcondor/htcondor;https://github.com/htcondor/htcondor;33%;False
django-silk;https://github.com/jazzband/django-silk;False;https://github.com/jazzband/django-silk;https://github.com/jazzband/django-silk;https://github.com/jazzband/django-silk;https://github.com/jazzband/django-silk;100%;False
sphinxcontrib-plantuml;https://github.com/sphinx-contrib/plantuml;False;https://github.com/sphinx-contrib/plantuml;;https://github.com/sphinx-contrib/plantuml;https://github.com/sphinx-contrib/plantuml;66%;False
pygal;https://github.com/pygal/pygal;True;;;;;0%;True
civis;https://github.com/civisanalytics/civis-python;False;;https://github.com/wesm/feather;https://github.com/civisanalytics/civis-python;https://github.com/civisanalytics/civis-python;33%;False
nbsphinx;https://github.com/spatialaudio/nbsphinx;False;https://github.com/spatialaudio/nbsphinx;;https://github.com/spatialaudio/nbsphinx;https://github.com/spatialaudio/nbsphinx;66%;False
gnupg;https://github.com/isislovecruft/python-gnupg;False;https://github.com/isislovecruft/python-gnupg;https://github.com/isislovecruft/python-gnupg;https://github.com/isislovecruft/python-gnupg;https://github.com/isislovecruft/python-gnupg;100%;False
eth-typing;https://github.com/ethereum/eth-typing;False;https://github.com/ethereum/eth-typing;https://github.com/ethereum/eth-typing;https://github.com/ethereum/eth-typing;https://github.com/ethereum/eth-typing;100%;False
confuse;https://github.com/beetbox/confuse;False;https://github.com/beetbox/confuse;https://github.com/beetbox/confuse;https://github.com/beetbox/confuse;https://github.com/beetbox/confuse;100%;False
pex;https://github.com/pantsbuild/pex;False;https://github.com/pantsbuild/pex;https://github.com/pantsbuild/pex;https://github.com/pantsbuild/pex;https://github.com/pantsbuild/pex;100%;False
