Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position
yamllint;https://github.com/adrienverge/yamllint;https://github.com/adrienverge/yamllint;https://github.com/adrienverge/yamllint;https://github.com/adrienverge/yamllint;https://github.com/adrienverge/yamllint;https://github.com/adrienverge/yamllint;https://github.com/adrienverge/yamllint;;0/8;Equal;1251/1441;False;99.0%;Roff (1.0%);
pydocumentdb;https://github.com/azure/azure-cosmos-python;https://github.com/azure/azure-cosmos-python;;;https://github.com/azure/azure-cosmos-python;https://github.com/azure/azure-cosmos-python;;;16/19;Different;1175/1471;False;100.0%;;
threadpoolctl;https://github.com/joblib/threadpoolctl;https://github.com/joblib/threadpoolctl;https://github.com/joblib/threadpoolctl;https://github.com/joblib/threadpoolctl;https://github.com/joblib/threadpoolctl;https://github.com/joblib/threadpoolctl;;;0/13;Equal;3/1448;False;89.1%;Shell (8.9%) - Batchfile (2.0%);TP(?)
sphinxcontrib-websupport;;;;;;;;;;;;;;;
azure-mgmt-signalr;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;14/20;Different;1161/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
parsedatetime;https://github.com/bear/parsedatetime;https://github.com/bear/parsedatetime;https://github.com/bear/parsedatetime;https://github.com/bear/parsedatetime;https://github.com/bear/parsedatetime;https://github.com/bear/parsedatetime;;https://github.com/bear/parsedatetime;0/13;Equal;24/1442;True;99.5%;Makefile (0.5%);TP
fabric;;;;;;;;;;;;;;;
pydocstyle;https://github.com/pycqa/pydocstyle;https://github.com/pycqa/pydocstyle;;;https://github.com/pycqa/pydocstyle;https://github.com/pycqa/pydocstyle;;https://github.com/pycqa/pydocstyle;0/10;Equal;41/715;True;100.0%;;TP
numexpr;https://github.com/pydata/numexpr;https://github.com/pydata/numexpr;https://github.com/pydata/numexpr;https://github.com/pydata/numexpr;https://github.com/pydata/numexpr;https://github.com/pydata/numexpr;https://github.com/pydata/numexpr;https://github.com/pydata/numexpr;0/7;Equal;112/1451;True;49.0%;C++ (45.8%) - C (5.2%);TP
pypandoc;https://github.com/bebraw/pypandoc;https://github.com/bebraw/pypandoc;https://github.com/bebraw/pypandoc;https://github.com/bebraw/pypandoc;https://github.com/bebraw/pypandoc;https://github.com/bebraw/pypandoc;;https://github.com/bebraw/pypandoc;0/8;Equal;0/1464;True;82.9%;PowerShell (11.0%) - Batchfile (5.1%) - Dockerfile (1.0%);TP
azure-mgmt-managementgroups;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;18/27;Different;1093/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
cx-oracle;https://github.com/oracle/python-cx_oracle;;;;https://github.com/oracle/python-cx_oracle;https://github.com/oracle/python-cx_oracle;https://github.com/oracle/python-cx_oracle;;8/16;Different;15/1123;False;35.0%;C (60.8%) - PLSQL (4.2%);
azure-mgmt-datamigration;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;14/24;Different;1191/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
pycairo;https://github.com/ldo/qahirah;;https://github.com/pygobject/pycairo;;https://github.com/ldo/qahirah;;https://github.com/pygobject/pycairo;;6/7;Different;1160/1465;False;100.0%;;
humanize;https://github.com/jmoiron/humanize;https://github.com/jmoiron/humanize;https://github.com/jmoiron/humanize;https://github.com/jmoiron/humanize;https://github.com/jmoiron/humanize;https://github.com/jmoiron/humanize;https://github.com/jmoiron/humanize;https://github.com/jmoiron/humanize;0/8;Equal;2/1428;True;99.2%;Shell (0.8%);TP
phoenixdb;https://github.com/apache/phoenix-queryserver;;;;https://github.com/apache/phoenix-queryserver;;;;12/19;Different;1075/1453;False;60.5%;Java (35.9%) - Shell (2.0%) - Makefile (1.1%) - Dockerfile (0.5%);
wasabi;https://github.com/explosion/thinc;;;https://github.com/ines/wasabi;https://github.com/explosion/thinc;;;https://github.com/ines/wasabi;6/6;Different;1152/1464;https://pypi.org/project/thinc;86.3%;JavaScript (7.6%) - Sass (4.0%) - Cuda (2.1%);
hpack;https://github.com/python-hyper/hpack;https://github.com/python-hyper/hpack;https://github.com/python-hyper/hpack;https://github.com/python-hyper/hpack;https://github.com/python-hyper/hpack;https://github.com/python-hyper/hpack;https://github.com/python-hyper/hpack;https://github.com/python-hyper/hpack;0/5;Equal;40/731;False;99.9%;Makefile (0.1%);TP(?)
azure-mgmt-maps;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1066/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
ordered-set;https://github.com/luminosoinsight/ordered-set;https://github.com/luminosoinsight/ordered-set;https://github.com/luminosoinsight/ordered-set;https://github.com/luminosoinsight/ordered-set;https://github.com/luminosoinsight/ordered-set;https://github.com/luminosoinsight/ordered-set;;https://github.com/luminosoinsight/ordered-set;0/11;Equal;0/1437;True;100.0%;;TP
pathos;https://github.com/uqfoundation/pathos;;https://github.com/uqfoundation/pathos;https://github.com/uqfoundation/pathos;;https://github.com/uqfoundation/pathos;;;0/6;Equal;141/1477;False;99.4%;Shell (0.6%);TP(?)
azure-storage-file;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;;;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;https://github.com/azure/azure-storage-python;6/20;Different;435/1466;False;100.0%;;
h2;https://github.com/python-hyper/h2;https://github.com/python-hyper/h2;https://github.com/python-hyper/h2;https://github.com/python-hyper/h2;https://github.com/python-hyper/h2;https://github.com/python-hyper/h2;https://github.com/python-hyper/h2;https://github.com/python-hyper/h2;0/2;Equal;106/1451;False;99.8%;Other (0.2%);TP(?)
pystache;https://github.com/defunkt/pystache;https://github.com/defunkt/pystache;https://github.com/defunkt/pystache;https://github.com/defunkt/pystache;https://github.com/defunkt/pystache;https://github.com/defunkt/pystache;;;0/8;Equal;1232/1499;False;100.0%;;
hyperframe;https://github.com/python-hyper/hyperframe;https://github.com/python-hyper/hyperframe;https://github.com/python-hyper/hyperframe;https://github.com/python-hyper/hyperframe;;https://github.com/python-hyper/hyperframe;https://github.com/python-hyper/hyperframe;https://github.com/python-hyper/hyperframe;0/10;Equal;38/901;False;99.9%;Makefile (0.1%);TP(?)
django-debug-toolbar;https://github.com/jazzband/django-debug-toolbar;https://github.com/jazzband/django-debug-toolbar;https://github.com/jazzband/django-debug-toolbar;https://github.com/jazzband/django-debug-toolbar;https://github.com/jazzband/django-debug-toolbar;https://github.com/jazzband/django-debug-toolbar;https://github.com/jazzband/django-debug-toolbar;https://github.com/jazzband/django-debug-toolbar;0/20;Equal;22/832;True;77.6%;HTML (11.3%) - JavaScript (6.2%) - CSS (4.3%) - Makefile (0.6%);TP
parse;https://github.com/r1chardj0n3s/parse;https://github.com/r1chardj0n3s/parse;https://github.com/r1chardj0n3s/parse;https://github.com/r1chardj0n3s/parse;https://github.com/r1chardj0n3s/parse;https://github.com/r1chardj0n3s/parse;;;0/5;Equal;9/1460;False;100.0%;;TP(?)
gapic-google-cloud-logging-v2;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;22/29;Different;1178/1460;False;0%;Starlark (99.4%) - Other (0.6%);FP
pyxdg;;;https://github.com/takluyver/pyxdg;;;;;;;;;;;;
progressbar2;https://github.com/wolph/python-progressbar;https://github.com/wolph/python-progressbar;;;https://github.com/wolph/python-progressbar;https://github.com/wolph/python-progressbar;;https://github.com/wolph/python-progressbar;8/18;Different;74/1447;False;100.0%;;
tomlkit;https://github.com/sdispater/tomlkit;https://github.com/sdispater/tomlkit;https://github.com/sdispater/tomlkit;https://github.com/sdispater/tomlkit;https://github.com/sdispater/tomlkit;https://github.com/sdispater/tomlkit;;https://github.com/sdispater/tomlkit;0/7;Equal;1/1434;True;100.0%;;TP
proto-google-cloud-logging-v2;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;22/29;Different;1325/1460;False;0%;Starlark (99.4%) - Other (0.6%);FP
supervisor;https://github.com/supervisor/supervisor;;;https://github.com/supervisor/supervisor;https://github.com/supervisor/supervisor;;;;0/10;Equal;544/1454;False;97.3%;HTML (2.5%) - CSS (0.2%);TP(?)
pox;https://github.com/uqfoundation/pox;;https://github.com/uqfoundation/pox;https://github.com/uqfoundation/pox;;https://github.com/uqfoundation/pox;;;0/3;Equal;127/1476;False;99.1%;Shell (0.9%);TP(?)
pycountry;https://github.com/flyingcircusio/pycountry;;;https://github.com/flyingcircusio/pycountry;https://github.com/flyingcircusio/pycountry;;;;0/9;Equal;6/1462;False;98.4%;Other (1.6%);TP(?)
backports-tempfile;https://github.com/pidelport/backports.tempfile;https://github.com/pidelport/backports.tempfile;;;https://github.com/pidelport/backports.tempfile;https://github.com/pidelport/backports.tempfile;;https://github.com/pidelport/backports.tempfile;1/18;Different;19/248;True;100.0%;;TP
linecache2;https://github.com/testing-cabal/linecache2;https://github.com/testing-cabal/linecache2;https://github.com/testing-cabal/linecache2;https://github.com/testing-cabal/linecache2;https://github.com/testing-cabal/linecache2;https://github.com/testing-cabal/linecache2;;;0/10;Equal;0/92;False;98.9%;Other (1.1%);TP(?)
python-utils;https://github.com/wolph/python-utils;https://github.com/wolph/python-utils;https://github.com/wolph/python-utils;https://github.com/wolph/python-utils;https://github.com/wolph/python-utils;https://github.com/wolph/python-utils;;https://github.com/wolph/python-utils;0/12;Equal;36/1452;False;100.0%;;TP(?)
ldap3;https://github.com/cannatag/ldap3;https://github.com/cannatag/ldap3;https://github.com/cannatag/ldap3;https://github.com/cannatag/ldap3;https://github.com/cannatag/ldap3;https://github.com/cannatag/ldap3;https://github.com/cannatag/ldap3;https://github.com/cannatag/ldap3;0/5;Equal;14/1472;True;99.9%;Other (0.1%);TP
itypes;https://github.com/pavantatikonda/itypes;https://github.com/pavantatikonda/itypes;https://github.com/pavantatikonda/itypes;https://github.com/pavantatikonda/itypes;https://github.com/pavantatikonda/itypes;https://github.com/pavantatikonda/itypes;;https://github.com/pavantatikonda/itypes;0/6;Equal;0/1445;False;100.0%;;TP(?)
coreapi;https://github.com/core-api/python-client;https://github.com/core-api/python-client;;;https://github.com/core-api/python-client;https://github.com/core-api/python-client;;;11/13;Different;1405/1405;True;100.0%;;TP
google-cloud-firestore;https://github.com/googleapis/python-firestore;https://github.com/googleapis/python-firestore;;;https://github.com/googleapis/python-firestore;https://github.com/googleapis/python-firestore;;https://github.com/googleapis/google-cloud-python;11/22;Different;82/1454;True;98.1%;Shell (1.7%) - Dockerfile (0.2%);TP
pypdf2;;;;;;;;;;;;;;;
xlwt;;;https://github.com/python-excel/xlwt;;;;;https://github.com/python-excel/xlwt;;;;;;;
lunardate;https://github.com/lidaobing/python-lunardate;https://github.com/lidaobing/python-lunardate;https://github.com/lidaobing/python-lunardate;https://github.com/lidaobing/python-lunardate;https://github.com/lidaobing/python-lunardate;https://github.com/lidaobing/python-lunardate;;;7/16;Substring;896/1443;False;100.0%;;
coreschema;https://github.com/core-api/python-coreschema;https://github.com/core-api/python-coreschema;https://github.com/core-api/python-coreschema;https://github.com/core-api/python-coreschema;https://github.com/core-api/python-coreschema;https://github.com/core-api/python-coreschema;;;7/17;Substring;0/0;False;84.2%;HTML (15.8%);TP(?)
pytest-metadata;https://github.com/pytest-dev/pytest-metadata;https://github.com/pytest-dev/pytest-metadata;;;https://github.com/pytest-dev/pytest-metadata;https://github.com/pytest-dev/pytest-metadata;https://github.com/tox-dev/tox;https://github.com/pytest-dev/pytest-metadata;0/15;Equal;41/1414;True;100.0%;;TP
pytest-html;https://github.com/pytest-dev/pytest-html;https://github.com/pytest-dev/pytest-html;;;https://github.com/pytest-dev/pytest-html;https://github.com/pytest-dev/pytest-html;https://github.com/pytest-dev/pytest-html;https://github.com/pytest-dev/pytest-html;0/11;Equal;11/222;True;80.1%;JavaScript (13.3%) - SCSS (3.4%) - HTML (3.2%);TP
azure;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;15/20;Substring;1084/1479;True;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);TP
pystan;https://github.com/stan-dev/pystan;https://github.com/stan-dev/pystan;https://github.com/stan-dev/pystan;;https://github.com/stan-dev/pystan;https://github.com/stan-dev/pystan;;https://github.com/stan-dev/pystan;0/6;Equal;1177/1466;False;99.2%;Shell (0.8%);
semver;https://github.com/python-semver/python-semver;https://github.com/python-semver/python-semver;https://github.com/python-semver/python-semver;https://github.com/python-semver/python-semver;https://github.com/python-semver/python-semver;https://github.com/python-semver/python-semver;https://github.com/python-semver/python-semver;https://github.com/python-semver/python-semver;7/13;Substring;326/1456;True;99.9%;Makefile (0.1%);TP
traceback2;https://github.com/testing-cabal/traceback2;https://github.com/testing-cabal/traceback2;https://github.com/testing-cabal/traceback2;https://github.com/testing-cabal/traceback2;https://github.com/testing-cabal/traceback2;https://github.com/testing-cabal/traceback2;;;0/10;Equal;2/532;False;99.9%;Makefile (0.1%);TP(?)
unittest2;;;;;;;;;;;;;;;
pip-tools;https://github.com/jazzband/pip-tools;https://github.com/jazzband/pip-tools;https://github.com/jazzband/pip-tools;https://github.com/jazzband/pip-tools;https://github.com/pre-commit/pre-commit;https://github.com/jazzband/pip-tools;https://github.com/tox-dev/tox;https://github.com/jazzband/pip-tools;0/9;Equal;12/1466;True;100.0%;;TP
pyperclip;https://github.com/asweigart/pyperclip;https://github.com/asweigart/pyperclip;https://github.com/asweigart/pyperclip;https://github.com/asweigart/pyperclip;https://github.com/asweigart/pyperclip;https://github.com/asweigart/pyperclip;;;0/9;Equal;4/855;False;100.0%;;TP(?)
pygobject;;;;;;;https://github.com/readthedocs/sphinx_rtd_theme;;;;;;;;
azure-loganalytics;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;12/20;Different;1099/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
ppft;https://github.com/uqfoundation/ppft;;https://github.com/uqfoundation/ppft;https://github.com/uqfoundation/ppft;https://github.com/uqfoundation/pathos;https://github.com/uqfoundation/ppft;;;0/4;Equal;95/1475;False;100.0%;;TP(?)
redis-py-cluster;https://github.com/grokzen/redis-py-cluster;https://github.com/grokzen/redis-py-cluster;https://github.com/grokzen/redis-py-cluster;https://github.com/grokzen/redis-py-cluster;https://github.com/grokzen/redis-py-cluster;https://github.com/grokzen/redis-py-cluster;https://github.com/grokzen/redis-py-cluster;https://github.com/grokzen/redis-py-cluster;0/16;Equal;0/1478;True;87.2%;Ruby (10.3%) - Makefile (2.5%);TP
azure-mgmt-datafactory;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;14/22;Different;1173/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
inflect;https://github.com/jaraco/inflect;https://github.com/jaraco/inflect;https://github.com/jaraco/inflect;https://github.com/jaraco/inflect;https://github.com/jaraco/inflect;https://github.com/jaraco/inflect;https://github.com/jaraco/jaraco.text;https://github.com/jaraco/inflect;0/7;Equal;2/1417;True;100.0%;;TP
azure-servicefabric;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1184/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
opentracing;https://github.com/opentracing/opentracing-python;https://github.com/opentracing/opentracing-python;https://github.com/opentracing/opentracing-python;https://github.com/opentracing/opentracing-python;https://github.com/opentracing/opentracing-python;https://github.com/opentracing/opentracing-python;https://github.com/opentracing/opentracing-python;https://github.com/opentracing/opentracing-python;7/18;Substring;55/1464;True;98.9%;Makefile (1.1%);TP
azure-cli;https://github.com/azure/azure-cli;https://github.com/azure/azure-cli;;;https://github.com/azure/azure-cli;https://github.com/azure/azure-cli;;;0/9;Equal;646/1457;True;94.2%;Roff (5.4%) - Shell (0.2%) - Batchfile (0.1%) - Rich (Text%) - Dockerfile (0.0%);TP
azure-servicemanagement-legacy;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;22/30;Different;1134/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
expiringdict;;;;;;;;https://github.com/mailgun/expiringdict;;;;;;;
click-plugins;https://github.com/click-contrib/click-plugins;https://github.com/click-contrib/click-plugins;https://github.com/click-contrib/click-plugins;https://github.com/click-contrib/click-plugins;https://github.com/click-contrib/click-plugins;https://github.com/click-contrib/click-plugins;;https://github.com/click-contrib/click-plugins;0/13;Equal;24/1460;False;100.0%;;TP(?)
pygsheets;https://github.com/nithinmurali/pygsheets;https://github.com/nithinmurali/pygsheets;https://github.com/nithinmurali/pygsheets;https://github.com/nithinmurali/pygsheets;https://github.com/nithinmurali/pygsheets;https://github.com/nithinmurali/pygsheets;https://github.com/nithinmurali/pygsheets;https://github.com/nithinmurali/pygsheets;0/9;Equal;2/1451;True;99.8%;Makefile (0.2%);TP
confluent-kafka;https://github.com/confluentinc/confluent-kafka-python;https://github.com/confluentinc/confluent-kafka-python;https://github.com/confluentinc/confluent-kafka-python;https://github.com/confluentinc/confluent-kafka-python;https://github.com/confluentinc/confluent-kafka-python;https://github.com/confluentinc/confluent-kafka-python;;;7/22;Substring;1468/1468;False;86.9%;Shell (9.3%) - C (2.6%) - Batchfile (1.1%) - Other (0.1%);
reportlab;;;;;;;;;;;;;;;
azure-mgmt;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1091/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
grpcio-gcp;;;;;;;;;;;;;;;
azure-mgmt-logic;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1162/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
dicttoxml;https://github.com/quandyfactory/dicttoxml;https://github.com/quandyfactory/dicttoxml;;;https://github.com/quandyfactory/dicttoxml;https://github.com/quandyfactory/dicttoxml;;;0/9;Equal;10/1481;False;100.0%;;TP(?)
sasl;https://github.com/cloudera/python-sasl;https://github.com/cloudera/python-sasl;https://github.com/cloudera/python-sasl;https://github.com/cloudera/python-sasl;https://github.com/cloudera/python-sasl;https://github.com/cloudera/python-sasl;;;7/11;Substring;7/7;False;24.9%;C++ (72.1%) - Shell (3.0%);
structlog;https://github.com/hynek/structlog;https://github.com/hynek/structlog;https://github.com/hynek/structlog;https://github.com/hynek/structlog;https://github.com/hynek/structlog;https://github.com/sponsors/hynek;;;0/9;Equal;17/1474;False;100.0%;;TP(?)
distributed;https://github.com/dask/distributed;;https://github.com/dask/distributed;https://github.com/dask/distributed;;;;https://github.com/dask/distributed;0/11;Equal;11/91;True;98.8%;Other (1.2%);TP
dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;;0/10;Equal;942/1464;True;99.9%;Makefile (0.1%);TP
azure-mgmt-scheduler;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;14/20;Different;1158/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
mmh3;https://github.com/hajimes/mmh3;https://github.com/hajimes/mmh3;;;https://github.com/hajimes/mmh3;https://github.com/hajimes/mmh3;;https://github.com/hajimes/mmh3;0/4;Equal;1/1459;False;34.4%;C++ (58.1%) - C (4.6%) - Batchfile (2.9%);
sympy;https://github.com/sympy/sympy;;;https://github.com/sympy/sympy;https://github.com/fredrik-johansson/mpmath;;;https://github.com/sympy/sympy;0/5;Equal;234/1455;True;98.8%;XSLT (1.2%) - Shell (0.0%) - ANTLR (0.0%) - Perl (0.0%) - Dockerfile (0.0%);TP
w3lib;https://github.com/scrapy/w3lib;https://github.com/scrapy/w3lib;https://github.com/scrapy/w3lib;https://github.com/scrapy/w3lib;https://github.com/scrapy/w3lib;https://github.com/scrapy/w3lib;;;0/5;Equal;514/514;False;100.0%;;
apscheduler;https://github.com/agronholm/apscheduler;https://github.com/agronholm/apscheduler;https://github.com/agronholm/apscheduler;;https://github.com/agronholm/apscheduler;https://github.com/agronholm/apscheduler;;;0/11;Equal;1/1470;False;100.0%;;TP(?)
twilio;https://github.com/twilio/twilio-python;https://github.com/twilio/twilio-python;https://github.com/twilio/twilio-python;https://github.com/twilio/twilio-python;;https://github.com/twilio/twilio-python;;;7/13;Substring;0/1453;True;100.0%;;TP
feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;;0/10;Equal;71/1121;False;100.0%;;TP(?)
pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/hypothesisworks/hypothesis;https://github.com/samuelcolvin/pydantic;0/8;Equal;322/1452;True;99.7%;Other (0.3%);TP
fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;;;7/11;Substring;1198/1452;False;99.6%;Shell (0.4%);
django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;;https://github.com/jazzband/django-redis;0/12;Equal;1122/1438;True;100.0%;;TP
gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;;;0/3;Equal;1458/1458;False;99.7%;Other (0.3%);
hypothesis;https://github.com/hypothesisworks/hypothesis;;https://github.com/hypothesisworks/hypothesis;https://github.com/hypothesisworks/hypothesis;;https://github.com/hypothesisworks/hypothesis;https://github.com/hypothesisworks/hypothesis;;0/10;Equal;1061/1473;False;87.2%;Jupyter (Notebook%) - Rust (2.7%) - Ruby (2.2%) - TeX (0.5%) - Shell (0.3%) - Other (0.3%);
azure-eventgrid;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;;13/20;Different;1170/1479;https://pypi.org/project/azure;99.9%;PowerShell (0.1%) - Jupyter (Notebook%) - HTML (0.0%) - Shell (0.0%) - JavaScript (0.0%);
apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/oai/openapi-specification;0/7;Equal;14/1428;True;100.0%;;TP
aspy-yaml;https://github.com/asottile-archive/aspy.yaml;https://github.com/asottile-archive/aspy.yaml;;;https://github.com/asottile-archive/aspy.yaml;https://github.com/asottile-archive/aspy.yaml;;;1/9;Different;380/1001;False;100.0%;;TP(?)
whitenoise;https://github.com/evansd/whitenoise;;https://github.com/evansd/whitenoise;https://github.com/evansd/whitenoise;https://github.com/evansd/whitenoise;;;https://github.com/evansd/whitenoise;0/10;Equal;13/1020;True;98.3%;Other (1.7%);TP
cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;;;0/5;Equal;7/1448;False;100.0%;;TP(?)
eventlet;https://github.com/eventlet/eventlet;;https://github.com/eventlet/eventlet;;;;;https://github.com/eventlet/eventlet;0/8;Equal;5/1466;True;99.2%;Other (0.8%);TP
rx;https://github.com/reactivex/rxpy;;https://github.com/reactivex/rxjs;;https://github.com/reactivex/rxpy;https://github.com/reactivex/rxpy;;https://github.com/reactivex/rxpy;2/4;Substring;80/1452;True;82.4%;Jupyter (Notebook%) - JavaScript (0.1%);TP
glob2;https://github.com/miracle2k/python-glob2;https://github.com/miracle2k/python-glob2;https://github.com/miracle2k/python-glob2;https://github.com/miracle2k/python-glob2;;https://github.com/miracle2k/python-glob2;;;7/12;Substring;1452/1452;False;100.0%;;
uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;;;0/6;Equal;599/726;False;85.9%;C (11.2%) - Makefile (2.9%);
marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/psf/black;0/22;Equal;42/1443;True;100.0%;;TP
