Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Names Lev. dist.;Names Similarity;Descr. Lev. dist.;GitHub badge;Python lang. perc.;Other languages;OSSGadget position
mimeparse;;;;;;;;;;;;;;;
smartypants;https://github.com/leohemsted/smartypants.py;https://github.com/leohemsted/smartypants.py;https://github.com/leohemsted/smartypants.py;https://github.com/leohemsted/smartypants.py;https://github.com/leohemsted/smartypants.py;https://github.com/leohemsted/smartypants.py;;https://github.com/leohemsted/smartypants.py;3/14;Substring;0/551;True;91.9%;Makefile (8.1%);TP
django-datatables-view;;;;;;;;;;;;;;;
flake8-tuple;https://github.com/ar4s/flake8_tuple;https://github.com/ar4s/flake8_tuple;;;https://github.com/ar4s/flake8_tuple;https://github.com/ar4s/flake8_tuple;;https://github.com/ar4s/flake8_tuple;1/12;Different;883/1402;True;97.1%;Shell (2.9%);TP
cloudauthz;https://github.com/galaxyproject/cloudauthz;https://github.com/galaxyproject/cloudauthz;https://github.com/galaxyproject/cloudauthz;https://github.com/galaxyproject/cloudauthz;https://github.com/galaxyproject/cloudauthz;https://github.com/galaxyproject/cloudauthz;;;0/10;Equal;5/1437;False;100.0%;;TP(?)
chromedriver;;;;;;;;;;;;;;;
pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;https://github.com/astropy/pytest-doctestplus;;https://github.com/astropy/pytest-doctestplus;0/18;Equal;38/1469;False;96.7%;TeX (3.3%);TP(?)
isa-rwval;https://github.com/isa-tools/isa-rwval;https://github.com/isa-tools/isa-rwval;https://github.com/isa-tools/isa-rwval;https://github.com/isa-tools/isa-rwval;https://github.com/isa-tools/isa-rwval;https://github.com/isa-tools/isa-rwval;;https://github.com/isa-tools/isa-rwval;0/9;Equal;1485/1485;False;100.0%;;
you-get;https://github.com/soimort/you-get;;https://github.com/soimort/you-get;https://github.com/soimort/you-get;https://github.com/soimort/you-get;;;https://github.com/soimort/you-get;0/7;Equal;532/1467;True;99.4%;Other (0.6%);TP
ndjson;https://github.com/rhgrant10/ndjson;https://github.com/rhgrant10/ndjson;https://github.com/rhgrant10/ndjson;https://github.com/rhgrant10/ndjson;https://github.com/rhgrant10/ndjson;https://github.com/rhgrant10/ndjson;;https://github.com/rhgrant10/ndjson;0/6;Equal;196/1390;True;72.5%;Makefile (27.5%);TP
flask-mongoalchemy;https://github.com/cobrateam/flask-mongoalchemy;https://github.com/cobrateam/flask-mongoalchemy;https://github.com/cobrateam/flask-mongoalchemy;;https://github.com/cobrateam/flask-mongoalchemy;https://github.com/cobrateam/flask-mongoalchemy;;https://github.com/cobrateam/flask-mongoalchemy;0/18;Equal;25/1428;False;98.7%;Makefile (1.3%);TP(?)
python-sql;;;;;;;;;;;;;;;
traits;https://github.com/enthought/traits;https://github.com/enthought/traits;;https://github.com/enthought/traits;https://github.com/enthought/traits;https://github.com/enthought/traits;;;0/6;Equal;108/1472;False;91.5%;C (8.5%);TP(?)
fabric2;;;;;;;;;;;;;;;
sfx-jaeger-client;https://github.com/jaegertracing/jaeger-client-python;https://github.com/jaegertracing/jaeger-client-python;;;https://github.com/jaegertracing/jaeger-client-python;https://github.com/jaegertracing/jaeger-client-python;;;11/20;Different;1457/1457;https://pypi.org/project/jaeger-client;97.8%;Makefile (1.4%) - Other (0.8%);
pytest-cover;https://github.com/ionelmc/pytest-cover;https://github.com/ionelmc/pytest-cover;https://github.com/ionelmc/pytest-cover;https://github.com/ionelmc/pytest-cover;https://github.com/ionelmc/pytest-cover;https://github.com/ionelmc/pytest-cover;;;0/12;Equal;1126/1435;True;90.7%;PowerShell (6.2%) - Batchfile (3.1%);TP
django-pandas;https://github.com/chrisdev/django-pandas;https://github.com/chrisdev/django-pandas;https://github.com/chrisdev/django-pandas;https://github.com/chrisdev/django-pandas;;https://github.com/chrisdev/django-pandas;;https://github.com/chrisdev/django-pandas;0/13;Equal;24/1437;False;97.6%;Makefile (2.4%);TP(?)
libconf;https://github.com/grk0/python-libconf;https://github.com/grk0/python-libconf;;;https://github.com/grk0/python-libconf;https://github.com/grk0/python-libconf;;;7/14;Substring;15/1457;False;100.0%;;TP(?)
celery-once;https://github.com/cameronmaske/celery-once;https://github.com/cameronmaske/celery-once;https://github.com/cameronmaske/celery-once;https://github.com/cameronmaske/celery-once;https://github.com/cameronmaske/celery-once;https://github.com/cameronmaske/celery-once;;https://github.com/cameronmaske/celery-once;0/11;Equal;6/1452;False;99.7%;Dockerfile (0.3%);TP(?)
colcon-zsh;https://github.com/colcon/colcon-zsh;;;https://github.com/colcon/colcon-zsh;https://github.com/colcon/colcon-core;https://github.com/colcon/colcon-zsh;https://github.com/colcon/colcon.readthedocs.org;;0/10;Equal;10/66;False;51.1%;EmberScript (48.9%);TP(?)
zodbpickle;https://github.com/zopefoundation/zodbpickle;https://github.com/zopefoundation/zodbpickle;https://github.com/zopefoundation/zodbpickle;https://github.com/zopefoundation/zodbpickle;https://github.com/zopefoundation/zodbpickle;https://github.com/zopefoundation/zodbpickle;;https://github.com/zopefoundation/zodbpickle;0/10;Equal;2/1455;True;52.9%;C (47.0%) - Shell (0.1%);TP
morfessor;;;;;;;;;;;;;;;
mnemonic;https://github.com/trezor/python-mnemonic;https://github.com/trezor/python-mnemonic;https://github.com/trezor/python-mnemonic;https://github.com/trezor/python-mnemonic;https://github.com/trezor/python-mnemonic;https://github.com/trezor/python-mnemonic;;https://github.com/trezor/python-mnemonic;7/15;Substring;661/1190;False;100.0%;;
mattermostwrapper;https://github.com/btotharye/mattermostwrapper;https://github.com/btotharye/mattermostwrapper;https://github.com/btotharye/mattermostwrapper;https://github.com/btotharye/mattermostwrapper;https://github.com/btotharye/mattermostwrapper;https://github.com/btotharye/mattermostwrapper;;;0/17;Equal;1317/1317;False;100.0%;;
tslearn;https://github.com/tslearn-team/tslearn;;https://github.com/tslearn-team/tslearn;https://github.com/tslearn-team/tslearn;https://github.com/mblondel/soft-dtw;;https://github.com/tslearn-team/tslearn;;0/7;Equal;3/1428;True;100.0%;;TP
sdnotify;https://github.com/bb4242/sdnotify;https://github.com/bb4242/sdnotify;https://github.com/bb4242/sdnotify;https://github.com/bb4242/sdnotify;https://github.com/bb4242/sdnotify;https://github.com/bb4242/sdnotify;;;0/8;Equal;1088/1458;False;100.0%;;
sqlalchemy-diff;https://github.com/gianchub/sqlalchemy-diff;https://github.com/gianchub/sqlalchemy-diff;https://github.com/gianchub/sqlalchemy-diff;https://github.com/gianchub/sqlalchemy-diff;https://github.com/gianchub/sqlalchemy-diff;https://github.com/gianchub/sqlalchemy-diff;;;0/15;Equal;16/748;False;99.7%;Makefile (0.3%);TP(?)
pypom;https://github.com/mozilla/pypom;https://github.com/mozilla/pypom;;;https://github.com/mozilla/pypom;https://github.com/mozilla/pypom;https://github.com/mozilla/pypom;https://github.com/mozilla/pypom;0/5;Equal;5/120;True;100.0%;;TP
eliot;https://github.com/itamarst/eliot;https://github.com/itamarst/eliot;https://github.com/itamarst/eliot;https://github.com/itamarst/eliot;;https://github.com/itamarst/eliot;https://github.com/itamarst/eliot;https://github.com/itamarst/eliot;0/5;Equal;94/1475;False;97.8%;HTML (1.2%) - Other (1.0%);TP(?)
django-s3-storage;https://github.com/etianen/django-s3-storage;https://github.com/etianen/django-s3-storage;;https://github.com/etianen/django-s3-storage;https://github.com/etianen/django-s3-storage;https://github.com/etianen/django-s3-storage;;;0/17;Equal;1452/1452;False;99.9%;CSS (0.1%);
dumper;https://github.com/jric/dumper.py;https://github.com/jric/dumper.py;;;https://github.com/jric/dumper.py;https://github.com/jric/dumper.py;;;3/9;Substring;112/1463;False;100.0%;;TP(?)
glob3;;;;;;;;;;;;;;;
plaidml-keras;;;;;;;;;;;;;;;
wtforms-json;https://github.com/kvesteri/wtforms-json;https://github.com/kvesteri/wtforms-json;;https://github.com/kvesteri/wtforms-json;https://github.com/kvesteri/wtforms-json;https://github.com/kvesteri/wtforms-json;;;0/12;Equal;53/135;False;100.0%;;TP(?)
pyecharts;https://github.com/pyecharts/pyecharts;https://github.com/pyecharts/pyecharts;;https://github.com/pyecharts/pyecharts;https://github.com/pyecharts/pyecharts;https://github.com/pyecharts/pyecharts;;;0/9;Equal;1407/1407;True;97.9%;HTML (2.1%);TP
pretend;https://github.com/alex/pretend;https://github.com/alex/pretend;https://github.com/alex/pretend;https://github.com/alex/pretend;https://github.com/alex/pretend;https://github.com/alex/pretend;;https://github.com/alex/pretend;0/7;Equal;14/1459;False;100.0%;;TP(?)
office365-rest-python-client;https://github.com/vgrem/office365-rest-python-client;https://github.com/vgrem/office365-rest-python-client;;;https://github.com/vgrem/office365-rest-python-client;https://github.com/vgrem/office365-rest-python-client;https://github.com/azuread/azure-activedirectory-library-for-python;https://github.com/vgrem/office365-rest-python-client;0/28;Equal;0/1436;True;100.0%;;TP
contentful;https://github.com/contentful/contentful.py;https://github.com/contentful/contentful.py;;https://github.com/contentful/contentful.py;https://github.com/contentful/contentful.py;https://github.com/contentful/contentful.py;;;3/13;Substring;1333/1425;False;91.9%;Makefile (4.5%) - Batchfile (3.6%);
pyutilib;https://github.com/pyutilib/pyutilib;https://github.com/pyutilib/pyutilib;https://github.com/pyutilib/pyutilib;https://github.com/pyutilib/pyutilib;https://github.com/pyutilib/pyutilib;https://github.com/pyutilib/pyutilib;;;0/8;Equal;0/1126;True;99.9%;Shell (0.1%);TP
domain2idna;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;https://github.com/pyfunceble/domain2idna;0/11;Equal;24/1448;False;100.0%;;TP(?)
requests-aws;https://github.com/tax/python-requests-aws;https://github.com/tax/python-requests-aws;https://github.com/tax/python-requests-aws;https://github.com/tax/python-requests-aws;https://github.com/tax/python-requests-aws;https://github.com/tax/python-requests-aws;;;7/19;Substring;209/964;False;100.0%;;TP(?)
jupyterthemes;https://github.com/dunovank/jupyter-themes;https://github.com/dunovank/jupyter-themes;;;https://github.com/dunovank/jupyter-themes;https://github.com/dunovank/jupyter-themes;;;1/14;Different;1437/1437;False;4.5%;CSS (65.5%) - Less (14.6%) - Jupyter (Notebook%) - HTML (3.8%) - JavaScript (0.3%);
python-termstyle;;;;;;;;;;;;;;;
gluoncv;https://github.com/dmlc/gluon-cv;https://github.com/dmlc/gluon-cv;;;https://github.com/dmlc/gluon-cv;https://github.com/dmlc/gluon-cv;;;1/8;Different;1039/1429;True;95.0%;C++ (4.9%) - Other (0.1%);TP
flyteidl;https://github.com/flyteorg/flyteidl;https://github.com/flyteorg/flyteidl;https://github.com/flyteorg/flyteidl;;;https://github.com/flyteorg/flyteidl;;;0/8;Equal;762/762;False;27.7%;Go (62.2%) - Shell (8.2%) - Makefile (1.9%);
flup;;;;;;;;;;;;;;;
django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;;https://github.com/incuna/django-wkhtmltopdf;0/18;Equal;19/1026;True;98.4%;HTML (1.1%) - Makefile (0.5%);TP
lyricwikia;https://github.com/enricobacis/lyricwikia;https://github.com/enricobacis/lyricwikia;https://github.com/enricobacis/lyricwikia;https://github.com/enricobacis/lyricwikia;https://github.com/enricobacis/lyricwikia;https://github.com/enricobacis/lyricwikia;;;0/10;Equal;405/1438;False;96.2%;Makefile (3.8%);TP(?)
teradata;https://github.com/teradata/pytd;https://github.com/teradata/pytd;https://github.com/teradata/pytd;https://github.com/teradata/pytd;https://github.com/teradata/pytd;https://github.com/teradata/pytd;;;7/8;Different;1010/1017;False;98.6%;Shell (1.4%);
qdarkstyle;https://github.com/colinduquesnoy/qdarkstylesheet;https://github.com/colinduquesnoy/qdarkstylesheet;;;https://github.com/colinduquesnoy/qdarkstylesheet;https://github.com/colinduquesnoy/qdarkstylesheet;https://github.com/colinduquesnoy/qdarkstylesheet;;5/15;Substring;1025/1424;True;79.9%;CSS (19.4%) - Shell (0.7%);TP
tox-battery;https://github.com/signalpillar/tox-battery;https://github.com/signalpillar/tox-battery;https://github.com/signalpillar/tox-battery;https://github.com/signalpillar/tox-battery;https://github.com/signalpillar/tox-battery;https://github.com/signalpillar/tox-battery;;https://github.com/signalpillar/tox-battery;0/11;Equal;0/473;False;99.0%;Makefile (1.0%);TP(?)
infi-clickhouse-orm;https://github.com/infinidat/infi.clickhouse_orm;https://github.com/infinidat/infi.clickhouse_orm;;;https://github.com/infinidat/infi.clickhouse_orm;https://github.com/infinidat/infi.clickhouse_orm;;;2/19;Different;1462/1462;False;99.6%;Shell (0.4%);
tensor2tensor;https://github.com/tensorflow/tensor2tensor;https://github.com/tensorflow/tensor2tensor;https://github.com/tensorflow/tensor2tensor;https://github.com/tensorflow/tensor2tensor;https://github.com/tensorflow/tensor2tensor;https://github.com/tensorflow/tensor2tensor;;;0/13;Equal;1076/1428;False;62.9%;Jupyter (Notebook%) - Other (1.7%);
spotdl;https://github.com/spotdl/spotify-downloader;https://github.com/spotdl/spotify-downloader;;;https://github.com/spotdl/spotify-downloader;https://github.com/spotdl/spotify-downloader;;https://github.com/spotdl/spotify-downloader;12/18;Different;0/1437;True;99.0%;Shell (1.0%);TP
pingparsing;https://github.com/thombashi/pingparsing;https://github.com/thombashi/pingparsing;https://github.com/thombashi/pingparsing;https://github.com/thombashi/pingparsing;https://github.com/thombashi/pingparsing;https://github.com/thombashi/pingparsing;;https://github.com/thombashi/pingparsing;0/11;Equal;2/1416;True;99.5%;Makefile (0.5%);TP
django-hosts;https://github.com/jazzband/django-hosts;;https://github.com/jazzband/django-hosts;https://github.com/jazzband/django-hosts;https://github.com/jazzband/django-hosts;;https://github.com/jazzband/django-hosts;https://github.com/jazzband/django-hosts;0/12;Equal;31/1454;True;99.6%;Makefile (0.4%);TP
cx-freeze;https://github.com/marcelotduarte/cx_freeze;https://github.com/marcelotduarte/cx_freeze;;;https://github.com/marcelotduarte/cx_freeze;https://github.com/marcelotduarte/cx_freeze;https://github.com/marcelotduarte/cx_freeze;;1/9;Different;0/1128;False;83.1%;C (16.9%);TP(?)
f5-sdk;https://github.com/f5networks/f5-common-python;https://github.com/f5networks/f5-common-python;;;https://github.com/f5networks/f5-common-python;https://github.com/f5networks/f5-common-python;;;13/16;Different;1450/1450;False;99.6%;Other (0.4%);
cgroupspy;https://github.com/cloudsigma/cgroupspy;https://github.com/cloudsigma/cgroupspy;https://github.com/cloudsigma/cgroupspy;https://github.com/cloudsigma/cgroupspy;https://github.com/cloudsigma/cgroupspy;https://github.com/cloudsigma/cgroupspy;;;0/9;Equal;284/1499;False;100.0%;;TP(?)
line-bot-sdk;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;https://github.com/line/line-bot-sdk-python;7/19;Substring;63/1436;False;100.0%;;TP(?)
zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;https://github.com/dwolfhub/zxcvbn-python;;https://github.com/dwolfhub/zxcvbn-python;0/13;Equal;287/1452;False;100.0%;;TP(?)
django-hijack-admin;https://github.com/django-hijack/django-hijack;;;;;;;;6/19;Substring;764/764;https://pypi.org/project/django-hijack;91.2%;CSS (5.3%) - HTML (3.5%);
sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;https://github.com/jmcarp/sqlalchemy-postgres-copy;;;0/24;Equal;1157/1499;False;100.0%;;
hydra-core;https://github.com/facebookresearch/hydra;https://github.com/facebookresearch/hydra;;;https://github.com/facebookresearch/hydra;https://github.com/facebookresearch/hydra;;;5/10;Substring;386/1088;True;96.4%;JavaScript (1.7%) - ANTLR (0.5%) - Jupyter (Notebook%) - CSS (0.3%) - Shell (0.2%) - Other (0.4%);TP
django-babel;https://github.com/python-babel/django-babel;https://github.com/python-babel/django-babel;https://github.com/python-babel/django-babel;https://github.com/python-babel/django-babel;;https://github.com/python-babel/django-babel;;;0/12;Equal;4/1466;False;100.0%;;TP(?)
python-qpid-proton;;;;;;;;;;;;;;;
pybs;https://github.com/henriksu/pybs;https://github.com/henriksu/pybs;https://github.com/henriksu/pybs;https://github.com/henriksu/pybs;https://github.com/henriksu/pybs;https://github.com/henriksu/pybs;;;0/4;Equal;7/7;False;56.6%;Jupyter (Notebook%);
hap-python;https://github.com/ikalchev/hap-python;https://github.com/ikalchev/hap-python;;;https://github.com/ikalchev/hap-python;https://github.com/ikalchev/hap-python;https://github.com/ikalchev/hap-python;https://github.com/ikalchev/hap-python;0/10;Equal;0/1465;True;99.6%;Shell (0.4%);TP
textstat;https://github.com/shivam5992/textstat;https://github.com/shivam5992/textstat;https://github.com/shivam5992/textstat;https://github.com/shivam5992/textstat;https://github.com/shivam5992/textstat;https://github.com/shivam5992/textstat;;;0/8;Equal;1/1456;True;99.0%;Makefile (1.0%);TP
pyhumps;https://github.com/nficano/humps;https://github.com/nficano/humps;;;https://github.com/nficano/humps;https://github.com/nficano/humps;;;2/7;Substring;268/1452;True;92.7%;Makefile (7.3%);TP
riemann-client;https://github.com/borntyping/python-riemann-client;https://github.com/borntyping/python-riemann-client;https://github.com/borntyping/python-riemann-client;https://github.com/borntyping/python-riemann-client;https://github.com/borntyping/python-riemann-client;https://github.com/borntyping/python-riemann-client;;;7/21;Substring;1201/1499;True;97.7%;Protocol (Buffer%);TP
fastrlock;https://github.com/scoder/fastrlock;https://github.com/scoder/fastrlock;https://github.com/scoder/fastrlock;https://github.com/scoder/fastrlock;https://github.com/scoder/fastrlock;https://github.com/scoder/fastrlock;;;0/9;Equal;1/1474;False;75.8%;Batchfile (13.4%) - Makefile (10.2%) - C (0.6%);TP(?)
sphinx-markdown-builder;https://github.com/clayrisser/sphinx-markdown-builder;https://github.com/clayrisser/sphinx-markdown-builder;;https://github.com/clayrisser/sphinx-markdown-builder;https://github.com/clayrisser/sphinx-markdown-builder;https://github.com/clayrisser/sphinx-markdown-builder;;https://github.com/clayrisser/sphinx-markdown-builder;0/23;Equal;0/1019;True;97.3%;Makefile (2.5%) - Shell (0.2%);TP
talon;https://github.com/mailgun/talon;https://github.com/mailgun/talon;https://github.com/mailgun/talon;https://github.com/mailgun/talon;https://github.com/mailgun/talon;https://github.com/mailgun/talon;;;0/5;Equal;14/1449;False;100.0%;;TP(?)
ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;https://github.com/terryhowe/ansible-modules-hashivault;;https://github.com/terryhowe/ansible-modules-hashivault;0/26;Equal;54/1462;True;97.5%;Shell (2.1%) - Other (0.4%);TP
docformatter;https://github.com/myint/docformatter;https://github.com/myint/docformatter;https://github.com/myint/docformatter;https://github.com/myint/docformatter;https://github.com/myint/docformatter;https://github.com/myint/docformatter;;https://github.com/myint/docformatter;0/12;Equal;21/1430;False;98.4%;Makefile (1.6%);TP(?)
sqlalchemy-repr;https://github.com/manicmaniac/sqlalchemy-repr;https://github.com/manicmaniac/sqlalchemy-repr;https://github.com/manicmaniac/sqlalchemy-repr;https://github.com/manicmaniac/sqlalchemy-repr;https://github.com/manicmaniac/sqlalchemy-repr;https://github.com/manicmaniac/sqlalchemy-repr;;https://github.com/manicmaniac/sqlalchemy-repr;0/15;Equal;26/1451;False;100.0%;;TP(?)
http-parser;https://github.com/benoitc/http-parser;https://github.com/benoitc/http-parser;https://github.com/benoitc/http-parser;;https://github.com/benoitc/http-parser;https://github.com/benoitc/http-parser;;https://github.com/benoitc/http-parser;0/11;Equal;5/1450;False;46.1%;C (53.6%) - Makefile (0.3%);
yagmail;https://github.com/kootenpv/yagmail;https://github.com/kootenpv/yagmail;;https://github.com/kootenpv/yagmail;https://github.com/kootenpv/yagmail;https://github.com/kootenpv/yagmail;;;0/7;Equal;799/1430;True;100.0%;;TP
pyobjc-framework-fsevents;https://github.com/ronaldoussoren/pyobjc;https://github.com/ronaldoussoren/pyobjc;;;https://github.com/ronaldoussoren/pyobjc;https://github.com/ronaldoussoren/pyobjc;https://github.com/ronaldoussoren/pyobjc;;19/25;Substring;755/991;False;81.2%;Objective-C (14.1%) - C (4.4%) - M (0.2%) - SystemVerilog (0.1%) - Java (0.0%);
multiprocessing;;;;;;;;;;;;;;;
nosehtml;https://github.com/galaxyproject/nosehtml;https://github.com/galaxyproject/nosehtml;https://github.com/galaxyproject/nosehtml;https://github.com/galaxyproject/nosehtml;https://github.com/galaxyproject/nosehtml;https://github.com/galaxyproject/nosehtml;;;0/8;Equal;39/39;False;100.0%;;
zconfig;https://github.com/zopefoundation/zconfig;https://github.com/zopefoundation/zconfig;;;;https://github.com/zopefoundation/zconfig;https://github.com/zopefoundation/zconfig;https://github.com/zopefoundation/zconfig;0/7;Equal;20/1467;True;100.0%;;TP
graphql-ws;https://github.com/graphql-python/graphql-ws;https://github.com/graphql-python/graphql-ws;https://github.com/graphql-python/graphql-ws;https://github.com/graphql-python/graphql-ws;https://github.com/graphql-python/graphql-ws;https://github.com/graphql-python/graphql-ws;;;0/10;Equal;1410/1432;False;94.5%;Makefile (5.5%);
cqlsh;https://github.com/jeffwidman/cqlsh;https://github.com/jeffwidman/cqlsh;;;https://github.com/jeffwidman/cqlsh;https://github.com/jeffwidman/cqlsh;;;0/5;Equal;304/1471;False;100.0%;;TP(?)
c7n;https://github.com/cloud-custodian/cloud-custodian;;;;https://github.com/cloud-custodian/cloud-custodian;;;https://github.com/cloud-custodian/cloud-custodian;13/15;Different;0/1463;False;96.5%;Go (2.5%) - HTML (0.3%) - HCL (0.3%) - Shell (0.2%) - Makefile (0.2%);
aws-kinesis-agg;https://github.com/awslabs/kinesis-aggregation;https://github.com/awslabs/kinesis-aggregation;;;https://github.com/awslabs/kinesis-aggregation;https://github.com/awslabs/kinesis-aggregation;;;12/19;Different;1136/1489;False;29.3%;Java (54.1%) - JavaScript (13.5%) - Go (3.0%) - Shell (0.1%);FP(?)
sshuttle;https://github.com/sshuttle/sshuttle;https://github.com/sshuttle/sshuttle;https://github.com/sshuttle/sshuttle;https://github.com/sshuttle/sshuttle;https://github.com/sshuttle/sshuttle;https://github.com/sshuttle/sshuttle;https://github.com/sshuttle/sshuttle;;0/8;Equal;224/1429;False;99.2%;Shell (0.8%);TP(?)
ase;;;;;;;;;;;;;;;
email;;;;;;;;;;;;;;;
mozcrash;;;;;;;;;;;;;;;
django-pyodbc-azure;https://github.com/michiya/django-pyodbc-azure;https://github.com/michiya/django-pyodbc-azure;https://github.com/michiya/django-pyodbc-azure;https://github.com/michiya/django-pyodbc-azure;https://github.com/michiya/django-pyodbc-azure;https://github.com/michiya/django-pyodbc-azure;;;0/19;Equal;1317/1424;True;100.0%;;TP
adyen;https://github.com/adyen/adyen-python-api-library;https://github.com/adyen/adyen-python-api-library;https://github.com/adyen/adyen-python-api-library;https://github.com/adyen/adyen-python-api-library;https://github.com/adyen/adyen-python-api-library;https://github.com/adyen/adyen-python-api-library;;;19/24;Substring;1404/1451;False;99.8%;Makefile (0.2%);
treeherder-client;https://github.com/mozilla/treeherder;https://github.com/mozilla/treeherder;;;https://github.com/mozilla/treeherder;https://github.com/mozilla/treeherder;;;7/17;Substring;1474/1474;False;48.1%;JavaScript (49.3%) - CSS (2.4%) - Shell (0.2%) - Dockerfile (0.0%) - HTML (0.0%);
cmsis-pack-manager;;;;;;;;;;;;;;;
openslide-python;https://github.com/openslide/openslide-python;;https://github.com/openslide/openslide-python;https://github.com/openslide/openslide-python;https://github.com/openslide/openslide-python;;;;0/16;Equal;28/1443;False;95.0%;C (5.0%);TP(?)
intuit-oauth;https://github.com/intuit/oauth-pythonclient;https://github.com/intuit/oauth-pythonclient;;;https://github.com/intuit/oauth-pythonclient;https://github.com/intuit/oauth-pythonclient;https://github.com/intuit/oauth-pythonclient;;15/18;Different;2/965;False;100.0%;;
pylogo;;;;;;;;;;;;;;;
requests-opentracing;https://github.com/opentracing-contrib/python-requests;https://github.com/opentracing-contrib/python-requests;;;https://github.com/opentracing-contrib/python-requests;https://github.com/opentracing-contrib/python-requests;;;18/20;Different;39/1474;False;100.0%;;
submit50;https://github.com/cs50/submit50;https://github.com/cs50/submit50;https://github.com/cs50/submit50;https://github.com/cs50/submit50;https://github.com/cs50/submit50;https://github.com/cs50/submit50;;;0/8;Equal;885/885;False;100.0%;;
sqlalchemy-utc;https://github.com/spoqa/sqlalchemy-utc;https://github.com/spoqa/sqlalchemy-utc;https://github.com/spoqa/sqlalchemy-utc;https://github.com/spoqa/sqlalchemy-utc;https://github.com/spoqa/sqlalchemy-utc;https://github.com/spoqa/sqlalchemy-utc;;https://github.com/spoqa/sqlalchemy-utc;0/14;Equal;327/1454;True;100.0%;;TP
arpeggio;https://github.com/textx/arpeggio;https://github.com/textx/arpeggio;;;https://github.com/textx/arpeggio;https://github.com/textx/arpeggio;;https://github.com/textx/arpeggio;0/8;Equal;0/239;True;99.4%;Shell (0.6%);TP
robotframework-databaselibrary;https://github.com/franz-see/robotframework-database-library;https://github.com/franz-see/robotframework-database-library;;;https://github.com/franz-see/robotframework-database-library;https://github.com/franz-see/robotframework-database-library;;;1/31;Different;264/264;False;41.8%;RobotFramework (58.2%);
django-statsd-mozilla;https://github.com/django-statsd/django-statsd;https://github.com/django-statsd/django-statsd;;;https://github.com/django-statsd/django-statsd;https://github.com/django-statsd/django-statsd;;;8/21;Substring;14/159;False;89.9%;HTML (7.8%) - JavaScript (2.3%);TP(?)
django-debug-toolbar-request-history;https://github.com/djsutho/django-debug-toolbar-request-history;https://github.com/djsutho/django-debug-toolbar-request-history;https://github.com/djsutho/django-debug-toolbar-request-history;https://github.com/djsutho/django-debug-toolbar-request-history;https://github.com/djsutho/django-debug-toolbar-request-history;https://github.com/djsutho/django-debug-toolbar-request-history;;;0/36;Equal;979/1480;False;61.6%;HTML (38.4%);
django-cachalot;https://github.com/noripyt/django-cachalot;https://github.com/noripyt/django-cachalot;https://github.com/noripyt/django-cachalot;https://github.com/noripyt/django-cachalot;https://github.com/noripyt/django-cachalot;https://github.com/noripyt/django-cachalot;https://github.com/noripyt/django-cachalot;;0/15;Equal;32/1436;True;99.7%;HTML (0.3%);TP
django-revproxy;https://github.com/tracywebtech/django-revproxy;https://github.com/tracywebtech/django-revproxy;https://github.com/tracywebtech/django-revproxy;https://github.com/tracywebtech/django-revproxy;https://github.com/tracywebtech/django-revproxy;https://github.com/tracywebtech/django-revproxy;;https://github.com/tracywebtech/django-revproxy;0/15;Equal;26/821;False;99.9%;HTML (0.1%);TP(?)
