Package name;OSSGadget PyPI URL;OSSGadget GitHub URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL
pyldap;https://github.com/pyldap/pyldap;https://github.com/pyldap/pyldap;https://github.com/pyldap/pyldap;https://github.com/pyldap/pyldap;https://github.com/pyldap/pyldap;;https://github.com/pyldap/pyldap;;
psycogreen;https://github.com/psycopg/psycogreen;;https://github.com/psycopg/psycogreen;https://github.com/psycopg/psycogreen;https://github.com/psycopg/psycogreen;https://github.com/sponsors/dvarrazzo;https://github.com/psycopg/psycogreen;;
fake-factory;https://github.com/joke2k/faker;;https://github.com/joke2k/faker;;;https://github.com/joke2k/faker;https://github.com/joke2k/faker;;
first;https://github.com/hynek/first;;https://github.com/hynek/first;https://github.com/hynek/first;https://github.com/hynek/first;;https://github.com/hynek/first;https://github.com/mahmoud/boltons;https://github.com/hynek/first
ortools;https://github.com/google/or-tools;;;;;;https://github.com/google/or-tools;;
pydevd;https://github.com/fabioz/pydev.debugger;;https://github.com/fabioz/pydev.debugger;;;;https://github.com/fabioz/pydev.debugger;;
progress;https://github.com/verigak/progress;;https://github.com/verigak/progress;https://github.com/verigak/progress;https://github.com/verigak/progress;;https://github.com/verigak/progress;;
tableauserverclient;https://github.com/tableau/server-client-python;;https://github.com/tableau/server-client-python;;;https://github.com/tableau/server-client-python;https://github.com/tableau/server-client-python;;https://github.com/tableau/server-client-python
pytest-selenium;https://github.com/pytest-dev/pytest-selenium;;https://github.com/pytest-dev/pytest-selenium;;;https://github.com/pytest-dev/pytest-selenium;https://github.com/pytest-dev/pytest-selenium;https://github.com/pytest-dev/pytest-selenium;https://github.com/pytest-dev/pytest-selenium
patch-ng;https://github.com/conan-io/python-patch-ng;;https://github.com/conan-io/python-patch-ng;https://github.com/conan-io/python-patch-ng;;https://github.com/conan-io/python-patch-ng;https://github.com/conan-io/python-patch-ng;;
uritools;https://github.com/tkem/uritools;;https://github.com/tkem/uritools;https://github.com/tkem/uritools;https://github.com/tkem/uritools;https://github.com/psf/black;https://github.com/tkem/uritools;https://github.com/tkem/uritools;https://github.com/tkem/uritools
google-cloud-secret-manager;https://github.com/googleapis/python-secret-manager;;https://github.com/googleapis/python-secret-manager;;;https://github.com/googleapis/python-secret-manager;https://github.com/googleapis/python-secret-manager;;https://github.com/googleapis/google-cloud-python
sacrebleu;https://github.com/mjpost/sacrebleu;;https://github.com/mjpost/sacrebleu;https://github.com/mjpost/sacrebleu;https://github.com/mjpost/sacrebleu;https://github.com/mjpost/sacrebleu;https://github.com/mjpost/sacrebleu;;
missingno;https://github.com/residentmario/missingno;;https://github.com/residentmario/missingno;https://github.com/residentmario/missingno;https://github.com/residentmario/missingno;https://github.com/residentmario/missingno;https://github.com/residentmario/missingno;;
flask-bootstrap;https://github.com/mbr/flask-bootstrap;;https://github.com/mbr/flask-bootstrap;https://github.com/mbr/flask-bootstrap;https://github.com/mbr/flask-bootstrap;https://github.com/mbr/flask-bootstrap;https://github.com/mbr/flask-bootstrap;;https://github.com/mbr/flask-bootstrap
python-redis;https://github.com/schlitzered/pyredis;;https://github.com/schlitzered/pyredis;;;https://github.com/schlitzered/pyredis;https://github.com/schlitzered/pyredis;;
pudb;https://github.com/inducer/pudb;;https://github.com/inducer/pudb;https://github.com/inducer/pudb;https://github.com/inducer/pudb;https://github.com/inducer/pudb;https://github.com/inducer/pudb;;https://github.com/inducer/pudb
plaster;https://github.com/pylons/plaster;;;https://github.com/pylons/plaster;https://github.com/pylons/plaster;;;;https://github.com/pylons/plaster
stestr;https://github.com/mtreinish/stestr;;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr;https://github.com/mtreinish/stestr
bugsnag;;;;;;;;;
readthedocs-sphinx-ext;https://github.com/readthedocs/readthedocs-sphinx-ext;;https://github.com/readthedocs/readthedocs-sphinx-ext;https://github.com/readthedocs/readthedocs-sphinx-ext;https://github.com/readthedocs/readthedocs-sphinx-ext;https://github.com/readthedocs/readthedocs-sphinx-ext;https://github.com/readthedocs/readthedocs-sphinx-ext;;https://github.com/readthedocs/readthedocs-sphinx-ext
databricks-pypi-extras;;;;;;;;;
ccy;https://github.com/quantmind/ccy;;https://github.com/quantmind/ccy;https://github.com/quantmind/ccy;https://github.com/quantmind/ccy;https://github.com/quantmind/ccy;https://github.com/quantmind/ccy;;https://github.com/quantmind/ccy
pysam;https://github.com/pysam-developers/pysam;;https://github.com/pysam-developers/pysam;https://github.com/pysam-developers/pysam;https://github.com/pysam-developers/pysam;https://github.com/pysam-developers/pysam;https://github.com/pysam-developers/pysam;;
tinydb;https://github.com/msiemens/tinydb;;https://github.com/msiemens/tinydb;https://github.com/msiemens/tinydb;https://github.com/msiemens/tinydb;https://github.com/msiemens/tinydb;https://github.com/msiemens/tinydb;https://github.com/msiemens/tinydb;
trueskill;https://github.com/sublee/trueskill;;;;https://github.com/sublee/trueskill;https://github.com/sublee/trueskill;;;
htcondor;;https://github.com/htcondor/htcondor;;;;;;https://github.com/htcondor/htcondor;
django-silk;https://github.com/jazzband/django-silk;;https://github.com/jazzband/django-silk;https://github.com/jazzband/django-silk;https://github.com/jazzband/django-silk;https://github.com/jazzband/django-silk;https://github.com/jazzband/django-silk;;https://github.com/jazzband/django-silk
sphinxcontrib-plantuml;https://github.com/sphinx-contrib/plantuml;;https://github.com/sphinx-contrib/plantuml;;;;https://github.com/sphinx-contrib/plantuml;;
pygal;;;;;;;;;
civis;https://github.com/civisanalytics/civis-python;;;;;https://github.com/wesm/feather;;https://github.com/civisanalytics/civis-python;https://github.com/civisanalytics/civis-python
nbsphinx;https://github.com/spatialaudio/nbsphinx;;https://github.com/spatialaudio/nbsphinx;https://github.com/spatialaudio/nbsphinx;https://github.com/spatialaudio/nbsphinx;;https://github.com/spatialaudio/nbsphinx;https://github.com/spatialaudio/nbsphinx;
gnupg;https://github.com/isislovecruft/python-gnupg;;https://github.com/isislovecruft/python-gnupg;https://github.com/isislovecruft/python-gnupg;https://github.com/isislovecruft/python-gnupg;https://github.com/isislovecruft/python-gnupg;https://github.com/isislovecruft/python-gnupg;;
eth-typing;https://github.com/ethereum/eth-typing;;https://github.com/ethereum/eth-typing;https://github.com/ethereum/eth-typing;https://github.com/ethereum/eth-typing;https://github.com/ethereum/eth-typing;https://github.com/ethereum/eth-typing;https://github.com/ethereum/eth-typing;
confuse;https://github.com/beetbox/confuse;;https://github.com/beetbox/confuse;https://github.com/beetbox/confuse;https://github.com/beetbox/confuse;https://github.com/beetbox/confuse;https://github.com/beetbox/confuse;;https://github.com/beetbox/confuse
pex;https://github.com/pantsbuild/pex;;https://github.com/pantsbuild/pex;https://github.com/pantsbuild/pex;https://github.com/pantsbuild/pex;https://github.com/pantsbuild/pex;https://github.com/pantsbuild/pex;https://github.com/pantsbuild/pex;https://github.com/pantsbuild/pex
m2crypto;;https://github.com/m2crypto/m2crypto;;;;;;;
click-log;https://github.com/click-contrib/click-log;;https://github.com/click-contrib/click-log;https://github.com/click-contrib/click-log;https://github.com/click-contrib/click-log;https://github.com/click-contrib/click-log;https://github.com/click-contrib/click-log;;https://github.com/click-contrib/click-log
environs;https://github.com/sloria/environs;;https://github.com/sloria/environs;https://github.com/sloria/environs;https://github.com/sloria/environs;https://github.com/sloria/environs;https://github.com/sloria/environs;https://github.com/marshmallow-code/marshmallow;https://github.com/psf/black
azure-mgmt-core;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;
google-cloud-redis;https://github.com/googleapis/python-redis;;https://github.com/googleapis/python-redis;;;https://github.com/googleapis/python-redis;https://github.com/googleapis/python-redis;;https://github.com/googleapis/google-cloud-python
dynaconf;https://github.com/rochacbruno/dynaconf;;https://github.com/rochacbruno/dynaconf;https://github.com/rochacbruno/dynaconf;https://github.com/rochacbruno/dynaconf;https://github.com/rochacbruno/dynaconf;https://github.com/rochacbruno/dynaconf;;https://github.com/psf/black
py-moneyed;https://github.com/py-moneyed/py-moneyed;https://github.com/py-moneyed/py-moneyed;https://github.com/py-moneyed/py-moneyed;https://github.com/py-moneyed/py-moneyed;;https://github.com/py-moneyed/py-moneyed;https://github.com/py-moneyed/py-moneyed;https://github.com/py-moneyed/py-moneyed;https://github.com/py-moneyed/py-moneyed
parsley;;;;;;;;;
dumb-init;https://github.com/yelp/dumb-init;;https://github.com/yelp/dumb-init;https://github.com/yelp/dumb-init;https://github.com/yelp/dumb-init;;https://github.com/yelp/dumb-init;;
azureml-designer-serving;;;;;;;;;
braintree;https://github.com/braintree/braintree_python;;;;https://github.com/braintree/braintree_python;https://github.com/braintree/braintree_python;;;
django-fsm;https://github.com/viewflow/django-fsm;;https://github.com/viewflow/django-fsm;;https://github.com/viewflow/django-fsm;https://github.com/viewflow/django-fsm;https://github.com/viewflow/django-fsm;;
deepmerge;;;;https://github.com/toumorokoshi/deepmerge;;;;https://github.com/toumorokoshi/deepmerge;https://github.com/toumorokoshi/deepmerge
apache-libcloud;https://github.com/apache/libcloud;;;;;https://github.com/apache/libcloud;;;https://github.com/apache/libcloud
fpdf;https://github.com/reingart/pyfpdf;;;;https://github.com/reingart/pyfpdf;https://github.com/reingart/pyfpdf;https://github.com/reingart/pyfpdf;;
json2parquet;https://github.com/andrewgross/json2parquet;;https://github.com/andrewgross/json2parquet;https://github.com/andrewgross/json2parquet;https://github.com/andrewgross/json2parquet;https://github.com/andrewgross/json2parquet;https://github.com/andrewgross/json2parquet;;
webassets;https://github.com/miracle2k/webassets;;https://github.com/miracle2k/webassets;;https://github.com/miracle2k/webassets;;https://github.com/miracle2k/webassets;;
elementpath;https://github.com/sissaschool/elementpath;;https://github.com/sissaschool/elementpath;https://github.com/sissaschool/elementpath;https://github.com/sissaschool/elementpath;https://github.com/sissaschool/elementpath;https://github.com/sissaschool/elementpath;;https://github.com/sissaschool/elementpath
google-cloud-iam;https://github.com/googleapis/python-iam;;https://github.com/googleapis/python-iam;;;https://github.com/googleapis/python-iam;https://github.com/googleapis/python-iam;;https://github.com/googleapis/google-cloud-python
imgaug;https://github.com/aleju/imgaug;;https://github.com/aleju/imgaug;https://github.com/aleju/imgaug;https://github.com/aleju/imgaug;https://github.com/aleju/imgaug;https://github.com/aleju/imgaug;;
testing-common-database;https://github.com/tk0miya/testing.common.database;;https://github.com/tk0miya/testing.common.database;;;https://github.com/tk0miya/testing.common.database;https://github.com/tk0miya/testing.common.database;;https://github.com/tk0miya/testing.common.database
djangorestframework-xml;https://github.com/jpadilla/django-rest-framework-xml;;https://github.com/jpadilla/django-rest-framework-xml;;;https://github.com/jpadilla/django-rest-framework-xml;https://github.com/jpadilla/django-rest-framework-xml;;https://github.com/jpadilla/django-rest-framework-xml
electrical-calendar;;;;;;;;;
pybrake;https://github.com/airbrake/pybrake;;https://github.com/airbrake/pybrake;https://github.com/airbrake/pybrake;https://github.com/airbrake/pybrake;https://github.com/airbrake/pybrake;https://github.com/airbrake/pybrake;;
google-cloud-asset;https://github.com/googleapis/python-asset;;https://github.com/googleapis/python-asset;;;https://github.com/googleapis/python-asset;https://github.com/googleapis/python-asset;;https://github.com/googleapis/google-cloud-python
sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;;https://github.com/jazzband/sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;https://github.com/jazzband/sorl-thumbnail;;https://github.com/jazzband/sorl-thumbnail
jinja2-pluralize;https://github.com/audreyfeldroy/jinja2_pluralize;;https://github.com/audreyfeldroy/jinja2_pluralize;;;https://github.com/audreyfeldroy/jinja2_pluralize;https://github.com/audreyfeldroy/jinja2_pluralize;;https://github.com/audreyfeldroy/jinja2_pluralize
compatibility-lib;https://github.com/googlecloudplatform/cloud-opensource-python;;;;;;https://github.com/googlecloudplatform/cloud-opensource-python;;
web3;https://github.com/ethereum/web3.py;;https://github.com/ethereum/web3.py;;;https://github.com/ethereum/web3.py;https://github.com/ethereum/web3.py;https://github.com/ethereum/web3.py;
djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;;https://github.com/vbabiy/djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;;https://github.com/vbabiy/djangorestframework-camel-case
placebo;https://github.com/garnaat/placebo;;https://github.com/garnaat/placebo;;https://github.com/garnaat/placebo;https://github.com/garnaat/placebo;https://github.com/garnaat/placebo;;
bravado-core;https://github.com/yelp/bravado-core;;https://github.com/yelp/bravado-core;;;https://github.com/yelp/bravado-core;https://github.com/yelp/bravado-core;;https://github.com/yelp/bravado-core
mizani;https://github.com/has2k1/mizani;;https://github.com/has2k1/mizani;https://github.com/has2k1/mizani;https://github.com/has2k1/mizani;https://github.com/has2k1/mizani;https://github.com/has2k1/mizani;;
cvxpy;https://github.com/cvxgrp/cvxpy;;https://github.com/cvxgrp/cvxpy;https://github.com/cvxgrp/cvxpy;https://github.com/cvxgrp/cvxpy;;https://github.com/cvxgrp/cvxpy;;
importlib;https://github.com/brettcannon/importlib;;https://github.com/brettcannon/importlib;https://github.com/brettcannon/importlib;https://github.com/brettcannon/importlib;https://github.com/brettcannon/importlib;https://github.com/brettcannon/importlib;;
flask-principal;https://github.com/mattupstate/flask-principal;;;https://github.com/mattupstate/flask-principal;https://github.com/mattupstate/flask-principal;https://github.com/mattupstate/flask-principal;;;
lifelines;https://github.com/camdavidsonpilon/lifelines;https://github.com/lifelines/lifelines;https://github.com/camdavidsonpilon/lifelines;;;https://github.com/camdavidsonpilon/lifelines;https://github.com/camdavidsonpilon/lifelines;;https://github.com/camdavidsonpilon/lifelines
django-celery;https://github.com/celery/django-celery;;;;;https://github.com/celery/django-celery;;;
osqp;https://github.com/oxfordcontrol/osqp-python;;;https://github.com/oxfordcontrol/osqp;;https://github.com/conda-forge/osqp-feedstock;;;https://github.com/oxfordcontrol/osqp-python
suds-py3;https://github.com/cackharot/suds-py3;;https://github.com/cackharot/suds-py3;https://github.com/cackharot/suds-py3;https://github.com/cackharot/suds-py3;https://github.com/cackharot/suds-py3;https://github.com/cackharot/suds-py3;;
testscenarios;;;;;;;;;
onnxconverter-common;https://github.com/microsoft/onnxconverter-common;;https://github.com/microsoft/onnxconverter-common;https://github.com/microsoft/onnxconverter-common;https://github.com/microsoft/onnxconverter-common;https://github.com/microsoft/onnxconverter-common;https://github.com/microsoft/onnxconverter-common;;
google-cloud-datacatalog;https://github.com/googleapis/python-datacatalog;;https://github.com/googleapis/python-datacatalog;;;https://github.com/googleapis/python-datacatalog;https://github.com/googleapis/python-datacatalog;;https://github.com/googleapis/google-cloud-python
pyjarowinkler;https://github.com/nap/jaro-winkler-distance;;https://github.com/nap/jaro-winkler-distance;;;https://github.com/nap/jaro-winkler-distance;https://github.com/nap/jaro-winkler-distance;;https://github.com/nap/jaro-winkler-distance
rednose;https://github.com/jbkahn/rednose;;https://github.com/jbkahn/rednose;https://github.com/jbkahn/rednose;https://github.com/jbkahn/rednose;https://github.com/jbkahn/rednose;https://github.com/jbkahn/rednose;;
xmlschema;https://github.com/sissaschool/xmlschema;;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema;https://github.com/sissaschool/xmlschema
gremlinpython;;;;;;;;;
zope-sqlalchemy;https://github.com/zopefoundation/zope.sqlalchemy;;https://github.com/zopefoundation/zope.sqlalchemy;;;https://github.com/zopefoundation/zope.sqlalchemy;https://github.com/zopefoundation/zope.sqlalchemy;;
requests-unixsocket;https://github.com/msabramo/requests-unixsocket;;https://github.com/msabramo/requests-unixsocket;https://github.com/msabramo/requests-unixsocket;https://github.com/msabramo/requests-unixsocket;https://github.com/msabramo/requests-unixsocket;https://github.com/msabramo/requests-unixsocket;;https://github.com/msabramo/requests-unixsocket
sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;https://github.com/mcmtroffaes/sphinxcontrib-bibtex;
httpbin;https://github.com/postmanlabs/httpbin;;https://github.com/postmanlabs/httpbin;https://github.com/postmanlabs/httpbin;https://github.com/postmanlabs/httpbin;https://github.com/postmanlabs/httpbin;https://github.com/postmanlabs/httpbin;;
django-jsonfield;https://github.com/adamchainz/django-jsonfield;;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-jsonfield;https://github.com/adamchainz/django-mysql;
gsutil;;;;https://github.com/googlecloudplatform/gsutil;;;;;
namedlist;;;;;;;;;
maturin;https://github.com/pyo3/maturin;;;;;https://github.com/pyo3/setuptools-rust;;https://github.com/tox-dev/tox;https://github.com/pyo3/maturin
comtypes;https://github.com/enthought/comtypes;;https://github.com/enthought/comtypes;https://github.com/enthought/comtypes;https://github.com/enthought/comtypes;https://github.com/enthought/comtypes;https://github.com/enthought/comtypes;;
ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;https://github.com/ncclient/ncclient;;
pygresql;https://github.com/pygresql/pygresql;https://github.com/pygresql/pygresql;https://github.com/pygresql/pygresql;;;https://github.com/pygresql/pygresql;https://github.com/pygresql/pygresql;;
mecab-python3;https://github.com/samurait/mecab-python3;;https://github.com/samurait/mecab-python3;https://github.com/samurait/mecab-python3;https://github.com/samurait/mecab-python3;https://github.com/samurait/mecab-python3;https://github.com/samurait/mecab-python3;;
pyroute2;https://github.com/svinota/pyroute2;;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;https://github.com/svinota/pyroute2;;
graphite-web;https://github.com/graphite-project/graphite-web;;;https://github.com/graphite-project/graphite-web;https://github.com/graphite-project/graphite-web;https://github.com/graphite-project/carbon;;https://github.com/graphite-project/graphite-web;
google-cloud-scheduler;https://github.com/googleapis/python-scheduler;;https://github.com/googleapis/python-scheduler;;;https://github.com/googleapis/python-scheduler;https://github.com/googleapis/python-scheduler;;https://github.com/googleapis/google-cloud-python
eth-abi;https://github.com/ethereum/eth-abi;;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;https://github.com/ethereum/eth-abi;
zeroconf;https://github.com/jstasiak/python-zeroconf;;https://github.com/jstasiak/python-zeroconf;;;https://github.com/jstasiak/python-zeroconf;https://github.com/jstasiak/python-zeroconf;https://github.com/jstasiak/python-zeroconf;https://github.com/jstasiak/python-zeroconf
latexcodec;https://github.com/mcmtroffaes/latexcodec;;https://github.com/mcmtroffaes/latexcodec;;;https://github.com/mcmtroffaes/latexcodec;https://github.com/mcmtroffaes/latexcodec;;
img2pdf;;;;;;;;;https://github.com/josch/img2pdf
sphinx-autobuild;;;;;https://github.com/executablebooks/sphinx-autobuild;;;;
tlslite;https://github.com/moxie0/convergence;;;;;;;;
pyrepl;;;;;;;;;
currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/currencyconverter/currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/alexprengere/currencyconverter;https://github.com/alexprengere/currencyconverter;;
pytest-custom-exit-code;https://github.com/yashtodi94/pytest-custom_exit_code;;https://github.com/yashtodi94/pytest-custom_exit_code;;;https://github.com/yashtodi94/pytest-custom_exit_code;https://github.com/yashtodi94/pytest-custom_exit_code;https://github.com/tox-dev/tox;https://github.com/yashtodi94/pytest-custom_exit_code
pybtex;;;;;;;;;
git-url-parse;https://github.com/coala/git-url-parse;;https://github.com/coala/git-url-parse;https://github.com/coala/git-url-parse;https://github.com/coala/git-url-parse;https://github.com/coala/git-url-parse;https://github.com/coala/git-url-parse;https://github.com/friendcode/giturlparse.py;https://github.com/coala/git-url-parse
datasketch;https://github.com/ekzhu/datasketch;;;https://github.com/ekzhu/datasketch;https://github.com/ekzhu/datasketch;;;;https://github.com/ekzhu/datasketch
geventhttpclient-wheels;https://github.com/gwik/geventhttpclient;;https://github.com/gwik/geventhttpclient;;;https://github.com/gwik/geventhttpclient;https://github.com/gwik/geventhttpclient;;
django-user-agents;https://github.com/selwin/django-user_agents;;https://github.com/selwin/django-user_agents;;;https://github.com/selwin/python-user-agents;https://github.com/selwin/django-user_agents;;
pyscreeze;https://github.com/asweigart/pyscreeze;;https://github.com/asweigart/pyscreeze;https://github.com/asweigart/pyscreeze;https://github.com/asweigart/pyscreeze;https://github.com/asweigart/pyscreeze;https://github.com/asweigart/pyscreeze;;
httpie;https://github.com/httpie/httpie;https://github.com/httpie/httpie;;https://github.com/httpie/httpie;;https://github.com/httpie/httpie;https://github.com/httpie/httpie;;https://github.com/httpie/httpie
ez-setup;https://github.com/activestate/ez_setup;;https://github.com/activestate/ez_setup;;;https://github.com/activestate/ez_setup;https://github.com/activestate/ez_setup;;
django-prometheus;https://github.com/korfuri/django-prometheus;;https://github.com/korfuri/django-prometheus;https://github.com/korfuri/django-prometheus;https://github.com/korfuri/django-prometheus;https://github.com/korfuri/django-prometheus;https://github.com/korfuri/django-prometheus;;https://github.com/korfuri/django-prometheus
pandas-datareader;https://github.com/pydata/pandas-datareader;;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader;https://github.com/pydata/pandas-datareader
alpha-vantage;https://github.com/romeltorres/alpha_vantage;;https://github.com/romeltorres/alpha_vantage;;;https://github.com/romeltorres/alpha_vantage;https://github.com/romeltorres/alpha_vantage;https://github.com/romeltorres/alpha_vantage;https://github.com/romeltorres/alpha_vantage
flake8-blind-except;https://github.com/elijahandrews/flake8-blind-except;;https://github.com/elijahandrews/flake8-blind-except;https://github.com/elijahandrews/flake8-blind-except;https://github.com/elijahandrews/flake8-blind-except;https://github.com/elijahandrews/flake8-blind-except;https://github.com/elijahandrews/flake8-blind-except;;
sphinxcontrib-spelling;https://github.com/sphinx-contrib/spelling;;https://github.com/sphinx-contrib/spelling;;;https://github.com/sphinx-contrib/spelling;https://github.com/sphinx-contrib/spelling;https://github.com/sphinx-contrib/spelling;
requests-cache;https://github.com/reclosedev/requests-cache;;https://github.com/reclosedev/requests-cache;https://github.com/reclosedev/requests-cache;https://github.com/reclosedev/requests-cache;https://github.com/reclosedev/requests-cache;https://github.com/reclosedev/requests-cache;https://github.com/reclosedev/requests-cache;https://github.com/reclosedev/requests-cache
resource;https://github.com/russellluo/resource;;https://github.com/russellluo/resource;https://github.com/russellluo/resource;https://github.com/russellluo/resource;https://github.com/russellluo/resource;https://github.com/russellluo/resource;;
pygtrie;https://github.com/mina86/pygtrie;;https://github.com/mina86/pygtrie;;https://github.com/mina86/pygtrie;https://github.com/mina86/pygtrie;https://github.com/mina86/pygtrie;;
jsonform;https://github.com/russellluo/jsonform;https://github.com/jsonform/jsonform;https://github.com/russellluo/jsonform;https://github.com/russellluo/jsonform;https://github.com/russellluo/jsonform;https://github.com/russellluo/jsonform;https://github.com/russellluo/jsonform;;
jaraco-classes;https://github.com/jaraco/jaraco.classes;;https://github.com/jaraco/jaraco.classes;;;https://github.com/jaraco/jaraco.classes;https://github.com/jaraco/jaraco.classes;;https://github.com/jaraco/jaraco.classes
jsonsir;https://github.com/russellluo/jsonsir;;https://github.com/russellluo/jsonsir;https://github.com/russellluo/jsonsir;https://github.com/russellluo/jsonsir;https://github.com/russellluo/jsonsir;https://github.com/russellluo/jsonsir;;
python-easyconfig;https://github.com/russellluo/easyconfig;;https://github.com/russellluo/easyconfig;;;https://github.com/russellluo/easyconfig;https://github.com/russellluo/easyconfig;;
python-etcd;https://github.com/jplana/python-etcd;;https://github.com/jplana/python-etcd;https://github.com/jplana/python-etcd;https://github.com/jplana/python-etcd;https://github.com/jplana/python-etcd;https://github.com/jplana/python-etcd;;https://github.com/jplana/python-etcd
dumbyaml;https://github.com/crdoconnor/dumbyaml;;https://github.com/crdoconnor/dumbyaml;https://github.com/crdoconnor/dumbyaml;https://github.com/crdoconnor/dumbyaml;https://github.com/crdoconnor/dumbyaml;https://github.com/crdoconnor/dumbyaml;;
django-classy-tags;https://github.com/django-cms/django-classy-tags;;https://github.com/django-cms/django-classy-tags;;;https://github.com/django-cms/django-classy-tags;https://github.com/django-cms/django-classy-tags;https://github.com/django-cms/django-classy-tags;https://github.com/django-cms/django-classy-tags
envs;https://github.com/capless/envs;;https://github.com/capless/envs;https://github.com/capless/envs;https://github.com/capless/envs;https://github.com/capless/envs;https://github.com/capless/envs;;
antlr4-python2-runtime;;;;;;;;;
collectd;https://github.com/appliedsec/collectd;https://github.com/collectd/collectd;https://github.com/appliedsec/collectd;https://github.com/appliedsec/collectd;;https://github.com/appliedsec/collectd;https://github.com/appliedsec/collectd;;
textfsm;https://github.com/google/textfsm;;https://github.com/google/textfsm;https://github.com/google/textfsm;https://github.com/google/textfsm;https://github.com/google/textfsm;https://github.com/google/textfsm;;
robotframework-selenium2library;https://github.com/robotframework/selenium2library;;https://github.com/robotframework/selenium2library;;;https://github.com/robotframework/selenium2library;https://github.com/robotframework/selenium2library;;
pytest-pep8;https://github.com/pycqa/pycodestyle;;;;;;;;
distance;https://github.com/doukremt/distance;;https://github.com/doukremt/distance;https://github.com/doukremt/distance;https://github.com/doukremt/distance;https://github.com/doukremt/distance;https://github.com/doukremt/distance;;
flask-cache;https://github.com/thadeusb/flask-cache;;https://github.com/thadeusb/flask-cache;https://github.com/thadeusb/flask-cache;https://github.com/thadeusb/flask-cache;https://github.com/thadeusb/flask-cache;https://github.com/thadeusb/flask-cache;;
keras2onnx;https://github.com/onnx/keras-onnx;;https://github.com/onnx/keras-onnx;;;https://github.com/onnx/keras-onnx;https://github.com/onnx/keras-onnx;;
auth0-python;https://github.com/auth0/auth0-python;;https://github.com/auth0/auth0-python;https://github.com/auth0/auth0-python;https://github.com/auth0/auth0-python;https://github.com/auth0/auth0-python;https://github.com/auth0/auth0-python;;
plotnine;https://github.com/has2k1/plotnine;;https://github.com/has2k1/plotnine;https://github.com/has2k1/plotnine;https://github.com/has2k1/plotnine;https://github.com/has2k1/plotnine;https://github.com/has2k1/plotnine;;
colorclass;https://github.com/robpol86/colorclass;;https://github.com/robpol86/colorclass;https://github.com/robpol86/colorclass;https://github.com/robpol86/colorclass;https://github.com/robpol86/colorclass;https://github.com/robpol86/colorclass;;https://github.com/robpol86/colorclass
skl2onnx;https://github.com/onnx/sklearn-onnx;;https://github.com/onnx/sklearn-onnx;;;https://github.com/onnx/sklearn-onnx;https://github.com/onnx/sklearn-onnx;;
django-csp;https://github.com/mozilla/django-csp;;https://github.com/mozilla/django-csp;https://github.com/mozilla/django-csp;;https://github.com/mozilla/django-csp;https://github.com/mozilla/django-csp;;https://github.com/mozilla/django-csp
mandrill;;;;;;;;;
