Package name;OSSGadget PyPI URL;OSSGadget GitHub URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL
reportlab;;;;;;;;;
azure-mgmt;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
grpcio-gcp;;;;;;;;;
azure-mgmt-logic;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
dicttoxml;https://github.com/quandyfactory/dicttoxml;;https://github.com/quandyfactory/dicttoxml;;;https://github.com/quandyfactory/dicttoxml;https://github.com/quandyfactory/dicttoxml;;
sasl;https://github.com/cloudera/python-sasl;;https://github.com/cloudera/python-sasl;https://github.com/cloudera/python-sasl;https://github.com/cloudera/python-sasl;https://github.com/cloudera/python-sasl;https://github.com/cloudera/python-sasl;;
structlog;https://github.com/hynek/structlog;;https://github.com/hynek/structlog;https://github.com/hynek/structlog;https://github.com/hynek/structlog;https://github.com/hynek/structlog;https://github.com/sponsors/hynek;;
distributed;https://github.com/dask/distributed;;;https://github.com/dask/distributed;https://github.com/dask/distributed;;;;https://github.com/dask/distributed
dateparser;https://github.com/scrapinghub/dateparser;;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;https://github.com/scrapinghub/dateparser;
azure-mgmt-scheduler;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
mmh3;https://github.com/hajimes/mmh3;;https://github.com/hajimes/mmh3;;;https://github.com/hajimes/mmh3;https://github.com/hajimes/mmh3;;https://github.com/hajimes/mmh3
sympy;https://github.com/sympy/sympy;https://github.com/sympy/sympy;;;https://github.com/sympy/sympy;https://github.com/fredrik-johansson/mpmath;;;https://github.com/sympy/sympy
w3lib;https://github.com/scrapy/w3lib;;https://github.com/scrapy/w3lib;https://github.com/scrapy/w3lib;https://github.com/scrapy/w3lib;https://github.com/scrapy/w3lib;https://github.com/scrapy/w3lib;;
apscheduler;https://github.com/agronholm/apscheduler;;https://github.com/agronholm/apscheduler;https://github.com/agronholm/apscheduler;;https://github.com/agronholm/apscheduler;https://github.com/agronholm/apscheduler;;
twilio;https://github.com/twilio/twilio-python;;https://github.com/twilio/twilio-python;https://github.com/twilio/twilio-python;https://github.com/twilio/twilio-python;;https://github.com/twilio/twilio-python;;
feedparser;https://github.com/kurtmckee/feedparser;https://github.com/feedparser/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;https://github.com/kurtmckee/feedparser;
pydantic;https://github.com/samuelcolvin/pydantic;;https://github.com/samuelcolvin/pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/samuelcolvin/pydantic;https://github.com/hypothesisworks/hypothesis;https://github.com/samuelcolvin/pydantic
fire;https://github.com/google/python-fire;;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;https://github.com/google/python-fire;;
django-redis;https://github.com/jazzband/django-redis;;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;https://github.com/jazzband/django-redis;;https://github.com/jazzband/django-redis
gym;https://github.com/openai/gym;;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;https://github.com/openai/gym;;
hypothesis;https://github.com/hypothesisworks/hypothesis;;;https://github.com/hypothesisworks/hypothesis;https://github.com/hypothesisworks/hypothesis;;https://github.com/hypothesisworks/hypothesis;https://github.com/hypothesisworks/hypothesis;
azure-eventgrid;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
apispec;https://github.com/marshmallow-code/apispec;https://github.com/apispec/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/marshmallow-code/apispec;https://github.com/oai/openapi-specification
aspy-yaml;https://github.com/asottile-archive/aspy.yaml;;https://github.com/asottile-archive/aspy.yaml;;;https://github.com/asottile-archive/aspy.yaml;https://github.com/asottile-archive/aspy.yaml;;
whitenoise;https://github.com/evansd/whitenoise;;;https://github.com/evansd/whitenoise;https://github.com/evansd/whitenoise;https://github.com/evansd/whitenoise;;;https://github.com/evansd/whitenoise
cligj;https://github.com/mapbox/cligj;;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;https://github.com/mapbox/cligj;;
eventlet;https://github.com/eventlet/eventlet;https://github.com/eventlet/eventlet;;https://github.com/eventlet/eventlet;;;;;https://github.com/eventlet/eventlet
rx;https://github.com/reactivex/rxpy;;;https://github.com/reactivex/rxjs;;https://github.com/reactivex/rxpy;https://github.com/reactivex/rxpy;;https://github.com/reactivex/rxpy
glob2;https://github.com/miracle2k/python-glob2;;https://github.com/miracle2k/python-glob2;https://github.com/miracle2k/python-glob2;https://github.com/miracle2k/python-glob2;;https://github.com/miracle2k/python-glob2;;
uptime;https://github.com/cairnarvon/uptime;;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;https://github.com/cairnarvon/uptime;;
marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/marshmallow-code/marshmallow-sqlalchemy;https://github.com/psf/black
azure-mgmt-notificationhubs;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
azure-mgmt-subscription;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
azure-mgmt-managementpartner;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
tensorboard-plugin-wit;https://github.com/pair-code/what-if-tool;;;;;https://github.com/pair-code/what-if-tool;;;
azure-kusto-data;https://github.com/azure/azure-kusto-python;;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;https://github.com/azure/azure-kusto-python;;
parameterized;https://github.com/wolever/parameterized;;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;https://github.com/wolever/parameterized;;
azure-mgmt-commerce;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
azure-mgmt-powerbiembedded;;;;;;;;;
azure-mgmt-hanaonazure;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
strict-rfc3339;;;;;;;;;
azure-mgmt-machinelearningcompute;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
heapdict;;;;https://github.com/danielstutzbach/heapdict;;;;;
flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/coleifer/peewee;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin;https://github.com/flask-admin/flask-admin
tensorflow-gpu;https://github.com/tensorflow/tensorflow;;;;;;https://github.com/tensorflow/tensorflow;;
repoze-lru;;;;;;;;;
flask-migrate;https://github.com/miguelgrinberg/flask-migrate;;https://github.com/miguelgrinberg/flask-migrate;https://github.com/miguelgrinberg/flask-migrate;https://github.com/miguelgrinberg/flask-migrate;;https://github.com/miguelgrinberg/flask-migrate;;
antlr4-python3-runtime;;;;;;;;;
astunparse;https://github.com/simonpercivall/astunparse;;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;https://github.com/simonpercivall/astunparse;;https://github.com/simonpercivall/astunparse
ratelimit;https://github.com/tomasbasham/ratelimit;;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;https://github.com/tomasbasham/ratelimit;;
convertdate;https://github.com/fitnr/convertdate;;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;https://github.com/fitnr/convertdate;
fiona;https://github.com/toblerity/fiona;;https://github.com/toblerity/fiona;;https://github.com/toblerity/fiona-rfc;https://github.com/toblerity/fiona;https://github.com/toblerity/fiona;;https://github.com/toblerity/fiona
marshmallow-enum;;;;;;;;;
zict;;;;;;;;;https://github.com/dask/zict
azure-cli-core;https://github.com/azure/azure-cli;;https://github.com/azure/azure-cli;;;https://github.com/azure/azure-cli;https://github.com/azure/azure-cli;;
yapf;https://github.com/google/yapf;;;;https://github.com/google/yapf;;;;https://github.com/google/yapf
slacker;https://github.com/os/slacker;https://github.com/slacker/slacker;https://github.com/os/slacker;https://github.com/os/slacker;https://github.com/os/slacker;;https://github.com/os/slacker;;https://github.com/os/slacker
thrift-sasl;https://github.com/cloudera/thrift_sasl;;https://github.com/cloudera/thrift_sasl;;;https://github.com/cloudera/thrift_sasl;https://github.com/cloudera/thrift_sasl;;
python-consul;https://github.com/cablehead/python-consul;;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/cablehead/python-consul;https://github.com/clearcodehq/ianitor;https://github.com/cablehead/python-consul
flask-caching;https://github.com/sh4nks/flask-caching;;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;https://github.com/sh4nks/flask-caching;
poetry;https://github.com/python-poetry/poetry;;;;https://github.com/python-poetry/poetry;https://github.com/python-poetry/poetry;https://github.com/python-poetry/poetry;;https://github.com/python-poetry/poetry
google-cloud-vision;https://github.com/googleapis/python-vision;;https://github.com/googleapis/python-vision;;;https://github.com/googleapis/python-vision;https://github.com/googleapis/python-vision;;https://github.com/googleapis/google-cloud-python
python-mimeparse;https://github.com/dbtsai/python-mimeparse;;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;https://github.com/dbtsai/python-mimeparse;;https://github.com/dbtsai/python-mimeparse
stringcase;https://github.com/okunishinishi/python-stringcase;;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;https://github.com/okunishinishi/python-stringcase;;https://github.com/okunishinishi/python-stringcase
josepy;https://github.com/certbot/josepy;;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;https://github.com/certbot/josepy;
html2text;https://github.com/alir3z4/html2text;;https://github.com/alir3z4/html2text;https://github.com/alir3z4/html2text;https://github.com/alir3z4/html2text;;https://github.com/alir3z4/html2text;;https://github.com/alir3z4/html2text
binaryornot;https://github.com/audreyfeldroy/binaryornot;;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot;https://github.com/audreyfeldroy/binaryornot
flask-babel;https://github.com/python-babel/flask-babel;;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;https://github.com/python-babel/flask-babel;;
zope-component;https://github.com/zopefoundation/zope.component;;https://github.com/zopefoundation/zope.component;;;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component;https://github.com/zopefoundation/zope.component
shap;https://github.com/slundberg/shap;;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;https://github.com/slundberg/shap;;
acme;https://github.com/certbot/certbot;;https://github.com/certbot/certbot;https://github.com/ietf-wg-acme/acme;;https://github.com/certbot/certbot;https://github.com/certbot/certbot;;
msal;https://github.com/azuread/microsoft-authentication-library-for-python;;https://github.com/azuread/microsoft-authentication-library-for-python;;;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python;https://github.com/azuread/microsoft-authentication-library-for-python
deprecation;https://github.com/briancurtin/deprecation;;;;https://github.com/briancurtin/deprecation;https://github.com/briancurtin/deprecation;https://github.com/briancurtin/deprecation;;https://github.com/briancurtin/deprecation
cleo;https://github.com/sdispater/cleo;;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo;https://github.com/sdispater/cleo
cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;;;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter;https://github.com/cookiecutter/cookiecutter
requests-futures;https://github.com/ross/requests-futures;;https://github.com/ross/requests-futures;https://github.com/ross/requests-futures;https://github.com/ross/requests-futures;https://github.com/ross/requests-futures;https://github.com/ross/requests-futures;;https://github.com/ross/requests-futures
blobfile;https://github.com/christopher-hesse/blobfile;;https://github.com/christopher-hesse/blobfile;https://github.com/christopher-hesse/blobfile;https://github.com/christopher-hesse/blobfile;https://github.com/christopher-hesse/blobfile;https://github.com/christopher-hesse/blobfile;;
pastel;https://github.com/sdispater/pastel;https://github.com/pastel/pastel;https://github.com/sdispater/pastel;https://github.com/sdispater/pastel;https://github.com/sdispater/pastel;https://github.com/sdispater/pastel;https://github.com/sdispater/pastel;;
poyo;https://github.com/hackebrot/poyo;https://github.com/poyo/poyo;https://github.com/hackebrot/poyo;https://github.com/hackebrot/poyo;https://github.com/hackebrot/poyo;https://github.com/hackebrot/poyo;https://github.com/hackebrot/poyo;https://github.com/cookiecutter/cookiecutter;
fakeredis;https://github.com/jamesls/fakeredis;;https://github.com/jamesls/fakeredis;https://github.com/jamesls/fakeredis;https://github.com/jamesls/fakeredis;https://github.com/jamesls/fakeredis;https://github.com/jamesls/fakeredis;https://github.com/andymccurdy/redis-py;https://github.com/jamesls/fakeredis
python-jenkins;;;;;;;;;
filemagic;https://github.com/aliles/filemagic;;;https://github.com/aliles/filemagic;https://github.com/aliles/filemagic;https://github.com/homebrew/legacy-homebrew;;;
pylev;https://github.com/toastdriven/pylev;;https://github.com/toastdriven/pylev;https://github.com/toastdriven/pylev;https://github.com/toastdriven/pylev;https://github.com/toastdriven/pylev;https://github.com/toastdriven/pylev;;
mysql-connector;;;;;;;;;
brotli;https://github.com/google/brotli;;https://github.com/google/brotli;;https://github.com/google/brotli;https://github.com/google/brotli;https://github.com/google/brotli;;
torchvision;https://github.com/pytorch/vision;;https://github.com/pytorch/vision;;;https://github.com/pytorch/vision;https://github.com/pytorch/vision;;
setuptools-git;https://github.com/msabramo/setuptools-git;;https://github.com/msabramo/setuptools-git;https://github.com/msabramo/setuptools-git;https://github.com/msabramo/setuptools-git;https://github.com/msabramo/setuptools-git;https://github.com/msabramo/setuptools-git;;
jinja2-time;https://github.com/hackebrot/jinja2-time;;https://github.com/hackebrot/jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/hackebrot/jinja2-time;https://github.com/arrow-py/arrow;https://github.com/hackebrot/jinja2-time
bandit;https://github.com/pycqa/bandit;https://github.com/bandit/bandit;;https://github.com/pycqa/bandit;https://github.com/pycqa/bandit;https://github.com/pycqa/bandit;;https://github.com/pycqa/bandit;https://github.com/pycqa/bandit
sentencepiece;https://github.com/google/sentencepiece;;https://github.com/google/sentencepiece;https://github.com/google/sentencepiece;https://github.com/google/sentencepiece;https://github.com/google/sentencepiece;https://github.com/google/sentencepiece;;
fbprophet;https://github.com/facebook/prophet;;;;;https://github.com/facebook/prophet;;;
findspark;https://github.com/minrk/findspark;;https://github.com/minrk/findspark;https://github.com/minrk/findspark;https://github.com/minrk/findspark;https://github.com/minrk/findspark;https://github.com/minrk/findspark;;
koalas;https://github.com/databricks/koalas;;https://github.com/databricks/koalas;https://github.com/databricks/koalas;https://github.com/databricks/koalas;https://github.com/databricks/koalas;https://github.com/databricks/koalas;https://github.com/databricks/koalas;https://github.com/databricks/koalas
sshpubkeys;https://github.com/ojarva/python-sshpubkeys;;https://github.com/ojarva/python-sshpubkeys;;;https://github.com/ojarva/python-sshpubkeys;https://github.com/ojarva/python-sshpubkeys;;
cachy;https://github.com/sdispater/cachy;;https://github.com/sdispater/cachy;https://github.com/sdispater/cachy;https://github.com/sdispater/cachy;https://github.com/sdispater/cachy;https://github.com/sdispater/cachy;;https://github.com/sdispater/cachy
azure-mgmt-devspaces;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
geojson;https://github.com/jazzband/geojson;;https://github.com/jazzband/geojson;https://github.com/jazzband/geojson;https://github.com/jazzband/geojson;https://github.com/jazzband/geojson;https://github.com/jazzband/geojson;;https://github.com/jazzband/geojson
zope-proxy;https://github.com/zopefoundation/zope.proxy;;https://github.com/zopefoundation/zope.proxy;;;https://github.com/zopefoundation/zope.proxy;https://github.com/zopefoundation/zope.proxy;https://github.com/zopefoundation/zope.proxy;https://github.com/zopefoundation/zope.proxy
zope-hookable;https://github.com/zopefoundation/zope.hookable;;https://github.com/zopefoundation/zope.hookable;;;https://github.com/zopefoundation/zope.hookable;https://github.com/zopefoundation/zope.hookable;https://github.com/zopefoundation/zope.hookable;https://github.com/zopefoundation/zope.hookable
uamqp;https://github.com/azure/azure-uamqp-python;;https://github.com/azure/azure-uamqp-python;;;https://github.com/azure/azure-uamqp-python;https://github.com/azure/azure-uamqp-python;;
mysql-python;https://github.com/farcepest/mysqldb1;;https://github.com/farcepest/mysqldb1;;;https://github.com/farcepest/mysqldb1;https://github.com/farcepest/mysqldb1;;
multipledispatch;https://github.com/mrocklin/multipledispatch;;https://github.com/mrocklin/multipledispatch;https://github.com/mrocklin/multipledispatch;;;https://github.com/mrocklin/multipledispatch;https://github.com/mrocklin/multipledispatch;https://github.com/mrocklin/multipledispatch
qds-sdk;https://github.com/qubole/qds-sdk-py;;https://github.com/qubole/qds-sdk-py;https://github.com/qubole/qds-sdk-py;https://github.com/qubole/qds-sdk-py;https://github.com/qubole/qds-sdk-py;https://github.com/qubole/qds-sdk-py;;https://github.com/qubole/qds-sdk-py
hyperopt;;https://github.com/hyperopt/hyperopt;;;;;;;
cognite-sdk;https://github.com/cognitedata/cognite-sdk-python;;;https://github.com/cognitedata/cognite-sdk-python;https://github.com/cognitedata/cognite-sdk-python;https://github.com/psf/black;https://github.com/cognitedata/cognite-sdk-python;;https://github.com/cognitedata/cognite-sdk-python
azure-applicationinsights;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
zope-deferredimport;https://github.com/zopefoundation/zope.deferredimport;;https://github.com/zopefoundation/zope.deferredimport;;;https://github.com/zopefoundation/zope.deferredimport;https://github.com/zopefoundation/zope.deferredimport;https://github.com/zopefoundation/zope.deferredimport;https://github.com/zopefoundation/zope.deferredimport
whichcraft;https://github.com/cookiecutter/whichcraft;;https://github.com/cookiecutter/whichcraft;https://github.com/cookiecutter/whichcraft;https://github.com/cookiecutter/whichcraft;https://github.com/cookiecutter/whichcraft;https://github.com/cookiecutter/whichcraft;;https://github.com/cookiecutter/whichcraft
multi-key-dict;https://github.com/formiaczek/multi_key_dict;;https://github.com/formiaczek/multi_key_dict;;;https://github.com/formiaczek/multi_key_dict;https://github.com/formiaczek/multi_key_dict;;
tftpy;https://github.com/msoulier/tftpy;;https://github.com/msoulier/tftpy;https://github.com/msoulier/tftpy;https://github.com/msoulier/tftpy;https://github.com/msoulier/tftpy;https://github.com/msoulier/tftpy;;
suds-jurko;;;;;;;;;
jellyfish;https://github.com/jamesturk/jellyfish;;https://github.com/jamesturk/jellyfish;;;https://github.com/jamesturk/jellyfish;https://github.com/jamesturk/jellyfish;https://github.com/jamesturk/jellyfish;
python-memcached;https://github.com/linsomniac/python-memcached;;https://github.com/linsomniac/python-memcached;;https://github.com/linsomniac/python-memcached;https://github.com/linsomniac/python-memcached;https://github.com/linsomniac/python-memcached;;
azure-cosmos;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;https://github.com/azure/azure-sdk-for-python;;
jaraco-functools;https://github.com/jaraco/jaraco.functools;;https://github.com/jaraco/jaraco.functools;;;https://github.com/jaraco/jaraco.functools;https://github.com/jaraco/jaraco.functools;https://github.com/jaraco/jaraco.functools;https://github.com/jaraco/jaraco.functools
intel-openmp;;;;;;;;;
certbot;https://github.com/certbot/certbot;https://github.com/certbot/certbot;https://github.com/certbot/certbot;https://github.com/certbot/certbot;https://github.com/certbot/certbot;https://github.com/certbot/certbot;https://github.com/certbot/certbot;;
mkl;;;;;;;;;
azureml-core;;;;;;;;;
pyvcf;https://github.com/jamescasbon/pyvcf;;https://github.com/jamescasbon/pyvcf;;;https://github.com/jamescasbon/pyvcf;https://github.com/jamescasbon/pyvcf;;
google-cloud-kms;https://github.com/googleapis/python-kms;;https://github.com/googleapis/python-kms;;;https://github.com/googleapis/python-kms;https://github.com/googleapis/python-kms;;https://github.com/googleapis/google-cloud-python
kazoo;https://github.com/python-zk/kazoo;;;https://github.com/python-zk/kazoo;https://github.com/python-zk/kazoo;;;https://github.com/python-zk/kazoo;https://github.com/python-zk/kazoo
catkin-pkg;;;;;;;;;
cheroot;https://github.com/cherrypy/cheroot;;;https://github.com/cherrypy/cheroot;https://github.com/cherrypy/cheroot;https://github.com/cherrypy/cheroot;https://github.com/cherrypy/cheroot;;https://github.com/cherrypy/cheroot
cognite-model-hosting;;;;;;;;;
python-snappy;https://github.com/andrix/python-snappy;;https://github.com/andrix/python-snappy;https://github.com/andrix/python-snappy;https://github.com/andrix/python-snappy;https://github.com/andrix/python-snappy;https://github.com/andrix/python-snappy;;
pg8000;https://github.com/tlocke/pg8000;;https://github.com/tlocke/pg8000;;https://github.com/tlocke/pg8000;https://github.com/tlocke/pg8000;https://github.com/tlocke/pg8000;;
emoji;https://github.com/carpedm20/emoji;;https://github.com/carpedm20/emoji;;;https://github.com/kyokomi/emoji;https://github.com/carpedm20/emoji;;
dj-database-url;https://github.com/jacobian/dj-database-url;;https://github.com/jacobian/dj-database-url;https://github.com/jacobian/dj-database-url;https://github.com/jacobian/dj-database-url;https://github.com/jacobian/dj-database-url;https://github.com/jacobian/dj-database-url;;https://github.com/jacobian/dj-database-url
knack;https://github.com/microsoft/knack;;https://github.com/microsoft/knack;;;https://github.com/microsoft/knack;https://github.com/microsoft/knack;https://github.com/tox-dev/tox;https://github.com/microsoft/knack
geopandas;;https://github.com/geopandas/geopandas;;https://github.com/geopandas/geopandas;;;;;
python-crontab;;;;;;;;;
pycares;https://github.com/saghul/pycares;;https://github.com/saghul/pycares;https://github.com/saghul/pycares;;https://github.com/saghul/pycares;https://github.com/saghul/pycares;;https://github.com/saghul/pycares
python-augeas;;;;;;;;;
cherrypy;https://github.com/cherrypy/cherrypy;https://github.com/cherrypy/cherrypy;;https://github.com/cherrypy/cherrypy;https://github.com/cherrypy/cherrypy;https://github.com/cherrypy/cherrypy;https://github.com/cherrypy/cherrypy;;https://github.com/cherrypy/cherrypy
py-bcrypt;;;;;;;;;
validators;https://github.com/kvesteri/validators;;https://github.com/kvesteri/validators;;https://github.com/kvesteri/validators;https://github.com/kvesteri/validators;https://github.com/kvesteri/validators;;
cattrs;https://github.com/tinche/cattrs;;https://github.com/tinche/cattrs;https://github.com/tinche/cattrs;https://github.com/tinche/cattrs;https://github.com/tinche/cattrs;https://github.com/tinche/cattrs;https://github.com/tinche/cattrs;https://github.com/tinche/cattrs
pytest-asyncio;https://github.com/pytest-dev/pytest-asyncio;;https://github.com/pytest-dev/pytest-asyncio;https://github.com/pytest-dev/pytest-asyncio;https://github.com/pytest-dev/pytest-asyncio;https://github.com/pytest-dev/pytest-asyncio;https://github.com/pytest-dev/pytest-asyncio;https://github.com/hypothesisworks/hypothesis;https://github.com/pytest-dev/pytest-asyncio
sniffio;https://github.com/python-trio/sniffio;;https://github.com/python-trio/sniffio;https://github.com/python-trio/sniffio;https://github.com/python-trio/sniffio;https://github.com/python-trio/sniffio;https://github.com/python-trio/sniffio;https://github.com/python-trio/sniffio;https://github.com/python-trio/sniffio
parsel;https://github.com/scrapy/parsel;;https://github.com/scrapy/parsel;https://github.com/scrapy/parsel;https://github.com/scrapy/parsel;https://github.com/scrapy/parsel;https://github.com/scrapy/parsel;;https://github.com/scrapy/parsel
prison;https://github.com/betodealmeida/python-rison;;https://github.com/betodealmeida/python-rison;;;https://github.com/betodealmeida/python-rison;https://github.com/betodealmeida/python-rison;;
flower;https://github.com/mher/flower;;https://github.com/mher/flower;https://github.com/mher/flower;https://github.com/mher/flower;https://github.com/mher/flower;https://github.com/mher/flower;;https://github.com/mher/flower
pymeeus;https://github.com/architest/pymeeus;;https://github.com/architest/pymeeus;https://github.com/architest/pymeeus;;;;;
django-appconf;https://github.com/django-compressor/django-appconf;;;https://github.com/django-compressor/django-appconf;https://github.com/django-compressor/django-appconf;https://github.com/django-compressor/django-appconf;https://github.com/django-compressor/django-appconf;https://github.com/django-compressor/django-appconf;https://github.com/django-compressor/django-appconf
ephem;https://github.com/brandon-rhodes/pyephem;;;https://github.com/brandon-rhodes/pyephem;https://github.com/brandon-rhodes/pyephem;https://github.com/brandon-rhodes/pyephem;;;https://github.com/brandon-rhodes/pyephem
google-cloud-language;https://github.com/googleapis/python-language;;https://github.com/googleapis/python-language;;;https://github.com/googleapis/python-language;https://github.com/googleapis/python-language;;https://github.com/googleapis/google-cloud-python
