package_name;github_url;pypi_downloads;dep_repos;dep_pkgs
dialogflow;https://github.com/googleapis/python-dialogflow;307922;29;0
diamond;https://github.com/python-diamond/diamond;803528;52;3
dictdiffer;https://github.com/inveniosoftware/dictdiffer;3459547;4133;79
dictionaries;https://github.com/pasztorpisti/py-dictionaries;2098758;;
dictobj;https://github.com/grimwm/py-dictobj;297683;;
dicttoxml;https://github.com/quandyfactory/dicttoxml;8048045;1906;145
diff-cover;https://github.com/bachmann1234/diff_cover;1323644;;
diff-match-patch;https://github.com/diff-match-patch-python/diff-match-patch;3359655;;
dill;https://github.com/uqfoundation/dill;69732966;;
dirq;https://github.com/cern-mig/python-dirq;1109069;;
dis3;https://github.com/keyweeusr/python-dis3;559744;;
discord;https://github.com/rapptz/discord.py;21322861;30571;3
discord-py;https://github.com/rapptz/discord.py;21322861;30571;3
diskcache;https://github.com/grantjenks/python-diskcache;2740070;;
disklist;https://github.com/belval/disklist;960053;;
distance;https://github.com/doukremt/distance;1134425;545;28
dist-keras;https://github.com/cerndb/dist-keras;484019;;
distributed;https://github.com/dask/distributed;7975599;16961;236
distro;https://github.com/nir0s/distro;41191229;12433;235
django;https://github.com/django/django;52846760;621703;9794
django-activity-stream;https://github.com/justquick/django-activity-stream;277420;595;11
django-admin-list-filter-dropdown;https://github.com/mrts/django-admin-list-filter-dropdown;310247;295;3
django-admin-rangefilter;https://github.com/silentsokolov/django-admin-rangefilter;943246;673;8
django-admin-sortable;https://github.com/alsoicode/django-admin-sortable;338818;430;18
django-admin-sortable2;https://github.com/jrief/django-admin-sortable2;842155;814;27
django-admin-tools;https://github.com/django-admin-tools/django-admin-tools;355968;985;21
django-ajax-selects;https://github.com/crucialfelix/django-ajax-selects;563460;;
django-allauth;https://github.com/pennersr/django-allauth;2929309;58413;121
django-allow-cidr;https://github.com/mozmeao/django-allow-cidr;275677;;
django-annoying;https://github.com/skorokithakis/django-annoying;820322;2104;51
django-anymail;https://github.com/anymail/django-anymail;1397998;3341;13
django-appconf;https://github.com/django-compressor/django-appconf;5987835;;
django-auth-ldap;https://github.com/django-auth-ldap/django-auth-ldap;897062;;
django-autocomplete-light;https://github.com/yourlabs/django-autocomplete-light;1060819;2444;59
django-autoslug;https://github.com/justinmayer/django-autoslug;677084;3737;64
django-axes;https://github.com/jazzband/django-axes;1011703;748;12
django-babel;https://github.com/python-babel/django-babel;285735;;
django-background-tasks;https://github.com/arteria/django-background-tasks;271850;;
django-bitfield;https://github.com/disqus/django-bitfield;301178;158;9
django-bootstrap3;https://github.com/zostera/django-bootstrap3;903070;;
django-bootstrap4;https://github.com/zostera/django-bootstrap4;1380982;40849;36
django-bootstrap-form;https://github.com/tzangms/django-bootstrap-form;512561;5222;46
django-braces;https://github.com/brack3t/django-braces;2118965;9962;97
django-bulk-update;https://github.com/aykut/django-bulk-update;1070155;;
django-cachalot;https://github.com/noripyt/django-cachalot;279743;333;3
django-cacheops;https://github.com/suor/django-cacheops;988462;458;3
django-celery;https://github.com/celery/django-celery;1192461;8738;169
django-celery-beat;https://github.com/celery/django-celery-beat;3625834;;
django-celery-email;https://github.com/pmclanahan/django-celery-email;438139;;
django-celery-monitor;https://github.com/jazzband/django-celery-monitor;575023;;
django-celery-results;https://github.com/celery/django-celery-results;2437571;;
django-choices;https://github.com/bigjason/django-choices;344609;397;18
django-ckeditor;https://github.com/django-ckeditor/django-ckeditor;1336866;13251;94
django-classy-tags;https://github.com/django-cms/django-classy-tags;1140320;;
django-cleanup;https://github.com/un1t/django-cleanup;409358;;
django-cms;https://github.com/django-cms/django-cms;429702;3388;356
djangocms-admin-style;https://github.com/django-cms/djangocms-admin-style;499884;2715;19
djangocms-attributes-field;https://github.com/django-cms/djangocms-attributes-field;323692;;
djangocms-link;https://github.com/django-cms/djangocms-link;276324;1695;11
djangocms-text-ckeditor;https://github.com/django-cms/djangocms-text-ckeditor;376506;2206;40
django-colorfield;https://github.com/fabiocaccamo/django-colorfield;384769;1201;17
django-colorful;https://github.com/charettes/django-colorful;296013;;
django-common-helpers;https://github.com/tivix/django-common;304824;;
django-compat;https://github.com/arteria/django-compat;875292;;
django-compressor;https://github.com/django-compressor/django-compressor;2659513;;
django-config-models;https://github.com/edx/django-config-models;347729;146;3
django-configurations;https://github.com/jazzband/django-configurations;752015;1800;38
django-constance;https://github.com/jazzband/django-constance;966216;735;16
django-contrib-comments;https://github.com/django/django-contrib-comments;369342;2411;28
django-cookies-samesite;https://github.com/jotes/django-cookies-samesite;269089;72;2
django-cors-headers;https://github.com/adamchainz/django-cors-headers;14068554;61837;169
django-cors-middleware;https://github.com/zestedesavoir/django-cors-middleware;645742;;
django-countries;https://github.com/smileychris/django-countries;2653921;;
django-coverage-plugin;https://github.com/nedbat/django_coverage_plugin;1054750;;
django-crispy-forms;https://github.com/django-crispy-forms/django-crispy-forms;4347454;57854;245
django-cron;https://github.com/tivix/django-cron;272253;993;9
django-crontab;https://github.com/kraiz/django-crontab;730675;2268;5
django-crum;https://github.com/ninemoreminutes/django-crum;465647;;
django-csp;https://github.com/mozilla/django-csp;1128130;;
django-daterange-filter;https://github.com/tzulberti/django-datefilterspec;390519;;
django-debug-panel;https://github.com/recamshak/django-debug-panel;460076;;
django-debug-toolbar;https://github.com/jazzband/django-debug-toolbar;8849358;36610;161
django-debug-toolbar-request-history;https://github.com/djsutho/django-debug-toolbar-request-history;279908;;
django-dirtyfields;https://github.com/romgar/django-dirtyfields;664169;;
django-dotenv;https://github.com/jpadilla/django-dotenv;508981;2477;12
django-dynamic-fixture;https://github.com/paulocheque/django-dynamic-fixture;488023;;
django-elasticsearch-dsl;https://github.com/django-es/django-elasticsearch-dsl;583271;1253;4
django-enumfields;https://github.com/hzdg/django-enumfields;590219;341;19
django-environ;https://github.com/joke2k/django-environ;4238536;45912;122
django-extensions;https://github.com/django-extensions/django-extensions;12784462;65270;305
django-extra-fields;https://github.com/hipo/drf-extra-fields;501926;32;1
django-extra-views;https://github.com/andrewingram/django-extra-views;516277;1307;33
django-fernet-fields;https://github.com/orcasgit/django-fernet-fields;610355;268;12
django-filer;https://github.com/django-cms/django-filer;512596;3036;126
django-filter;https://github.com/carltongibson/django-filter;12978615;53111;400
django-formtools;https://github.com/jazzband/django-formtools;2033276;6342;58
django-fsm;https://github.com/viewflow/django-fsm;1221591;818;37
django-graphql-jwt;https://github.com/flavors/django-graphql-jwt;455834;2029;8
django-grappelli;https://github.com/sehmaschine/django-grappelli;1321679;3929;47
django-guardian;https://github.com/django-guardian/django-guardian;1307132;3839;68
django-hashid-field;https://github.com/nshafer/django-hashid-field;312307;143;2
django-haystack;https://github.com/django-haystack/django-haystack;1103533;6757;94
django-health-check;https://github.com/kristianoellegaard/django-health-check;1463336;;
django-heroku;https://github.com/heroku/django-heroku;1028936;50958;6
django-hijack;https://github.com/django-hijack/django-hijack;592792;258;7
django-hijack-admin;https://github.com/arteria/django-hijack;285827;258;7
django-hosts;https://github.com/jazzband/django-hosts;287383;686;2
django-htmlmin;https://github.com/cobrateam/django-htmlmin;368729;956;25
django-imagekit;https://github.com/matthewwithanm/django-imagekit;659870;4778;47
django-import-export;https://github.com/django-import-export/django-import-export;2863507;9552;67
django-ipware;https://github.com/un33k/django-ipware;3024756;2990;85
django-jenkins;https://github.com/kmmbvnr/django-jenkins;419569;;
django-jet;https://github.com/geex-arts/django-jet;532150;2203;5
django-jinja;https://github.com/niwinz/django-jinja;572581;;
django-js-asset;https://github.com/matthiask/django-js-asset;3194688;;
django-jsonfield;https://github.com/adamchainz/django-jsonfield;1171446;2594;96
django-jsonview;https://github.com/jsocol/django-jsonview;335238;;
django-json-widget;https://github.com/jmrivas86/django-json-widget;425343;178;4
django-js-reverse;https://github.com/ierror/django-js-reverse;304401;525;16
django-libsass;https://github.com/torchbox/django-libsass;304237;;
django-localflavor;https://github.com/django/django-localflavor;2228221;2126;49
django-log-request-id;https://github.com/dabapps/django-log-request-id;638657;463;3
django-mathfilters;https://github.com/dbrgn/django-mathfilters;682490;2814;11
django-memoize;https://github.com/unhaggle/django-memoize;440593;139;4
django-mock-queries;https://github.com/stphivos/django-mock-queries;317957;;
django-modelcluster;https://github.com/wagtail/django-modelcluster;769943;2041;8
django-modeltranslation;https://github.com/deschler/django-modeltranslation;843000;1648;57
django-model-utils;https://github.com/jazzband/django-model-utils;4786434;13010;329
django-money;https://github.com/django-money/django-money;685495;1080;18
django-mptt;https://github.com/django-mptt/django-mptt;2948768;8622;215
django-multiselectfield;https://github.com/goinnn/django-multiselectfield;2597180;2345;14
django-mysql;https://github.com/adamchainz/django-mysql;3021868;;
django-nested-admin;https://github.com/theatlantic/django-nested-admin;677793;857;19
django-nose;https://github.com/jazzband/django-nose;3049062;7250;160
django-notifications-hq;https://github.com/django-notifications/django-notifications;306920;1223;8
django-oauth-toolkit;https://github.com/jazzband/django-oauth-toolkit;2387110;;
django-object-actions;https://github.com/crccheck/django-object-actions;879968;379;9
django-otp;https://github.com/django-otp/django-otp;1473690;750;32
django-pandas;https://github.com/chrisdev/django-pandas;292821;826;6
django-parler;https://github.com/django-parler/django-parler;337191;873;46
django-partial-index;https://github.com/mattiaslinnap/django-partial-index;266981;;
django-phonenumber-field;https://github.com/stefanfoulis/django-phonenumber-field;3043860;;
django-picklefield;https://github.com/gintas/django-picklefield;1762360;;
django-pipeline;https://github.com/jazzband/django-pipeline;989349;;
django-polymorphic;https://github.com/django-polymorphic/django-polymorphic;1898920;;
django-prettyjson;https://github.com/kevinmickey/django-prettyjson;329828;132;4
django-prometheus;https://github.com/korfuri/django-prometheus;1152519;473;23
django-push-notifications;https://github.com/jazzband/django-push-notifications;317165;;
django-pyfs;https://github.com/edx/django-pyfs;318207;;
django-pyodbc-azure;https://github.com/michiya/django-pyodbc-azure;282009;;
django-queryinspect;https://github.com/dobarkod/django-queryinspect;309823;;
django-ratelimit;https://github.com/jsocol/django-ratelimit;1460344;711;12
django-ratelimit-backend;https://github.com/brutasse/django-ratelimit-backend;296916;;
django-recaptcha;https://github.com/praekelt/django-recaptcha;610534;2246;39
django-redis;https://github.com/jazzband/django-redis;7711457;;
django-redis-cache;https://github.com/sebleier/django-redis-cache;1657689;2729;31
django-redis-sessions;https://github.com/martinrusev/django-redis-sessions;449135;982;9
django-redshift-backend;https://github.com/jazzband/django-redshift-backend;394718;;
django-registration;https://github.com/ubernostrum/django-registration;453840;7056;51
django-registration-redux;https://github.com/macropin/django-registration;372484;4470;11
django-render-block;https://github.com/clokep/django-render-block;276196;;
django-rest-auth;https://github.com/tivix/django-rest-auth;1896198;37142;27
djangorestframework;https://github.com/encode/django-rest-framework;26337218;204488;1705
django-rest-framework;https://github.com/encode/django-rest-framework;26337218;204488;1705
djangorestframework-bulk;https://github.com/miki725/django-rest-framework-bulk;597881;526;4
djangorestframework-camel-case;https://github.com/vbabiy/djangorestframework-camel-case;1203418;908;17
djangorestframework-csv;https://github.com/mjumbewu/django-rest-framework-csv;1431694;760;17
djangorestframework-filters;https://github.com/philipn/django-rest-framework-filters;962025;;
djangorestframework-gis;https://github.com/openwisp/django-rest-framework-gis;578303;1414;24
djangorestframework-jsonapi;https://github.com/django-json-api/django-rest-framework-json-api;351328;815;11
djangorestframework-jwt;https://github.com/jpadilla/django-rest-framework-jwt;3609332;16295;76
djangorestframework-recursive;https://github.com/heywbj/django-rest-framework-recursive;384731;;
djangorestframework-simplejwt;https://github.com/simplejwt/django-rest-framework-simplejwt;2024285;;
djangorestframework-stubs;https://github.com/typeddjango/djangorestframework-stubs;476307;889;8
djangorestframework-xml;https://github.com/jpadilla/django-rest-framework-xml;1214333;930;18
django-rest-knox;https://github.com/james1345/django-rest-knox;374097;4967;12
django-rest-swagger;https://github.com/marcgibbons/django-rest-swagger;3496571;;
django-reversion;https://github.com/etianen/django-reversion;1780508;5578;93
django-revproxy;https://github.com/tracywebtech/django-revproxy;279586;;
django-rosetta;https://github.com/mbi/django-rosetta;383122;1180;20
django-rq;https://github.com/rq/django-rq;802212;1311;50
django-s3-storage;https://github.com/etianen/django-s3-storage;291106;342;0
django-safedelete;https://github.com/makinacorpus/django-safedelete;470262;263;4
django-sass-processor;https://github.com/jrief/django-sass-processor;391765;1209;13
django-sekizai;https://github.com/django-cms/django-sekizai;873446;;
django-select2;https://github.com/codingjoe/django-select2;584159;;
django-sendgrid-v5;https://github.com/sklarsa/django-sendgrid-v5;468636;812;4
django-ses;https://github.com/django-ses/django-ses;1707967;1276;3
django-silk;https://github.com/jazzband/django-silk;1256560;1372;5
django-simple-captcha;https://github.com/mbi/django-simple-captcha;298278;3675;33
django-simple-history;https://github.com/jazzband/django-simple-history;2194878;1702;32
django-slack;https://github.com/lamby/django-slack;267683;186;1
django-smtp-ssl;https://github.com/bancek/django-smtp-ssl;347346;753;2
django-solo;https://github.com/lazybird/django-solo;560009;938;36
django-sortedm2m;https://github.com/jazzband/django-sortedm2m;399420;935;27
django-splash;https://github.com/edx/django-splash;342392;;
django-split-settings;https://github.com/sobolevn/django-split-settings;310303;;
django-sslserver;https://github.com/teddziuba/django-sslserver;534430;1630;11
django-statici18n;https://github.com/zyegfryed/django-statici18n;461881;;
django-statsd-mozilla;https://github.com/django-statsd/django-statsd;280103;;
django-storages;https://github.com/jschneier/django-storages;10434609;;
django-stubs;https://github.com/typeddjango/django-stubs;1059758;1009;25
django-suit;https://github.com/darklow/django-suit;474240;2544;25
django-tables2;https://github.com/jieter/django-tables2;1321455;3750;48
django-tagging;https://github.com/fantomas42/django-tagging;278697;;
django-taggit;https://github.com/jazzband/django-taggit;2138638;;
django-taggit-serializer;https://github.com/glemmapaul/django-taggit-serializer;339625;805;6
django-tastypie;https://github.com/django-tastypie/django-tastypie;826861;4246;101
django-templated-email;https://github.com/vintasoftware/django-templated-email;403600;896;16
django-templated-mail;https://github.com/sunscrapers/django-templated-mail;447339;;
django-test-plus;https://github.com/revsys/django-test-plus;384564;;
django-test-without-migrations;https://github.com/henriquebastos/django-test-without-migrations;493584;;
django-timezone-field;https://github.com/mfogel/django-timezone-field;4114547;;
django-tinymce;https://github.com/jazzband/django-tinymce;766067;6770;67
django-transaction-hooks;https://github.com/carljm/django-transaction-hooks;309891;;
django-treebeard;https://github.com/django-treebeard/django-treebeard;1658192;5281;39
django-two-factor-auth;https://github.com/bouke/django-two-factor-auth;658542;369;8
django-url-filter;https://github.com/miki725/django-url-filter;321730;337;7
django-user-agents;https://github.com/selwin/django-user_agents;1156144;;
django-user-sessions;https://github.com/jazzband/django-user-sessions;270926;157;3
django-user-tasks;https://github.com/edx/django-user-tasks;355841;;
django-uuidfield;https://github.com/dcramer/django-uuidfield;393283;;
django-versatileimagefield;https://github.com/respondcreate/django-versatileimagefield;311097;1110;17
django-waffle;https://github.com/django-waffle/django-waffle;1684487;573;12
django-watchman;https://github.com/mwarkentin/django-watchman;465944;;
django-webpack-loader;https://github.com/django-webpack/django-webpack-loader;2720585;6281;26
django-webtest;https://github.com/django-webtest/django-webtest;534886;1155;61
django-widget-tweaks;https://github.com/jazzband/django-widget-tweaks;2401352;16661;71
django-wkhtmltopdf;https://github.com/incuna/django-wkhtmltopdf;288806;416;6
dj-database-url;https://github.com/jacobian/dj-database-url;6162426;121204;176
djoser;https://github.com/sunscrapers/djoser;618009;;
djrill;https://github.com/brack3t/djrill;394163;;
dj-static;https://github.com/heroku-python/dj-static;645106;21616;27
dlib;https://github.com/davisking/dlib;881240;8741;80
dm-tree;https://github.com/deepmind/tree;598048;1083;24
dnslib;https://github.com/paulc/dnslib;605973;886;36
dnspython;https://github.com/rthalley/dnspython;49238419;46602;659
doc8;https://github.com/pycqa/doc8;724389;;
docformatter;https://github.com/myint/docformatter;283269;;
docker;https://github.com/docker/docker-py;93785103;18668;1076
docker-compose;https://github.com/docker/compose;16312884;6135;141
dockerpty;https://github.com/d11wtq/dockerpty;17575017;6332;54
docker-py;https://github.com/docker/docker-py;93785103;18668;1076
docker-pycreds;https://github.com/shin-/dockerpy-creds;24369008;;
docker-registry-client;https://github.com/yodle/docker-registry-client;385126;21;6
docopt;https://github.com/docopt/docopt;62987357;43295;2502
doc-warden;https://github.com/azure/azure-sdk-tools;412686;;
docx;https://github.com/mikemaccana/python-docx;524100;1143;23
docx2txt;https://github.com/ankushshah89/python-docx2txt;565408;1368;22
docxtpl;https://github.com/elapouya/python-docx-template;498321;618;21
dodgy;https://github.com/landscapeio/dodgy;1567735;;
dogpile-cache;https://github.com/sqlalchemy/dogpile.cache;5239045;;
dohq-artifactory;https://github.com/devopshq/artifactory;780413;20;8
doit;https://github.com/pydoit/doit;491786;622;48
domain2idna;https://github.com/pyfunceble/domain2idna;289893;;
dominate;https://github.com/knio/dominate;2993721;26561;56
dotmap;https://github.com/drgrib/dotmap;630761;;
dotnetcore2;https://github.com/dotnet/core;4534820;;
dparse;https://github.com/pyupio/dparse;3188663;;
dpath;https://github.com/akesterson/dpath-python;4563026;802;84
dpkt;https://github.com/kbandla/dpkt;614837;671;58
draftjs-exporter;https://github.com/springload/draftjs_exporter;772137;;
drf-extensions;https://github.com/chibisov/drf-extensions;1059959;1792;21
drf-jwt;https://github.com/styria-digital/django-rest-framework-jwt;277877;;
drf-nested-routers;https://github.com/alanjds/drf-nested-routers;1927930;2231;37
drf-writable-nested;https://github.com/beda-software/drf-writable-nested;508752;524;5
drf-yasg;https://github.com/axnsan12/drf-yasg;4687807;32155;63
dropbox;https://github.com/dropbox/dropbox-sdk-python;2714167;3207;110
dulwich;https://github.com/dulwich/dulwich;2357198;1211;112
dumb-init;https://github.com/yelp/dumb-init;1231284;160;2
dumbyaml;https://github.com/crdoconnor/dumbyaml;1140987;;
dumper;https://github.com/jric/dumper.py;291094;;
duo-client;https://github.com/duosecurity/duo_client_python;511558;;
durationpy;https://github.com/icholy/durationpy;923867;;
dvc;https://github.com/iterative/dvc;403281;712;14
dynaconf;https://github.com/rochacbruno/dynaconf;1232172;951;77
dynamodb-encryption-sdk;https://github.com/aws/aws-dynamodb-encryption-python;331082;15;1
dynamodb-json;https://github.com/alonreznik/dynamodb-json;601658;100;4
easydict;https://github.com/makinacorpus/easydict;1373615;5520;102
easygui;https://github.com/robertlugg/easygui;309625;;
easyprocess;https://github.com/ponty/easyprocess;4593809;2647;28
easy-thumbnails;https://github.com/smileychris/easy-thumbnails;1298295;6721;123
ebaysdk;https://github.com/timotheus/ebaysdk-python;855846;1578;4
ebooklib;https://github.com/aerkalov/ebooklib;373873;1133;31
ec2-metadata;https://github.com/adamchainz/ec2-metadata;1522522;;
ecdsa;https://github.com/tlsfuzzer/python-ecdsa;24429849;15946;396
ecos;https://github.com/embotech/ecos;1123524;;
ed25519;https://github.com/warner/python-ed25519;398199;410;56
edgegrid-python;https://github.com/akamai/akamaiopen-edgegrid-python;850950;;
editdistance;https://github.com/roy-ht/editdistance;2402407;2730;84
editorconfig;https://github.com/editorconfig/editorconfig-core-py;653303;636;7
edn-format;https://github.com/swaroopch/edn_format;1731049;;
edx-bulk-grades;https://github.com/edx/edx-bulk-grades;411610;;
edx-ccx-keys;https://github.com/edx/ccx-keys;267566;;
edx-celeryutils;https://github.com/edx/edx-celeryutils;344810;;
edx-completion;https://github.com/edx/completion;359466;;
edx-django-release-util;https://github.com/edx/edx-django-release-util;420243;;
edx-django-sites-extensions;https://github.com/edx/edx-django-sites-extensions;277736;;
edx-django-utils;https://github.com/edx/edx-django-utils;502796;;
edx-drf-extensions;https://github.com/edx/edx-drf-extensions;498494;;
edx-enterprise;https://github.com/edx/edx-enterprise;591062;;
edx-i18n-tools;https://github.com/edx/i18n-tools;295536;;
edx-milestones;https://github.com/edx/edx-milestones;327978;;
edx-opaque-keys;https://github.com/edx/opaque-keys;632841;;
edx-organizations;https://github.com/edx/edx-organizations;388047;;
edx-rbac;https://github.com/edx/edx-rbac;448116;;
edx-rest-api-client;https://github.com/edx/edx-rest-api-client;371940;253;6
edx-sga;https://github.com/mitodl/edx-sga;322758;;
edx-submissions;https://github.com/edx/edx-submissions;378318;124;1
edxval;https://github.com/edx/edx-val;523024;;
edx-when;https://github.com/edx/edx-when;437870;;
eeweather;https://github.com/openeemeter/eeweather;687381;5;1
efficientnet;https://github.com/qubvel/efficientnet;449633;534;12
elastic-apm;https://github.com/elastic/apm-agent-python;2058791;;
elasticsearch;https://github.com/elastic/elasticsearch-py;42078197;19872;724
elasticsearch2;https://github.com/elastic/elasticsearch-py;42078197;19872;724
elasticsearch5;https://github.com/elastic/elasticsearch-py;42078197;19872;724
elasticsearch6;https://github.com/elastic/elasticsearch-py;42078197;19872;724
elasticsearch-async;https://github.com/elastic/elasticsearch-py-async;363722;;
elasticsearch-curator;https://github.com/elastic/curator;1476995;116;4
elasticsearch-dsl;https://github.com/elastic/elasticsearch-dsl-py;13357985;4201;175
elementpath;https://github.com/sissaschool/elementpath;1218037;196;5
eli5;https://github.com/eli5-org/eli5;2977845;899;34
eliot;https://github.com/itamarst/eliot;291265;103;21
email-reply-parser;https://github.com/zapier/email-reply-parser;552678;;
email-validator;https://github.com/joshdata/python-email-validator;4858761;;
emcee;https://github.com/dfm/emcee;322569;762;137
emoji;https://github.com/carpedm20/emoji;6173836;16354;243
entrypoint2;https://github.com/ponty/entrypoint2;607067;;
entrypoints;https://github.com/takluyver/entrypoints;114687312;;
enum-compat;https://github.com/jstasiak/enum-compat;3428552;;
env;https://github.com/masterodin/env;405657;;
environs;https://github.com/sloria/environs;1234169;2954;83
envisage;https://github.com/enthought/envisage;399315;;
envparse;https://github.com/rconradharris/envparse;803132;851;42
envs;https://github.com/capless/envs;1139953;;
envtpl;https://github.com/andreasjansson/envtpl;764934;48;1
ephem;https://github.com/brandon-rhodes/pyephem;5985676;;
eradicate;https://github.com/myint/eradicate;723343;;
esprima;https://github.com/kronuz/esprima-python;494924;;
esrally;https://github.com/elastic/rally;357647;;
etcd3;https://github.com/kragniz/python-etcd3;1064794;222;27
etcd3gw;https://github.com/dims/etcd3-gateway;384136;;
eth-abi;https://github.com/ethereum/eth-abi;1165393;;
eth-account;https://github.com/ethereum/eth-account;936654;1356;54
eth-hash;https://github.com/ethereum/eth-hash;1027797;1600;66
eth-keyfile;https://github.com/ethereum/eth-keyfile;916317;1350;37
eth-keys;https://github.com/ethereum/eth-keys;958604;;
eth-rlp;https://github.com/ethereum/eth-rlp;904507;;
eth-typing;https://github.com/ethereum/eth-typing;1245733;;
eth-utils;https://github.com/ethereum/eth-utils;1299865;2159;135
evdev;https://github.com/gvalkov/python-evdev;269787;;
eventlet;https://github.com/eventlet/eventlet;7528918;15898;426
event-tracking;https://github.com/edx/event-tracking;359142;78;3
everett;https://github.com/willkg/everett;780177;251;14
evergreen-py;https://github.com/evergreen-ci/evergreen.py;769879;;
exchangelib;https://github.com/ecederstrand/exchangelib;650384;260;21
execnet;https://github.com/pytest-dev/execnet;20351549;;
executor;https://github.com/xolox/python-executor;436866;143;28
exifread;https://github.com/ianare/exif-py;1763161;1630;79
expects;https://github.com/jaimegildesagredo/expects;308227;430;18
expiringdict;https://github.com/mailgun/expiringdict;8353358;517;47
extract-msg;https://github.com/teammsgextractor/msg-extractor;490242;;
extras;https://github.com/testing-cabal/extras;4692429;;
eyed3;https://github.com/nicfit/eyed3;846358;1180;52
ez-setup;https://github.com/activestate/ez_setup;1154338;;
f5-icontrol-rest;https://github.com/f5networks/f5-icontrol-rest-python;312347;492;3
f5-sdk;https://github.com/f5networks/f5-common-python;286712;556;8
fabric;https://github.com/fabric/fabric;9180255;;
fabric3;https://github.com/mathiasertl/fabric;1970408;;
face;https://github.com/mahmoud/face;841449;;
facebookads;https://github.com/facebook/facebook-python-business-sdk;2673133;;
facebook-business;https://github.com/facebook/facebook-python-business-sdk;2673133;;
facebook-sdk;https://github.com/mobolic/facebook-sdk;2089242;2905;45
face-recognition;https://github.com/ageitgey/face_recognition;480781;;
face-recognition-models;https://github.com/ageitgey/face_recognition_models;454796;;
factor-analyzer;https://github.com/educationaltestingservice/factor_analyzer;344078;;
factory-boy;https://github.com/factoryboy/factory_boy;10812048;;
faiss-cpu;https://github.com/kyamagu/faiss-wheels;272734;294;25
fake-factory;https://github.com/joke2k/faker;20146697;24168;423
fakenewsredis;https://github.com/ska-sa/fakenewsredis;328127;;
faker;https://github.com/joke2k/faker;20146697;24168;423
fakeredis;https://github.com/jamesls/fakeredis;6834930;;
fake-useragent;https://github.com/hellysmile/fake-useragent;2537380;8107;194
falcon;https://github.com/falconry/falcon;3941974;5064;227
fancycompleter;https://github.com/pdbpp/fancycompleter;1798851;;
fastai;https://github.com/fastai/fastai;611885;;
fastapi;https://github.com/tiangolo/fastapi;2584154;;
fastavro;https://github.com/fastavro/fastavro;20452394;1335;103
fastcache;https://github.com/pbrady/fastcache;638837;;
fastcluster;https://github.com/dmuellner/fastcluster;1082829;906;36
fastdiff;https://github.com/syrusakbary/fastdiff;815192;;
fastdtw;https://github.com/slaypni/fastdtw;1833485;;
fasteners;https://github.com/harlowja/fasteners;24034280;;
fastentrypoints;https://github.com/ninjaaron/fast-entry_points;361566;;
fastjsonschema;https://github.com/horejsek/python-fastjsonschema;657628;394;36
fastkml;https://github.com/cleder/fastkml;375779;160;15
fastparquet;https://github.com/dask/fastparquet;5155997;;
fastprogress;https://github.com/fastai/fastprogress;1029076;;
fastrlock;https://github.com/scoder/fastrlock;284639;911;14
fasttext;https://github.com/facebookresearch/fasttext;1698526;1525;63
faulthandler;https://github.com/vstinner/faulthandler;605678;;
faust;https://github.com/robinhood/faust;326931;649;18
fbmessenger;https://github.com/rehabstudio/fbmessenger;310052;;
fbprophet;https://github.com/facebook/prophet;6669957;;
fcm-django;https://github.com/xtrinch/fcm-django;411900;25279;3
feather-format;https://github.com/wesm/feather;1478706;1397;42
feedfinder2;https://github.com/dfm/feedfinder2;406244;;
feedparser;https://github.com/kurtmckee/feedparser;7773989;;
ffmpeg;https://github.com/jiashaokun/ffmpeg;480992;3264;46
ffmpeg-python;https://github.com/kkroening/ffmpeg-python;1739592;2810;121
ffmpeg-quality-metrics;https://github.com/slhck/ffmpeg-quality-metrics;721223;;
ffmpy;https://github.com/ch00k/ffmpy;644732;;
filelock;https://github.com/benediktschmitt/py-filelock;73262152;52451;369
filemagic;https://github.com/aliles/filemagic;6817402;;
filesplit;https://github.com/ram-jayapalan/filesplit;275533;;
filetype;https://github.com/h2non/filetype.py;1450275;1092;97
findspark;https://github.com/minrk/findspark;6661661;1548;36
fiona;https://github.com/toblerity/fiona;7186069;5072;197
fire;https://github.com/google/python-fire;7742163;6226;644
firebirdsql;https://github.com/nakagami/pyfirebirdsql;495843;23;2
first;https://github.com/hynek/first;1281929;1950;59
fissix;https://github.com/jreese/fissix;392486;;
fitbit;https://github.com/orcasgit/python-fitbit;469664;465;4
fixtures;https://github.com/testing-cabal/fixtures;4550123;;
flair;https://github.com/flairnlp/flair;273240;620;39
flake8-bandit;https://github.com/tylerwince/flake8-bandit;504917;;
flake8-black;https://github.com/peterjc/flake8-black;473934;;
flake8-blind-except;https://github.com/elijahandrews/flake8-blind-except;1150670;1661;132
flake8-broken-line;https://github.com/wemake-services/flake8-broken-line;361212;;
flake8-bugbear;https://github.com/pycqa/flake8-bugbear;3014812;2850;358
flake8-builtins;https://github.com/gforcada/flake8-builtins;1625635;;
flake8-class-newline;https://github.com/alexandervaneck/flake8-class-newline;463160;;
flake8-coding;https://github.com/tk0miya/flake8-coding;306150;346;28
flake8-colors;https://github.com/and3rson/flake8-colors;581487;316;25
flake8-commas;https://github.com/pycqa/flake8-commas;1702043;1270;74
flake8-comprehensions;https://github.com/adamchainz/flake8-comprehensions;2230515;;
flake8-debugger;https://github.com/jbkahn/flake8-debugger;863132;;
flake8-deprecated;https://github.com/gforcada/flake8-deprecated;634279;;
