package_name;github_url;pypi_downloads;dep_repos;dep_pkgs
dogpile-core;https://github.com/dogpile-core/dogpile-core;302638;;
dogstatsd-python;https://github.com/dogstatsd-python/dogstatsd-python;581707;;
dohq-artifactory;https://github.com/devopshq/artifactory;780413;13;5
doit;https://github.com/pydoit/doit;491786;532;37
domain2idna;https://github.com/PyFunceble/domain2idna;289893;;
dominate;https://github.com/knio/dominate;2993721;;
dotmap;https://github.com/drgrib/dotmap;630761;499;52
dotnetcore2;https://github.com/dotnet/core;4534820;;
doublemetaphone;https://github.com/doublemetaphone/doublemetaphone;616623;;
dparse;https://github.com/pyupio/dparse;3188663;;
dpath;https://github.com/akesterson/dpath-python;4563026;579;74
dpkt;https://github.com/kbandla/dpkt;614837;;53
draftjs-exporter;https://github.com/springload/draftjs_exporter;772137;;
drf-extensions;http://github.com/chibisov/drf-extensions;1059959;1424;17
drf-jwt;https://github.com/Styria-Digital/django-rest-framework-jwt;277877;;
drf-nested-routers;https://github.com/alanjds/drf-nested-routers;1927930;1795;29
drf-writable-nested;http://github.com/beda-software/drf-writable-nested;508752;355;3
drf-yasg;https://github.com/axnsan12/drf-yasg;4687807;14699;37
dropbox;https://github.com/dropbox/dropbox-sdk-python;2714167;;103
dulwich;https://github.com/dulwich/dulwich;2357198;900;99
dumb-init;https://github.com/yelp/dumb-init;1231284;135;2
dumbyaml;https://github.com/crdoconnor/dumbyaml;1140987;;
dumper;https://github.com/jric/Dumper.py;291094;36;2
duo-client;https://github.com/duosecurity/duo_client_python;511558;;
durationpy;https://github.com/icholy/durationpy;923867;;
dvc;https://github.com/iterative/dvc;403281;372;7
dynaconf;https://github.com/rochacbruno/dynaconf;1232172;501;46
dynamodb-encryption-sdk;https://github.com/aws/aws-dynamodb-encryption-python;331082;5;0
dynamodb-json;https://github.com/Alonreznik/dynamodb-json;601658;;
easydict;https://github.com/makinacorpus/easydict;1373615;3582;90
easygui;https://github.com/robertlugg/easygui;309625;;
easyprocess;https://github.com/ponty/easyprocess;4593809;1971;
easy-thumbnails;https://github.com/smileychris/easy-thumbnails;1298295;5655;119
ebaysdk;https://github.com/timotheus/ebaysdk-python;855846;1203;4
ebooklib;https://github.com/aerkalov/ebooklib;373873;829;24
ec2-metadata;https://github.com/adamchainz/ec2-metadata;1522522;;
ecdsa;http://github.com/warner/python-ecdsa;24429849;11665;342
ecos;http://github.com/embotech/ecos;1123524;;
ed25519;https://github.com/warner/python-ed25519;398199;304;55
edgegrid-python;https://github.com/akamai-open/AkamaiOPEN-edgegrid-python;850950;105;10
editdistance;https://github.com/aflc/editdistance;2402407;1841;
editorconfig;https://github.com/editorconfig/editorconfig;653303;;
edn-format;https://github.com/swaroopch/edn_format;1731049;;
edx-bulk-grades;https://github.com/edx/edx-bulk-grades;411610;;
edx-ccx-keys;https://github.com/edx/ccx-keys;267566;;
edx-celeryutils;https://github.com/edx/edx-celeryutils;344810;;2
edx-completion;https://github.com/edx/completion;359466;65;1
edx-django-release-util;http://github.com/edx/edx-django-release-util;420243;;
edx-django-sites-extensions;https://github.com/edx/edx-django-sites-extensions;277736;;
edx-django-utils;https://github.com/edx/edx-django-utils;502796;;
edx-drf-extensions;https://github.com/edx/edx-drf-extensions;498494;190;9
edx-enterprise;https://github.com/edx/edx-enterprise;591062;118;0
edx-i18n-tools;https://github.com/edx/i18n-tools;295536;225;3
edx-milestones;https://github.com/edx/edx-milestones;327978;61;0
edx-opaque-keys;https://github.com/edx/opaque-keys;632841;280;20
edx-organizations;https://github.com/edx/edx-organizations;388047;153;
edx-proctoring;https://github.com/edx/edx-proctoring;538956;64;2
edx-rbac;https://github.com/edx/edx-rbac;448116;;
edx-rest-api-client;https://github.com/edx/edx-rest-api-client;371940;219;4
edx-sga;https://github.com/mitodl/edx-sga;322758;;
edx-submissions;http://github.com/edx/edx-submissions;378318;108;1
edxval;http://github.com/edx/edx-val;523024;63;1
edx-when;https://github.com/edx/edx-when;437870;;
eeweather;http://github.com/openeemeter/eeweather;687381;;
efficientnet;https://github.com/qubvel/efficientnet;449633;305;10
elastic-apm;https://github.com/elastic/apm-agent-python;2058791;;
elasticsearch;https://github.com/elastic/elasticsearch-py;42078197;15587;602
elasticsearch-async;https://github.com/elastic/elasticsearch-py-async;363722;;
elasticsearch-curator;http://github.com/elastic/curator;1476995;;
elasticsearch-dsl;https://github.com/elasticsearch/elasticsearch-dsl-py;13357985;3262;145
electrical-calendar;https://github.com/electrical-calendar/electrical-calendar;1212432;;
elementpath;https://github.com/sissaschool/elementpath;1218037;;
eli5;https://github.com/TeamHG-Memex/eli5;2977845;605;26
eliot;https://github.com/itamarst/eliot;291265;;21
email;https://github.com/email/email;282170;;
email-reply-parser;https://github.com/zapier/email-reply-parser;552678;;
email-validator;https://github.com/JoshData/python-email-validator;4858761;;
emcee;https://github.com/dfm/emcee;322569;591;108
emoji;https://github.com/carpedm20/emoji;6173836;10084;175
empy;https://github.com/empy/empy;2023603;;
entrypoint2;https://github.com/ponty/entrypoint2;607067;136;
entrypoints;https://github.com/takluyver/entrypoints;114687312;;
enum;https://github.com/enum/enum;2032997;;
enum34;https://github.com/enum34/enum34;154781554;;
enum-compat;https://github.com/jstasiak/enum-compat;3428552;4049;
env;https://github.com/kennethreitz/env;405657;415;2
environs;https://github.com/sloria/environs;1234169;1598;55
envisage;https://github.com/enthought/envisage;399315;;
envparse;https://github.com/rconradharris/envparse;803132;672;34
envs;https://github.com/bjinwright/envs;1139953;;
envtpl;https://github.com/andreasjansson/envtpl;764934;45;1
ephem;https://github.com/brandon-rhodes/pyephem;5985676;1669;71
eradicate;https://github.com/myint/eradicate;723343;;
esprima;https://github.com/Kronuz/esprima-python;494924;;
esrally;https://github.com/elastic/rally;357647;;
etcd3;https://github.com/kragniz/python-etcd3;1064794;169;20
etcd3gw;https://github.com/dims/etcd3-gateway;384136;;
eth-abi;https://github.com/ethereum/eth-abi;1165393;;
eth-account;https://github.com/ethereum/eth-account;936654;953;46
eth-hash;https://github.com/ethereum/eth-hash;1027797;1113;54
eth-keyfile;https://github.com/ethereum/eth-keyfile;916317;961;34
eth-keys;https://github.com/ethereum/eth-keys;958604;1072;44
eth-rlp;https://github.com/ethereum/eth-rlp;904507;845;
eth-typing;https://github.com/ethereum/eth-typing;1245733;;
eth-utils;https://github.com/ethereum/eth_utils;1299865;;119
et-xmlfile;https://github.com/et-xmlfile/et-xmlfile;26691024;;
evdev;https://github.com/gvalkov/python-evdev;269787;;
eventlet;https://github.com/eventlet/eventlet;7528918;13135;386
event-tracking;https://github.com/edx/event-tracking;359142;68;2
everett;https://github.com/willkg/everett;780177;183;
evergreen-py;https://github.com/evergreen-ci/evergreen.py;769879;;
exchangelib;https://github.com/ecederstrand/exchangelib;650384;214;19
execnet;https://github.com/python/black;20351549;27139;1799
executor;https://github.com/xolox/python-executor;436866;111;25
exifread;https://github.com/ianare/exif-py;1763161;1270;71
expects;https://github.com/jaimegildesagredo/expects;308227;382;15
expiringdict;https://github.com/expiringdict/expiringdict;8353358;;
extract-msg;https://github.com/mattgwwalker/msg-extractor;490242;;
extras;https://github.com/testing-cabal/extras;4692429;1142;
eyed3;https://github.com/nicfit/eyed3;846358;895;47
ezfnsetup;https://github.com/ezfnsetup/ezfnsetup;3921492;;
ez-setup;http://github.com/ActiveState/ez_setup;1154338;;
f5-icontrol-rest;https://github.com/F5Networks/f5-icontrol-rest-python;312347;379;3
f5-sdk;https://github.com/F5Networks/f5-common-python;286712;441;8
fabric;https://github.com/fabric/fabric;9180255;;
fabric2;https://github.com/fabric2/fabric2;293410;;
fabric3;https://github.com/mathiasertl/fabric;1970408;;
face;https://github.com/mahmoud/face;841449;;
facebookads;https://github.com/facebook/facebook-python-ads-sdk;946296;;
facebook-business;https://github.com/facebook/facebook-python-business-sdk;2673133;;
facebook-sdk;https://github.com/mobolic/facebook-sdk;2089242;2493;42
face-recognition;https://github.com/ageitgey/face_recognition;480781;;
face-recognition-models;https://github.com/ageitgey/face_recognition_models;454796;;
factor-analyzer;https://github.com/EducationalTestingService/factor_analyzer;344078;;
factory-boy;https://github.com/FactoryBoy/factory_boy;10812048;;
faiss-cpu;https://github.com/kyamagu/faiss-wheels;272734;89;11
fake-factory;https://github.com/joke2k/faker;1285478;17885;341
fakenewsredis;https://github.com/ska-sa/fakenewsredis;328127;;
faker;https://github.com/joke2k/faker;20146697;17285;336
fakeredis;https://github.com/jamesls/fakeredis;6834930;1522;61
fake-useragent;https://github.com/hellysmile/fake-useragent;2537380;5558;153
falcon;https://github.com/falconry/falcon;3941974;4255;211
fancycompleter;https://github.com/pdbpp/fancycompleter;1798851;;
fastai;https://github.com/fastai/fastai;611885;;
fastapi;https://github.com/tiangolo/fastapi;2584154;;
fastavro;https://github.com/fastavro/fastavro;20452394;886;87
fastcache;https://github.com/pbrady/fastcache;638837;13107;43
fastcluster;https://github.com/dmuellner/fastcluster;1082829;;
fastdiff;https://github.com/syrusakbary/fastdiff;815192;84;2
fastdtw;https://github.com/slaypni/fastdtw;1833485;;
fasteners;https://github.com/harlowja/fasteners;24034280;3127;79
fastentrypoints;https://github.com/ninjaaron/fast-entry_points;361566;11;8
fastjsonschema;https://github.com/seznam/python-fastjsonschema;657628;185;27
fastkml;https://github.com/cleder/fastkml;375779;134;12
fastparquet;https://github.com/dask/fastparquet;5155997;;
fastprogress;https://github.com/fastai/fastprogress;1029076;;
fastrlock;https://github.com/scoder/fastrlock;284639;;11
fasttext;https://github.com/facebookresearch/fastText;1698526;1013;44
faulthandler;https://github.com/faulthandler/faulthandler;605678;;
faust;https://github.com/robinhood/faust;326931;436;12
fbmessenger;https://github.com/rehabstudio/fbmessenger;310052;956;17
fbprophet;https://github.com/facebook/prophet;6669957;;
fcm-django;https://github.com/xtrinch/fcm-django;411900;11062;3
feather-format;http://github.com/wesm/feather;1478706;887;37
featuretools;https://github.com/featurelabs/featuretools;509997;489;18
feedfinder2;https://github.com/dfm/feedfinder2;406244;;
feedparser;https://github.com/kurtmckee/feedparser;7773989;17002;505
ffmpeg;https://github.com/jiashaokun/ffmpeg;480992;1901;33
ffmpeg-python;https://github.com/kkroening/ffmpeg-python;1739592;1712;70
ffmpeg-quality-metrics;https://github.com/slhck/ffmpeg-quality-metrics;721223;;
ffmpy;https://github.com/Ch00k/ffmpy;644732;727;21
filechunkio;https://github.com/filechunkio/filechunkio;2606900;;
filelock;https://github.com/benediktschmitt/py-filelock;73262152;28044;241
filemagic;https://github.com/aliles/filemagic;6817402;225;26
filesplit;https://github.com/ram-jayapalan/filesplit;275533;18;0
filetype;https://github.com/h2non/filetype.py;1450275;665;65
findspark;https://github.com/minrk/findspark;6661661;1045;30
fiona;http://github.com/Toblerity/Fiona;7186069;3572;165
fire;https://github.com/google/python-fire;7742163;4247;437
firebase-admin;https://github.com/firebase-admin/firebase-admin;2842948;;
firebirdsql;https://github.com/nakagami/pyfirebirdsql;495843;;
first;https://github.com/hynek/first;1281929;1653;52
fissix;https://github.com/jreese/fissix;392486;;
fitbit;https://github.com/orcasgit/python-fitbit;469664;353;4
fixture;https://github.com/fixture/fixture;557830;;
fixtures;https://github.com/testing-cabal/fixtures;4550123;;
flair;https://github.com/flairNLP/flair;273240;419;21
flake8;https://github.com/flake8/flake8;70070372;;
flake8-bandit;https://github.com/tylerwince/flake8-bandit;504917;;
flake8-black;https://github.com/peterjc/flake8-black;473934;311;36
flake8-blind-except;https://github.com/elijahandrews/flake8-blind-except;1150670;;121
flake8-broken-line;https://github.com/sobolevn/flake8-broken-line;361212;;
flake8-bugbear;https://github.com/PyCQA/flake8-bugbear;3014812;1833;273
flake8-builtins;https://github.com/gforcada/flake8-builtins;1625635;1021;120
flake8-class-newline;https://github.com/AlexanderVanEck/flake8-class-newline;463160;;
flake8-coding;https://github.com/tk0miya/flake8-coding;306150;292;22
flake8-colors;https://github.com/and3rson/flake8-colors;581487;;
flake8-commas;https://github.com/pycqa/flake8-commas;1702043;;
flake8-comprehensions;https://github.com/adamchainz/flake8-comprehensions;2230515;;
flake8-debugger;https://github.com/jbkahn/flake8-debugger;863132;;82
flake8-deprecated;https://github.com/gforcada/flake8-deprecated;634279;;
flake8-docstrings;https://github.com/pycqa/pydocstyle;3464611;10315;457
flake8-eradicate;https://github.com/sobolevn/flake8-eradicate;559224;;
flake8-executable;https://github.com/xuhdev/flake8-executable;344552;;4
flake8-formatter-junit-xml;https://github.com/astj/flake8-formatter-junit-xml;401189;;
flake8-future-import;https://github.com/xZise/flake8-future-import;317955;;
flake8-import-order;https://github.com/PyCQA/flake8-import-order;3091095;;
flake8-isort;https://github.com/gforcada/flake8-isort;1623225;1744;84
flake8-junit-report;https://github.com/initios/flake8-junit-report;337153;;
flake8-logging-format;https://github.com/globality-corp/flake8-logging-format;926684;306;20
flake8-mutable;https://github.com/ebeweber/flake8-mutable;612753;;
flake8-mypy;https://github.com/ambv/flake8-mypy;539088;;
flake8-pep3101;https://github.com/gforcada/flake8-pep3101;480503;255;
flake8-per-file-ignores;https://github.com/snoack/flake8-per-file-ignores;575118;;
flake8-polyfill;https://github.com/flake8-polyfill/flake8-polyfill;5256339;;
flake8-print;https://github.com/jbkahn/flake8-print;1834170;1081;86
flake8-quotes;https://github.com/zheller/flake8-quotes;3023913;;
flake8-rst-docstrings;https://github.com/peterjc/flake8-rst-docstrings;341334;189;21
flake8-string-format;https://github.com/xZise/flake8-string-format;704631;437;21
flake8-tidy-imports;https://github.com/adamchainz/flake8-tidy-imports;838263;;
flaky;https://github.com/box/flaky;4752245;1653;75
flanker;https://github.com/mailgun/flanker;334758;;
flasgger;https://github.com/flasgger/flasgger;1574822;2806;49
flashtext;http://github.com/vi3k6i5/flashtext;936216;228;13
flask;https://github.com/pallets/flask;143727210;517234;5837
flask-admin;https://github.com/flask-admin/flask-admin;7242181;8238;110
flask-api;https://github.com/flask-api/flask-api;1344948;3471;33
flask-apispec;https://github.com/jmcarp/flask-apispec;1373385;302;6
flask-apscheduler;https://github.com/viniciuschiele/flask-apscheduler;413738;1277;14
flask-assets;http://github.com/miracle2k/flask-assets;911695;4524;82
flask-babel;http://github.com/python-babel/flask-babel;6957727;8682;108
flask-babelex;http://github.com/mrjoes/flask-babelex;750007;;
flask-basicauth;https://github.com/jpvanhal/flask-basicauth;581569;1195;21
flask-bcrypt;https://github.com/maxcountryman/flask-bcrypt;5027725;18152;44
flask-bootstrap;https://github.com/mbr/flask-bootstrap;1271187;26107;84
flask-cache;http://github.com/thadeusb/flask-cache;1134209;3649;80
flask-caching;https://github.com/sh4nks/flask-caching;7118552;4622;104
flask-classful;https://github.com/teracyhq/flask-classful;342327;289;
flask-compress;https://github.com/colour-science/flask-compress;3670594;;
flask-cors;https://github.com/corydolphin/flask-cors;21894637;65326;545
flask-dance;https://github.com/singingwolfboy/flask-dance;465480;1401;14
flask-debugtoolbar;https://github.com/django-debug-toolbar/django-debug-toolbar;887215;29376;142
flask-graphql;https://github.com/graphql-python/flask-graphql;1359603;1389;
flask-httpauth;https://github.com/miguelgrinberg/flask-httpauth;2787789;9516;70
flask-injector;https://github.com/alecthomas/flask_injector;315204;412;9
flask-json;https://github.com/skozlovf/flask-json;404001;;
flask-jwt;https://github.com/mattupstate/flask-jwt;357619;6180;21
flask-jwt-extended;https://github.com/vimalloc/flask-jwt-extended;5776548;7711;55
flask-limiter;https://github.com/alisaifee/flask-limiter;858668;;
flask-login;https://github.com/maxcountryman/flask-login;11098322;;
flask-log-request-id;http://github.com/Workable/flask-log-request-id;381896;47;6
flask-mail;https://github.com/rduplain/flask-mail;2399285;;
flask-marshmallow;https://github.com/marshmallow-code/flask-marshmallow;3527294;8507;53
flask-migrate;https://github.com/miguelgrinberg/flask-migrate;7239516;53969;206
flask-moment;https://github.com/miguelgrinberg/flask-moment;362104;;13
flask-mongoalchemy;http://github.com/cobrateam/flask-mongoalchemy;293742;;2
flask-mongoengine;https://github.com/mongoengine/flask-mongoengine;564532;4333;45
flask-mysql;https://github.com/cyberdelia/flask-mysql;949363;;2
flask-oauthlib;https://github.com/lepture/flask-oauthlib;1783849;2753;56
flask-oidc;https://github.com/puiterwijk/flask-oidc;311204;255;6
flask-openid;https://github.com/mitsuhiko/flask-openid;5003864;3701;
flask-principal;https://github.com/mattupstate/flask-principal;1193122;4190;43
flask-pymongo;https://github.com/dcrosta/flask-pymongo;729257;10991;39
flask-responses;https://github.com/Parkayun/flask-responses;565543;;
flask-restful;https://github.com/flask-restful/flask-restful;9823474;42046;356
flask-restful-swagger;https://github.com/rantav/flask-restful-swagger;323930;;
flask-restless;http://github.com/jfinkels/flask-restless;366655;1489;23
flask-restplus;https://github.com/noirbizarre/flask-restplus;5241967;7377;107
flask-restx;https://github.com/python-restx/flask-restx;466881;814;22
flask-rq2;https://github.com/rq/flask-rq2;1069014;182;5
flask-script;http://github.com/smurfix/flask-script;4720837;41028;225
flask-seasurf;https://github.com/maxcountryman/flask-seasurf;306866;;27
flask-security;https://github.com/mattupstate/flask-security;683916;4266;47
flask-session;https://github.com/fengsp/flask-session;1378009;11126;42
flask-shell-ipython;http://github.com/ei-grad/flask-shell-ipython;497069;;
flask-socketio;https://github.com/miguelgrinberg/flask-socketio;2980827;13434;132
flask-sockets;https://github.com/kennethreitz/flask-sockets;377288;7296;29
flask-sqlalchemy;https://github.com/pallets/flask-sqlalchemy;21041123;132468;623
flask-sslify;https://github.com/kennethreitz/flask-sslify;620195;;
flask-swagger;https://github.com/gangverk/flask-swagger;5471691;1669;26
flask-swagger-ui;https://github.com/sveint/flask-swagger-ui;502697;863;20
flask-talisman;https://github.com/GoogleCloudPlatform/flask-talisman;828353;745;29
flask-testing;https://github.com/jarus/flask-testing;2719135;9738;112
flask-uuid;https://github.com/wbolster/flask-uuid;296083;123;3
flask-wtf;https://github.com/lepture/flask-wtf;12402051;74655;397
flatbuffers;https://github.com/google/flatbuffers;1942663;496;69
flatdict;https://github.com/gmr/flatdict;500286;;
flatten-dict;https://github.com/ianlini/flatten-dict;737794;;
flatten-json;https://github.com/amirziai/flatten;1077730;;
flex;https://github.com/pipermerriam/flex;1125943;461;13
flexget;https://github.com/Flexget/Flexget;454910;39;1
flexmock;https://github.com/bkabrda/flexmock;324051;;
flock;https://github.com/misli/python-flock;551359;;
flower;https://github.com/mher/flower;6018145;4309;75
fluent-logger;https://github.com/fluent/fluent-logger-python;2003134;356;43
flufl-enum;https://github.com/flufl-enum/flufl-enum;367583;;
flufl-lock;https://github.com/flufl-lock/flufl-lock;446233;;
flup;https://github.com/flup/flup;288939;;
flyteidl;https://github.com/lyft/flyteidl;289199;;
flytekit;https://github.com/lyft/flytekit;301899;20;2
folium;https://github.com/python-visualization/folium;3110760;6178;86
fonttools;http://github.com/fonttools/fonttools;4865201;761;86
forex-python;https://github.com/MicroPyramid/forex-python;426291;421;10
formencode;https://github.com/formencode/formencode;654246;;
fortnitepy;https://github.com/Terbau/fortnitepy;4601089;279;6
fpdf;https://github.com/reingart/pyfpdf;1220316;1369;47
freetype-py;https://github.com/rougier/freetype-py;432986;370;28
freezegun;https://github.com/spulec/freezegun;16383668;5504;313
frida;https://github.com/frida/frida;354622;;
frozendict;https://github.com/slezica/python-frozendict;3667506;637;112
frozen-flask;https://github.com/Frozen-Flask/Frozen-Flask;574630;1542;28
fs;https://github.com/PyFilesystem/pyfilesystem2;1090671;924;154
fs-s3fs;https://github.com/PyFilesystem/s3fs;300162;107;12
fsspec;http://github.com/intake/filesystem_spec;29566331;4876;66
ftfy;http://github.com/LuminosoInsight/python-ftfy;4202300;1976;67
ftputil;https://github.com/ftputil/ftputil;588231;;
funcparserlib;https://github.com/vlasovskikh/funcparserlib;608686;;
funcsigs;https://github.com/testing-cabal/funcsigs;64729937;;
func-timeout;https://github.com/kata198/func_timeout;563792;;
functions-framework;https://github.com/googlecloudplatform/functions-framework-python;1862797;71;1
functools;https://github.com/functools/functools;1488760;;
functools32;https://github.com/MiCHiLU/python-functools32;39780086;;
funcy;http://github.com/Suor/funcy;3629693;1733;144
furl;https://github.com/gruns/furl;2038452;;
fusepy;http://github.com/fusepy/fusepy;3846435;474;
future;https://github.com/future/future;241554856;;
future-fstrings;https://github.com/asottile/future-fstrings;640694;;
futures;https://github.com/agronholm/pythonfutures;347315914;21870;861
futurist;https://github.com/futurist/futurist;1046852;;
fuzzy;https://github.com/yougov/Fuzzy;384132;;
fuzzyset;https://github.com/axiak/fuzzyset;333719;46;
fuzzywuzzy;https://github.com/seatgeek/fuzzywuzzy;17703489;5825;316
fysom;https://github.com/mriehl/fysom;4012539;;
galaxy-sequence-utils;https://github.com/galaxyproject/sequence_utils;298802;;
gapic-google-cloud-pubsub-v1;https://github.com/googleapis/googleapis;1351518;;
gast;https://github.com/serge-sans-paille/gast;54123803;34605;118
gcloud;https://github.com/GoogleCloudPlatform/gcloud-python;3529510;;
gcovr;https://github.com/gcovr/gcovr;560778;118;2
gcsfs;https://github.com/dask/gcsfs;26861318;6658;33
gcs-oauth2-boto-plugin;https://github.com/GoogleCloudPlatform/gcs-oauth2-boto-plugin;1935596;536;7
gdal;https://github.com/gdal/gdal;504674;;
gdata;https://github.com/gdata/gdata;822890;;
gender-guesser;https://github.com/lead-ratings/gender-guesser;394615;;
genshi;https://github.com/genshi/genshi;397342;;
gensim;https://github.com/rare-technologies/gensim;38300651;16023;410
genson;https://github.com/wolverdude/genson;3820306;220;39
geoalchemy2;https://github.com/geoalchemy2/geoalchemy2;1716800;;
geocoder;https://github.com/DenisCarriere/geocoder;2145294;2443;59
geog;https://github.com/jwass/geog;340639;24;
geographiclib;https://github.com/geographiclib/geographiclib;12543542;;
geohash;https://github.com/vinsci/geohash;2477262;211;
geohash2;https://github.com/dbarthe/geohash;877805;;
geoip;https://github.com/geoip/geoip;436890;;
geojson;https://github.com/jazzband/geojson;6544475;4131;191
geomet;https://github.com/geomet/geomet;3020572;242;
geopandas;https://github.com/geopandas/geopandas;6153300;5023;328
geopy;https://github.com/geopy/geopy;15907178;11058;238
georaptor;https://github.com/ashwin711/georaptor;506460;;
geotext;https://github.com/elyase/geotext;297442;114;2
get;https://github.com/get/get;2082880;;
getch;https://github.com/getch/getch;1123701;;
gevent;https://github.com/gevent/gevent;38468557;47264;
geventhttpclient-wheels;http://github.com/gwik/geventhttpclient;1156500;221;10
gevent-websocket;https://github.com/methane/wsaccel;1806340;;
ggplot;https://github.com/yhat/ggplot;1806606;657;11
gherkin-official;https://github.com/cucumber/gherkin-python;607847;81;9
gin-config;https://github.com/google/gin-config;591182;886;21
gino;https://github.com/python-gino/gino;269870;;
gitdb2;https://github.com/gitpython-developers/gitdb;41301813;3208;51
gitlint;https://github.com/jorisroovers/gitlint;298200;209;3
git-pylint-commit-hook;https://github.com/git-pylint-commit-hook/git-pylint-commit-hook;411878;;
gitpython;https://github.com/gitpython-developers/GitPython;69868389;19873;1475
git-url-parse;https://github.com/retr0h/git-url-parse;1158944;;
glances;https://github.com/nicolargo/glances;609215;218;0
glance-store;https://github.com/glance-store/glance-store;327940;;
glean-parser;https://github.com/mozilla/glean_parser;347572;;
glfw;https://github.com/FlorianRhiem/pyGLFW;2591881;1103;30
glmnet-py;https://github.com/hanfang/glmnet_py;691244;;
glob2;https://github.com/miracle2k/python-glob2;7516407;;
glob3;https://github.com/camabeh/glob3;290793;;
globre;http://github.com/metagriffin/globre;765731;;
glog;https://github.com/benley/python-glog;312421;;
glom;https://github.com/mahmoud/glom;876286;120;29
gluoncv;https://github.com/dmlc/gluon-cv;289243;234;36
gluonnlp;https://github.com/dmlc/gluon-nlp;391361;246;6
gmplot;https://github.com/gmplot/gmplot;307461;393;8
gnupg;https://github.com/isislovecruft/python-gnupg;1246216;;
gnureadline;http://github.com/ludwigschwardt/python-gnureadline;736889;8973;48
google;https://github.com/google/google;9670852;;
googleads;https://github.com/googleads/googleads-python-lib;4459790;300;18
google-ads;https://github.com/googleads/google-ads-python;839251;65;3
google-api-core;https://github.com/googleapis/python-api-core;183602669;11500;162
google-api-helper;https://github.com/r00tat/google-api-helper;1412646;;
google-api-python-client;https://github.com/googleapis/google-api-python-client;100743438;38312;841
google-api-python-client-uritemplate;https://github.com/venmo/google-api-python-client;387507;;
googleapis-common-protos;https://github.com/googleapis/python-api-common-protos;164645909;;
google-apitools;http://github.com/google/apitools;15223962;773;23
googleappenginecloudstorageclient;https://github.com/GoogleCloudPlatform/appengine-gcs-client;633162;640;17
google-auth;https://github.com/googleapis/google-auth-library-python;216027891;30729;346
google-auth-httplib2;https://github.com/GoogleCloudPlatform/google-auth-library-python-httplib2;71263460;13641;
google-auth-oauthlib;https://github.com/GoogleCloudPlatform/google-auth-library-python-oauthlib;73807229;21160;213
google-cloud-asset;https://github.com/googleapis/python-asset;1206361;;
google-cloud-automl;https://github.com/googleapis/python-automl;1978291;276;3
google-cloud-bigquery;https://github.com/googleapis/python-bigquery;70132070;4689;173
google-cloud-bigquery-datatransfer;https://github.com/googleapis/python-bigquery-datatransfer;2768386;318;4
google-cloud-bigquery-storage;https://github.com/googleapis/python-bigquery-storage;1862232;;
google-cloud-bigtable;https://github.com/googleapis/python-bigtable;19848897;1003;20
google-cloud-container;https://github.com/googleapis/python-container;3433092;355;14
google-cloud-core;https://github.com/googleapis/python-cloud-core;154309369;8910;
google-cloud-datacatalog;https://github.com/googleapis/python-datacatalog;1185532;45;11
google-cloud-dataflow;https://github.com/google-cloud-dataflow/google-cloud-dataflow;3693908;;
google-cloud-datalabeling;https://github.com/googleapis/python-datalabeling;1045104;;
google-cloud-dataproc;https://github.com/googleapis/python-dataproc;2144554;333;5
google-cloud-datastore;https://github.com/googleapis/python-datastore;20424542;2793;76
google-cloud-dlp;https://github.com/googleapis/python-dlp;2983661;256;5
google-cloud-dns;https://github.com/googleapis/python-dns;3883990;;
google-cloud-error-reporting;https://github.com/googleapis/python-error-reporting;5632508;827;
google-cloud-firestore;https://github.com/googleapis/python-firestore;8671314;3174;42
google-cloud-happybase;https://github.com/googleapis/google-cloud-python-happybase;683442;180;
google-cloud-iam;https://github.com/googleapis/python-iam;1217598;21;2
google-cloud-iot;https://github.com/googleapis/python-iot;1067870;40;
google-cloud-kms;https://github.com/googleapis/python-kms;6261535;170;15
google-cloud-logging;https://github.com/googleapis/python-logging;42104178;7748;53
google-cloud-monitoring;https://github.com/googleapis/python-monitoring;9734899;864;17
google-cloud-ndb;https://github.com/googleapis/python-ndb;1443968;202;6
google-cloud-os-login;https://github.com/googleapis/python-oslogin;1043464;;
google-cloud-profiler;https://github.com/GoogleCloudPlatform/cloud-profiler-python;1676901;;
google-cloud-pubsub;https://github.com/googleapis/python-pubsub;27449252;2439;102
google-cloud-redis;https://github.com/googleapis/python-redis;1232284;;2
google-cloud-resource-manager;https://github.com/googleapis/python-resource-manager;3732535;;
google-cloud-runtimeconfig;https://github.com/googleapis/python-runtimeconfig;3629462;;
google-cloud-scheduler;https://github.com/googleapis/python-scheduler;1165614;;
google-cloud-secret-manager;https://github.com/googleapis/python-secret-manager;1275546;290;21
google-cloud-securitycenter;https://github.com/googleapis/python-securitycenter;1073663;6;0
google-cloud-spanner;https://github.com/googleapis/python-spanner;10913486;;
google-cloud-speech;https://github.com/googleapis/python-speech;4784630;1711;22
google-cloud-storage;https://github.com/googleapis/python-storage;126393653;16252;362
google-cloud-talent;https://github.com/googleapis/python-talent;1044698;;
google-cloud-tasks;https://github.com/googleapis/python-tasks;2050785;291;20
google-cloud-texttospeech;https://github.com/googleapis/python-texttospeech;1737209;526;12
google-cloud-trace;https://github.com/googleapis/python-trace;3733333;;
google-cloud-translate;https://github.com/googleapis/python-translate;5038652;1646;24
google-cloud-videointelligence;https://github.com/googleapis/python-videointelligence;5032911;661;11
google-cloud-vision;https://github.com/googleapis/python-vision;7107050;2318;28
